//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR22_CHIMIE_odv.txt
//Data treated : 2020-09-24T15:18:55
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR22_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATA Fr22	st002c01	B	2012-03-25T18:00:00z	 -23.000	 +0.000		2000.7	 2	 34.968	5.680	246.80	 0.03	 20.200	20.100	  1.28	20.00																										
PIRATA Fr22	st002c01	B	2012-03-25T18:00:00z	 -23.000	 +0.000		2000.8	 1	 34.974	5.627	244.60	 0.02	 20.400	20.400	  1.24	18.70																										
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		   2.1	11	 35.885	4.559	199.00	 0.00	  0.100	0.100	  0.06	 1.20	0.0075	0.0125	0.0090	0.0069	0.0093			0.0013	0.0221	0.0109			0.1339		0.0052	0.0052		0.0220			0.0780	0.0978		0.0018		
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		  10.0	10	 35.877	4.601	200.80	 0.00	  0.000	0.000	  0.06	 1.10																										
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		  20.5	 9	 35.878	4.561	199.00	 0.00	  0.100	0.100	  0.07	 1.10	0.0108	0.0156	0.0078	0.0091	0.0107	0.0009		0.0011	0.0324	0.0083			0.1312		0.0072	0.0093		0.0270			0.0852	0.1269		0.0017		
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		  40.6	 8	 35.878	4.451	194.10	 0.02	  0.300	0.300	  0.09	 1.50	0.1463	0.1301	0.0275	0.1195	0.0747	0.0119	0.0250	0.0113	0.3492	0.0305	0.0049		0.0961		0.0249	0.1713		0.0578			0.1469	0.8453				
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		  60.2	 7	 36.369	4.181	182.10	 0.23	  4.300	4.000	  0.31	 2.30	0.1114	0.0714	0.0089	0.1096	0.0430	0.0099	0.0199	0.0040	0.1821	0.0140	0.0031		0.0361		0.0526	0.1559		0.0352		0.0031	0.0793	0.4747				
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		  79.4	 6	 35.698	3.052	132.80	 0.07	 15.600	15.500	  0.85	 5.50	0.0515	0.0294	0.0033	0.0615	0.0169	0.0016	0.0019	0.0009	0.0691	0.0055			0.0188		0.1334			0.0284			0.0623	0.1650		0.0026		
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		 101.0	 5	 35.644	2.876	125.20	 0.07	 16.800	16.700	  0.95	 6.00	0.0338	0.0177	0.0012	0.0407	0.0109	0.0012	0.0011	0.0006	0.0450	0.0036			0.0097		0.0963			0.0179			0.0388	0.1061				
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		 503.0	 4	 34.581	3.098	134.70	 0.02	 33.000	33.000	  1.89	20.50																										
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		1009.0	 3	 34.587	3.603	156.60	 0.02	 34.100	34.000	  2.04	30.90																										
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		1009.0	 2	 34.588	3.519	153.00	 0.00	 34.100	34.100	  2.11	31.00																										
PIRATA Fr22	st003c01	B	2012-03-29T16:30:00z	  -9.867	 +0.067		2021.0	 1	 34.959	5.704	247.90	 0.01	 20.500	20.400	  1.27	22.40																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		   2.3	11	 35.227	4.595	200.70	 0.00	  0.000	0.000	  0.02	 1.00																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		  10.1	10	 35.253	4.594	200.60	 0.00	  0.000	0.000	  0.00	 0.90																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		  20.5	 9	 35.309	4.630	202.20	 0.00	  0.100	0.100	  0.00	 1.00																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		  40.1	 8	 36.025	4.531	197.60	 0.00	  0.100	0.100	  0.07	 1.40																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		  59.9	 7	 36.449	4.269	186.00	 0.20	  2.700	2.500	  0.28	 2.00																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		  80.2	 6	 35.893	3.645	158.70	 0.17	 10.800	10.600	  0.69	 4.00																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		 100.1	 5	 35.746	3.289	143.20	 0.21	 13.300	13.100	  0.78	 4.90																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		 500.6	 4	 34.604	3.043	132.30	 0.02	 32.500	32.500	  1.99	19.90																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		 500.0	 3	 34.605	3.092	134.50	 1.36	 31.200	29.900	  1.97	19.80																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		1001.3	 2	 34.612	3.586	155.90	 0.45	 31.600	31.100	  2.08	30.80																										
PIRATA Fr22	st004c01	B	2012-03-30T18:25:00z	  -7.000	 +0.000		2000.6	 1	 34.973	5.535	240.60	 0.01	 20.700	20.700	  1.37	17.70																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		   2.4	11	 34.876	4.735	206.90	 0.00	  0.000	0.000	  0.00	 0.90																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		  10.0	10	 34.874	4.730	206.60	 0.00	  0.000	0.000	  0.09	 0.90																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		  20.0	 9	 34.879	4.739	207.00	 0.00	  0.100	0.100	  0.04	 0.90																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		  40.0	 8	 35.539	4.535	197.90	 0.00	  0.100	0.100	  0.05	 1.10																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		  60.0	 7	 36.071	3.552	154.70	 0.37	  7.600	7.300	  0.51	 3.20																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		  80.0	 6	 35.755	2.958	128.80	 0.11	 15.300	15.200	  0.96	 5.20																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		 100.0	 5	 35.610	3.287	143.10	 0.03	 15.500	15.400	  0.98	 5.50																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		 100.0	 4	 35.610	3.282	142.90	 0.04	 15.500	15.500	  1.00	 5.60																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		 500.0	 3	 34.606	3.058	133.00	 0.03	 33.000	33.000	  2.12	19.60																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		1000.0	 2	 34.620	3.608	156.90	 0.00	 33.900	33.900	  2.29	30.60																										
PIRATA Fr22	st005c01	B	2012-03-30T23:28:00z	  -7.000	 +0.500		1999.0	 1	 34.970	5.634	244.90	 0.00	 20.500	20.500	  1.42	19.40																										
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		   2.0	11	 34.645	4.897	214.00	 0.00	  0.000	0.000	  0.13	 0.90	0.0052	0.0083	0.0046	0.0045	0.0050			0.0011	0.0161	0.0051			0.1141		0.0069	0.0065		0.0221			0.0849	0.0748		0.0016		
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		  10.0	10	 34.645	4.619	201.80	 0.00	  0.000	0.000	  0.12	 1.00																										
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		  20.0	 9	 34.648	4.552	198.90	 0.00	  0.000	0.000	  0.12	 1.10	0.0060	0.0092	0.0063	0.0052	0.0057	0.0008		0.0008	0.0179	0.0050			0.1185			0.0088		0.0221			0.0913	0.0779		0.0013		
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		  40.0	 8	 35.505	4.534	198.00	 0.00	  0.100	0.100	  0.17	 1.20	0.0400	0.0402	0.0200	0.0256	0.0611	0.0045	0.0057	0.0015	0.0584	0.0147	0.0011		0.1258			0.0520		0.0537		0.0067	0.1638	0.3261		0.0057		
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		  60.0	 7	 35.768	4.878	212.80	 0.68	 10.500	9.800	  0.72	 3.30	0.0905	0.0530	0.0130	0.0778	0.0616	0.0183	0.0270	0.0021	0.1104	0.0124	0.0019		0.0316		0.0634	0.2138		0.0387			0.0799	0.4632				
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		  80.0	 6	 35.706	2.951	128.60	 0.05	 18.000	17.900	  1.15	 5.90	0.0403	0.0219	0.0027	0.0476	0.0172	0.0026	0.0037	0.0005	0.0504	0.0044			0.0169		0.1349			0.0262			0.0563	0.1404		0.0027		
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		  80.0	 5	 35.695	2.450	106.70	 0.06	 18.000	17.900	  1.15	 6.00																										
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		 101.0	 4	 35.557	2.447	106.50	 0.00	 16.300	16.300	  1.09	 6.10	0.0149	0.0069	0.0004	0.0192	0.0048				0.0201	0.0015			0.0029		0.0329			0.0068			0.0120	0.0453		0.0011		
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		 504.0	 3	 34.596	3.359	146.30	 0.00	 32.400	32.400	  2.07	20.90																										
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		1007.0	 2	 34.635	3.149	137.00	 0.00	 33.000	33.000	  2.23	31.00																										
PIRATA Fr22	st006c01	B	2012-03-31T04:25:00z	  -7.000	 +1.000		2019.0	 1		3.509	152.50	 0.00	  0.000	0.000	  0.13	 1.00																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		   2.2	11	 34.652	4.525	197.70	 0.00	  0.000	0.000	  0.01	 0.80																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		  10.0	10	 34.651	4.526	197.80	 0.00	  0.000	0.000	  0.00	 0.80																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		  20.0	 9	 34.650	4.539	198.40	 0.00	  0.000	0.000	  0.00	 0.80																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		  41.0	 8	 35.014	4.574	199.80	 0.00	  0.000	0.000	  0.00	 0.90																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		  61.0	 7	 35.780	3.283	143.00	 0.82	  9.700	8.900	  0.59	 2.70																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		  60.0	 6	 35.776	3.198	139.30	 0.73	 10.500	9.800	  0.64	 3.10																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		  80.0	 5	 35.605	2.907	126.50	 0.02	 16.700	16.700	  0.98	 6.00																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		 100.0	 4	 35.564	3.011	131.00	 0.00	 16.600	16.600	  0.99	 6.10																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		 500.0	 3	 34.587	3.045	132.40	 0.00	 32.700	32.700	  1.96	21.90																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		1000.0	 2	 34.661	3.724	161.90	 0.00	 32.700	32.700	  2.07	30.70																										
PIRATA Fr22	st007c01	B	2012-03-31T09:30:00z	  -7.000	 +1.500		2000.0	 1	 34.962	5.659	245.90	 0.00	 20.000	20.000	  1.27	22.30																										
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		   2.0	11	 34.839	4.525	197.70	 0.00	  0.000	0.000	  0.00	 1.20	0.0044	0.0054	0.0030	0.0037	0.0038			0.0017	0.0146	0.0092	0.0000	0.0033	0.1175		0.0042	0.0047		0.0149			0.0704	0.0561		0.0008		
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		  10.0	10	 34.835	4.558	199.10	 0.00	  0.000	0.000	  0.00	 1.20																										
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		  20.0	 9	 34.840	4.556	199.10	 0.00	  0.000	0.000	  0.00	 1.20	0.0061	0.0085	0.0050	0.0051	0.0048			0.0019	0.0207	0.0089		0.0018	0.1278		0.0054	0.0075		0.0191			0.0775	0.0736		0.0010		
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		  40.0	 8	 35.023	4.598	200.80	 0.00	  0.000	0.000	  0.00	 1.40	0.0108	0.0140	0.0055	0.0103	0.0069			0.0022	0.0344	0.0071	0.0000	0.0010	0.1451		0.0119	0.0142		0.0309			0.1284	0.1039		0.0018		
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		  40.0	 7	 35.021	4.600	200.90	 0.00	  0.000	0.000	  0.01	 1.40																										
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		  60.0	 6	 35.724	2.658	115.70	 0.15	 17.000	16.800	  1.02	 5.30	0.0565	0.0474	0.0075	0.0760	0.0339	0.0170	0.0229	0.0042	0.0922	0.0105	0.0019	0.0007	0.0728		0.1095	0.1421		0.0521		0.0033	0.1237	0.3150		0.0047		
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		  80.0	 5	 35.618	3.025	131.70	 0.04	 16.300	16.200	  1.03	 6.50	0.0384	0.0221	0.0021	0.0462	0.0179	0.0037	0.0015	0.0005	0.0515	0.0046			0.0178		0.1114	0.0217		0.0286		0.0015	0.0626	0.1226		0.0025		
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		 101.0	 4	 35.581	2.893	125.90	 0.00	 17.100	17.100	  1.13	 6.40	0.0072	0.0030		0.0064	0.0037				0.0137	0.0010			0.0010		0.0060	0.0046		0.0026		0.0009	0.0029	0.0244		0.0005		
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		 504.0	 3	 34.635	2.330	101.30	 0.00	 35.500	35.500	  2.30	22.00																										
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		1008.0	 2	 34.352	3.608	156.90	 0.00	 31.900	31.900	  2.26	29.90																										
PIRATA Fr22	st008c01	B	2012-03-31T14:22:00z	  -7.000	 +2.000		2020.0	 1	 34.960	5.619	244.20	 0.01	 20.300	20.300	  1.40	23.70																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		   2.2	11	 34.675	4.505	196.90	 0.00	  0.000	0.000	  0.02	 1.30																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		  10.0	10	 34.675	4.520	197.50	 0.00	  0.000	0.000	  0.03	 1.20																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		  19.0	 9	 34.683	4.520	197.50	 0.00	  0.000	0.000	  0.01	 1.20																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		  19.2	 8	 34.705	4.516	197.30	 0.00	  0.000	0.000	  0.00	 1.10																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		  40.0	 7	 35.284	4.492	196.00	 0.03	  0.900	0.900	  0.07	 1.40																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		  59.0	 6	 35.700	2.923	127.30	 0.19	 14.900	14.700	  0.96	 4.90																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		  80.0	 5	 35.611	2.928	127.40	 0.03	 15.400	15.400	  1.08	 5.90																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		 100.2	 4	 35.585	2.969	129.20	 0.01	 15.700	15.700	  1.10	 6.20																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		 500.9	 3	 34.655	2.178	 94.70	 0.00	 33.900	33.900	  2.31	21.30																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		1009.1	 2	 34.658	3.430	149.10	 0.00	 31.300	31.300	  2.29	30.60																										
PIRATA Fr22	st009c01	B	2012-03-31T19:15:00z	  -7.000	 +2.500		2019.5	 1	 34.959	5.562	241.70	 0.00	 19.200	19.200	  1.43	23.50																										
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		   2.0	11	 34.633	4.517	197.30	 0.00	  0.000	0.000	  0.00	 1.60	0.0061	0.0076	0.0059	0.0050	0.0035			0.0011	0.0218	0.0086			0.0825		0.0036	0.0056		0.0174		0.0013	0.0361	0.0838		0.0013		
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		  10.0	10	 34.645	4.525	197.70	 0.00	  0.000	0.000	  0.00	 1.60																										
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		  10.0	 9	 34.640	4.523	197.60	 0.00	  0.000	0.000	  0.00	 1.30																										
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		  20.0	 8	 34.948	4.571	199.70	 0.00	  0.000	0.000	  0.00	 1.10	0.0060	0.0083	0.0071	0.0061	0.0037			0.0012	0.0196	0.0074			0.1304		0.0070	0.0059		0.0204			0.0672	0.0759		0.0011		
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		  41.0	 7	 35.600	4.694	204.80	 0.03	  0.000	0.000	  0.00	 1.50	0.0189	0.0207	0.0086	0.0183	0.0088	0.0025	0.0014	0.0017	0.0533	0.0097	0.0023	0.0010	0.1333		0.0209	0.0184		0.0406			0.1382	0.1742		0.0029		
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		  60.0	 6	 35.720	2.887	125.70	 0.26	 15.300	15.100	  0.90	 4.80	0.0890	0.0595	0.0084	0.0915	0.0362	0.0212	0.0237	0.0038	0.1316	0.0121	0.0063		0.0676		0.1541	0.1548		0.0558			0.1352	0.4429				
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		  80.0	 5	 35.615	2.907	126.50	 0.06	 16.800	16.800	  1.03	 6.30	0.0493	0.0275	0.0032	0.0559	0.0229	0.0058	0.0021	0.0012	0.0582	0.0056			0.0227		0.1265	0.0394		0.0350			0.0770	0.1610		0.0034		
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		 101.0	 4	 35.603	2.985	129.90	 0.02	 16.500	16.400	  1.06	 6.40	0.0302	0.0163	0.0014	0.0327	0.0125	0.0029	0.0008	0.0009	0.0491	0.0036			0.0093		0.0631	0.0197		0.0197			0.0386	0.1003		0.0022		
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		 505.0	 3	 34.675	2.104	 91.50	 1.80	 33.700	31.900	  2.14	21.20																										
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		1008.0	 2	 34.651	3.510	152.60	 0.00	 33.000	33.000	  2.18	30.30																										
PIRATA Fr22	st010c01	B	2012-04-01T00:15:00z	  -7.000	 +3.000		2011.0	 1	 34.955	5.447	236.80	 0.00	 21.200	21.200	  1.39	25.80																										
PIRATA Fr22	st011c01	B	2012-04-01T04:50:00z	  -7.000	 +3.500		   1.7	11	 34.684	4.509	197.10	 0.00	  0.000	0.000	  0.01	 1.30																										
PIRATA Fr22	st011c01	B	2012-04-01T04:50:00z	  -7.000	 +3.500		   1.7	10	 34.684	4.498	196.50	 0.00	  0.000	0.000	  0.00	 1.10																										
