//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/EGEE2_CHIMIE_odv.txt
//Data treated : 2020-09-24T16:18:20
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/EGEE2_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		   1.3	11	 36.149	4.882	212.70	 0.00		0.000	  0.15	 1.13																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		  10.8	10	 36.150	4.878	212.60	 0.00		0.000	  0.16	 1.19																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		  19.5	 9	 36.150	4.876	212.50	 0.00		0.000	  0.17	 1.15																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		  39.6	 8	 36.143	4.897	213.40	 0.00		0.000	  0.16	 1.15																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		  59.5	 7	 36.488	4.852	211.40	 0.00		0.000	  0.15	 1.17																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		  80.9	 6	 36.680	4.769	207.70	 0.00		0.000	  0.16	 1.13																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		  99.9	 5	 36.367	4.099	178.50	 0.42		4.514	  0.55	 2.19																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		 129.8	 4	 35.578	2.580	112.30	 0.05		18.390	  1.24	 5.74																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		 159.1	 3	 35.363	2.306	100.40	 0.03		22.989	  1.51	 8.30																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		 299.1	 2	 34.878	1.727	 75.10	 0.03		32.762	  2.02	14.49																										
EGEE 2	st002c01	B	2005-09-09T18:30:00z	  -9.964	 -9.958		1001.7	 1	 34.580	3.605	156.70	 0.02		33.759	  2.25	34.17																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		   0.4	11	 35.980	4.925	214.60	 0.04		0.041	  0.18	 1.34																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		  10.5	10	 35.981	4.906	213.80	 0.04		0.042	  0.19	 1.31																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		  20.2	 9	 35.982	4.908	213.90	 0.03		0.073	  0.19	 1.28																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		  40.2	 8	 36.039	4.868	212.20	 0.03		0.008	  0.20	 1.18																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		  60.3	 7	 36.555	4.652	202.70	 0.07		0.001	  0.18	 1.13																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		  80.0	 6	 36.368	4.116	179.20	 0.47		4.513	  0.51	 2.02																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		 100.1	 5	 36.073	3.309	144.10	 0.14		11.024	  0.85	 3.41																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		 131.2	 4	 35.547	2.331	101.40	 0.04		20.661	  1.37	 6.55																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		 160.5	 3	 35.295	2.134	 92.90	 0.03		24.176	  1.58	 8.48																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		 301.0	 2	 34.875	1.542	 67.10	 0.03		33.391	  2.08	14.58																										
EGEE 2	st003c01	B	2005-09-09T23:30:00z	 -10.008	 -9.487		1001.0	 1	 34.575	3.671	159.60	 0.02		33.466	  2.23	33.59																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		   0.5	11	 35.991	4.871	212.30	 0.05		0.234	  0.17	 1.64																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		  10.0	10	 35.990	4.873	212.40	 0.05		0.234	  0.18	 1.54																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		  20.3	 9	 35.990	4.871	212.30	 0.05		0.241	  0.18	 1.42																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		  40.1	 8	 35.990	4.864	212.00	 0.06		0.228	  0.17	 1.49																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		  60.6	 7	 36.327	4.439	193.40	 0.70		1.132	  0.32	 1.58																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		  80.1	 6	 36.323	4.139	180.20	 0.58		5.413	  0.56	 2.26																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		 100.1	 5	 36.129	3.481	151.60	 0.15		9.895	  0.79	 3.22																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		 129.2	 4	 35.538	2.449	106.60	 0.04		20.297	  1.34	 6.66																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		 159.8	 3	 35.266	2.179	 94.80	 0.04		24.664	  1.58	 8.88																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		 300.7	 2	 34.874	1.695	 73.70	 0.04		32.845	  2.03	14.49																										
EGEE 2	st004c01	B	2005-09-10T04:00:00z	 -10.000	 -8.999		1017.0	 1	 34.609	3.919	170.40	 0.04		32.714	  2.15	33.33																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		   0.0	11	 35.910	4.852	211.50	 0.10		0.512	  0.22	 1.44																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		   9.0	10	 35.909	4.853	211.60	 0.10		0.514	  0.23	 1.46																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		  20.0	 9	 35.910	4.854	211.60	 0.11		0.500	  0.23	 1.46																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		  40.0	 8	 35.914	4.847	211.30	 0.11		0.478	  0.23	 1.46																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		  59.0	 7	 36.297	4.726	206.00	 0.06		0.129	  0.19	 1.29																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		  80.0	 6	 36.515	4.472	194.80	 0.32		1.388	  0.30	 1.49																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		 100.0	 5	 36.172	3.556	154.80	 0.18		8.951	  0.75	 2.95																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		 130.0	 4	 35.498	2.348	102.20	 0.04		21.435	  1.41	 6.90																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		 159.6	 3	 35.264	2.118	 92.20	 0.02		25.040	  1.60	 8.75																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		 298.9	 2	 34.885	1.806	 78.60	 0.01		32.127	  2.01	13.89																										
EGEE 2	st005c01	B	2005-09-10T08:30:00z	 -10.000	 -8.495		1001.0	 1	 34.558	3.466	150.70	 0.03		34.430	  2.29	33.20																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		   1.0	11	 35.978	4.878	212.70	 0.05		0.141	  0.19	 1.29																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		  10.0	10	 35.978	4.864	212.10	 0.06		0.140	  0.20	 1.30																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		  20.0	 9	 35.977	4.865	212.10	 0.06		0.142	  0.20	 1.28																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		  40.0	 8	 35.978	4.856	211.70	 0.06		0.137	  0.20	 1.28																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		  61.0	 7	 36.128	4.630	201.80	 0.17		0.815	  0.26	 1.34																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		  80.0	 6	 35.990	3.229	140.60	 0.55		10.589	  0.84	 3.45																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		  99.0	 5	 35.675	2.230	 97.10	 0.06		19.488	  1.31	 5.64																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		 129.0	 4	 35.489	2.055	 89.50	 0.04		22.296	  1.57	 6.90																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		 159.0	 3	 35.328	1.992	 86.70	 0.05		24.413	  1.57	 8.05																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		 300.0	 2	 34.928	1.841	 80.10	 0.04		31.294	  1.96	13.19																										
EGEE 2	st006c01	B	2005-09-10T13:00:00z	  -9.999	 -7.998		1005.0	 1	 34.595	3.569	155.20	 0.04		33.854	  2.27	33.60																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		   0.6	11	 35.971	4.927	214.80	 0.06		0.180	  0.20	 1.63																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		  10.5	10	 35.968	4.918	214.40	 0.07		0.204	  0.23	 1.42																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		  19.7	 9	 35.969	4.886	213.00	 0.07		0.192	  0.21	 1.43																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		  39.8	 8	 35.969	4.910	214.00	 0.09		0.208	  0.21	 1.82																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		  60.7	 7	 35.974	4.877	212.60	 0.08		0.252	  0.23	 1.32																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		  80.7	 6	 35.999	4.621	201.40	 0.31		1.079	  0.31	 2.17																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		 100.1	 5	 35.906	2.877	125.30	 0.10		14.176	  1.02	 4.40																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		 130.2	 4	 35.378	1.960	 85.30	 0.04		23.959	  1.55	 7.95																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		 160.5	 3	 35.215	1.966	 85.60	 0.03		25.774	  1.66	 9.39																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		 299.2	 2	 34.888	1.649	 71.70	 0.02		32.809	  2.03	14.43																										
EGEE 2	st007c01	B	2005-09-10T17:30:00z	 -10.000	 -7.500		1000.7	 1	 34.562	3.551	154.40	 0.02		34.316	  2.28	33.38																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		   0.0	11	 35.928	4.920	214.50	 0.06		0.110	  0.20	 1.30																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		  10.0	10	 35.928	4.917	214.30	 0.06		0.062	  0.19	 1.31																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		  20.0	 9	 35.928	4.920	214.50	 0.06		0.069	  0.20	 1.24																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		  40.0	 8	 35.932	4.873	212.40	 0.07		0.147	  0.21	 1.21																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		  60.0	 7	 35.945	4.728	206.10	 0.21		0.856	  0.27	 1.46																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		  80.0	 6	 36.014	3.576	155.80	 0.36		8.354	  0.69	 2.89																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		 100.0	 5	 35.812	2.632	114.60	 0.05		15.832	  1.10	 4.58																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		 130.0	 4	 35.391	2.118	 92.20	 0.02		23.264	  1.51	 7.62																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		 160.0	 3	 35.153	2.167	 94.30	 0.01		25.725	  1.64	 9.54																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		 300.0	 2	 34.891	1.617	 70.40	 0.03		33.021	  2.03	14.16																										
EGEE 2	st008c01	B	2005-09-10T21:40:00z	  -9.999	 -6.999		1001.0	 1	 34.570	3.471	150.90	 0.03		33.883	  2.27	33.05																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		   1.0	11	 35.938	4.895	213.40	 0.05		0.111	  0.19	 1.12																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		  10.0	10	 35.938	4.900	213.60	 0.07		0.126	  0.20	 1.06																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		  21.0	 9	 35.940	4.895	213.40	 0.06		0.115	  0.19	 1.02																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		  40.0	 8	 35.947	4.849	211.40	 0.08		0.192	  0.20	 0.99																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		  60.0	 7	 35.945	4.609	200.90	 0.32		1.544	  0.32	 1.43																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		  80.0	 6	 35.868	3.217	140.10	 0.10		11.518	  0.84	 3.45																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		 101.0	 5	 35.753	2.692	117.20	 0.05		16.218	  1.12	 4.86																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		 130.0	 4	 35.358	1.993	 86.80	 0.03		24.366	  1.54	 9.28																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		 158.0	 3	 35.143	2.046	 89.10	 0.04		26.809	  1.70	10.20																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		 299.0	 2	 34.862	1.728	 75.20	 0.03		33.318	  2.03	14.67																										
EGEE 2	st009c01	B	2005-09-11T05:00:00z	  -9.996	 -6.500		1004.2	 1	 34.581	3.540	153.90	 0.03		34.147	  2.26	33.02																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		   0.4	11	 35.949	4.886	213.00	 0.09		0.260	  0.26	 1.44																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		   9.4	10	 35.949	4.861	211.90	 0.09		0.270	  0.21	 1.20																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		   9.4	 9	 35.949	4.858	211.80																															
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		  40.1	 8	 35.967	4.840	211.00	 0.11		0.392	  0.20	 1.09																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		  60.3	 7	 35.932	4.583	199.70	 0.35		1.953	  0.34	 1.77																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		  79.5	 6	 35.737	3.022	131.60	 1.47		12.554	  0.99	 4.96																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		  99.8	 5	 35.598	2.266	 98.60	 0.05		20.310	  1.33	 6.07																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		 129.3	 4	 35.419	2.035	 88.60	 0.05		23.259	  1.51	 7.47																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		 160.1	 3	 35.244	2.014	 87.60	 0.03		25.422	  1.63	 9.06																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		 300.3	 2	 34.887	1.846	 80.30	 0.02		32.263	  2.00	13.99																										
EGEE 2	st010c01	B	2005-09-11T06:30:00z	 -10.001	 -5.999		1000.6	 1	 34.607	3.642	158.40	 0.03		33.393	  2.23	33.63																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		   0.4	11	 35.889	4.951	215.80	 0.08		0.724	  0.25	 1.02																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		  10.0	10	 35.887	4.991	217.60	 0.09		0.725	  0.27	 1.28																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		  20.0	 9	 35.888	4.946	215.60	 0.09		0.704	  0.24	 1.43																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		  40.0	 8	 35.897	4.898	213.50	 0.11		0.909	  0.25	 1.22																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		  60.0	 7	 35.727	2.994	130.40	 0.98		13.336	  1.00	 4.04																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		  81.0	 6	 35.648	2.489	108.40	 0.30		18.053	  1.21	 5.17																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		  99.0	 5	 35.555	2.392	104.10	 0.05		20.018	  1.31	 5.86																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		 130.0	 4	 35.438	2.187	 95.20	 0.03		22.170	  1.44	 8.05																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		 160.0	 3	 35.316	2.079	 90.50	 0.04		24.096	  1.54	 8.61																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		 300.0	 2	 34.985	1.608	 70.00	 0.04		24.187	  1.54	 8.22																										
EGEE 2	st011c01	B	2005-09-11T13:30:00z	 -10.006	 -5.491		1002.0	 1	 34.590	3.588	156.00	 0.03		33.405	  2.22	32.86																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		   0.1	11	 35.837	4.956	216.10	 0.09		0.920	  0.24	 1.10																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997			10																																		
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		  20.4	 9	 35.805	4.970	216.70	 0.10		0.980	  0.24	 1.03																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		  39.9	 8	 35.780	3.952	172.20	 0.88		6.456	  0.64	 2.44																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		  60.2	 7	 35.727	2.621	114.10	 0.43		16.527	  1.14	 4.65																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		  80.0	 6	 35.671	2.500	108.80	 0.09		18.130	  1.21	 5.15																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		  99.2	 5	 35.621	2.479	107.90	 0.06		18.605	  1.24	 5.92																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		 129.4	 4	 35.549	2.399	104.40	 0.03		20.110	  1.30	 6.35																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		 160.3	 3	 35.490	2.343	102.00	 0.02		20.871	  1.36	 6.77																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		 299.8	 2	 35.122	1.964	 85.40	 0.02		27.225	  1.68	10.38																										
EGEE 2	st012c01	B	2005-09-11T17:30:00z	  -9.999	 -4.997		1000.8	 1	 34.624	3.758	163.40	 0.02		32.705	  2.16	31.92																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		   0.0	11	 35.782	4.949	215.70	 0.12		1.672	  0.26	 1.75																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		   9.0	10	 35.783	4.949	215.70	 0.12		1.714	  0.30	 1.80																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		  20.0	 9	 35.788	4.947	215.60	 0.12		1.762	  0.28	 1.72																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		  40.0	 8	 35.765	4.771	207.90	 0.23		2.350	  0.32	 1.78																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		  60.0	 7	 35.709	2.635	114.70	 0.38		16.704	  1.13	 4.96																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		  79.0	 6	 35.610	2.427	105.70	 0.08		19.188	  1.26	 5.96																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		 100.0	 5	 35.527	2.326	101.20	 0.04		20.431	  1.32	 6.64																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		 130.0	 4	 35.508	2.403	104.60	 0.02		20.731	  1.34	 6.85																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		 160.0	 3	 35.471	2.433	105.90	 0.02		20.850	  1.37	 7.28																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		 299.0	 2	 35.082	1.650	 71.80	 0.02		29.332	  1.84	11.60																										
EGEE 2	st013c01	B	2005-09-11T22:30:00z	  -9.999	 -4.495		1000.0	 1	 34.644	3.667	159.50	 0.02		32.747	  2.17	31.05																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		   1.0	11	 35.822	4.844	211.20	 0.11		2.199	  0.33	 1.69																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		  10.0	10	 35.822	4.972	216.70	 0.11		2.199	  0.33	 1.99																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		  20.0	 9	 35.822	4.981	217.10	 0.11		2.206	  0.33	 1.87																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		  40.0	 8	 35.770	4.018	175.10	 0.80		6.331	  0.63	 2.72																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		  60.0	 7	 35.674	2.555	111.20	 0.86		16.632	  1.19	 5.02																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		  79.0	 6	 35.569	2.016	 87.70	 0.10		21.259	  1.41	 6.21																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		  99.0	 5	 35.497	1.831	 79.70	 0.05		23.129	  1.50	 6.98																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		 130.0	 4	 35.445	1.803	 78.50	 0.03		24.056	  1.54	 7.80																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		 160.0	 3	 35.399	1.891	 82.30	 0.03		24.040	  1.56	 7.97																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		 299.0	 2	 35.107	1.831	 79.70	 0.03		28.198	  1.78	10.70																										
EGEE 2	st014c01	B	2005-09-12T03:30:00z	  -9.998	 -4.005		1001.0	 1	 34.660	3.665	159.30	 0.01		32.537	  2.17	30.70																										
