//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/EGEE6_CHIMIE_odv.txt
//Data treated : 2020-09-24T15:58:11
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/EGEE6_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
EGEE 6	st004c01	B	2007-09-04T09:30:00z	  +6.003	 +2.000		  99.7	 4	 35.785	2.977	129.60	 0.06		11.816	  0.99	 5.20																										
EGEE 6	st004c01	B	2007-09-04T09:30:00z	  +6.003	 +2.000		 602.0	 3	 34.623	2.304	100.20	 0.01		30.450	  2.23	22.25																										
EGEE 6	st004c01	B	2007-09-04T09:30:00z	  +6.003	 +2.000		1000.0	 2	 34.628	3.392	147.50	 0.00		27.709	  2.17	30.45																										
EGEE 6	st004c01	B	2007-09-04T09:30:00z	  +6.003	 +2.000		1993.0	 1	 34.956	5.289	229.90	 0.01		16.448	  1.37	23.73																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		   2.2	11	 34.978	4.591	200.40	 0.01		0.231	  0.05	 0.47																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		  10.2	10	 34.980	4.611	201.30	 0.01		0.270	  0.05	 0.54																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		  19.9	 9	 34.988	4.606	201.10	 0.01		0.251	  0.05	 0.55																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		  40.4	 8	 35.108	4.534	197.90	 0.01		0.222	  0.08	 0.55																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		  59.4	 7	 35.645	3.770	164.30	 0.09		1.474	  0.26	 1.32																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		  79.6	 6	 35.809	3.341	145.40	 0.08		12.093	  0.96	 4.76																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		  79.9	 5	 35.804	3.202	139.40	 0.06		11.374	  0.92	 4.75																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		  98.0	 4	 35.758	3.136	136.50	 0.06		10.736	  0.93	 4.71																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		 598.0	 3	 34.616	2.363	102.80	 0.01		30.568	  2.24	22.07																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		1000.0	 2	 34.623	3.406	148.10	 0.00		28.090	  2.17	30.20																										
EGEE 6	st005c01	B	2007-09-04T15:30:00z	  +6.005	 +1.503		1999.0	 1	 34.942	5.461	237.30	 0.01		17.085	  1.38	25.53																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		   1.8	11	 34.892	4.553	198.80	 0.01		0.033	  0.03	 1.24																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		   9.6	10	 34.894	4.565	199.30	 0.01		0.003	  0.03	 1.25																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		  20.7	 9	 34.904	4.545	198.40	 0.01		0.021	  0.03	 1.17																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		  40.6	 8	 34.970	4.546	198.40	 0.01		0.000	  0.03	 1.14																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		  60.6	 7	 35.323	4.288	187.10	 0.08		1.322	  0.16	 1.58																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		  60.5	 6	 35.355	4.230	184.50	 0.08		1.938	  0.25	 1.80																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		  79.5	 5	 35.769	3.257	141.80	 0.17		13.254	  0.94	 4.96																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		  99.2	 4	 35.710	3.224	140.30	 0.03		14.079	  0.98	 5.42																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		 598.7	 3	 34.633	2.383	103.60	 0.00		34.337	  2.18	20.78																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		 999.0	 2	 34.637	3.407	148.20	 0.00		32.655	  2.17	29.79																										
EGEE 6	st006c01	B	2007-09-04T21:30:00z	  +6.001	 +0.998		2003.0	 1	 34.961	5.366	233.30	 0.01		20.456	  1.36	22.98																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		   1.9	11	 34.894	4.565	199.30	 0.00		0.000	  0.03	 1.01																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		   9.0	10	 34.893	4.561	199.10	 0.00		0.017	  0.02	 0.97																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		  19.0	 9	 34.894	4.561	199.10	 0.00		0.000	  0.02	 1.05																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		  31.0	 8	 34.891	4.554	198.80	 0.00		0.010	  0.07	 1.04																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		  31.0	 7	 34.891	4.559	199.00	 0.00		0.000	  0.02	 1.01																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		  59.0	 6	 35.792	3.623	157.80	 0.35		7.960	  0.64	 3.61																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		  80.0	 5	 35.746	3.268	142.20	 0.06		13.432	  0.95	 5.00																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		  98.0	 4	 35.702	3.216	140.00	 0.03		14.211	  1.00	 5.10																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		 598.0	 3	 34.623	2.434	105.90	 0.01		34.273	  2.13	20.98																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		 999.0	 2	 34.627	3.400	147.80	 0.00		32.863	  2.18	30.53																										
EGEE 6	st007c01	B	2007-09-05T03:00:00z	  +6.002	 +0.501		2004.4	 1	 34.965	5.449	236.80	 0.00		20.365	  1.35	22.16																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		   1.5	11	 34.764	4.584	200.10	 0.00		0.000	  0.04	 1.16																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		  10.1	10	 34.763	4.575	199.70	 0.00		0.048	  0.04	 1.74																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		  20.5	 9	 34.766	4.583	200.10	 0.00		0.000	  0.04	 1.77																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		  20.3	 8	 34.770	4.578	199.80	 0.00		0.000	  0.05	 1.26																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		  40.4	 7	 35.091	4.562	199.10	 0.01		0.053	  0.05	 1.69																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		  61.2	 6	 35.658	3.657	159.30	 0.37		8.144	  0.64	 3.73																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		  79.3	 5	 35.745	3.282	142.80	 0.41		12.955	  0.95	 5.10																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		  99.0	 4	 35.721	3.237	140.90	 0.05		13.704	  0.95	 4.89																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		 599.1	 3	 34.620	2.446	106.40	 0.00		34.416	  2.18	21.97																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		 999.4	 2	 34.632	3.445	149.80	 0.00		32.687	  2.15	30.35																										
EGEE 6	st008c01	B	2007-09-05T08:30:00z	  +5.998	 +0.001		2000.0	 1	 34.968	5.476	238.00	 0.01		20.217	  1.35	21.53																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		   1.6	11	 35.172	4.606	201.00	 0.01		0.047	  0.04	 0.99																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		   9.0	10	 35.169	4.620	201.60	 0.00		0.010	  0.04	 1.06																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		   9.0	 9	 35.169	4.631	202.10	 0.01		0.029	  0.04	 1.06																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		  19.0	 8	 35.169	4.626	201.90	 0.00		0.000	  0.03	 1.01																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		  39.0	 7	 35.173	4.597	200.60	 0.01		0.010	  0.04	 0.94																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		  60.0	 6	 35.803	3.408	148.40	 0.59		11.302	  0.87	 3.98																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		  77.0	 5	 35.763	3.368	146.60	 0.77		11.889	  0.92	 4.79																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		  98.0	 4	 35.714	3.266	142.20	 0.24		13.423	  0.98	 5.28																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		 600.0	 3	 34.616			 0.00		34.407	  2.22	22.45																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		 999.0	 2	 34.646			 0.00		31.910	  2.13	29.92																										
EGEE 6	st009c01	B	2007-09-05T14:00:00z	  +5.998	 -0.501		2006.0	 1	 34.964	5.431	236.10	 0.01		20.122	  1.34	22.75																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		   1.5	11	 35.330	4.701	205.10	 0.00		0.000	  0.06	 1.05																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		   1.5	10	 35.330	4.563	199.10	 0.00		0.049	  0.05	 0.96																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		  10.0	 9	 35.332	4.672	203.90	 0.00		0.020	  0.06	 0.98																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		  19.1	 8	 35.335	4.716	205.80	 0.00		0.000	  0.05	 0.86																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		  41.3	 7	 35.399	4.506	196.60	 0.03		1.002	  0.12	 1.63																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		  60.1	 6	 35.815	3.317	144.40	 0.46		11.962	  0.89	 4.59																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		  80.0	 5	 35.751	3.142	136.80	 0.21		13.378	  0.96	 5.39																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		 100.0	 4	 35.716	3.282	142.80	 0.12		13.574	  0.97	 5.26																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		 600.0	 3	 34.605	2.588	112.60	 0.00		33.586	  2.16	21.13																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		1000.0	 2	 34.645	3.525	153.30	 0.00		31.974	  2.14	31.45																										
EGEE 6	st010c01	B	2007-09-05T19:00:00z	  +5.997	 -0.998		2002.0	 1	 34.963	5.397	234.60	 0.00		20.286	  1.35	23.13																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		   1.7	11	 35.425	3.344	145.90	 0.00		0.015	  0.07	 1.05																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		  10.0	10	 35.433	3.442	150.10	 0.01		0.043	  0.07	 1.09																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		  19.0	 9	 35.430	5.251	229.10	 0.01		0.057	  0.07	 1.00																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		  39.0	 8	 35.915	4.793	209.00	 0.25		7.928	  0.65	 3.40																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		  59.0	 7	 35.850	4.985	217.10	 0.13		12.641	  0.91	 4.59																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		  79.0	 6	 35.779	5.078	221.10	 0.07		13.233	  0.94	 4.75																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		  98.0	 5	 35.712	5.184	225.60	 0.07		14.001	  0.99	 5.44																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		 599.0	 4	 34.622	5.374	234.10	 0.00		34.382	  2.18	21.36																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		 998.0	 3	 34.647	5.662	246.20	 0.00		32.233	  2.15	30.72																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		2004.0	 2	 34.957	5.592	243.10	 0.01		20.670	  1.38	22.90																										
EGEE 6	st011c01	B	2007-09-06T00:30:00z	  +5.998	 -1.503		2004.0	 1	 34.958	5.408	235.00	 0.01		20.691	  1.38	23.89																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		   1.3	11	 35.430	4.593	200.50	 0.00		0.055	  0.02	 0.71																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		   9.0	10	 35.430	4.534	197.90	 0.01		0.047	  0.02	 0.72																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		  20.0	 9	 35.430	4.560	199.00	 0.01		0.028	  0.02	 0.85																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		  39.0	 8	 35.431	4.558	198.90	 0.01		0.057	  0.02	 0.81																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		  60.0	 7	 35.941	3.248	141.40	 0.36		11.359	  0.83	 4.21																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		  81.0	 6	 35.759	3.242	141.10	 0.04		13.640	  0.94	 4.85																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		 100.0	 5	 35.681	3.222	140.20	 0.03		14.358	  1.00	 5.35																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		 600.0	 4	 34.583	2.747	119.50	 0.01		33.713	  2.17	22.70																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		 998.0	 3	 34.619	3.348	145.60	 0.01		33.088	  2.20	31.21																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		 999.0	 2	 34.619	3.343	145.40	 0.01		33.283	  2.21	31.24																										
EGEE 6	st012c01	B	2007-09-07T08:30:00z	  +2.502	 +1.498		2005.0	 1	 34.962	5.409	235.10	 0.01		20.386	  1.37	24.00																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		   1.4	11	 35.447	4.603	200.90	 0.01		0.061	  0.04	 0.72																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		  10.2	10	 35.446	4.573	199.60	 0.01		0.023	  0.03	 0.75																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		  19.4	 9	 35.446	4.627	201.90	 0.00		0.036	  0.03	 0.69																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		  37.2	 8	 35.447	5.093	222.30	 0.02		0.033	  0.02	 0.74																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		  61.0	 7	 35.830	3.700	161.10	 0.12		13.913	  0.95	 9.85																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		  75.0	 6	 35.743	3.339	145.30	 0.55		12.262	  0.92	 4.83																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		  98.9	 5	 35.643			 0.14		15.134	  1.05	 5.46																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		 599.6	 4	 34.584	2.741	119.20	 0.01		33.657	  2.16	21.66																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		 598.6	 3	 34.584			 0.01		34.259	  2.20	22.86																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		 999.0	 2	 34.620			 0.01		33.090	  2.19	31.09																										
EGEE 6	st013c01	B	2007-09-07T13:45:00z	  +2.503	 +0.998		2003.0	 1	 34.965	5.492	238.70	 0.01		20.403	  1.34	22.06																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		   1.7	11	 35.449	4.540	198.10	 0.00		0.029	  0.03	 0.71																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		  10.6	10	 35.443	4.537	198.00	 0.02		0.033	  0.04	 0.75																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		  20.0	 9	 35.444	4.554	198.70	 0.02		0.021	  0.03	 0.77																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		  40.0	 8	 35.541	4.380	191.00	 0.08		2.373	  0.24	 1.57																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		  60.0	 7	 35.715	3.666	159.60	 0.35		10.308	  0.78	 3.96																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		  78.0	 6	 35.656	3.058	133.10	 0.43		14.644	  1.03	 5.27																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		 100.4	 5	 35.606	3.206	139.50	 0.05		14.838	  1.05	 5.43																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		 100.4	 4	 35.606	3.198	139.20	 0.05		14.960	  1.05	 5.73																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		 601.5	 3	 34.590	2.614	113.70	 0.00		34.265	  2.21	22.31																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		1001.0	 2	 34.618	3.414	148.40	 0.00		32.628	  2.19	30.72																										
EGEE 6	st014c01	B	2007-09-07T18:45:00z	  +2.503	 +0.497		2003.0	 1	 34.967	5.439	236.40	 0.00		20.081	  1.33	21.63																										
