//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR31/data-final/CHIMIE/PIRATAFR31_CHIMIE_odv.txt
//Data treated : 2024-04-09T11:57:42
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR31/data-final/CHIMIE/PIRATAFR31_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		   5.0	18				 0.01	  0.009	0.002	  0.00	 0.96	0.0051	0.0077	0.0052	0.0056	0.0065				0.0229	0.0083			0.1109		0.0155	0.0122	0.0277	0.0162			0.0542	0.0912	0.1454								
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		  11.0	17	35.7038	4.673	203.84	 0.00	  0.014	0.010	  0.05	 1.04	0.0054	0.0079	0.0048	0.0055	0.0069				0.0238	0.0088			0.1177		0.0122	0.0107	0.0229	0.0123			0.0608	0.0906	0.1514								
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		  21.0	16	35.8066	4.414	192.43	 0.01	  0.041	0.032	  0.01	 1.02	0.0679	0.0664	0.0133	0.0441	0.1063	0.0086	0.0197	0.0055	0.1550	0.0228	0.0034	0.0016	0.0567			0.1179	0.1179		0.0280		0.0422	0.5388	0.5810								
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		  30.0	15				 0.24	 11.445	11.203	  0.65	 4.02	0.0620	0.0517	0.0122	0.0624	0.0576	0.0138	0.0312	0.0073	0.0946	0.0141	0.0084	0.0009	0.0498		0.0523	0.1924	0.2447	0.0280			0.0571	0.4404	0.4975								
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		  40.0	14	35.7836	2.404	104.67	 0.29	 17.308	17.013	  0.99	 5.11	0.0465	0.0404	0.0066	0.0529	0.0418	0.0114	0.0214	0.0062	0.0539	0.0090	0.0063		0.0474		0.0952	0.1370	0.2322	0.0249			0.0564	0.2851	0.3415								
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		  50.0	13				 0.24	 19.116	18.872	  1.12	 5.57	0.0579	0.0414	0.0067	0.0601	0.0505	0.0081	0.0157	0.0040	0.0671	0.0090	0.0039	0.0197	0.0485		0.1492	0.1004	0.2496	0.0258			0.0582	0.2648	0.3230								
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		  60.0	12	35.7165	2.083	 90.69	 0.16	 20.593	20.429	  1.22	 5.97	0.0581	0.0394	0.0051	0.0563	0.0490	0.0055	0.0102	0.0020	0.0691	0.0081	0.0027		0.0494		0.2108	0.0728	0.2836	0.0310			0.0808	0.2406	0.3214	0.0077							
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		  70.0	11				 0.12	 21.464	21.343	  1.28	 6.43	0.0478	0.0339	0.0063	0.0491	0.0406	0.0036	0.0057	0.0011	0.0667	0.0071	0.0018		0.0372		0.2118	0.0305	0.2423	0.0270			0.0703	0.1961	0.2664	0.0044							
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		  80.0	10	35.6268	1.648	 71.76	 0.07	 24.041	23.971	  1.47	 7.14	0.0422	0.0232	0.0053	0.0376	0.0265		0.0033		0.0642	0.0056			0.0227		0.2451	0.0209	0.2660	0.0255			0.0623	0.1473	0.2096	0.0034							
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		  94.0	 9				 0.03	 24.741	24.715	  1.51	 7.72	0.0181	0.0085	0.0025	0.0107	0.0078				0.0311	0.0024			0.0024		0.0463	0.0106	0.0569	0.0057			0.0120	0.0544	0.0664	0.0021							
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		 101.0	 8	35.5119	1.772	 77.13	 0.02	 24.848	24.828	  1.51	 8.06	0.0094	0.0050		0.0042	0.0036				0.0138	0.0014			0.0015		0.0183	0.0078	0.0261	0.0029			0.0067	0.0269	0.0336								
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		 200.0	 7	35.3158	2.031	 88.41	 0.01	 25.798	25.784	  1.55	 9.36																															
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		 400.0	 6	35.1795	0.842	 36.62	 0.01	 35.779	35.772	  2.08	14.73																															
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		 799.0	 5	34.7174	2.221	 96.63	 0.02	 38.200	38.181	  2.45	26.36																															
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		1001.0	 4	34.7616	3.027	131.66	 0.02	 34.908	34.892	  2.23	27.64																															
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		1501.0	 3	34.9416	4.764	207.17	 0.01	 25.144	25.131	  1.59	22.69																															
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		2000.0	 2	34.9525	5.377	233.81	 0.01	 22.524	22.515	  1.43	25.46																															
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999		2000.0	 1	34.9530	5.375	233.72	 0.01	 22.546	22.539	  1.43	25.55																															
PIRATA-FR31	st02c01	B	2021-03-05T20:34:53z	 -20.064	 +8.999																																										
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		   3.0	20																																							
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		   3.0	19																																							
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		   3.0	18	35.5338	4.617	201.46	 0.01	 -0.006	-0.014	  0.02	 1.20																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		   9.0	17				 0.01	  0.003	-0.007	  0.01	 1.19																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  14.0	16	35.5853	4.660	203.29	 0.01	 -0.013	-0.022	  0.01	 1.16																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  24.0	15	35.7295	4.703	205.14	 0.01	 -0.011	-0.020	  0.00	 1.02																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  34.0	14				 0.03	  0.454	0.428	  0.05	 1.68																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  43.0	13																																							
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  43.0	12	35.8518	3.610	157.29	 0.21	  5.184	4.978	  0.32	 2.90																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  53.0	11				 0.52	 15.108	14.584	  0.87	 4.53																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  64.0	10	35.6675	2.017	 87.83	 0.09	 21.428	21.339	  1.27	 6.21																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  73.0	 9				 0.06	 23.185	23.130	  1.40	 6.83																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  83.0	 8	35.3869	1.654	 72.01	 0.04	 24.336	24.300	  1.50	 7.27																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		  93.0	 7				 0.03	 25.021	24.994	  1.52	 7.58																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		 101.0	 6	35.5209	1.721	 74.93	 0.02	 25.039	25.020	  1.52	 7.74																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		 201.0	 5	35.2918	2.518	109.61	 0.01	 23.695	23.687	  1.47	 8.82																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		 400.0	 4	35.1360	0.879	 38.24	 0.01	 36.198	36.186	  2.14	15.13																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		 800.0	 3	34.7050	2.328	101.25	 0.01	 37.706	37.698	  2.44	26.72																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		 800.0	 2	34.7050	2.315	100.71	 0.02	 37.846	37.826	  2.43	26.80																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499		1000.0	 1	34.7486	3.080	133.98	 0.01	 34.499	34.490	  2.25	27.77																															
PIRATA-FR31	st03c01	B	2021-03-06T03:10:08z	 -19.453	 +8.499																																										
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		   3.0	18	35.4933	4.599	200.73	 0.01	 -0.007	-0.017	  0.00	 1.17																															
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		   5.0	17				 0.01	 -0.009	-0.016	 -0.00	 1.14	0.0085	0.0102	0.0051	0.0041	0.0043			0.0019	0.0246	0.0136			0.1214		0.0259	0.0095	0.0354	0.0238			0.0935	0.1119	0.2054	0.0032							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  10.0	16	35.4920	4.598	200.68	 0.01	 -0.020	-0.030	 -0.00	 1.13	0.0092	0.0108	0.0055	0.0047	0.0046			0.0020	0.0268	0.0141		0.0028	0.1266		0.0278	0.0108	0.0386	0.0232			0.0943	0.1010	0.1953	0.0028							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  20.0	15	35.5139	4.600	200.79	 0.01	 -0.020	-0.029	 -0.00	 1.14	0.0091	0.0106	0.0055	0.0046	0.0051			0.0018	0.0260	0.0128			0.1107		0.0244	0.0114	0.0358	0.0201			0.0860	0.0890	0.1750	0.0029							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  31.0	14				 0.01	  0.000	-0.013	  0.00	 1.38	0.0097	0.0122	0.0068	0.0053	0.0048			0.0019	0.0299	0.0115			0.1000		0.0244	0.0119	0.0363	0.0201			0.0809	0.1061	0.1870	0.0027							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  40.0	13									0.0186	0.0223	0.0143	0.0115	0.0079			0.0026	0.0588	0.0145	0.0032		0.1177		0.0463	0.0228	0.0691	0.0293			0.1283	0.1711	0.2994	0.0031							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  40.0	12	35.9496	4.181	182.24	 0.02	  0.147	0.131	  0.34	 2.03	0.0287	0.0326	0.0236	0.0234	0.0118	0.0029		0.0033	0.0846	0.0161	0.0030		0.1175		0.0560	0.0397	0.0957	0.0361			0.1442	0.2371	0.3813	0.0052							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  50.0	11				 0.35	  7.622	7.269	  0.45	 3.33	0.0256	0.0307	0.0237	0.0202	0.0104			0.0031	0.0782	0.0162	0.0028		0.1193		0.0660	0.0340	0.1000	0.0351			0.1457	0.2154	0.3611	0.0049							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  60.0	10	35.7914	2.143	 93.30	 0.22	 17.325	17.101	  1.03	 4.89	0.0747	0.0593	0.0293	0.0774	0.0444	0.0148	0.0152	0.0080	0.1513	0.0206	0.0080		0.0736		0.1626	0.1708	0.3334	0.0445			0.1190	0.4713	0.5903	0.0085							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  70.0	 9				 0.11	 19.778	19.664	  1.19	 5.51	0.0487	0.0326	0.0100	0.0455	0.0358	0.0099	0.0116	0.0034	0.0706	0.0080	0.0054		0.0347		0.2389	0.0791	0.3180	0.0315			0.0746	0.2277	0.3023	0.0050							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  80.0	 8	35.6582	1.685	 73.36	 0.05	 23.009	22.954	  1.42	 6.53	0.0422	0.0257	0.0081	0.0369	0.0302	0.0086	0.0074	0.0022	0.0580	0.0066	0.0036		0.0239		0.2181	0.0554	0.2735	0.0270			0.0578	0.1750	0.2328	0.0040							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  90.0	 7				 0.04	 23.838	23.802	  1.46	 7.00	0.0425	0.0260	0.0082	0.0372	0.0305	0.0087	0.0074	0.0022	0.0585	0.0066	0.0036		0.0241		0.2199	0.0559	0.2758	0.0273			0.0583	0.1765	0.2348	0.0040							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		  99.0	 6	35.5642	1.785	 77.68	 0.03	 23.987	23.959	  1.49	 7.33	0.0290	0.0160	0.0042	0.0280	0.0172	0.0031			0.0434	0.0046			0.0119		0.1762	0.0205	0.1967	0.0186			0.0372	0.0985	0.1357	0.0029							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		 201.0	 5	35.3278	2.222	 96.69	 0.02	 24.460	24.444	  1.52	 8.86	0.0241	0.0125	0.0031	0.0253	0.0142	0.0020			0.0349	0.0029			0.0085		0.1435	0.0136	0.1571	0.0144			0.0274	0.0737	0.1011	0.0025							
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		 400.0	 4	35.1193	0.928	 40.38	 0.01	 35.556	35.548	  2.12	14.77																															
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		 400.0	 3	35.1179	0.946	 41.14	 0.01	 35.616	35.603	  2.14	14.76																															
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		 800.0	 2	34.6568	2.464	107.18	 0.01	 37.546	37.534	  2.47	27.57																															
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998		1001.0	 1	34.7578	3.017	131.20	 0.01	 34.338	34.332	  2.24	27.57																															
PIRATA-FR31	st04c01	B	2021-03-06T08:44:18z	 -18.848	 +7.998																																										
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		   4.0	15																																							
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		   4.0	14																																							
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		   4.0	13	34.8415	4.503	196.78	-0.00	  0.052	0.054	  0.00	 0.74																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		  20.0	12	34.8408	4.500	196.63	 0.00	  0.057	0.057	  0.01	 0.69																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		  40.0	11	34.8680	4.507	196.92	 0.00	  0.062	0.062	  0.01	 0.71																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		  60.0	10																																							
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		  61.0	 9	35.7482	3.078	134.05	 0.27	 13.722	13.454	  0.98	 3.75																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		  81.0	 8	35.6504	2.860	124.54	 0.10	 17.135	17.036	  1.16	 5.89																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		 100.0	 7	35.5996	2.903	126.39	 0.03	 17.455	17.423	  1.17	 6.14																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		 301.0	 6	34.0735	2.042	 88.93	 0.00	 29.281	29.281	  1.81	12.15																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		 500.0	 5	34.6475	2.704	117.63	-0.00	 34.070	34.070	  2.14	19.96																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		 500.0	 4	34.6469	2.703	117.60	 0.00	 34.075	34.072	  2.18	20.02																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		 800.0	 3	34.5169	3.255	141.58	-0.00	 35.571	35.573	  2.35	28.23																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		1503.0	 2	34.9561	5.131	223.07	 0.00	 22.611	22.611	  1.47	19.00																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499		2001.0	 1	34.9625	5.643	245.29	 0.00	 20.395	20.394	  1.32	21.35																															
PIRATA-FR31	st05c01	B	2021-03-08T18:51:29z	 -10.003	 +1.499																																										
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		   4.0	12	34.7913	4.482	195.81	-0.00	  0.076	0.077	  0.03	 0.72	0.0062	0.0064	0.0038	0.0034	0.0048				0.0142	0.0041			0.1132		0.0140	0.0064	0.0204	0.0141			0.0585	0.0472	0.1057								
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		  20.0	11	34.7929	4.478	195.63	-0.00	  0.066	0.071	  0.03	 0.75	0.0058	0.0059	0.0033	0.0032	0.0046				0.0131	0.0034			0.1062		0.0121	0.0060	0.0181	0.0128			0.0536	0.0436	0.0972								
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		  40.0	10	35.5631	4.686	204.43	 0.00	  0.073	0.073	  0.08	 0.91	0.0273	0.0270	0.0108	0.0163	0.0258	0.0028	0.0077	0.0040	0.0599	0.0124	0.0064	0.0011	0.1268		0.0292	0.0316	0.0608	0.0302			0.1089	0.2250	0.3339	0.0026							
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		  61.0	 9	35.7853	3.106	135.30	 0.18	 11.925	11.741	  0.90	 3.89	0.2589	0.1613	0.0147	0.1276	0.4547	0.0058	0.0200	0.0034	0.1382	0.0320	0.0081		0.0577		0.1425	0.1051	0.2476	0.0478		0.0399	0.1318	1.0275	1.1593	0.0164							
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		  80.0	 8	35.6754	2.820	122.81	 0.14	 17.062	16.920	  1.14	 5.62	0.0418	0.0216	0.0035	0.0397	0.0351	0.0040	0.0050	0.0016	0.0473	0.0056	0.0024		0.0219		0.2091	0.0254	0.2345	0.0252			0.0629	0.1530	0.2159								
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		 101.0	 7	35.5937	2.757	120.06	 0.04	 18.469	18.429	  1.24	 6.41	0.0226	0.0111	0.0022	0.0230	0.0139		0.0019		0.0274	0.0023			0.0068		0.1509	0.0105	0.1614	0.0156			0.0331	0.0671	0.1002								
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		 302.0	 6	35.0052	2.241	 97.57	 0.00	 28.880	28.880	  1.80	12.34																															
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		 302.0	 5	35.0040	2.249	 97.89	 0.00	 28.950	28.948	  1.80	12.30																															
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		 500.0	 4	34.6128	2.936	127.78	 0.00	 33.718	33.718	  2.15	20.54																															
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		 801.0	 3	34.5172	3.332	144.98	-0.00	 35.633	35.636	  2.36	29.31																															
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		1502.0	 2	34.9466	5.015	218.11	-0.00	 23.385	23.388	  1.52	19.70																															
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000		1999.0	 1	34.9629	5.673	246.71	-0.00	 20.556	20.561	  1.34	21.91																															
PIRATA-FR31	st06c01	B	2021-03-08T23:37:19z	 -10.004	 +1.000																																										
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		   3.0	15																																							
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		   3.0	14																																							
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		   4.0	13	34.9035	4.474	195.48	 0.04	  0.046	0.011	  0.01	 0.69																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		  23.0	12	34.9084	4.473	195.40	-0.00	  0.060	0.062	  0.02	 0.68																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		  43.0	11	35.8461	3.918	170.77	 0.08	  3.693	3.609	  0.34	 2.45																															
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		  63.0	10																																							
PIRATA-FR31	st07c01	B	2021-03-09T04:25:16z	 -10.002	 +0.499		  63.0	 9	35.7153	3.029	131.87	 0.11	 15.367	15.261	  1.04	 5.24																															
