//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR20_CHIMIE_odv.txt
//Data treated : 2020-09-24T15:27:19
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR20_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		   2.0	11	 36.455	4.828	210.40	 0.00		0.100	  0.10	 0.60																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		  10.0	10	 36.453	4.823	210.20	 0.00		0.000	  0.12	 0.60																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		  20.0	 9	 36.453			 0.00		0.100	  0.10	 0.70																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		  40.0	 8	 36.453	4.823	210.20	 0.00		0.100	  0.10	 0.70																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		  60.0	 7	 36.453	4.823	210.20	 0.00		0.100	  0.10	 0.60																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		  81.0	 6	 36.453	4.815	209.80	 0.00		0.100	  0.12	 0.60																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		 101.0	 5	 36.148	3.855	167.80	 0.34		7.500	  0.68	 2.10																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		 500.0	 4	 34.671	1.943	 84.50	 0.00		35.700	  2.29	19.10																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		1001.0	 3	 34.594	3.614	157.20	 0.00		33.100	  2.22	34.10																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		1001.0	 2	 34.591	3.622	157.50	 0.00		33.300	  2.22	33.00																										
PIRATA Fr20	st002c01	B	2010-09-22T14:30:00z	  -9.992	 -9.966		2000.0	 1	 34.935	5.480	238.20	 0.00		21.400	  1.42	28.40																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		   2.1	11	 36.385	4.834	210.70	 0.00		0.000	  0.12	 0.40																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		  10.6	10	 36.380	4.811	209.70	 0.01		0.000	  0.11	 0.50																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		  20.5	 9	 36.382	4.817	209.90	 0.00		0.000	  0.09	 0.40																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		  39.9	 8	 36.381	4.813	209.70	 0.01		0.000	  0.10	 0.40																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		  60.1	 7	 36.391	4.811	209.60	 0.01		0.100	  0.09	 0.30																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		  79.8	 6	 36.403	4.332	188.70	 0.21		3.200	  0.38	 1.00																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		 100.0	 5	 36.201	3.930	171.10	 0.38		6.500	  0.56	 1.50																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		 500.0	 4	 34.639	1.994	 86.70	 0.00		36.200	  2.21	18.90																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		 501.0	 3	 34.640	1.983	 86.20	 0.00		36.400	  2.23	18.80																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		1001.0	 2	 34.582	3.733	162.30	 0.00		32.800	  2.18	32.30																										
PIRATA Fr20	st003c01	B	2010-09-23T01:00:00z	 -10.006	 -9.499		2000.0	 1	 34.934	5.545	241.00	 0.00		21.400	  1.33	25.80																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		   2.2	11	 36.404	4.940	215.30	 0.00		0.200	  0.15	 0.40																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		  10.2	10	 36.403	4.832	210.60	 0.01		0.200	  0.15	 0.50																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		  20.3	 9	 36.404	4.920	214.40	 0.00		0.200	  0.16	 0.50																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		  40.5	 8	 36.403	4.827	210.40	 0.00		0.200	  0.15	 0.50																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		  60.2	 7	 36.403	4.866	212.10	 0.00		0.200	  0.16	 0.50																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		  80.1	 6	 36.363	4.534	197.50	 0.19		3.100	  0.47	 1.00																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		 101.0	 5	 35.877	3.248	141.40	 0.08		13.000	  0.98	 2.70																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		 100.4	 4	 35.840	3.190	138.80	 0.08		13.800	  1.02	 2.80																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		 501.2	 3	 34.675	1.967	 85.60	 0.00		35.900	  2.29	18.00																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		1000.5	 2	 34.593	3.697	160.80	 0.00		32.900	  2.28	32.80																										
PIRATA Fr20	st004c01	B	2010-09-23T07:00:00z	 -10.006	 -9.003		1999.0	 1	 34.935	5.436	236.30	 0.01		21.800	  1.75	27.30																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		   1.7	11	 36.492	4.803	209.30	 0.00		0.100	  0.13	 0.40																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		   9.7	10	 36.492	4.801	209.20	 0.00		0.000	  0.12	 0.50																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		  19.9	 9	 36.492	4.799	209.10	 0.00		0.000	  0.12	 0.50																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		  40.0	 8	 36.491	4.799	209.10	 0.00		0.000	  0.13	 0.40																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		  60.0	 7	 36.432	4.665	203.20	 0.05		1.200	  0.31	 0.80																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		  79.0	 6	 36.050	3.580	155.90	 0.10		9.600	  0.77	 2.00																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		  79.0	 5	 36.057	3.591	156.40	 0.12		9.400	  0.77	 2.10																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		 100.0	 4	 35.700	2.687	117.00	 0.03		17.400	  1.18	 4.10																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		 501.0	 3	 34.680	1.956	 85.10	 0.00		35.800	  2.26	17.90																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		1001.0	 2	 34.574	3.472	151.00	 0.00		34.100	  2.29	33.40																										
PIRATA Fr20	st005c01	B	2010-09-23T11:50:00z	 -10.003	 -8.497		2001.0	 1	 34.940	5.458	237.20	 0.00		21.500	  1.42	27.40																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		   1.7	11	 36.404	4.821	210.10	 0.01		0.100	  0.14	 0.40																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		  10.0	10	 36.404	4.855	211.60	 0.00		0.100	  0.15	 0.50																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		  20.5	 9	 36.404	4.825	210.30	 0.00		0.100	  0.14	 0.50																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		  40.2	 8	 36.403	4.827	210.40	 0.01		0.100	  0.11	 0.50																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		  59.9	 7	 36.407	4.817	209.90	 0.01		0.100	  0.14	 0.60																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		  60.6	 6	 36.407	4.763	207.50	 0.01		0.300	  0.14	 0.60																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		  80.7	 5	 36.000	3.401	148.10	 0.11		10.800	  0.81	 2.10																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		 100.7	 4	 35.673	2.533	110.30	 0.03		18.000	  1.15	 3.30																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		 499.8	 3	 34.640	1.780	 77.40	 0.01		37.200	  2.47	19.50																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		 998.6	 2	 34.592	3.531	153.50	 0.01		33.700	  2.21	31.80																										
PIRATA Fr20	st006c01	B	2010-09-23T17:35:00z	 -10.004	 -8.000		2000.2	 1	 34.942	5.497	238.90	 0.01		21.100	  1.34	24.60																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		   2.4	11	 36.282	4.815	209.90	 0.01		0.100	  0.15	 0.40																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		  10.5	10	 36.282	4.823	210.20	 0.00		0.100	  0.17	 0.50																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		  20.0	 9	 36.283	4.814	209.80	 0.00		0.000	  0.14	 0.50																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		  40.4	 8	 36.289	4.819	210.00	 0.01		0.100	  0.14	 0.60																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		  40.8	 7	 36.291	4.813	209.80	 0.01		0.000	  0.14	 0.60																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		  59.6	 6	 36.431	4.789	208.70	 0.01		0.200	  0.15	 0.80																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		  79.0	 5	 36.316	4.197	182.80	 0.13		4.100	  0.45	 1.60																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		 100.0	 4	 35.643	2.402	104.50	 0.03		19.100	  1.27	 4.80																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		 501.0	 3	 34.684	1.649	 71.70	 0.00		37.000	  2.28	18.60																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		1000.5	 2	 34.615	3.624	157.60	 0.01		32.900	  2.21	32.10																										
PIRATA Fr20	st007c01	B	2010-09-23T23:15:00z	 -10.004	 -7.497		2001.0	 1	 34.944	5.504	239.20	 0.00		21.100	  1.38	23.90																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		   2.2	11	 36.204	4.842	211.00	 0.01		0.000	  0.11	 0.50																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		  10.0	10	 36.200	4.831	210.50	 0.00		0.000	  0.08	 0.60																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		  20.4	 9	 36.202	4.841	211.00	 0.00		0.000	  0.60	 0.70																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		  20.4	 8	 36.200	4.861	211.90	 0.00		0.000	  0.13	 0.70																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		  40.6	 7	 36.332	4.834	210.70	 0.00		0.000	  0.10	 0.60																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		  60.5	 6	 36.487	4.737	206.40	 0.03		0.200	  0.14	 0.60																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		  81.6	 5	 36.063	3.536	154.00	 0.10		9.200	  0.69	 1.90																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		 100.2	 4	 35.786	2.812	122.40	 0.04		15.100	  1.02	 3.20																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		 500.0	 3	 34.641	1.987	 86.40	 0.01		36.200	  2.27	19.10																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		1000.0	 2	 34.582	3.677	159.90	 0.01		32.900	  2.21	32.20																										
PIRATA Fr20	st008c01	B	2010-09-24T06:00:00z	  -9.999	 -6.999		2000.0	 1	 34.944	5.533	240.60	 0.02		20.900	  1.37	24.90																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		   2.3	11	 36.054	4.903	213.80	 0.03		0.100	  0.11	 0.50																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		   9.8	10	 36.051	4.863	212.00	 0.03		0.000	  0.13	 0.60																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		  10.0	 9	 36.051	4.927	214.80	 0.03		0.100	  0.12	 0.60																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		  19.9	 8	 36.052	4.860	211.90	 0.03		0.100	  0.14	 0.60																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		  39.3	 7	 36.051	4.841	211.10	 0.04		0.000	  0.16	 0.50																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		  59.8	 6	 36.116	4.434	193.20	 1.23		2.700	  0.38	 0.90																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		  80.1	 5	 35.987	3.687	160.60	 0.19		9.000	  0.73	 1.80																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		 100.9	 4	 35.752	2.677	116.50	 0.06		16.200	  1.11	 3.30																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		 499.0	 3	 34.612	2.373	103.20	 0.00		35.500	  2.29	19.20																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		 999.0	 2	 34.582	3.566	155.00	 0.00		33.100	  2.24	31.70																										
PIRATA Fr20	st009c01	B	2010-09-24T09:45:00z	 -10.000	 -6.502		1998.0	 1	 34.945	5.838	253.70	 0.00		20.800	  1.40	23.90																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		   2.5	11	 36.195	4.867	212.10	 0.02		0.000	  0.15	 1.20																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		   2.2	10	 36.195	4.828	210.50	 0.01		0.100	  0.14	 1.20																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		   9.9	 9	 36.196	4.827	210.40	 0.01		0.100	  0.15	 1.20																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		  20.0	 8	 36.196	4.842	211.10	 0.00		0.100	  0.14	 1.20																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		  40.7	 7	 36.202	4.844	211.20	 0.00		0.100	  0.12	 1.30																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		  59.4	 6	 36.157	4.449	193.90	 0.41		2.000	  0.30	 1.60																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		  80.0	 5	 36.058	3.576	155.70	 0.37		8.200	  0.71	 2.90																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		  97.2	 4	 35.837	2.932	127.60	 0.13		14.200	  0.99	 4.20																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		 498.5	 3	 34.638	2.065	 89.80	 0.00		36.400	  2.26	20.10																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		 999.5	 2	 34.606	3.671	159.60	 0.00		33.000	  2.15	32.50																										
PIRATA Fr20	st010c01	B	2010-09-24T23:10:00z	 -10.018	 -6.062		2000.7	 1	 34.951	5.566	241.90	 0.00		20.800	  1.36	24.70																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		   2.0	11	 35.937	4.853	211.59	 0.00		0.200	  0.22	 1.50																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		  10.6	10	 35.937	4.850	211.44	 0.04		0.300	  0.22	 1.60																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		  20.6	 9	 35.937	4.862	211.97	 0.04		0.300	  0.24	 1.60																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		  40.0	 8	 35.935	4.894	213.37	 0.02		0.200	  0.25	 1.70																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		  60.7	 7	 35.965	4.720	205.75	 0.12		0.600	  0.26	 1.60																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		  78.8	 6	 35.992	3.854	167.91	 0.87		6.100	  0.61	 2.50																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		  97.2	 5	 35.780	2.891	125.86	 0.02		14.700	  1.06	 4.30																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		 499.4	 4	 34.645	1.867	 81.22	 0.01		37.200	  2.31	19.60																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		1000.5	 3	 34.607	3.584	155.81	 0.04		34.000	  2.29	33.10																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		2000.0	 2	 34.949	5.585	242.75	 0.05		21.400	  1.39	24.80																										
PIRATA Fr20	st011c01	B	2010-09-25T18:30:00z	 -10.003	 -5.501		1999.0	 1	 34.949	5.610	243.80	 0.00		21.100	  1.37	24.20																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		   2.4	11	 35.911	4.888	213.10	 0.05		0.100	  0.22	 1.90																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		  10.0	10	 35.910	4.945	215.60	 0.06		0.100	  0.22	 1.90																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		  19.8	 9	 35.910	4.882	212.90	 0.05		0.300	  0.22	 2.10																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		  40.2	 8	 35.908	4.861	211.90	 0.06		0.300	  0.25	 2.30																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		  60.4	 7	 35.923	4.636	202.00	 0.42		2.300	  0.39	 2.30																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		  80.1	 6	 35.753	2.843	123.80	 0.39		15.000	  1.07	 4.90																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		 100.3	 5	 35.492			 0.07		21.000	  1.38	 6.90																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		 499.6	 4	 34.654	1.845	 80.20	 0.02		36.500	  2.33	20.60																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		 999.5	 3	 34.590	3.539	153.90	 0.02		32.800	  2.26	33.50																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		 999.9	 2	 34.591	3.571	155.30	 0.00		33.200	  2.27	33.40																										
PIRATA Fr20	st012c01	B	2010-09-25T23:30:00z	 -10.003	 -4.992		1999.0	 1	 34.963	5.620	244.30	 0.01		19.800	  1.31	19.80																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		   1.9	11	 35.227	4.840	211.00	 0.05		0.200	  0.22	 1.70																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		   9.7	10	 35.227	4.910	214.10	 0.05		0.300	  0.20	 1.80																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		  20.4	 9	 35.227	4.868	212.20	 0.05		0.100	  0.21	 1.80																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		  39.5	 8	 35.546	4.882	212.80	 0.07		0.300	  0.22	 1.70																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		  60.5	 7	 35.686	4.424	192.80	 0.50		3.100	  0.45	 1.90																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		  79.5	 6	 35.600	2.952	128.50	 0.36		14.800	  1.06	 4.70																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		 101.5	 5	 34.568	2.941	128.00	 0.05		17.400	  1.17	 5.80																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		 499.7	 4	 34.708	2.584	112.40	 0.00		33.500	  2.18	20.00																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		 500.3	 3	 34.589	2.587	112.50	 0.00		33.600	  2.18	19.90																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		1006.8	 2	 34.595	3.599	156.50	 0.00		33.000	  2.24	32.10																										
PIRATA Fr20	st013c01	B	2010-09-26T04:45:00z	 -10.002	 -4.505		2000.0	 1	 34.956	5.553	241.40	 0.00		20.200	  1.35	22.80																										
PIRATA Fr20	st014c01	B	2010-09-26T10:00:00z	 -10.005	 -3.999		   2.2	11	 35.854	4.870	212.30	 0.06		0.500	  0.23	 1.40																										
PIRATA Fr20	st014c01	B	2010-09-26T10:00:00z	 -10.005	 -3.999		  10.7	10	 35.854	4.836	210.80	 0.05		0.600	  0.21	 1.40																										
PIRATA Fr20	st014c01	B	2010-09-26T10:00:00z	 -10.005	 -3.999		  20.0	 9	 35.854	4.841	211.10	 0.04		0.400	  0.20	 1.30																										
PIRATA Fr20	st014c01	B	2010-09-26T10:00:00z	 -10.005	 -3.999		  40.2	 8	 35.852	4.708	205.30	 0.23		1.500	  0.29	 1.30																										
PIRATA Fr20	st014c01	B	2010-09-26T10:00:00z	 -10.005	 -3.999		  59.8	 7	 35.849	3.658	159.30	 1.07		8.300	  0.73	 2.50																										
