//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR28/data-processing/CHIMIE/PIRATAFR28_CHIMIE_odv.txt
//Data treated : 2024-02-19T14:10:47
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR28/data-processing/CHIMIE/PIRATAFR28_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA Fr28	st003c01	B	2018-03-09T05:54:17z	 -10.000	 -9.904		  40.0	 9	36.5397	4.667	203.51	 0.01	  0.010	0.000	  0.16	 1.10	0.0035	0.0048		0.0041	0.0029				0.0153	0.0029			0.0547		0.0029	0.0032		0.0086			0.0323	0.0473									
PIRATA Fr28	st003c01	B	2018-03-09T05:54:17z	 -10.000	 -9.904		  60.0	 8	36.5624	4.989	217.46	 0.01	  0.020	0.010	  0.18	 1.12	0.0154	0.0215	0.0050	0.0224	0.0049				0.0569	0.0050			0.1095		0.0086	0.0412		0.0240			0.1108	0.1408		0.0021							
PIRATA Fr28	st003c01	B	2018-03-09T05:54:17z	 -10.000	 -9.904		  80.0	 7	36.6146	4.807	209.34	 0.04	  0.620	0.580	  0.26	 1.40	0.0465	0.0530	0.0171	0.0685	0.0113	0.0090	0.0056		0.1399	0.0085	0.0017		0.1004		0.0148	0.1297		0.0357			0.1462	0.3078		0.0026							
PIRATA Fr28	st003c01	B	2018-03-09T05:54:17z	 -10.000	 -9.904		 102.0	 6	36.0055	3.381	147.21	 0.28	 12.100	11.800	  0.84	 3.44	0.0444	0.0379	0.0033	0.0802	0.0131	0.0105	0.0040		0.0781	0.0048			0.0408		0.1083	0.0953		0.0369			0.1048	0.2253		0.0046							
PIRATA Fr28	st003c01	B	2018-03-09T05:54:17z	 -10.000	 -9.904		 403.0	 5	34.7180	1.869	 81.31																																				
PIRATA Fr28	st003c01	B	2018-03-09T05:54:17z	 -10.000	 -9.904		 806.0	 4	34.5057	3.055	132.85																																				
PIRATA Fr28	st003c01	B	2018-03-09T05:54:17z	 -10.000	 -9.904		1213.0	 3	34.7284	3.981	173.11																																				
PIRATA Fr28	st003c01	B	2018-03-09T05:54:17z	 -10.000	 -9.904		1213.0	 2	34.7295	3.999	173.85																																				
PIRATA Fr28	st003c01	B	2018-03-09T05:54:17z	 -10.000	 -9.904		2021.0	 1	34.9271	5.422	235.66																																				
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		   1.3	11	34.7670	4.540	198.30	 0.00	  0.020	0.020	  0.06	 1.87	0.0058	0.0147	0.0028	0.0166	0.0200				0.0247	0.0094			0.0669		0.0045	0.0079			0.0256		0.0478	0.2292		0.0037							
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		  19.5	10	35.9960	4.786	208.79	 0.00	  0.000	0.000	  0.13	 1.48	0.0064	0.0114	0.0044	0.0089	0.0098				0.0277	0.0054			0.0778		0.0090	0.0113		0.0209			0.0787	0.1260		0.0037							
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		  39.4	 9	35.8059	3.317	144.50	 0.24	 11.900	11.700	  0.85	 3.86	0.0493	0.0592	0.0158	0.0596	0.0233	0.0100		0.0058	0.1247	0.0088			0.1348		0.0931	0.1484		0.0580			0.1712	0.3593		0.0061							
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		  60.0	 8	35.7372	2.509	109.27	 0.41	 18.000	17.600	  1.15	 5.14	0.0545	0.0424	0.0047	0.0613	0.0346	0.0058	0.0064	0.0017	0.0938	0.0067			0.0388		0.0893	0.0938		0.0355			0.0921	0.2912		0.0051							
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		  82.2	 7	35.6610	1.902	 82.83	 0.00	 21.800	21.800	  1.36	 6.48	0.0290	0.0202	0.0025	0.0329	0.0232		0.0030		0.0422	0.0035			0.0131		0.0687	0.0484		0.0224			0.0467	0.1319									
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		 100.4	 6	35.5831	2.241	 97.57	 0.00	 21.100	21.100	  1.31	 6.83	0.0126	0.0090	0.0024	0.0175	0.0091				0.0245	0.0018	0.0012		0.0034		0.0214	0.0161		0.0082			0.0125	0.0643									
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		 504.0	 5	34.7006	1.404	 61.11																																				
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		1007.8	 4	34.5930	3.257	141.73																																				
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		2021.0	 3	34.9423	5.383	234.13																																				
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		3041.0	 2	34.9062	5.374	233.70																																				
PIRATA Fr28	st004c01	B	2018-03-13T03:05:26z	  +5.000	 -6.633		4061.7	 1	34.8861	5.095	221.57																																				
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		   2.7	10	33.1493	4.471	195.60	 0.00	  0.000	0.040	  0.04	 3.74	0.0056	0.0090	0.0044	0.0039	0.0111				0.0241	0.0051			0.0504		0.0053	0.0110			0.0159		0.0346	0.1269									
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		  40.0	 9	35.9040	2.928	127.55	 0.21	 13.300	13.100	  0.88	 3.81	0.0224	0.0290	0.0141	0.0161	0.0210				0.0645	0.0090			0.0910		0.0346	0.0561		0.0414			0.1278	0.2535									
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		  60.0	 8	35.9453	2.924	127.33	 0.00	 14.200	14.200	  0.91	 4.47	0.0424	0.0309	0.0067	0.0144	0.0641	0.0055	0.0129		0.0473	0.0056	0.0020		0.0182		0.0444	0.0776		0.0206			0.0441	0.2403									
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		  79.0	 7	35.9528	2.956	128.71	 0.00	 14.200	14.200	  0.93	 4.93	0.0224	0.0163		0.0136	0.0393		0.0050		0.0296	0.0029			0.0084		0.0395	0.0358		0.0142			0.0300	0.1127									
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		 101.0	 6	35.8293	2.547	110.89	 0.00	 16.900	16.900	  1.12	 6.25	0.0151	0.0102		0.0105	0.0224		0.0039		0.0277	0.0020			0.0032		0.0217	0.0156		0.0082			0.0129	0.0703									
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		 402.0	 5	34.8588	0.815	 35.47																																				
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		 806.0	 4	34.5166	2.733	118.88																																				
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		 806.0	 3	34.5166	2.749	119.58																																				
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		1211.0	 2	34.7592	3.972	172.72																																				
PIRATA Fr28	st005c01	B	2018-03-14T04:40:27z	  +7.996	 -6.001		2022.0	 1	34.9450	5.393	234.41																																				
PIRATA Fr28	st006c01	B	2018-03-14T09:40:00z	  +7.971	 -6.067		   1.5	 8	33.1581			 0.02	  0.000	0.000	  0.03	 3.77																															
PIRATA Fr28	st006c01	B	2018-03-14T09:40:00z	  +7.971	 -6.067		   9.6	 7	33.4702			 0.01	  0.000	0.000	  0.03	 3.58																															
PIRATA Fr28	st006c01	B	2018-03-14T09:40:00z	  +7.971	 -6.067		  19.2	 6	35.9427			 0.01	  0.230	0.220	  0.22	 2.15	0.0013			0.0019	0.0034											0.0000						0.0170									
PIRATA Fr28	st006c01	B	2018-03-14T09:40:00z	  +7.971	 -6.067		  30.6	 5	35.9062			 0.70	 10.500	9.800	  0.74	 3.38																															
PIRATA Fr28	st006c01	B	2018-03-14T09:40:00z	  +7.971	 -6.067		  40.0	 4									0.0411	0.0330	0.0105	0.0214	0.0738		0.0076		0.0488	0.0053	0.0024		0.0166		0.0631	0.0599		0.0258			0.0432	0.2334									
PIRATA Fr28	st006c01	B	2018-03-14T09:40:00z	  +7.971	 -6.067		  40.0	 3																																							
PIRATA Fr28	st006c01	B	2018-03-14T09:40:00z	  +7.971	 -6.067		  40.0	 2																																							
PIRATA Fr28	st006c01	B	2018-03-14T09:40:00z	  +7.971	 -6.067		  50.2	 1	35.9537			 0.05	 15.200	15.100	  0.98	 4.57																															
PIRATA Fr28	st007c01	B	2018-03-15T08:53:20z	 +11.247	 -4.950		   2.0	 9	32.0149	4.480	196.18	 0.01	  0.000	0.000	  0.05	10.00	0.0203	0.0338	0.0239	0.0079	0.0819		0.0049		0.0344	0.0113			0.0511			0.0277			0.0275		0.0159	0.3651									
PIRATA Fr28	st007c01	B	2018-03-15T08:53:20z	 +11.247	 -4.950		   9.9	 8				 0.01	  0.000	0.000	  0.07	 4.12	0.0300	0.0396	0.0216	0.0108	0.0915		0.0067		0.0472	0.0099			0.0775		0.0109	0.0419			0.0424		0.0520	0.4566									
PIRATA Fr28	st007c01	B	2018-03-15T08:53:20z	 +11.247	 -4.950		  19.7	 7	35.1073			 0.06	  0.100	0.040	  0.09	 1.85	0.0419	0.0399	0.0157	0.0099	0.1006		0.0072		0.0432	0.0068	0.0031		0.0479			0.0386			0.0303		0.0060	0.4276									
PIRATA Fr28	st007c01	B	2018-03-15T08:53:20z	 +11.247	 -4.950		  40.0	 6				 0.15	  1.250	1.100	  0.26	 1.85	0.0333	0.0276	0.0055	0.0084	0.0847		0.0075		0.0212	0.0043	0.0026		0.0110			0.0367			0.0137		0.0066	0.2342									
PIRATA Fr28	st007c01	B	2018-03-15T08:53:20z	 +11.247	 -4.950		  60.2	 5				 0.05	  7.580	7.530	  0.62	 3.41	0.0223	0.0170	0.0044	0.0095	0.0536		0.0036		0.0171	0.0035			0.0027			0.0257			0.0049			0.1243									
PIRATA Fr28	st007c01	B	2018-03-15T08:53:20z	 +11.247	 -4.950		  79.0	 4				 0.03	 10.400	10.400	  0.72	 3.29	0.0066	0.0027		0.0028	0.0123		0.0009		0.0042	0.0009			0.0021		0.0031	0.0054		0.0029				0.0359									
PIRATA Fr28	st007c01	B	2018-03-15T08:53:20z	 +11.247	 -4.950		 100.3	 3				 0.02	 12.800	12.800	  0.90	 3.59	0.0033	0.0017		0.0015	0.0106				0.0021	0.0007			0.0022			0.0000			0.0018			0.0254									
PIRATA Fr28	st007c01	B	2018-03-15T08:53:20z	 +11.247	 -4.950		 402.3	 2	34.7986	1.039	 45.20																																				
PIRATA Fr28	st007c01	B	2018-03-15T08:53:20z	 +11.247	 -4.950		 704.0	 1	34.5387	2.765	120.24																																				
PIRATA Fr28	st008c01	B	2018-03-15T10:35:40z	 +11.332	 -4.916		   1.3	11	32.3387	4.480	196.14						0.0125	0.0259	0.0245	0.0040	0.0344	0.0013	0.0035	0.0016	0.0359	0.0134	0.0013	0.0011	0.0428			0.0155			0.0194		0.0097	0.2613		0.0036							
PIRATA Fr28	st008c01	B	2018-03-15T10:35:40z	 +11.332	 -4.916		   9.5	 7																																							
PIRATA Fr28	st008c01	B	2018-03-15T10:35:40z	 +11.332	 -4.916		  19.5	 6																																							
PIRATA Fr28	st008c01	B	2018-03-15T10:35:40z	 +11.332	 -4.916		  40.0	 5	35.8122	4.097	178.61																																				
PIRATA Fr28	st008c01	B	2018-03-15T10:35:40z	 +11.332	 -4.916		  60.0	 4																																							
PIRATA Fr28	st008c01	B	2018-03-15T10:35:40z	 +11.332	 -4.916		  80.0	 3																																							
PIRATA Fr28	st008c01	B	2018-03-15T10:35:40z	 +11.332	 -4.916		 100.8	 2																																							
PIRATA Fr28	st008c01	B	2018-03-15T10:35:40z	 +11.332	 -4.916		 281.0	 1	30.2066	1.495	 65.29																																				
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		   1.9	11	28.7689	4.542	199.40	 0.03	  0.010	0.000	  0.04	20.60	0.0138	0.0236	0.0082	0.0026	0.0791		0.0074		0.0269	0.0122	0.0015	0.0009	0.0400			0.0074			0.0172			0.2653									
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		   9.8	10	34.1630	4.547	198.76	 0.02	  0.000	0.000	  0.06	 2.99																															
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		  20.2	 9	34.7683	4.569	199.58	 0.03	  0.020	0.000	  0.08	 1.79	0.0367	0.0376	0.0149	0.0103	0.0708	0.0024	0.0109		0.0652	0.0095	0.0053		0.0445		0.0102	0.0340			0.0298		0.0479	0.3562		0.0049							
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		  40.2	 8	35.7276	4.142	180.63	 0.38	  1.230	0.850	  0.28	 1.87	0.0266	0.0242	0.0113	0.0071	0.0589	0.0026	0.0098		0.0266	0.0054	0.0039		0.0130		0.0076	0.0379			0.0136		0.0088	0.2098		0.0041							
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		  60.5	 7	35.9226	3.223	140.41	 0.12	 10.000	9.850	  0.71	 3.25	0.0242	0.0178	0.0073	0.0106	0.0524	0.0022	0.0073		0.0275	0.0047	0.0014		0.0068		0.0095	0.0279		0.0088			0.0085	0.1413									
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		  80.9	 6	35.9246	2.982	129.90	 0.08	 12.800	12.700	  0.86	 3.98	0.0153	0.0118	0.0051	0.0079	0.0285	0.0019	0.0058		0.0239	0.0028			0.0066		0.0269	0.0210		0.0101			0.0151	0.0846									
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		 101.6	 5	35.9721	2.967	129.22	 0.04	 13.400	13.400	  0.90	 4.28	0.0114	0.0084	0.0040	0.0056	0.0239		0.0012		0.0124	0.0020			0.0040		0.0106	0.0087		0.0048			0.0054	0.0586									
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		 402.9	 4	34.7903	1.128	 49.07																																				
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		1211.0	 3	34.7681	3.890	169.16																																				
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		1210.9	 2	34.7689	3.886	169.00																																				
PIRATA Fr28	st009c01	B	2018-03-15T23:01:02z	 +11.001	 -4.999		1614.0	 1	34.9487	5.144	223.64																																				
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		   2.2	10	27.2964	4.607	202.52	 0.04	  0.000	0.000	  0.03	30.70	0.0148	0.0374	0.0104	0.0012	0.1302		0.0087		0.0128	0.0154	0.0068		0.0495			0.0157			0.0240			0.3877									
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		   9.8	 9	33.1412	4.441	194.30	 0.02	  0.010	0.000	  0.04	 5.08	0.0242	0.0350	0.0159	0.0069	0.0878		0.0105		0.0423	0.0122	0.0026		0.0782		0.0119	0.0355			0.0411		0.0710	0.4252									
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		  20.2	 8	34.7283	4.525	197.70	 0.02	  0.000	0.000	  0.08	 2.00	0.0304	0.0360	0.0224	0.0085	0.0676		0.0126		0.0546	0.0098	0.0044		0.0578		0.0119	0.0297			0.0348		0.0659	0.3651		0.0049							
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		  40.4	 7	35.9156	3.997	174.22	 0.53	  1.800	1.270	  0.34	 1.95	0.0154	0.0163	0.0080	0.0058	0.0038	0.0024	0.0106		0.0190	0.0037	0.0030		0.0089		0.0067	0.0382			0.0098		0.0111	0.1560		0.0034							
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		  60.4	 6	35.9449	3.224	140.44	 0.24	 10.200	10.000	  0.77	 2.90	0.0162	0.0150	0.0061	0.0081	0.0353	0.0021	0.0093		0.0185	0.0033	0.0018		0.0074		0.0096	0.0356		0.0079			0.0119	0.1326									
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		  79.7	 5	35.9128	3.003	130.80	 0.17	 12.800	12.600	  0.89	 4.03	0.0206	0.0163		0.0101	0.0359		0.0040		0.0252	0.0039	0.0016		0.0098		0.0384	0.0244		0.0131			0.0266	0.1117									
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		 100.6	 4	35.9051	2.767	120.46	 0.08	 14.800	14.700	  0.99	 5.28	0.0184	0.0132		0.0118	0.0283		0.0030		0.0298	0.0031			0.0069		0.0341	0.0193		0.0124			0.0219	0.0974									
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		 402.4	 3	34.7957	1.147	 49.92																																				
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		 402.1	 2	34.7962	1.150	 50.02																																				
PIRATA Fr28	st010c01	B	2018-03-16T02:59:50z	 +10.666	 -5.167		2022.0	 1	34.9462	5.465	237.55																																				
PIRATA Fr28	st011c01	B	2018-03-19T20:25:18z	  +0.009	 +0.035		   2.0	 9	34.3684	4.473	195.55	 0.02	  0.000	0.000	  0.04	 0.84																															
PIRATA Fr28	st011c01	B	2018-03-19T20:25:18z	  +0.009	 +0.035		  10.3	 8	34.3680	4.509	197.10																																				
PIRATA Fr28	st011c01	B	2018-03-19T20:25:18z	  +0.009	 +0.035		  20.3	 7	34.3747	4.493	196.41	 0.02	  0.040	0.020	  0.06	 0.86																															
PIRATA Fr28	st011c01	B	2018-03-19T20:25:18z	  +0.009	 +0.035		  40.0	 6	36.0518	4.638	202.31	 0.02	  0.000	0.000	  0.14	 0.93																															
PIRATA Fr28	st011c01	B	2018-03-19T20:25:18z	  +0.009	 +0.035		  60.7	 5	36.2271	3.960	172.55	 0.53	  3.800	3.270	  0.41	 1.86																															
PIRATA Fr28	st011c01	B	2018-03-19T20:25:18z	  +0.009	 +0.035		  81.1	 4	36.0789	3.664	159.56	 0.24	  9.380	9.140	  0.71	 3.42																															
PIRATA Fr28	st011c01	B	2018-03-19T20:25:18z	  +0.009	 +0.035		 101.0	 3	35.7803	3.675	160.00	 0.06	 11.800	11.700	  0.83	 4.57																															
PIRATA Fr28	st011c01	B	2018-03-19T20:25:18z	  +0.009	 +0.035		 302.7	 2	35.0181	1.630	 70.94																																				
PIRATA Fr28	st011c01	B	2018-03-19T20:25:18z	  +0.009	 +0.035		 504.2	 1	34.5794	2.859	124.35																																				
PIRATA Fr28	st012c01	B	2018-03-21T00:56:47z	  -0.000	 +1.001		   2.0	11	34.4429	4.457	194.85	 0.02	  0.000	0.000	  0.04	 1.02	0.0206	0.0143		0.0396	0.0087				0.0345	0.0026			0.0088		0.0549	0.0275		0.0188			0.0387	0.1201									
PIRATA Fr28	st012c01	B	2018-03-21T00:56:47z	  -0.000	 +1.001		  19.8	10	34.4425	4.461	195.00	 0.02	  0.000	0.000	  0.03	 1.07	0.0329	0.0247		0.0604	0.0161	0.0037	0.0059		0.0445	0.0051			0.0182		0.0669	0.0769		0.0254			0.0511	0.1913									
PIRATA Fr28	st012c01	B	2018-03-21T00:56:47z	  -0.000	 +1.001		  40.0	 9	34.4646	4.466	195.21	 0.02	  0.000	0.000	  0.04	 1.06	0.1150	0.1025	0.0156	0.1311	0.0401	0.0368	0.0431		0.2444	0.0185	0.0051		0.0761		0.0796	0.3782		0.0719			0.1658	0.8503									
