//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR17-EGEE5_CHIMIE_odv.txt
//Data treated : 2020-09-24T15:44:44
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR17-EGEE5_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATA Fr17_EGEE 5	st003c01	B	2007-06-07T14:00:00z	  +6.000	 +1.503		  79.0	 4	 36.106	3.620	157.70	 0.24		8.702	  0.68	 1.93																										
PIRATA Fr17_EGEE 5	st003c01	B	2007-06-07T14:00:00z	  +6.000	 +1.503		  99.0	 3	 36.001	3.501	152.40	 0.05		10.236	  0.76	 2.20																										
PIRATA Fr17_EGEE 5	st003c01	B	2007-06-07T14:00:00z	  +6.000	 +1.503		 300.0	 2	 34.945	1.342	 58.40	 0.00		33.282	  2.01	 9.22																										
PIRATA Fr17_EGEE 5	st003c01	B	2007-06-07T14:00:00z	  +6.000	 +1.503		 502.0	 1	 34.637	2.348	102.10	 0.01		35.025	  2.20	12.87																										
PIRATA Fr17_EGEE 5	st004c01	B	2007-06-07T19:30:00z	  +6.003	 +0.999		  10.0	 9	 33.504	4.481	195.90	 0.00		0.010	  0.02	 1.05																										
PIRATA Fr17_EGEE 5	st004c01	B	2007-06-07T19:30:00z	  +6.003	 +0.999		  21.0	 8	 33.560	4.470	195.40	 0.00		0.016	  0.02	 1.09																										
PIRATA Fr17_EGEE 5	st004c01	B	2007-06-07T19:30:00z	  +6.003	 +0.999		  40.0	 7	 36.273	4.122	179.60	 0.12		1.470	  0.29	 1.81																										
PIRATA Fr17_EGEE 5	st004c01	B	2007-06-07T19:30:00z	  +6.003	 +0.999		  60.0	 6	 36.225	3.869	168.50	 0.36		5.774	  0.54	 2.60																										
PIRATA Fr17_EGEE 5	st004c01	B	2007-06-07T19:30:00z	  +6.003	 +0.999		  80.0	 5	 35.994	3.492	152.10	 0.11		10.283	  0.79	 3.64																										
PIRATA Fr17_EGEE 5	st004c01	B	2007-06-07T19:30:00z	  +6.003	 +0.999		 100.0	 4	 35.938	3.484	151.70	 0.04		11.070	  0.82	 3.94																										
PIRATA Fr17_EGEE 5	st004c01	B	2007-06-07T19:30:00z	  +6.003	 +0.999		 100.0	 3	 35.933	3.478	151.40	 0.05		11.053	  0.82	 3.91																										
PIRATA Fr17_EGEE 5	st004c01	B	2007-06-07T19:30:00z	  +6.003	 +0.999		 302.0	 2	 34.940	1.335	 58.10	 0.00		33.458	  2.03	14.95																										
PIRATA Fr17_EGEE 5	st004c01	B	2007-06-07T19:30:00z	  +6.003	 +0.999		 501.0	 1	 34.677	2.060	 89.60	 0.00		35.579	  2.22	20.36																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		   2.0	10	 35.032			 0.00		0.078	  0.07	 1.27																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		   9.0	 9	 35.140	4.474	195.30	 0.01		0.074	  0.08	 1.40																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		  20.0	 8	 35.357	4.472	195.20	 0.00		0.098	  0.09	 1.40																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		  39.0	 7	 36.153	3.965	172.80	 0.16		2.885	  0.37	 2.15																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		  59.0	 6	 36.130	3.778	164.50	 0.31		7.097	  0.60	 3.06																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		  80.0	 5	 35.949	3.476	151.30	 0.16		10.955	  0.81	 4.07																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		  80.0	 4	 35.950	3.442	149.90	 0.15		11.019	  0.81	 4.04																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		 100.0	 3	 35.928	3.504	152.50	 0.11		10.956	  0.81	 4.10																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		 300.0	 2	 34.958	1.321	 57.50	 0.00		33.349	  2.00	14.39																										
PIRATA Fr17_EGEE 5	st005c01	B	2007-06-08T00:45:00z	  +5.998	 +0.497		 502.0	 1	 34.651	2.201	 95.70	 0.00		35.247	  2.23	20.89																										
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		   1.5	10	 34.733	4.447	194.20	 0.00		0.059	  0.07	 1.37																										
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		  10.0	 9	 35.285	4.422	193.00	 0.00		0.067	  0.11	 1.52																										
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		  20.0	 8	 35.719	4.394	191.60	 0.02		0.587	  0.25	 1.71																										
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		  36.0	 7	 36.197	4.288	186.80	 0.09		2.351	  0.34	 1.98																										
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		  60.0	 6	 36.103	3.847	167.50	 0.33		7.341	  0.64	 3.11																										
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		  60.0	 5	 36.095	3.818	166.30																															
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		  80.0	 4	 36.006	3.594	156.40	 0.26		9.471	  0.76	 3.58																										
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		 102.0	 3	 35.934	3.531	153.70	 0.13		10.663	  0.80	 4.05																										
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		 300.0	 2	 34.894	1.380	 60.00	 0.00		34.075	  2.07	15.44																										
PIRATA Fr17_EGEE 5	st006c01	B	2007-06-08T05:30:00z	  +5.989	 -0.005		 513.0	 1	 34.646	2.292	 99.70	 0.00		34.798	  2.20	20.57																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		   1.3	10	 35.644	4.507	196.70	 0.01		0.090	  0.10	 1.87																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		   9.6	 9	 35.670	4.442	193.80	 0.00		0.088	  0.10	 1.84																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		  19.2	 8	 35.749	4.411	192.40	 0.00		0.097	  0.11	 1.82																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		  38.5	 7	 36.207	4.348	189.40	 0.06		1.619	  0.30	 2.07																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		  38.5	 6	 36.203	4.312	187.90	 0.05		1.074	  0.27	 1.99																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		  59.9	 5	 35.995	3.489	151.90	 0.25		9.877	  0.75	 3.39																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		  79.6	 4	 35.938	3.483	151.60	 0.10		10.586	  0.79	 3.78																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		  99.2	 3	 35.936	3.477	151.30	 0.10		10.690	  0.79	 4.30																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		 299.6	 2	 34.956	1.350	 58.70	 0.00		32.746	  1.97	13.86																										
PIRATA Fr17_EGEE 5	st007c01	B	2007-06-08T10:00:00z	  +5.998	 -0.499		 502.0	 1	 34.691	2.026	 88.10	 0.00		35.052	  2.15	19.07																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		   1.0	10	 35.686	4.502	196.40	 0.00		0.015	  0.11	 1.68																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		  10.0	 9	 35.723	4.490	195.90	 0.00		0.034	  0.12	 1.79																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		  10.0	 8	 35.728	4.485	195.70	 0.01		0.032	  0.12	 1.88																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		  20.0	 7	 35.868	4.406	192.20	 0.03		0.146	  0.15	 1.88																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		  38.0	 6	 36.274	3.926	171.00	 0.25		4.362	  0.49	 2.51																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		  59.0	 5	 35.995	3.486	151.80	 0.16		10.108	  0.76	 3.65																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		  80.0	 4	 35.960	3.467	150.90	 0.10		10.533	  0.78	 3.83																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		  99.0	 3	 35.929	3.441	149.80	 0.07		11.077	  0.82	 3.89																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		 294.0	 2	 35.024	1.344	 58.50	 0.03		31.474	  1.92	12.48																										
PIRATA Fr17_EGEE 5	st008c01	B	2007-06-08T15:00:00z	  +5.996	 -0.997		 500.0	 1	 34.631	2.448	106.50	 0.02		34.234	  2.15	19.81																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		   1.7	11	 33.906	4.549	198.70	 0.01		0.043	  0.04	 2.23																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		   1.7	10	 33.907	4.555	199.00	 0.02		0.060	  0.02	 1.94																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		  10.1	 9	 34.393	4.546	198.50	 0.02		0.089	  0.03	 1.91																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		  18.2	 8	 35.386	4.476	195.30	 0.01		0.093	  0.13	 1.93																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		  29.2	 7																																		
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		  39.6	 6	 36.020	3.252	141.60	 0.12		8.264	  0.69	 2.81																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		  58.8	 5	 35.919	2.691	117.20	 0.07		13.188	  0.96	 4.02																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		  78.5	 4	 35.763	2.259	 98.40	 0.05		17.074	  1.16	 4.81																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		  97.0	 3	 35.726	2.058	 89.60	 0.03		18.914	  1.25	 6.05																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		 300.0	 2	 35.022	0.655	 28.50	 0.01		34.777	  2.10	14.61																										
PIRATA Fr17_EGEE 5	st009c01	B	2007-06-10T22:30:00z	  +7.995	 -5.987		 501.0	 1	 34.655	1.238	 53.80	 0.01		39.457	  2.45	22.37																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		   1.4	11	 35.087	4.493	196.10	 0.01		0.046	  0.03	 1.30																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		   1.4	10	 35.075	4.487	195.90	 0.02		0.040	  0.03	 1.15																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		  10.0	 9	 35.075	4.476	195.40	 0.01		0.032	  0.03	 1.74																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		  20.0	 8	 35.099	4.480	195.50	 0.01		0.053	  0.03	 1.22																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		  40.0	 7	 35.983	3.679	160.20	 0.36		7.570	  0.64	 3.00																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		  60.0	 6	 35.738	2.718	118.30	 0.12		15.319	  1.06	 4.30																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		  80.0	 5	 35.623	2.297	100.00	 0.06		18.956	  1.24	 5.11																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		 101.0	 4	 35.606	2.505	109.00	 0.04		18.304	  1.21	 5.33																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		 292.0	 3	 35.067	1.941	 84.50	 0.01		27.474	  1.70	10.53																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		 501.0	 2	 34.652	1.523	 66.20	 0.00		38.165	  2.37	20.73																										
PIRATA Fr17_EGEE 5	st010c01	B	2007-06-12T07:30:00z	  +2.327	 -4.999		 501.0	 1	 34.653	1.529	 66.50	 0.01		38.156	  2.33	20.26																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		   1.1	11	 34.913	4.520	197.30	 0.00		0.066	  0.04	 1.76																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		   9.9	10	 34.918	4.501	196.50	 0.00		0.093	  0.04	 1.71																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		  20.0	 9	 35.049	4.496	196.30	 0.02		0.276	  0.07	 1.69																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		  39.6	 8	 36.035	3.846	167.50	 0.39		7.739	  0.65	 2.60																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		  39.5	 7	 36.014	3.686	160.50	 0.27		6.619	  0.57	 2.45																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		  59.0	 6	 35.883	2.971	129.30	 0.21		13.100	  0.93	 3.88																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		  73.1	 5	 35.810	2.867	124.80	 0.09		14.506	  1.01	 4.16																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		 100.2	 4	 35.684	2.654	115.50	 0.06		16.596	  1.12	 4.75																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		 298.4	 3	 35.141	1.237	 53.80	 0.00		29.872	  1.83	11.14																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		 600.7	 2	 34.569	2.077	 90.30	 0.01		37.245	  2.37	22.65																										
PIRATA Fr17_EGEE 5	st011c01	B	2007-06-12T12:00:00z	  +2.332	 -4.505		1002.0	 1	 34.618	3.456	150.20	 0.01		32.832	  2.17	30.97																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		   1.0	11	 35.294	4.524	197.40	 0.00		0.034	  0.10	 2.03																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		  10.0	10	 35.317	4.523	197.40	 0.00		0.038	  0.11	 2.09																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		  20.0	 9	 35.421	4.515	197.00	 0.01		0.060	  0.13	 1.81																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		  39.0	 8	 36.025	3.978	173.20	 0.23		5.847	  0.58	 2.87																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		  59.0	 7	 35.871	3.069	133.60	 0.38		12.473	  0.94	 4.00																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		  80.0	 6	 35.802	2.868	124.90	 0.14		14.394	  1.06	 4.65																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		 100.0	 5	 35.679	2.817	122.60	 0.06		16.183	  1.13	 5.28																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		 300.0	 4	 35.051	1.575	 68.50	 0.01		29.560	  1.86	11.90																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		 599.0	 3	 34.565	2.215	 96.30	 0.01		37.122	  2.39	23.57																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		1000.0	 2	 34.602	3.414	148.40	 0.03		32.956	  2.22	30.91																										
PIRATA Fr17_EGEE 5	st012c01	B	2007-06-12T17:00:00z	  +2.330	 -4.002		1000.0	 1	 34.602	3.410	148.20	 0.01		33.120	  2.22	32.14																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		   1.3	11	 35.549	4.502	196.40	 0.01		0.040	  0.01	 1.52																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		   9.0	10	 35.569	4.492	196.00	 0.01		0.038	  0.01	 1.51																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		  19.4	 9	 35.914	4.303	187.60	 0.03		0.811	  0.00	 1.88																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		  33.5	 8	 36.141	3.965	172.70	 0.08		4.095	  0.51	 2.37																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		  59.0	 7	 35.992	3.460	150.60	 0.17		10.230	  0.80	 3.50																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		  78.5	 6	 35.941	3.402	148.10	 0.09		10.900	  0.85	 3.87																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		  99.0	 5	 35.889	3.362	146.30	 0.06		11.634	  0.88	 3.80																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		 301.0	 4	 35.063	1.152	 50.10	 0.01		31.800	  1.99	12.95																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		 599.0	 3	 34.547	2.695	117.20	 0.01		35.289	  2.30	23.71																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		 598.0	 2	 34.546	2.701	117.50	 0.01		35.042	  2.27	23.57																										
PIRATA Fr17_EGEE 5	st013c01	B	2007-06-12T21:30:00z	  +2.324	 -3.501		1001.0	 1	 34.603	3.516	152.90	 0.01		33.159	  2.26	32.48																										
PIRATA Fr17_EGEE 5	st014c01	B	2007-06-13T02:00:00z	  +2.327	 -3.004		   1.0	11	 35.577	4.487	195.70	 0.01		0.030	  0.15	 1.39																										
PIRATA Fr17_EGEE 5	st014c01	B	2007-06-13T02:00:00z	  +2.327	 -3.004		  10.0	10	 35.627	4.455	194.30	 0.00		0.104	  0.16	 1.42																										
