//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR19_CHIMIE_odv.txt
//Data treated : 2020-09-24T15:35:20
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR19_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATA Fr19	st006c01	B	2009-07-04T14:40:00z	  -0.063	 +0.063		1000.2	 3	 34.639	3.560	154.80	 0.00		32.600	  2.04	30.00																										
PIRATA Fr19	st006c01	B	2009-07-04T14:40:00z	  -0.063	 +0.063		2000.1	 2	 34.966	5.680	246.90	 0.01		19.700	  1.28	21.10																										
PIRATA Fr19	st006c01	B	2009-07-04T14:40:00z	  -0.063	 +0.063		2000.1	 1	 34.966	5.684	247.00	 0.00		19.700	  1.27	21.00																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		   2.4	11	 35.971	4.622	201.60	 0.01		0.100	  0.11	 0.80																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		   9.9	10	 35.969	4.619	201.50	 0.01		0.100	  0.11	 0.70																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		  19.9	 9	 35.968	4.619	201.50	 0.01		0.100	  0.12	 0.80																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		  39.9	 8	 36.168	4.709	205.40	 0.01		0.100	  0.14	 0.70																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		  60.8	 7	 36.579	4.573	199.40	 0.01		0.000	  0.15	 0.70																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		  80.5	 6	 36.781	4.727	206.00	 0.02		0.100	  0.19	 0.70																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		 101.3	 5	 36.194	4.095	178.40	 0.29		4.800	  0.61	 2.10																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		 499.8	 4	 34.680	1.785	 77.60	 0.04		37.000	  2.36	19.10																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		1001.2	 3	 34.610	3.659	159.10	 0.03		33.100	  2.28	32.90																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		1001.2	 2	 34.610	3.661	159.20	 0.00		33.300	  2.30	32.80																										
PIRATA Fr19	st007c01	B	2009-07-08T15:00:00z	  -9.964	 -9.947		2002.3	 1	 34.930	5.456	237.20	 0.01		22.100	  1.54	27.60																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		   3.1	11	 35.862	4.522	197.30	 0.00		0.200	  0.00	 0.90																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		   9.8	10	 35.862	4.605	200.90	 0.01		0.200	  0.00	 1.00																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		  20.5	 9	 35.861	4.591	200.20	 0.01		0.200	  0.00	 0.90																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		  40.1	 8	 35.874	4.400	191.90	 0.00		0.200	  0.00	 1.40																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		  59.8	 7	 35.905	4.663	203.40	 0.00		0.200	  0.00	 0.80																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		  80.7	 6	 36.384	4.905	213.70	 0.01		0.200	  0.12	 1.00																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		  97.8	 5	 36.325	4.711	205.20	 0.17		1.900	  0.30	 1.50																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		 501.0	 4	 34.664	2.089	 90.90	 0.00		35.700	  2.23	19.60																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		 501.0	 3	 34.664	2.078	 90.40	 0.00		35.600	  2.16	19.70																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		1001.0	 2	 34.577	3.621	157.40	 0.00		33.900	  2.20	33.50																										
PIRATA Fr19	st008c01	B	2009-07-09T06:00:00z	  -9.998	 -9.500		2003.0	 1	 34.934	5.593	243.10	 0.01		21.900	  1.41	28.50																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		   2.4	11	 35.971	4.629	201.90	 0.01		0.200	  0.04	 0.50																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		  10.0	10		4.628	202.00	 0.01		0.100	  0.04	 0.50																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		  19.7	 9		4.630	202.10	 0.00		0.100	  0.03	 0.50																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		  40.5	 8		4.640	202.50	 0.00		0.200	  0.05	 0.50																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		  61.6	 7		4.626	201.90	 0.00		0.200	  0.04	 0.50																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		  80.5	 6		4.649	202.90	 0.00		0.200	  0.05	 0.50																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		 101.4	 5	 36.233	4.367	190.20	 0.21		2.700	  0.37	 1.50																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		 101.4	 4	 36.215	4.257	185.40	 0.26		3.500	  0.44	 1.70																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		 500.0	 3	 34.675	2.129	 92.60	 0.00		35.000	  2.21	18.20																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		 998.8	 2	 34.590	3.633	157.90	 0.00		33.500	  2.25	32.00																										
PIRATA Fr19	st009c01	B	2009-07-09T09:45:00z	 -10.002	 -9.002		2002.3	 1	 34.937	5.471	237.70	 0.00		22.000	  1.44	26.40																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		   1.8	11	 35.593	4.637	202.30	 0.00		0.000	  0.03	 0.50																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		  10.3	10		4.635	202.30	 0.00		0.000	  0.03	 0.60																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		  20.9	 9		4.640	202.60	 0.00		0.100	  0.03	 0.50																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		  40.2	 8		4.640	202.50	 0.00		0.100	  0.04	 0.70																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		  60.8	 7		4.637	202.40	 0.00		0.300	  0.03	 1.00																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		  80.5	 6		4.714	205.70	 0.01		0.500	  0.16	 1.20																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		  80.5	 5		4.647	202.70	 0.04		0.800	  0.20	 1.20																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		  99.9	 4	 36.109	3.772	164.30	 0.57		6.500	  0.61	 2.30																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		 500.9	 3	 34.689	1.842	 80.10	 0.00		35.500	  2.22	18.30																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		1000.6	 2	 34.580	3.608	156.90	 0.00		33.300	  1.94	31.70																										
PIRATA Fr19	st010c01	B	2009-07-09T16:00:00z	  -9.999	 -8.501		2004.3	 1	 34.937	5.455	237.10	 0.00		21.600	  1.38	25.80																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991		   2.4	11	 35.420	4.657	203.20	 0.01		0.100	  0.00	 1.00																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991			10				 0.02		0.100	  0.00	 1.00																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991			 9				 0.02		0.200	  0.00	 1.00																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991			 8				 0.02		0.100	  0.00	 1.10																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991			 7				 0.02		0.100	  0.00	 1.10																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991			 6				 0.02		0.100	  0.00	 1.00																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991			 5				 0.29		4.300	  0.40	 2.40																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991		 100.9	 4	 35.672	2.529	110.10	 0.04		18.500	  1.11	 5.60																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991		 500.0	 3	 34.681	1.818	 79.10	 0.03		36.600	  2.14	19.00																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991		1001.7	 2	 34.565	3.481	151.30	 0.03		34.400	  2.22	32.90																										
PIRATA Fr19	st011c01	B	2009-07-09T19:40:00z	 -10.007	 -7.991		1999.7	 1	 34.947	5.146	223.70	 0.04		21.900	  1.42	23.40																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507		   2.2	11	 35.496	4.620	201.60	 0.01		0.100	  0.04	 1.10																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507			10				 0.02		0.100	  0.05	 1.10																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507			 9				 0.04		0.100	  0.04	 1.00																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507			 8				 0.03		0.100	  0.04	 1.00																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507			 7				 0.03		0.100	  0.03	 1.00																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507			 6				 0.03		0.100	  0.03	 1.00																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507			 5				 0.07		1.000	  0.24	 1.90																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507		  99.4	 4	 35.839	2.953	128.60	 0.53		12.300	  0.90	 4.30																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507		 501.0	 3	 34.671	1.923	 83.60	 0.02		36.100	  2.27	20.00																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507		1000.2	 2	 34.556	3.460	150.40	 0.03		34.200	  2.29	33.00																										
PIRATA Fr19	st012c01	B	2009-07-09T23:40:00z	  -9.991	 -7.507		2001.9	 1	 34.910	5.004	217.50	 0.03		22.700	  1.55	24.30																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997		   2.2	11	 35.436	4.649	202.90	 0.01		0.000	  0.08	 0.90																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997			10				 0.02		0.100	  0.07	 0.90																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997			 9				 0.02		0.100	  0.07	 1.00																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997			 8				 0.03		0.000	  0.06	 1.10																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997			 7				 0.03		0.100	  0.06	 1.00																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997			 6				 0.01		0.100	  0.05	 0.90																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997			 5				 0.51		8.900	  0.72	 3.40																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997		  98.3	 4	 35.715	2.352	102.40	 0.05		18.100	  1.18	 5.40																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997		 499.0	 3	 34.706	1.566	 68.10	 0.02		37.100	  2.30	19.50																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997		1000.0	 2	 34.578	3.564	154.90	 0.02		33.700	  2.25	32.70																										
PIRATA Fr19	st013c01	B	2009-07-10T05:30:00z	 -10.000	 -6.997		2004.0	 1	 34.943	5.469	237.70	 0.02		21.300	  1.45	25.80																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508		   1.0	11	 35.409	4.643	202.60	 0.02		0.000	  0.04	 1.50																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508			10				 0.03		0.000	  0.04	 1.50																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508			 9				 0.03		0.000	  0.04	 1.40																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508			 8				 0.04		0.000	  0.04	 1.50																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508			 7				 0.04		0.000	  0.04	 1.40																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508			 6				 0.06		0.200	  0.11	 1.80																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508		  79.8	 5	 35.697	2.290	 99.70	 0.53		7.300	  0.65	 3.50																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508		 100.0	 4	 34.678	1.842	 80.10	 0.07		18.500	  1.18	 5.80																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508		 499.0	 3	 34.678	1.864	 81.10	 0.06		36.300	  2.24	20.50																										
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508			 2																																		
PIRATA Fr19	st014c01	B	2009-07-10T09:45:00z	  -9.995	 -6.508		2002.0	 1	 34.944	5.480	238.10	 0.05		21.100	  1.44	26.20																										
