//ODV Spreadsheet file : /media/irdcampagnes/PIRATA-DATA/CHEMISTRY-PIRATA/BTL/XLS/PIRATAFR18_CHIMIE_odv.txt
//Data treated : 2023-10-12T15:33:17
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA-DATA/CHEMISTRY-PIRATA/BTL/XLS/PIRATAFR18_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA Fr18	st003c01	B	2008-09-15T04:00:00z	  -9.976	 -9.969		 300.0	 5	34.9015	1.410	 61.30																																				
PIRATA Fr18	st003c01	B	2008-09-15T04:00:00z	  -9.976	 -9.969		 500.0	 4	34.6645	1.724	 75.00																																				
PIRATA Fr18	st003c01	B	2008-09-15T04:00:00z	  -9.976	 -9.969		1000.0	 3	34.5653	3.542	154.00																																				
PIRATA Fr18	st003c01	B	2008-09-15T04:00:00z	  -9.976	 -9.969		2000.0	 2	34.9303	5.236	227.60																																				
PIRATA Fr18	st003c01	B	2008-09-15T04:00:00z	  -9.976	 -9.969		2000.0	 1	34.9289	5.260	228.60																																				
PIRATA Fr18	st004c01	B	2008-09-15T10:00:00z	 -10.008	 -9.502		   2.0	 6	36.1412	4.672	203.60																																				
PIRATA Fr18	st004c01	B	2008-09-15T10:00:00z	 -10.008	 -9.502		  10.0	 5	36.1412	4.652	202.80																																				
PIRATA Fr18	st004c01	B	2008-09-15T10:00:00z	 -10.008	 -9.502		 100.0	 4	36.3348	4.240	184.60																																				
PIRATA Fr18	st004c01	B	2008-09-15T10:00:00z	 -10.008	 -9.502		 300.0	 3	34.8545	1.845	 80.30																																				
PIRATA Fr18	st004c01	B	2008-09-15T10:00:00z	 -10.008	 -9.502		 300.0	 2	34.8499	1.815	 79.00																																				
PIRATA Fr18	st004c01	B	2008-09-15T10:00:00z	 -10.008	 -9.502		 500.0	 1	34.6590	1.938	 84.30																																				
PIRATA Fr18	st005c01	B	2008-09-16T23:45:00z	 -10.014	 -6.008		   2.0	 9	36.0655	4.689	204.40																																				
PIRATA Fr18	st005c01	B	2008-09-16T23:45:00z	 -10.014	 -6.008		  10.0	 8	36.0646	4.678	203.90																																				
PIRATA Fr18	st005c01	B	2008-09-16T23:45:00z	 -10.014	 -6.008		 100.0	 7	35.5029	1.639	 71.40																																				
PIRATA Fr18	st005c01	B	2008-09-16T23:45:00z	 -10.014	 -6.008		 300.0	 6	34.9114	1.627	 70.80																																				
PIRATA Fr18	st005c01	B	2008-09-16T23:45:00z	 -10.014	 -6.008		 500.0	 5	34.6449	2.085	 90.70																																				
PIRATA Fr18	st005c01	B	2008-09-16T23:45:00z	 -10.014	 -6.008		 500.0	 4	34.6428	2.079	 90.40																																				
PIRATA Fr18	st005c01	B	2008-09-16T23:45:00z	 -10.014	 -6.008		1000.0	 3	34.5619	3.232	140.50																																				
PIRATA Fr18	st005c01	B	2008-09-16T23:45:00z	 -10.014	 -6.008		1000.0	 2	34.5552	3.198	139.00																																				
PIRATA Fr18	st005c01	B	2008-09-16T23:45:00z	 -10.014	 -6.008		2000.0	 1	34.9535	5.360	233.00																																				
PIRATA Fr18	st006c01	B	2008-09-19T06:00:00z	  -9.909	 +0.025		   2.0	 9	35.9018	4.704	205.00																																				
PIRATA Fr18	st006c01	B	2008-09-19T06:00:00z	  -9.909	 +0.025		  10.0	 8	35.8996	4.667	203.40																																				
PIRATA Fr18	st006c01	B	2008-09-19T06:00:00z	  -9.909	 +0.025		  99.0	 7	35.7569	3.544	154.20																																				
PIRATA Fr18	st006c01	B	2008-09-19T06:00:00z	  -9.909	 +0.025		 300.0	 6	35.0525	1.910	 83.10																																				
PIRATA Fr18	st006c01	B	2008-09-19T06:00:00z	  -9.909	 +0.025		 505.0	 5	34.6343	2.691	117.00																																				
PIRATA Fr18	st006c01	B	2008-09-19T06:00:00z	  -9.909	 +0.025		 505.0	 4	34.6364	2.719	118.30																																				
PIRATA Fr18	st006c01	B	2008-09-19T06:00:00z	  -9.909	 +0.025		 505.0	 3	34.6356	2.698	117.30																																				
PIRATA Fr18	st006c01	B	2008-09-19T06:00:00z	  -9.909	 +0.025		 505.0	 2	34.6353	2.826	122.90																																				
PIRATA Fr18	st006c01	B	2008-09-19T06:00:00z	  -9.909	 +0.025		 505.0	 1	34.6356	2.690	117.00																																				
PIRATA Fr18	st007c01	B	2008-09-22T11:30:00z	  -0.015	 -0.009		   1.5	 9	35.2839	4.489	195.90																																				
PIRATA Fr18	st007c01	B	2008-09-22T11:30:00z	  -0.015	 -0.009		  10.0	 8	35.2841	4.481	195.60																																				
PIRATA Fr18	st007c01	B	2008-09-22T11:30:00z	  -0.015	 -0.009		  98.0	 7	35.6500	3.029	131.90																																				
PIRATA Fr18	st007c01	B	2008-09-22T11:30:00z	  -0.015	 -0.009		 300.0	 6	35.1425	1.669	 72.60																																				
PIRATA Fr18	st007c01	B	2008-09-22T11:30:00z	  -0.015	 -0.009		 500.0	 5	34.6609	2.552	111.00																																				
PIRATA Fr18	st007c01	B	2008-09-22T11:30:00z	  -0.015	 -0.009		 500.0	 4	34.6605	2.607	113.40																																				
PIRATA Fr18	st007c01	B	2008-09-22T11:30:00z	  -0.015	 -0.009		 500.0	 3	34.6610	2.569	111.70																																				
PIRATA Fr18	st007c01	B	2008-09-22T11:30:00z	  -0.015	 -0.009		 500.0	 2	34.6609	2.595	112.90																																				
PIRATA Fr18	st007c01	B	2008-09-22T11:30:00z	  -0.015	 -0.009		 500.0	 1	34.6624	2.549	110.90																																				
