//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR24_CHIMIE_odv.txt
//Data treated : 2020-09-24T15:01:55
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR24_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATA Fr24	st002c01	B	2014-04-14T20:50:00z	 -23.000	 +0.000		  40.0	 8	 36.424	4.656	203.00						0.0114	0.0146	0.0079	0.0122	0.0066	0.0014		0.0014	0.0439	0.0075			0.1152		0.0125	0.0166	0.0291	0.0235			0.0975	0.1082	0.2058	0.0007		
PIRATA Fr24	st002c01	B	2014-04-14T20:50:00z	 -23.000	 +0.000		  60.0	 7	 36.557	4.354	189.70						0.0954	0.0698	0.0069	0.1099	0.0230	0.0112	0.0090	0.0064	0.1882	0.0143	0.0061		0.1014		0.1352	0.1733	0.3085	0.0687			0.2131	0.4645	0.6776	0.0103		
PIRATA Fr24	st002c01	B	2014-04-14T20:50:00z	 -23.000	 +0.000		  80.0	 6	 36.073	4.091	178.10						0.0596	0.0428		0.0900	0.0182	0.0038	0.0047	0.0021	0.0900	0.0079	0.0038		0.0510		0.1443	0.0660	0.2103	0.0480			0.1400	0.2663	0.4063	0.0061		
PIRATA Fr24	st002c01	B	2014-04-14T20:50:00z	 -23.000	 +0.000		 100.0	 5	 35.775	4.007	174.40																															
PIRATA Fr24	st002c01	B	2014-04-14T20:50:00z	 -23.000	 +0.000		 500.0	 4	 34.652	2.744	119.30						0.0310	0.0169		0.0438	0.0069	0.0009	0.0015	0.0006	0.0481	0.0036	0.0005		0.0142		0.1007		0.1007	0.0203			0.0498	0.1105	0.1603	0.0034		
PIRATA Fr24	st002c01	B	2014-04-14T20:50:00z	 -23.000	 +0.000		1000.0	 3	 34.709	3.753	163.20																															
PIRATA Fr24	st002c01	B	2014-04-14T20:50:00z	 -23.000	 +0.000		2000.0	 2	 34.964	5.727	248.90																															
PIRATA Fr24	st002c01	B	2014-04-14T20:50:00z	 -23.000	 +0.000		2000.0	 1	 34.965	5.720	248.60																															
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		   0.0	11	 36.595	4.578	199.70	 0.00	  0.000	0.000	  0.15	 1.10	0.0045	0.0054	0.0014	0.0046	0.0024	0.0006		0.0008	0.0175	0.0040			0.0707		0.0028	0.0032	0.0060	0.0085			0.0442	0.0391	0.0833	0.0024		
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		  10.0	10	 36.594	4.580	199.80	 0.00	  0.100	0.100	  0.23	 1.10																										
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		  20.0	 9	 36.595	4.577	199.60	 0.01	  0.000	0.000	  0.19	 1.00	0.0045	0.0058	0.0015	0.0048	0.0026	0.0006		0.0008	0.0177	0.0039			0.0868		0.0042	0.0029	0.0072	0.0105			0.0564	0.0399	0.0963	0.0027		
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		  40.0	 8	 36.595	4.579	199.70	 0.00	  0.100	0.000	  0.15	 1.00	0.0046	0.0056		0.0050	0.0027	0.0006		0.0008	0.0187	0.0036			0.0554		0.0023	0.0031	0.0054	0.0073			0.0360	0.0401	0.0761	0.0006		
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		  60.0	 7	 36.594	4.607	200.90	 0.01	  0.100	0.100	  0.14	 1.10	0.0055	0.0068	0.0018	0.0058	0.0027	0.0006		0.0009	0.0221	0.0039			0.0776		0.0037	0.0040	0.0078	0.0105			0.0559	0.0444	0.1004	0.0003		
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		  80.0	 6	 36.588	5.220	227.40	 0.01	  0.100	0.100	  0.11	 1.10	0.0194	0.0217	0.0054	0.0220	0.0046	0.0016		0.0018	0.0675	0.0055			0.0835		0.0106	0.0276	0.0382	0.0212			0.1188	0.1208	0.2396	0.0013		
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		 100.0	 5	 36.398	4.525	197.00	 0.16	  1.900	1.660	  0.37	 1.90	0.0442	0.0356	0.0053	0.0671	0.0102	0.0177	0.0015	0.0051	0.0846	0.0055	0.0009	0.0009	0.0551		0.0735	0.0735	0.1470	0.0336			0.1299	0.2074	0.3374	0.0035		
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		 500.0	 4	 34.661	1.951	 84.80																															
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		1000.0	 3	 34.573	3.535	153.70																															
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		1000.0	 2	 34.570	3.534	153.60																															
PIRATA Fr24	st004c01	B	2014-04-19T22:03:00z	 -10.000	-10.000		2000.0	 1	 34.935	5.380	233.80																															
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		   0.0	11	 36.616	4.562	199.00	 0.01	  0.000	0.000	  0.11	 1.00																										
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		  10.0	10	 36.614	4.551	198.50	 0.01	  0.000	0.000	  0.12	 1.00																										
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		  20.0	 9	 36.609	4.556	198.70	 0.00	  0.100	0.100	  0.13	 1.00																										
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		  40.0	 8	 36.606	4.561	198.90	 0.00	  0.100	0.100	  0.12	 1.00																										
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		  60.0	 7	 36.502	5.160	224.90	 0.00	  0.100	0.100	  0.11	 1.10																										
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		  80.0	 6	 36.325	4.748	206.80	 0.05	  0.500	0.500	  0.28	 1.60																										
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		 100.0	 5	 35.897	2.855	124.30	 0.38	 16.300	15.900	  0.97	 4.20																										
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		 500.0	 4	 34.659	1.897	 82.50																															
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		 500.0	 3	 34.661	1.912	 83.20																															
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		1000.0	 2	 34.597	3.552	154.50																															
PIRATA Fr24	st005c01	B	2014-04-21T16:24:00z	  -8.250	 -9.500		2000.0	 1	 34.936	5.414	235.30																															
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		   0.0	11	 36.580	4.559	198.90	 0.01	  0.000	0.000	  0.12	 1.10	0.0042	0.0058	0.0021	0.0043	0.0022	0.0006		0.0009	0.0160	0.0045			0.0802		0.0035	0.0055	0.0090	0.0093			0.0449	0.0346	0.0795			
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		  10.0	10	 36.579	4.559	198.80	 0.00	  0.100	0.100	  0.10	 1.10																										
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		  20.0	 9	 36.579	4.558	198.80	 0.00	  0.000	0.000	  0.10	 1.10																										
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		  40.0	 8	 36.578	4.562	199.00	 0.00	  0.000	0.000	  0.11	 1.10																										
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		  60.0	 7	 36.533	5.140	224.00	 0.00	  0.000	0.000	  0.08	 1.20																										
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		  80.0	 6	 36.455	4.977	216.80	 0.03	  0.300	0.300	  0.17	 1.50																										
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		 100.0	 5	 36.002	3.183	138.60	 0.60	 13.800	13.200	  0.81	 3.60																										
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		 100.0	 4	 35.983	3.111	135.40	 0.56	 14.600	14.000	  0.87	 3.70																										
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		 500.0	 3	 34.653	1.928	 83.90																															
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		1000.0	 2	 34.604	3.676	159.80																															
PIRATA Fr24	st006c01	B	2014-04-21T21:37:00z	  -8.500	 -9.000		2000.0	 1	 34.933	5.371	233.40																															
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		   0.0	11	 36.598	4.520	197.20	 0.00	  0.000	0.000	  0.12	 1.00																										
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		  10.0	10	 36.597	4.534	197.80	 0.00	  0.100	0.100	  0.09	 1.00																										
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		  20.0	 9	 36.598	4.524	197.30	 0.00	  0.000	0.000	  0.12	 1.00																										
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		  40.0	 8	 36.599	4.526	197.40	 0.00	  0.100	0.100	  0.11	 1.00																										
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		  60.0	 7	 36.533	5.099	222.30	 0.00	  0.000	0.000	  0.11	 1.10																										
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		  80.0	 6	 36.418	4.998	217.70	 0.00	  0.000	0.000	  0.18	 1.50																										
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		  80.0	 5	 36.419	4.995	217.60	 0.00	  0.100	0.100	  0.18	 1.50																										
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		 100.0	 4	 36.041	3.338	145.30	 0.42	 12.800	12.300	  0.79	 3.50																										
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		 500.0	 3	 34.668	1.929	 83.90																															
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		1000.0	 2	 34.605	3.569	155.20																															
PIRATA Fr24	st007c01	B	2014-04-22T03:13:00z	  -8.750	 -8.500		2000.0	 1	 34.935	5.408	235.10																															
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		   0.0	11	 36.530	4.524	197.40	 0.00	  0.100	0.100	  0.11	 1.00	0.0025	0.0064	0.0021	0.0042	0.0023	0.0006		0.0009	0.0162	0.0041			0.0713		0.0051	0.0050	0.0101	0.0113			0.0555	0.0427	0.0982	0.0011		
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		  10.0	10	 36.529	4.519	197.20	 0.00	  0.100	0.000	  0.11	 1.00																										
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		  20.0	 9	 36.529	4.521	197.20	 0.00	  0.100	0.100	  0.13	 1.00	0.0021	0.0059	0.0019	0.0040	0.0024	0.0005		0.0010	0.0162	0.0036			0.0642		0.0038	0.0037	0.0075	0.0085			0.0507	0.0388	0.0895	0.0014		
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		  40.0	 8	 36.530	4.594	200.40	 0.00	  0.100	0.100	  0.12	 1.00	0.0019	0.0061	0.0018	0.0042	0.0023	0.0005		0.0009	0.0166	0.0027			0.0635		0.0041	0.0040	0.0081	0.0097			0.0527	0.0393	0.0920	0.0009		
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		  60.0	 7	 36.455	5.152	224.50	 0.00	  0.000	0.000	  0.11	 1.10	0.0086	0.0146	0.0042	0.0180	0.0045	0.0011		0.0010	0.0419	0.0038			0.0483		0.0037	0.0164	0.0201	0.0109			0.0504	0.0828	0.1332	0.0011		
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		  60.0	 6	 36.455	5.150	224.40	 0.00	  0.000	0.000	  0.10	 1.20																										
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		  80.0	 5	 36.233	4.045	176.10	 0.21	  5.800	5.600	  0.46	 2.40	0.0436	0.0338	0.0111	0.0628	0.0123	0.0114	0.0008	0.0035	0.0872	0.0060	0.0013		0.0363		0.0183	0.0854	0.1037	0.0175			0.0476	0.2016	0.2492	0.0029		
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		 100.0	 4	 35.647	2.317	100.80	 0.13	 23.300	23.200	  1.17	 5.70	0.0361	0.0227	0.0046	0.0570	0.0119	0.0042	0.0018	0.0008	0.0533	0.0046	0.0012		0.0242		0.1016	0.0275	0.1291	0.0293			0.0607	0.1386	0.1993	0.0043		
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		 500.0	 3	 34.665	1.659	 72.10																															
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		1000.0	 2	 34.597	3.518	152.90																															
PIRATA Fr24	st008c01	B	2014-04-22T06:55:00z	  -9.000	 -8.000		2000.0	 1	 34.944	5.572	242.20																															
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		   0.0	11	 36.508	4.540	198.10	 0.01	  0.000	0.000	  0.07	 1.10																										
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		  10.0	10	 36.508	4.536	197.90	 0.01	  0.000	0.000	  0.10	 1.00																										
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		  20.0	 9	 36.506	4.540	198.10	 0.01	  0.000	0.000	  0.10	 1.10																										
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		  40.0	 8	 36.506	4.543	198.20	 0.01	  0.000	0.000	  0.09	 1.10																										
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		  40.0	 7	 36.505	4.545	198.30	 0.01	  0.000	0.000	  0.09	 1.10																										
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		  60.0	 6	 36.380	5.149	224.40	 0.02	  0.100	0.100	  0.11	 1.40																										
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		  80.0	 5	 35.881	3.023	131.60	 0.34	 13.700	13.400	  0.87	 4.10																										
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		 100.0	 4	 35.594	2.310	100.50	 0.09	 19.300	19.300	  1.26	 5.90																										
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		 500.0	 3	 34.684	1.534	 66.70																															
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		1000.0	 2	 34.627	3.689	160.40																															
PIRATA Fr24	st009c01	B	2014-04-22T11:35:00z	  -9.250	 -7.500		2000.0	 1	 34.948	5.507	239.40																															
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		   0.0	11	 36.453	4.513	196.90	 0.00	  0.000	0.000	  0.12	 1.20	0.0057	0.0080	0.0038	0.0041	0.0038			0.0006	0.0212	0.0060			0.0964		0.0110		0.0110	0.0142			0.0727	0.0486	0.1213	0.0012		
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		  10.0	10	 36.451	4.507	196.60	 0.00	  0.000	0.000	  0.12	 1.10																										
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		  20.0	 9	 36.451	4.519	197.10	 0.00	  0.000	0.000	  0.12	 1.10																										
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		  20.0	 8	 36.452	4.507	196.60	 0.00	  0.000	0.000	  0.12	 1.10																										
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		  40.0	 7	 36.450	4.525	197.40	 0.00	  0.100	0.100	  0.17	 1.20																										
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		  60.0	 6	 36.251	5.045	220.00	 0.01	  0.000	0.000	  0.17	 1.50																										
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		  80.0	 5	 35.919	3.541	154.20	 0.28	  9.200	8.900	  0.70	 3.30																										
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		 100.0	 4	 35.734	2.611	113.70	 0.38	 17.300	17.000	  1.09	 4.90																										
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		 500.0	 3	 34.682	1.713	 74.50																															
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		1000.0	 2	 34.614	3.712	161.40																															
PIRATA Fr24	st010c01	B	2014-04-22T16:51:00z	  -9.500	 -7.000		2000.0	 1	 34.952	5.559	241.70																															
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		   0.0	11	 36.345	4.488	195.80	 0.00	  0.200	0.200	  0.11	 1.20																										
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		  10.0	10	 36.344	4.488	195.80	 0.00	  0.200	0.200	  0.12	 1.20																										
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		  10.0	 9	 36.344	4.487	195.80	 0.00	  0.100	0.100	  0.13	 1.20																										
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		  20.0	 8	 36.343	4.488	195.80	 0.00	  0.200	0.200	  0.13	 1.20																										
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		  40.0	 7	 36.352	4.485	195.70	 0.00	  0.100	0.100	  0.14	 1.10																										
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		  60.0	 6	 36.354	4.700	205.00	 0.00	  0.200	0.200	  0.14	 1.30																										
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		  80.0	 5	 35.973	3.514	153.10	 0.25	  9.400	9.200	  0.68	 3.30																										
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		 100.0	 4	 35.824	2.724	118.60	 0.14	 16.000	15.900	  1.03	 4.50																										
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		 500.0	 3	 34.676	1.804	 78.50																															
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		1000.0	 2	 34.611	3.705	161.10																															
PIRATA Fr24	st011c01	B	2014-04-22T22:12:00z	  -9.750	 -6.500		2000.0	 1	 34.948	5.547	241.00																															
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		   0.0	11	 36.171	4.483	195.70	 0.00	  0.100	0.100	  0.13	 1.00	0.0049	0.0058		0.0034	0.0028			0.0006	0.0176	0.0037			0.0880			0.0037	0.0037	0.0133			0.0685	0.0333	0.1017			
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		   0.0	10	 36.169	4.481	195.50	 0.00	  0.100	0.100	  0.13	 1.00																										
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		  10.0	 9	 36.170	4.482	195.60	 0.00	  0.100	0.100	  0.14	 1.00																										
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		  20.0	 8	 36.167	4.480	195.50	 0.00	  0.100	0.100	  0.14	 0.90	0.0052	0.0057	0.0018	0.0041	0.0031			0.0007	0.0201	0.0049			0.0659		0.0055	0.0050	0.0105	0.0101			0.0494	0.0375	0.0870	0.0014		
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		  40.0	 7	 36.201	4.829	210.70	 0.00	  0.200	0.200	  0.13	 1.00	0.0059	0.0067	0.0026	0.0046	0.0030			0.0006	0.0230	0.0046			0.0711		0.0070	0.0053	0.0123	0.0116			0.0588	0.0464	0.1052	0.0012		
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		  60.0	 6	 36.260	4.765	207.80	 0.01	  0.400	0.300	  0.20	 1.50	0.0329	0.0329	0.0066	0.0443	0.0097			0.0019	0.0991	0.0086			0.0561		0.0061	0.0389	0.0450	0.0145			0.0663	0.1718	0.2381	0.0021		
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		  80.0	 5	 36.044	3.859	168.20	 0.28	  6.600	6.400	  0.55	 2.70	0.0422	0.0369	0.0057	0.0640	0.0106			0.0050	0.0856	0.0057	0.0008		0.0742		0.0605	0.1424	0.2029	0.0337			0.1138	0.2142	0.3280	0.0036		
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		 100.0	 4	 35.714	2.452	106.80	 0.36	 19.300	18.900	  1.16	 5.00	0.0251	0.0162	0.0020	0.0427	0.0073	0.0023	0.0022	0.0007	0.0323	0.0029	0.0009		0.0140		0.0608	0.0255	0.0863	0.0169			0.0410	0.0960	0.1370	0.0017		
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		 500.0	 3	 34.640	2.258	 98.30																															
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		1000.0	 2	 34.600	3.569	155.20																															
PIRATA Fr24	st012c01	B	2014-04-23T19:43:00z	 -10.000	 -6.000		2000.0	 1	 34.948	5.529	240.40																															
PIRATA Fr24	st013c01	B	2014-04-24T00:11:00z	 -10.000	 -5.500		   0.0	11	 35.890	4.507	196.70	 0.00	  0.100	0.100	  0.10	 0.90																										
PIRATA Fr24	st013c01	B	2014-04-24T00:11:00z	 -10.000	 -5.500		  10.0	10	 35.891	4.495	196.20	 0.01	  0.100	0.100	  0.10	 0.90																										
PIRATA Fr24	st013c01	B	2014-04-24T00:11:00z	 -10.000	 -5.500		  20.0	 9	 35.890	4.495	196.20	 0.00	  0.100	0.100	  0.09	 0.90																										
PIRATA Fr24	st013c01	B	2014-04-24T00:11:00z	 -10.000	 -5.500		  40.0	 8	 35.911	4.501	196.50	 0.00	  0.100	0.100	  0.10	 0.90																										
PIRATA Fr24	st013c01	B	2014-04-24T00:11:00z	 -10.000	 -5.500		  60.0	 7	 36.170	4.696	204.70	 0.05	  1.000	0.900	  0.22	 1.90																										
PIRATA Fr24	st013c01	B	2014-04-24T00:11:00z	 -10.000	 -5.500		  80.0	 6	 36.079	3.998	174.20	 0.21	  5.100	4.800	  0.45	 2.50																										
