//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR26_CHIMIE_odv.txt
//Data treated : 2020-09-24T13:35:56
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR26_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATA Fr26	st002c01	B	2016-03-11T22:00:00z	 -23.000	 +2.000		  20.2	 9	 35.909	4.578	199.90	 0.00	  0.100	0.100	  0.03	 0.70	0.0026	0.0053	0.0023	0.0063	0.0073			0.0007	0.0125	0.0056			0.1234		0.0046	0.0073		0.0152			0.0511	0.0594				
PIRATA Fr26	st002c01	B	2016-03-11T22:00:00z	 -23.000	 +2.000		  40.2	 8	 35.846	4.741	207.00	 0.00	  0.000	0.000	  0.02	 0.60	0.0092	0.0122	0.0063	0.0109	0.0096				0.0356	0.0102			0.1165		0.0089	0.0092		0.0228			0.0861	0.1105				
PIRATA Fr26	st002c01	B	2016-03-11T22:00:00z	 -23.000	 +2.000		  60.2	 7	 35.946	3.963	172.80	 0.07	  0.700	0.600	  0.17	 1.70	0.1271	0.0972	0.0137	0.1515	0.0423	0.0156	0.0176	0.0156	0.2419	0.0215	0.0114		0.1171		0.0816	0.2000		0.0553			0.2101	0.5889		0.0143		
PIRATA Fr26	st002c01	B	2016-03-11T22:00:00z	 -23.000	 +2.000		  81.3	 6	 35.687	2.513	109.40	 0.08	 17.600	17.500	  1.14	 5.00	0.0470	0.0271	0.0030	0.0589	0.0275	0.0056	0.0050	0.0017	0.0536	0.0073	0.0020		0.0328		0.1225	0.0665		0.0334			0.0784	0.1999		0.0056		
PIRATA Fr26	st002c01	B	2016-03-11T22:00:00z	 -23.000	 +2.000		 101.2	 5	 35.603	2.531	110.20	 0.04	 18.800	18.700	  1.28	 6.00	0.0239	0.0126		0.0346	0.0150	0.0015	0.0015		0.0383	0.0028			0.0141		0.0870	0.0273		0.0208			0.0475	0.0919		0.0040		
PIRATA Fr26	st002c01	B	2016-03-11T22:00:00z	 -23.000	 +2.000		 505.0	 4	 34.655	3.018	131.30																															
PIRATA Fr26	st002c01	B	2016-03-11T22:00:00z	 -23.000	 +2.000		1008.7	 3	 34.679	3.666	159.40																															
PIRATA Fr26	st002c01	B	2016-03-11T22:00:00z	 -23.000	 +2.000		2020.8	 2	 34.965	5.696	247.60																															
PIRATA Fr26	st002c01	B	2016-03-11T22:00:00z	 -23.000	 +2.000		2020.8	 1		5.710	248.20																															
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		   1.9	11	 35.952	4.526	197.60	 0.00	  0.100	0.000	  0.05	 0.60																										
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		  10.0	10	 36.071	4.538	198.10																															
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		  20.5	 9	 36.048	4.608	201.10	 0.00	  0.000	0.000	  0.06	 0.60																										
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		  40.9	 8	 36.094	4.615	201.40	 0.00	  0.000	0.000	  0.07	 0.70																										
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		  60.3	 7	 35.917	3.422	149.10	 0.24	  6.400	6.200	  0.53	 2.30																										
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		  80.2	 6	 35.723	3.016	131.30	 0.08	 15.200	15.200	  1.05	 4.70																										
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		 101.2	 5	 35.598	2.542	110.70	 0.03	 18.700	18.600	  1.26	 5.80																										
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		 503.6	 4	 34.647	2.897	126.10																															
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		1008.8	 3	 34.669	3.641	158.30																															
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		1009.0	 2	 34.667	3.647	158.60																															
PIRATA Fr26	st003c01	B	2016-03-12T04:30:00z	 -23.000	 +1.500		2020.0	 1	 34.967	5.694	247.50																															
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		   1.7	11	 36.034	4.545	198.40	 0.00	  0.000	0.000	  0.00	 0.70	0.0058	0.0109	0.0096	0.0074	0.0074	0.0010	0.0039	0.0013	0.0189	0.0055	0.0019		0.1130		0.0093	0.0135		0.0180			0.0674	0.0921		0.0035		
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		  10.0	10	 36.090	4.588	200.30																															
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		  19.0	 9	 36.113	4.604	200.90	 0.00	  0.000	0.000	  0.00	 0.70	0.0068	0.0119	0.0110	0.0090	0.0078	0.0013	0.0042	0.0010	0.0245	0.0065	0.0023	0.0013	0.1230		0.0100	0.0155		0.0194			0.0617	0.1176		0.0036		
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		  41.0	 8	 36.036	4.524	197.40	 0.00	  0.000	0.000	  0.03	 0.80	0.0111	0.0170	0.0125	0.0134	0.0098	0.0033	0.0046	0.0016	0.0384	0.0079	0.0036	0.0013	0.1383		0.0216	0.0370		0.0295			0.1137	0.1695		0.0049		
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		  60.0	 7	 36.500	4.442	193.60	 0.01	  0.100	0.100	  0.09	 1.00	0.0275	0.0314	0.0098	0.0399	0.0199	0.0056	0.0078		0.0598	0.0088	0.0059		0.1353		0.0879	0.1069		0.0605			0.2324	0.2494		0.0078		
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		  81.0	 6	 36.134	3.676	160.10	 0.10	  9.100	9.000	  0.63	 3.00	0.0740	0.0409	0.0088	0.0825	0.0312	0.0049	0.0062		0.0821	0.0084	0.0094		0.0429		0.1389	0.0737		0.0461			0.1208	0.2919		0.0075		
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		 102.0	 5	 35.849	3.765	163.90	 0.06	 11.400	11.300	  0.83	 4.10	0.0519	0.0216	0.0056	0.0621	0.0157	0.0020	0.0039		0.0562	0.0059	0.0029	0.0010	0.0216		0.0503	0.0320		0.0180			0.0483	0.1653		0.0046		
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		 504.0	 4	 34.633	2.867	124.70																															
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		 504.0	 3	 34.636	2.864	124.60																															
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		1009.0	 2	 34.647	3.612	157.10																															
PIRATA Fr26	st004c01	B	2016-03-12T08:50:00z	 -23.000	 +1.000		2021.0	 1	 34.965	5.713	248.30																															
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		   2.3	11	 36.050	4.573	199.60	 0.00	  0.000	0.000	  0.05	 0.60																										
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		  10.2	10	 36.062	4.608	201.10																															
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		  19.9	 9	 36.141	4.640	202.50	 0.00	  0.000	0.000	  0.05	 0.60																										
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		  41.5	 8	 36.426	4.564	199.10	 0.00	  0.000	0.000	  0.07	 0.60																										
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		  64.4	 7	 36.622	4.467	194.70	 0.07	  0.700	0.700	  0.20	 1.00																										
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		  72.1	 6	 36.576	4.354	189.70	 0.11	  1.500	1.400	  0.22	 1.10																										
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		  99.2	 5	 35.895	3.906	170.10	 0.02	  9.500	9.500	  0.76	 3.00																										
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		 100.1	 4	 35.889	3.899	169.70																															
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		 504.0	 3	 34.645	2.817	122.60																															
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		1008.0	 2	 34.610	3.562	154.90																															
PIRATA Fr26	st005c01	B	2016-03-12T12:10:00z	 -23.000	 +0.500		2019.0	 1	 34.967	5.717	248.50																															
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		   2.5	11	 36.201	4.552	198.70	 0.00	  0.100	0.100	  0.04	 0.60	0.0050	0.0072	0.0053	0.0066	0.0072	0.0006	0.0031	0.0009	0.0172	0.0066	0.0019	0.0009	0.0880		0.0050	0.0150			0.0170		0.0473	0.1137		0.0034		
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		   9.8	10	 36.200	4.561	199.10																															
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		  19.2	 9	 36.195	4.604	200.90	 0.00	  0.100	0.100	  0.04	 0.60	0.0037	0.0040	0.0017	0.0060	0.0060				0.0154	0.0047			0.0873		0.0030	0.0040		0.0121			0.0373	0.0497				
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		  40.6	 8	 36.373	4.607	200.90	 0.00	  0.000	0.000	  0.06	 0.60	0.0066	0.0075	0.0063	0.0075	0.0053	0.0013		0.0006	0.0226	0.0057		0.0893	0.0893		0.0069	0.0132		0.0160			0.0707	0.0751		0.0031		
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		  59.5	 7	 36.676	4.487	195.60	 0.00	  0.000	0.000	  0.10	 0.70	0.0161	0.0152	0.0044	0.0287	0.0073	0.0019	0.0022	0.0009	0.0433	0.0069	0.0013	0.0701	0.0701		0.0205	0.0477		0.0224			0.0799	0.1203		0.0038		
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		  79.4	 6	 36.462	4.176	181.90	 0.18	  3.900	3.700	  0.39	 1.70	0.0496	0.0459	0.0078	0.0658	0.0184	0.0053	0.0047	0.0012	0.0942	0.0087	0.0109	0.0730	0.0730		0.0624	0.0896		0.0446			0.1242	0.2942		0.0072		
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		  79.6	 5	 36.460	4.173	181.80																															
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		 101.5	 4	 36.047	3.903	169.90	 0.08	  8.000	8.000	  0.68	 2.80	0.0438	0.0265	0.0041	0.0598	0.0132	0.0028	0.0016	0.0013	0.0649	0.0057	0.0038		0.0312		0.0822	0.0501		0.0244			0.0702	0.1722		0.0047		
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		 503.8	 3	 34.617	2.917	126.90																															
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		1009.1	 2	 34.621	3.602	156.70																															
PIRATA Fr26	st006c01	B	2016-03-13T03:06:00z	 -23.000	 +0.000		2020.6	 1	 34.968	5.728	249.00																															
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		   2.5	11	 36.111	4.549	198.50	 0.00	  0.000	0.000	  0.03	 0.59																										
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		  10.0	10	 36.185	4.558	198.90																															
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		  20.0	 9	 36.205	4.594	200.50	 0.00	  0.000	0.000	  0.04	 0.59																										
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		  40.0	 8	 36.370	4.606	200.90	 0.00	  0.000	0.000	  0.05	 0.59																										
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		  59.0	 7	 36.445	4.328	188.70	 0.07	  0.390	0.293	  0.22	 1.07																										
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		  59.0	 6	 36.452	4.322	188.40																															
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		  81.0	 5	 36.302	3.925	171.00	 0.19	  5.656	5.461	  0.56	 2.05																										
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		 101.0	 4	 35.815	3.337	145.30	 0.09	 12.478	12.381	  0.97	 4.00																										
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		 504.0	 3	 34.580	3.085	134.20																															
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		1009.0	 2	 34.607	3.582	155.80																															
PIRATA Fr26	st007c01	B	2016-03-13T08:10:00z	 -23.000	 -0.500		2001.0	 1	 34.967	5.757	250.20																															
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		   2.0	11	 36.022	4.549	198.50	 0.00	  0.000	0.000	  0.04	 0.59	0.0053	0.0088	0.0047	0.0060	0.0088			0.0019	0.0207	0.0103			0.1166		0.0038	0.0028			0.0267		0.0643	0.1323		0.0034		
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		  10.2	10	 36.090	4.566	199.30																															
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		  20.1	 9	 36.162	4.589	200.30	 0.00	  0.098	0.098	  0.04	 0.59	0.0091	0.0122	0.0050	0.0091	0.0109			0.0019	0.0328	0.0078			0.1047		0.0059	0.0050		0.0222			0.0719	0.1256				
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		  40.4	 8	 36.365	4.606	200.90	 0.00	  0.098	0.098	  0.09	 0.68	0.0180	0.0215	0.0082	0.0177	0.0104			0.0016	0.0698	0.0085			0.0900		0.0111	0.0221		0.0221			0.0868	0.1566				
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		  40.4	 7	 36.364	4.714	205.60																															
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		  60.8	 6	 36.106	3.597	156.70	 0.37	  7.023	6.633	  0.65	 2.54	0.0930	0.0600	0.0063	0.1165	0.0371	0.0113	0.0094	0.0053	0.1658	0.0113	0.0028		0.0656		0.0961	0.1238		0.0471			0.1385	0.3895				
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		  80.7	 5	 35.576	3.159	137.50	 0.04	 15.498	15.498	  1.12	 5.26	0.0259	0.0131	0.0025	0.0377	0.0112				0.0408	0.0034	0.0009		0.0112		0.0411	0.0218		0.0137			0.0340	0.0901				
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		 101.2	 4	 35.448	3.721	162.00	 0.01	 13.937	13.937	  1.07	 5.46	0.0063	0.0025		0.0066	0.0022				0.0175				0.0009		0.0060	0.0056		0.0028			0.0053	0.0226				
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		 500.3	 3	 34.593	3.047	132.50																															
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		1008.0	 2	 34.638	3.627	157.70																															
PIRATA Fr26	st008c01	B	2016-03-13T12:40:00z	 -23.000	 -1.000		2021.0	 1	 34.970	5.717	248.50																															
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		   2.0	11	 35.873	4.557	199.00	 0.00	  0.000	0.000	  0.06	 0.59																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		  10.0	10	 35.900	4.566	199.40	 0.00	  0.000	0.000	  0.00	 0.00																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		  20.0	 9	 36.026	4.586	200.20	 0.00	  0.000	0.000	  0.05	 0.49																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		  20.0	 8	 36.023	4.587	200.20	 0.00	  0.000	0.000	  0.00	 0.00																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		  41.0	 7	 36.236	4.784	208.70	 0.00	  0.000	0.000	  0.10	 0.59																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		  60.0	 6	 35.920	3.428	149.30	 0.44	  7.902	7.414	  0.70	 2.83																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		  81.0	 5	 35.551	2.852	124.10	 0.02	 17.056	17.056	  1.24	 5.75																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		 101.0	 4	 35.488	3.183	138.50	 0.01	 15.982	15.982	  1.21	 5.94																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		 504.0	 3	 34.626	2.878	125.20	 0.00	  0.000	0.000	  0.00	 0.00																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		1009.0	 2	 34.647	3.634	158.00	 0.00	  0.000	0.000	  0.00	 0.00																										
PIRATA Fr26	st009c01	B	2016-03-13T17:00:00z	 -23.000	 -1.500		2022.0	 1	 34.970	5.776	251.10	 0.00	  0.000	0.000	  0.00	 0.00																										
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		   3.0	11	 35.857	4.569	199.50	 0.00	  0.000	0.000	  0.06	 0.60	0.0042	0.0061		0.0054	0.0096				0.0217	0.0061			0.1407		0.0029	0.0077			0.0214		0.0521	0.0953				
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		  10.0	10	 35.866	4.577	199.80																															
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		  10.0	 9	 35.867	4.577	199.80																															
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		  20.0	 8	 36.006	4.591	200.40	 0.00	  0.000	0.000	  0.03	 0.60	0.0038	0.0060	0.0051	0.0057	0.0089				0.0226	0.0073			0.1304		0.0035	0.0076		0.0216			0.0445	0.1065				
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		  40.0	 7	 36.271	4.736	206.50	 0.00	  0.000	0.000	  0.11	 0.80	0.0180	0.0174	0.0095	0.0209	0.0111	0.0013		0.0016	0.0674	0.0108	0.0009	0.0003	0.1240		0.0136	0.0196		0.0272			0.1107	0.1550		0.0025		
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		  60.0	 6	 36.151	3.792	165.20	 0.33	  5.600	5.300	  0.55	 2.10	0.0691	0.0510	0.0087	0.0884	0.0236	0.0139	0.0052	0.0045	0.1665	0.0126	0.0032		0.1036		0.0736	0.1439		0.0449			0.1442	0.3753		0.0045		
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		  80.0	 5	 35.566	2.230	 97.10	 0.07	 20.000	19.900	  1.34	 5.70	0.0426	0.0239	0.0026	0.0694	0.0190	0.0068	0.0052		0.0578	0.0055	0.0016		0.0284		0.0904	0.0726		0.0300			0.0697	0.1859		0.0029		
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		 100.0	 4	 35.516	2.178	 94.80	 0.03	 20.900	20.900	  1.39	 6.40	0.0315	0.0170	0.0019	0.0521	0.0125	0.0032	0.0023		0.0476	0.0042	0.0016		0.0186		0.0868	0.0415		0.0254			0.0543	0.1264		0.0023		
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		 504.9	 3	 34.665	2.710	117.90																															
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		1008.0	 2	 34.655	3.683	160.10																															
PIRATA Fr26	st010c01	B	2016-03-13T22:35:00z	 -23.000	 -2.000		2021.0	 1	 34.963	5.775	251.00																															
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		   3.0	11	 36.480	4.502	196.40	 0.00	  0.100	0.100	  0.12	 0.60	0.0028	0.0047	0.0025	0.0025	0.0019				0.0142	0.0028			0.0760		0.0044	0.0038		0.0120			0.0611	0.0456				
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		   3.0	10	 36.479	4.508	196.60																															
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		   9.0	 9	 36.476	4.510	196.70																															
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		  20.0	 8	 36.480	4.503	196.40	 0.00	  0.100	0.100	  0.10	 0.50	0.0025	0.0044	0.0025	0.0029	0.0025				0.0155	0.0035			0.0787		0.0048	0.0035		0.0127			0.0631	0.0454				
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		  40.0	 7	 36.504	4.556	198.70	 0.00	  0.000	0.000	  0.11	 0.60	0.0032	0.0048	0.0035	0.0032	0.0029			0.0010	0.0198	0.0035			0.0742		0.0038	0.0045		0.0115			0.0512	0.0515				
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		  60.0	 6	 36.638	5.167	225.10	 0.00	  0.000	0.000	  0.13	 0.60	0.0106	0.0116	0.0048	0.0119	0.0042	0.0010		0.0013	0.0502	0.0048			0.0772		0.0064	0.0148		0.0138			0.0772	0.0933				
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		  80.0	 5	 36.578	4.975	216.70	 0.00	  0.400	0.400	  0.23	 0.90	0.0300	0.0265	0.0118	0.0482	0.0099	0.0019		0.0022	0.0898	0.0073	0.0013		0.0534		0.0067	0.0639		0.0157			0.0610	0.1853				
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		 101.0	 4	 35.992	3.315	144.30	 0.25	 12.500	12.200	  0.96	 3.00	0.0418	0.0235	0.0042	0.0774	0.0153	0.0023	0.0013	0.0013	0.0660	0.0049	0.0010		0.0251		0.0705	0.0382		0.0215			0.0607	0.1655		0.0023		
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		 504.0	 3	 34.696	1.739	 75.70																															
PIRATA Fr26	st011c01	B	2016-03-18T06:00:00z	 -10.000	-10.000		1006.0	 2	 34.566	3.477	151.20																															
