//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR27/data-processing/CHIMIE/PIRATAFR27_CHIMIE_odv.txt
//Data treated : 2024-02-19T13:22:35
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR27/data-processing/CHIMIE/PIRATAFR27_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA Fr27	st010c01	B	2017-03-09T13:18:00z	 -10.000	 -8.000		  40.0	 7	36.3910	4.574	199.53	 0.00	  0.000	0.000	  0.12	 0.69	0.0027	0.0035		0.0051	0.0023				0.0155	0.0071			0.0708					0.0106		0.0313	0.0590										
PIRATA Fr27	st010c01	B	2017-03-09T13:18:00z	 -10.000	 -8.000		  60.0	 6	36.4950	4.913	214.13	 0.00	  0.000	0.000	  0.13	 0.98	0.0082	0.0068	0.0049	0.0107	0.0028				0.0370	0.0072			0.0815		0.0104	0.0170		0.0171		0.0682	0.1083										
PIRATA Fr27	st010c01	B	2017-03-09T13:18:00z	 -10.000	 -8.000		  81.0	 5	36.3050	4.081	177.76	 0.23	  4.690	4.460	  0.49	 2.18	0.0540	0.0618	0.0079	0.0916	0.0154	0.0180	0.0038	0.0059	0.1293	0.0074			0.0866		0.0604	0.1662		0.0495		0.1537	0.3410										
PIRATA Fr27	st010c01	B	2017-03-09T13:18:00z	 -10.000	 -8.000		 100.0	 4	36.1170	3.460	150.68	 0.42	  9.680	9.270	  0.79	 3.10	0.0474	0.0423	0.0044	0.0877	0.0200	0.0124	0.0044	0.0032	0.0804	0.0049			0.0407		0.0954	0.0891		0.0381		0.1030	0.2378										
PIRATA Fr27	st010c01	B	2017-03-09T13:18:00z	 -10.000	 -8.000		 504.0	 3	34.6320	1.971	 85.74																																				
PIRATA Fr27	st010c01	B	2017-03-09T13:18:00z	 -10.000	 -8.000		1008.0	 2	34.5850	3.623	157.54																																				
PIRATA Fr27	st010c01	B	2017-03-09T13:18:00z	 -10.000	 -8.000		2021.0	 1	34.9410	5.451	236.94																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		   2.3	11	36.4040	4.556	198.79																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		   2.3	10	36.4050	4.561	198.98																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		  10.4	 9	36.4000	4.569	199.35																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		  20.2	 8	36.3970	4.575	199.61																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		  40.4	 7	36.3790	4.670	203.73																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		  61.0	 6	36.5620	4.966	216.47																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		  75.0	 5	36.4960	4.789	208.67																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		 102.0	 4	35.7400	2.558	111.38																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		 504.0	 3	34.6510	1.755	 76.34																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		1009.0	 2	34.5790	3.578	155.59																																				
PIRATA Fr27	st011c01	B	2017-03-09T17:48:00z	 -10.000	 -7.500		2020.0	 1	34.9420	5.476	238.05																																				
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		  11.9	10	36.3180	4.503	196.47	 0.00	  0.000	0.000	  0.09	 0.69																															
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		  21.7	 9	36.4030	4.546	198.31	 0.00	  0.000	0.000	  0.10	 0.61																															
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		  41.6	 8	36.4010	4.557	198.80	 0.00	  0.030	0.030	  0.09	 0.74																															
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		  61.9	 7	36.3950	4.886	213.02	 0.21	  5.410	5.200	  0.49	 2.21																															
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		  81.4	 6	36.2400	3.998	174.12	 0.08	 20.600	20.500	  1.38	 6.04																															
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		 101.4	 5	35.5680	2.173	 94.60																																				
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		 504.3	 4	34.6470	1.775	 77.24																																				
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		1009.0	 3	34.5670	3.500	152.21																																				
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		2021.8	 2	34.9400	5.448	236.81																																				
PIRATA Fr27	st012c01	B	2017-03-09T22:24:00z	 -10.000	 -7.000		2021.2	 1	34.9410	5.451	236.91																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		   1.6	11	36.0870	4.512	196.89																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		  10.2	10	36.0880	4.512	196.91																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		  20.2	 9	36.0890	4.507	196.68																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		  39.9	 8	36.1640	4.522	197.34																																				
PIRATA Fr27	st013c01	B	2017-03-10T02:40:00z	 -10.000	 -6.500		  60.4	 7	36.3270	4.692	204.66																																				
