//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR12/data-final/CHIMIE/PIRATAFR12_CHIMIE_odv.txt
//Data treated : 2023-10-12T14:16:53
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR12/data-final/CHIMIE/PIRATAFR12_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		   1.0	12	34.0900	4.538	198.40	 0.04		0.400	  0.03	 0.60																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		   9.0	11	34.0898	4.534	198.20	 0.06		0.500	  0.00	 0.50																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		  19.0	10	34.1574	4.539	198.40	 0.02		0.600	  0.03	 0.70																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		  38.0	 9	35.8751	4.590	200.20	 0.02		1.100	  0.10	 0.40																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		  59.0	 8	36.2843	3.938	171.50	 0.24		6.300	  0.41	 1.90																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		  79.0	 7	35.9019	3.272	142.50	 0.08		9.400	  0.56	 2.60																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		  99.0	 6	35.7474	3.574	155.60	 0.03		12.400	  0.71	 3.80																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		 299.0	 5	35.0856	1.485	 64.60	 0.01		23.500	  1.28	 7.80																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		 498.0	 4	34.6243	2.603	113.20	 0.05		30.800	  1.71	13.50																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		 800.0	 3	34.5253	3.333	145.00	 0.01		31.400	  1.91	22.30																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		1001.0	 2	34.6294	3.614	157.10	 0.03		33.700	  1.93	26.00																															
PIRATA Fr12	st002c01	B	2004-02-01T08:00:00z	  +0.009	 -0.002		1000.0	 1	34.6303	3.616	157.20	 0.00		32.000	  1.90	24.60																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		   0.0	12	34.9922	4.600	200.20	 0.03		0.300	  0.03	 0.70																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		  10.0	11	34.9973	4.581	200.10	 0.02		0.200	  0.01	 0.60																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		  20.0	10	35.0424	4.606	201.20	 0.01		0.200	  0.02	 0.70																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		  40.0	 9	35.6707	4.508	196.70	 0.07		0.900	  0.02	 0.80																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		  60.0	 8	36.0013	3.523	153.50	 0.31		7.100	  0.43	 2.30																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		  79.0	 7	35.6658	2.789	121.40	 0.06		16.300	  0.91	 4.60																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		 100.0	 6	35.5307	3.389	147.50	 0.04		15.200	  0.85	 4.80																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		 300.0	 5	35.0611	1.830	 79.60	 0.04		28.800	  1.51	10.30																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		 500.0	 4	34.6324	2.950	128.30	 0.03		32.000	  1.80	17.30																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		 801.0	 3	34.5566	3.356	145.90	 0.06		33.900	  1.95	25.40																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		 800.0	 2	34.5566	3.331	144.80	 0.02		33.900	  1.94	25.70																															
PIRATA Fr12	st003c01	B	2004-02-03T17:00:00z	 -10.003	 +1.006		1000.0	 1	34.6382	3.594	156.30	 0.03		32.200	  1.84	26.50																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		   1.0	12	35.4921	4.615	201.50	 0.08		0.000	  0.26	 0.30																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		  10.0	11	35.5210	4.596	200.60	 0.01		0.000	  0.21	 0.30																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		  20.0	10	35.6860	4.582	200.00	 0.00		0.000	  0.21	 0.40																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		  40.0	 9	36.1070	4.511	196.70	 0.01		0.000	  0.12	 0.00																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		  59.0	 8	36.1591	4.145	180.50	 0.00		0.000	  0.16	 0.10																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		  80.0	 7	35.7686	3.403	148.10	 0.03		1.100	  0.22	 0.20																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		  97.0	 6	34.6436	3.365	146.60	 0.16		9.100	  0.59	 1.80																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		 300.0	 5	34.9829	1.941	 84.40	 0.11		22.800	  1.22	 7.50																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		 501.0	 4	34.6083	2.995	130.20	 0.04		23.700	  1.47	10.00																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		 500.0	 3	34.6080	2.996	130.30	 0.00		34.400	  1.99	16.00																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		 800.0	 2	34.5220	3.402	147.90	 0.00		28.800	  1.62	18.50																															
PIRATA Fr12	st004c01	B	2004-02-05T01:30:00z	  -9.927	 +0.017		1001.0	 1	34.6649	3.695	160.70	 0.05		24.000	  1.56	19.50																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		   0.0	12	35.5444	4.600	201.00	 0.00		0.000	  0.24	 0.30																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		  10.0	11	35.5516	4.615	201.50	 0.23		0.000	  0.15	 0.50																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		  20.0	10	35.5980	4.628	202.10	 0.15		2.700	  0.32	 0.90																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		  41.0	 9	35.9376	4.524	197.40	 0.02		13.700	  0.80	 4.10																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		  58.0	 8	36.2452	3.955	172.30	 0.01		28.900	  1.45	 9.60																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		  79.0	 7	35.8116	2.978	129.70	 0.02		30.800	  1.64	14.40																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		 100.0	 6	35.5824	2.745	119.50	 0.00		33.300	  2.05	26.00																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		 300.0	 5	35.0067	1.625	 70.70	 0.00		27.100	  1.51	21.30																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		 300.0	 4	35.0019	1.637	 71.20	 0.00		19.000	  1.10	14.10																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		 500.0	 3	34.6444	2.751	119.70	 0.33		17.400	  1.11	22.80																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		 800.0	 2	34.5154	3.448	149.90	 0.32		18.000	  1.22	27.80																															
PIRATA Fr12	st005c01	B	2004-02-05T17:30:00z	 -10.009	 -1.001		1001.0	 1	34.6443	3.655	158.90	 0.36		19.300	  1.39	32.00																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		   1.0	12	35.4870	4.500	196.40	 0.04		0.100	  0.05	 0.60																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		  10.0	11	35.4862	4.636	202.40	 0.03		0.100	  0.02	 0.40																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		  20.0	10	35.4871	4.620	201.70	 0.03		0.100	  0.02	 0.50																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		  40.0	 9	35.8000	3.842	167.40	 0.14		6.400	  0.42	 2.20																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		  60.0	 8	35.6334	2.669	116.20	 0.15		17.000	  0.92	 4.80																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		  80.0	 7	35.4004	2.393	104.10	 0.03		20.200	  1.10	 6.60																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		  99.0	 6	35.5491	2.423	105.50	 0.01		15.800	  0.88	 4.80																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		  99.0	 5	35.5487	2.421	105.40	 0.00		14.500	  0.81	 4.50																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		 299.0	 4	34.9483	1.762	 76.70	 0.03		30.100	  1.66	12.00																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		 500.0	 3	34.6356	2.561	111.40	 0.21		32.600	  1.93	16.70																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		 800.0	 2	34.4956	3.376	146.80	 0.02		33.800	  1.96	27.40																															
PIRATA Fr12	st006c01	B	2004-02-06T01:00:00z	 -10.001	 -2.000		1003.0	 1	34.6182	3.564	154.90	 0.05		32.100	  1.89	28.00																															
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		   1.0	12	35.5608	4.600	199.80																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		  10.0	11	35.5567	4.577	199.80																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		  20.0	10	35.5667	4.595	200.60																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		  39.0	 9	35.8384	4.604	200.70																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		  60.0	 8	35.7980	2.906	126.60																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		  79.0	 7	35.6328	2.552	111.10																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		  79.0	 6	35.6326	2.547	110.90																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		 100.0	 5	35.5639	2.320	101.00																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		 299.0	 4	34.9948	1.439	 62.60																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		 499.0	 3	34.6664	2.070	 90.10																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		 800.0	 2	34.4869	3.391	147.50																																				
PIRATA Fr12	st007c01	B	2004-02-06T07:00:00z	 -10.001	 -3.001		1002.0	 1	34.6318	3.693	160.60																																				
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		   1.0	12	35.6349	4.593	200.50	 0.00		0.000	  0.04	 0.40																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		  11.0	11	35.6334	4.597	200.70	 0.02		0.000	  0.01	 0.30																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		  21.0	10	35.6346	4.605	201.00	 0.01		0.000	  0.08	 0.70																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		  40.0	 9	35.7376	4.801	209.40	 0.18		0.400	  0.08	 1.10																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		  60.0	 8	35.7642	3.475	151.40	 0.33		9.500	  0.57	 3.10																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		  81.0	 7	35.6471	2.402	104.60	 0.20		15.400	  0.84	 4.40																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		 100.0	 6	35.5740	2.414	105.10	 0.02		17.000	  0.96	 5.00																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		 298.0	 5	35.0556	2.221	 96.70	 0.03		19.700	  1.07	 7.40																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		 501.0	 4	34.6847	2.091	 91.00	 0.02		23.500	  1.55	12.50																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		 801.0	 3	34.4881	3.276	142.50	 0.08		27.400	  1.73	21.90																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		1003.0	 2	34.5921	3.630	157.80	 0.04		28.500	  1.76	26.00																															
PIRATA Fr12	st008c01	B	2004-02-06T14:00:00z	 -10.000	 -3.999		1004.0	 1	34.5910	3.627	157.70	 0.06		20.800	  1.35	17.30																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		   0.0	12	35.5723	4.601	200.80	 0.02		0.600	  0.12	 0.80																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		  10.0	11	35.5738	4.599	200.80	 0.00		0.100	  0.09	 0.90																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		  20.0	10	35.6708	4.636	202.30	 0.03		0.400	  0.12	 0.80																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		  40.0	 9	36.1170	4.708	205.30	 0.01		0.400	  0.18	 1.20																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		  60.0	 8	35.9558	3.725	162.30	 0.30		6.800	  0.49	 2.40																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		  79.0	 7	35.6824	2.744	119.50	 0.22		13.800	  0.85	 3.90																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		  98.0	 6	35.4330	2.430	105.70	 0.05		17.600	  1.01	 5.50																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		 298.0	 5	34.9906	2.033	 88.50	 0.01		28.800	  1.52	10.00																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		 500.0	 4	34.6968	1.888	 82.10	 0.01		31.900	  1.75	13.90																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		 800.0	 3	34.4959	3.039	132.20	 0.00		35.600	  2.01	26.50																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		 800.0	 2	34.4967	3.033	131.90	 0.02		35.400	  1.98	26.60																															
PIRATA Fr12	st009c01	B	2004-02-06T21:00:00z	 -10.000	 -4.999		1003.0	 1	34.5944	3.648	158.60	 0.01		32.400	  1.85	27.30																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		   0.0	12	35.7520	4.568	199.40	 0.04		0.100	  0.11	 0.80																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		  10.0	11	35.7481	4.580	199.90	 0.00		0.100	  0.05	 0.60																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		  20.0	10	35.9254	4.601	200.80	 0.06		0.100	  0.07	 0.60																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		  40.0	 9	36.1697	4.661	203.30	 0.01		0.100	  0.10	 0.90																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		  60.0	 8	36.2897	4.849	211.40	 0.01		0.100	  0.06	 0.90																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		  80.0	 7	36.1432	3.875	168.80	 0.16		6.600	  0.41	 2.40																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		  99.0	 6	35.7080	2.675	116.50	 0.16		16.300	  0.86	 4.70																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		 299.0	 5	34.9038	1.923	 83.60	 0.00		30.300	  1.50	12.10																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		 500.0	 4	34.6364	2.181	 94.90	 0.05		29.200	  1.46	15.60																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		 500.0	 3	34.6344	2.193	 95.40	 0.03		35.100	  1.76	18.30																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		 800.0	 2	34.4953	3.165	137.60	 0.05		35.100	  1.91	28.00																															
PIRATA Fr12	st010c01	B	2004-02-07T17:30:00z	  -9.993	 -6.001		 999.0	 1	34.5972	3.630	157.80	 0.00		30.500	  1.73	27.70																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		   0.0	12	36.0760	4.588	200.20	 0.00		0.000	  0.03	 0.30																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		  10.0	11	36.0784	4.589	200.20	 0.00		0.000	  0.00	 0.30																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		  19.0	10	36.0778	4.606	200.90	 0.00		0.000	  0.00	 0.10																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		  40.0	 9	36.0764	4.608	201.00	 0.05		0.100	  0.03	 0.70																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		  59.0	 8	36.2441	4.698	204.90	 0.00		0.000	  0.00	 3.10																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		  80.0	 7	36.2714	4.867	212.10	 0.00		0.000	  0.00	 3.30																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		  99.0	 6	36.0894	3.603	156.90	 0.18		1.900	  0.11	 3.70																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		 299.0	 5	34.8727	1.933	 84.10	 0.03		21.600	  1.33	13.70																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		 299.0	 4	34.8730	1.950	 84.80																																				
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		 498.0	 3	34.6914	1.608	 70.00	 0.05		28.500	  1.79	19.20																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		 800.0	 2	34.4928	3.172	137.90	 0.05		24.500	  1.77	27.70																															
PIRATA Fr12	st011c01	B	2004-02-08T01:00:00z	  -9.999	 -7.000		1001.0	 1	34.5919	3.686	160.30	 0.05		32.500	  2.08	29.80																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		   1.0	12	36.2574	4.667	203.60	 0.00		0.100	  0.23	 0.90																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		  10.0	11	36.2582	4.660	203.30	 0.00		0.100	  0.20	 0.90																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		  18.0	10	36.2593	4.674	203.90	 0.05		0.100	  0.17	 0.90																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		  32.0	 9	36.2616	4.678	204.00	 0.05		0.100	  0.13	 0.80																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		  59.0	 8	36.0352	4.639	202.20	 0.09		1.300	  0.25	 1.60																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		  80.0	 7	35.8616	3.336	145.30	 0.28		10.800	  0.69	 3.20																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		  99.0	 6	35.6104	2.432	105.90	 0.19		18.600	  1.05	 4.70																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		 300.0	 5	34.8953	2.112	 91.90	 0.03		29.700	  1.60	11.50																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		 500.0	 4	34.6634	1.756	 76.40	 0.04		42.400	  2.30	20.50																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		 800.0	 3	34.4914	3.173	138.00	 0.05		33.400	  2.16	27.80																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		1006.0	 2	34.5836	3.620	157.40	 0.10		33.000	  2.00	30.10																															
PIRATA Fr12	st012c01	B	2004-02-08T08:00:00z	 -10.001	 -8.000		1006.0	 1	34.5813	3.607	156.80	 0.03		33.000	  2.14	30.40																															
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		   0.0	12	36.2830	4.699	205.00																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		  10.0	11	36.2852	4.655	203.00																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		  20.0	10	36.2809	4.681	204.20																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		  39.0	 9	36.2884	4.724	206.00																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		  60.0	 8	36.6300	5.062	220.60																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		  79.0	 7	36.4286	4.545	198.00																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		 100.0	 6	35.8484	2.947	128.30																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		 301.0	 5	34.8874	1.813	 78.90																																				
PIRATA Fr12	st013c01	B	2004-02-08T14:00:00z	 -10.000	 -9.001		 499.0	 4	34.6991	1.682	 73.20																																				
