//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR21_CHIMIE_odv.txt
//Data treated : 2020-09-24T15:23:53
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR21_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATA Fr21	st007c01	B	2011-05-09T03:15:00z	 -10.000	 -1.000		  60.0	 7	 35.840	3.151	137.20	 0.35	 11.400	11.000	  0.89	 3.60	0.0691	0.0449	0.0063	0.0817	0.0288				0.0817	0.0091	0.0031		0.0407			0.1355					0.1820	0.3234		0.0054		
PIRATA Fr21	st007c01	B	2011-05-09T03:15:00z	 -10.000	 -1.000		  60.1	 6	 35.839	3.147	137.00	 0.33	 11.300	11.000	  0.87	 3.90																										
PIRATA Fr21	st007c01	B	2011-05-09T03:15:00z	 -10.000	 -1.000		  80.0	 5	 35.735	2.871	125.00	 0.03	 15.100	15.100	  1.06	 4.60	0.0332	0.0235	0.0052	0.0469	0.0151				0.0394	0.0049	0.0035		0.0123			0.0417					0.0741	0.1491				
PIRATA Fr21	st007c01	B	2011-05-09T03:15:00z	 -10.000	 -1.000		 100.0	 4	 35.602	3.246	141.30	 0.01	 14.600	14.600	  1.05	 4.80	0.0220	0.0123	0.0012	0.0310	0.0066				0.0260	0.0025	0.0008		0.0053			0.0143					0.0421	0.0788				
PIRATA Fr21	st007c01	B	2011-05-09T03:15:00z	 -10.000	 -1.000		 500.0	 3	 34.633	2.874	125.10	 0.00	 31.700	31.700	  2.04	18.10																										
PIRATA Fr21	st007c01	B	2011-05-09T03:15:00z	 -10.000	 -1.000		1000.0	 2	 34.625	3.603	156.70	 0.01	 32.200	32.200	  2.17	30.40																										
PIRATA Fr21	st007c01	B	2011-05-09T03:15:00z	 -10.000	 -1.000		2000.0	 1	 34.965	5.712	248.30	 0.00	 19.400	19.400	  1.28	19.90																										
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		   2.0	11	 35.765	4.561	199.10	 0.00	  0.000	0.000	  0.08	 0.90	0.0050	0.0099	0.0051	0.0067	0.0055				0.0210	0.0061	0.0003		0.0604			0.0084					0.1139	0.0887				
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		   9.7	10	 35.764	4.506	196.60	 0.00	  0.000	0.000	  0.08	 1.00																										
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		  20.8	 9	 35.764	4.523	197.40	 0.00	  0.000	0.000	  0.08	 1.00	0.0057	0.0108	0.0055	0.0072	0.0056				0.0223	0.0058			0.0609			0.0107					0.1226	0.0957				
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		  39.4	 8	 35.838	4.812	209.80	 0.00	  0.000	0.000	  0.23	 1.50	0.0434	0.0445	0.0169	0.0369	0.0163				0.1254	0.0140	0.0019	0.0006	0.0695			0.0723					0.1668	0.3337				
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		  40.3	 7	 35.839	4.774	208.10	 0.00	  0.000	0.000	  0.24	 1.50																										
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		  59.2	 6	 35.728	2.895	126.00	 0.55	 14.900	14.300	  1.04	 4.00	0.0541	0.0393	0.0092	0.0701	0.0238				0.0947	0.0096	0.0016		0.0276			0.0997					0.1025	0.3064				
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		  79.7	 5	 35.636	2.738	119.20	 0.07	 16.900	16.900	  1.13	 4.80	0.0315	0.0223	0.0036	0.0428	0.0149				0.0405	0.0041	0.0016		0.0168			0.0355					0.0874	0.1451		0.0048		
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		 100.8	 4	 35.597	2.723	118.50	 0.08	 17.600	17.500	  1.17	 5.40	0.0217	0.0132	0.0012	0.0310	0.0086				0.0305	0.0028	0.0010		0.0085			0.0193					0.0524	0.0846				
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		 499.8	 3	 34.580	3.083	134.10	 0.02	 31.900	31.900	  2.07	19.10																										
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		1000.3	 2	 34.622	3.615	157.20	 0.01	 32.100	32.100	  2.17	27.80																										
PIRATA Fr21	st008c01	B	2011-05-09T08:00:00z	 -10.000	 -1.500		1999.8	 1	 34.966	5.755	250.10	 0.00	 19.300	19.300	  1.27	19.70																										
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		   2.0	11	 35.375	4.558	199.00	 0.00	  0.000	0.000	  0.05	 1.10	0.0027	0.0065	0.0045	0.0039	0.0061				0.0147	0.0134		0.0038	0.1132			0.0049					0.1257	0.0764				
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		  10.0	10	 35.385	4.574	199.70	 0.01	  0.100	0.100	  0.06	 1.10																										
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		  20.0	 9	 35.411	4.579	199.90	 0.00	  0.000	0.000	  0.06	 1.20	0.0053	0.0100	0.0045	0.0061	0.0087				0.0231	0.0092		0.0020	0.1164			0.0113					0.1541	0.1030				
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		  20.0	 8	 35.410	4.574	199.70	 0.00	  0.000	0.000	  0.06	 1.10																										
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		  40.0	 7	 35.823	3.341	145.50	 0.39	 11.400	11.000	  0.84	 3.50	0.0533	0.0622	0.0183	0.0862	0.0289				0.1509	0.0194	0.0031	0.0033	0.0702			0.1553					0.1694	0.4405				
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		  60.0	 6	 35.751	3.020	131.50	 0.24	 15.000	14.700	  0.99	 4.30	0.0658	0.0476	0.0040	0.0860	0.0327				0.0923	0.0090	0.0021	0.0004	0.0402			0.1306					0.1491	0.3394				
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		  80.0	 5	 35.672	2.658	115.70	 0.03	 17.200	17.200	  1.15	 5.50	0.0784	0.0525	0.0046	0.0900	0.0362				0.1012	0.0098	0.0020		0.0418			0.0999					0.1543	0.3668				
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		 100.0	 4	 35.619	2.795	121.70	 0.01	 15.800	15.800	  1.04	 5.00	0.0183	0.0098		0.0202	0.0076				0.0276	0.0020			0.0039			0.0117					0.0351	0.0643				
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		 500.0	 3	 34.549	3.079	133.90	 0.00	 32.900	32.900	  2.14	20.00																										
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		1000.0	 2	 34.611	3.659	159.10	 0.00	 32.100	32.100	  2.15	31.20																										
PIRATA Fr21	st009c01	B	2011-05-09T13:05:00z	 -10.000	 -2.000		2000.0	 1	 34.964	5.795	251.90	 0.00	 19.300	19.300	  1.26	20.50																										
PIRATA Fr21	st010c01	B	2011-05-09T18:12:00z	 -10.000	 -2.500		   2.2	11	 35.202	4.568	199.50	 0.00	  0.000	0.000	  0.05	 0.80	0.0041	0.0100	0.0068	0.0063	0.0080				0.0216	0.0100			0.1233			0.0077					0.1272	0.0898				
PIRATA Fr21	st010c01	B	2011-05-09T18:12:00z	 -10.000	 -2.500		  10.2	10	 35.200	4.573	199.70	 0.00	  0.000	0.000	  0.04	 0.80																										
PIRATA Fr21	st010c01	B	2011-05-09T18:12:00z	 -10.000	 -2.500		  10.3	 9	 35.199	4.550	198.70	 0.00	  0.000	0.000	  0.05	 0.80																										
PIRATA Fr21	st010c01	B	2011-05-09T18:12:00z	 -10.000	 -2.500		  20.2	 8	 35.217	4.237	185.00	 0.00	  0.000	0.000	  0.04	 0.90	0.0090	0.0173	0.0116	0.0111	0.0112				0.0376	0.0103	0.0015		0.1400			0.0169					0.1650	0.1398				
PIRATA Fr21	st010c01	B	2011-05-09T18:12:00z	 -10.000	 -2.500		  39.3	 7	 35.797	3.963	172.60	 0.08	  5.000	4.900	  0.54	 2.60	0.1229	0.1192	0.0467	0.1194	0.0527				0.2550	0.0259	0.0049		0.1152			0.2483					0.2161	0.7690				
PIRATA Fr21	st010c01	B	2011-05-09T18:12:00z	 -10.000	 -2.500		  60.7	 6	 35.698	2.828	123.10	 0.58	 15.800	15.300	  1.07	 4.50	0.0690	0.0460	0.0053	0.0792	0.0305				0.0912	0.0082	0.0016		0.0356			0.1310					0.1412	0.3190				
