//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR25/data-processing/CHIMIE/PIRATAFR25_CHIMIE_odv.txt
//Data treated : 2023-10-12T11:50:13
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR25/data-processing/CHIMIE/PIRATAFR25_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR25	st003c01	B	2015-03-23T15:00:00z	 -10.000	 +0.000		  83.0	 6	35.9350	3.609	157.20	 0.13	 10.500	10.400	  0.77	 3.60	0.0400	0.0217	0.0031	0.0485	0.0119	0.0017	0.0027	0.0011	0.0641	0.0047	0.0008		0.0136		0.0755	0.0154		0.0204			0.0503	0.1408									
PIRATA-FR25	st003c01	B	2015-03-23T15:00:00z	 -10.000	 +0.000		 101.3	 5	35.6030	3.758	163.60	 0.03	 12.600	12.600	  0.90	 4.70	0.0265	0.0142	0.0018	0.0343	0.0073	0.0012			0.0418	0.0029			0.0090		0.0818			0.0172			0.0418	0.0958		0.0021							
PIRATA-FR25	st003c01	B	2015-03-23T15:00:00z	 -10.000	 +0.000		 504.4	 4	34.6120	2.920	127.00																																				
PIRATA-FR25	st003c01	B	2015-03-23T15:00:00z	 -10.000	 +0.000		1009.0	 3	34.7520	3.827	166.50																																				
PIRATA-FR25	st003c01	B	2015-03-23T15:00:00z	 -10.000	 +0.000		1009.0	 2	34.6540	3.696	160.70																																				
PIRATA-FR25	st003c01	B	2015-03-23T15:00:00z	 -10.000	 +0.000		2020.0	 1	34.9630	5.760	250.40																																				
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		   2.6	11	34.0850	4.602	201.20	 0.00	  0.000	0.000	  0.02	 0.80	0.0082	0.0103	0.0041	0.0059	0.0120	0.0015		0.0018	0.0228	0.0128		0.0017	0.1538		0.0065	0.0131		0.0302			0.1120	0.1416		0.0017							
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		  11.3	10	34.0790	4.609	201.50	 0.00	  0.000	0.000	  0.02	 0.90																															
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		  21.2	 9	34.0920	4.618	201.90	 0.00	  0.000	0.000	  0.01	 0.90	0.0100	0.0132	0.0047	0.0076	0.0137	0.0017		0.0017	0.0283	0.0100		0.0009	0.1640		0.0102	0.0147		0.0358			0.1241	0.1501		0.0017							
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		  41.7	 8	35.9270	4.765	207.90	 0.00	  0.000	0.000	  0.07	 0.80	0.0464	0.0456	0.0141	0.0441	0.0188	0.0044	0.0024	0.0011	0.1201	0.0176	0.0053	0.0014	0.1266		0.0311	0.0462		0.0553			0.1817	0.3647									
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		  61.2	 7	36.2700	3.949	172.10	 0.51	  4.900	4.300	  0.45	 2.00	0.0773	0.0547	0.0066	0.1076	0.0301	0.0119	0.0068	0.0011	0.1189	0.0119	0.0035		0.0521		0.0895	0.1039		0.0459			0.1049	0.3759									
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		  79.4	 6	36.1070	3.733	162.60	 0.44	  8.100	7.600	  0.60	 2.80	0.0408	0.0261	0.0026	0.0566	0.0152	0.0042	0.0039		0.0624	0.0056	0.0012		0.0212		0.0540	0.0474		0.0248			0.0497	0.1783									
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		 100.0	 5	35.8410	3.407	148.40	 0.15	 12.100	12.000	  0.85	 4.10	0.0262	0.0165	0.0023	0.0387	0.0109	0.0021	0.0020		0.0375	0.0033	0.0008		0.0121		0.0416	0.0330		0.0175			0.0311	0.1176									
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		 503.0	 4	34.6200	2.579	112.20																																				
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		 503.0	 3	34.6190	2.578	112.20																																				
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		1009.0	 2	34.6670	3.746	162.90																																				
PIRATA-FR25	st004c01	B	2015-03-28T15:14:00z	  -0.060	 +0.030		2020.0	 1	34.9630	5.709	248.20																																				
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		   3.0	11	31.8600	4.600	201.40	 0.00	  0.000	0.000	  0.03	 6.50	0.0105	0.0118	0.0044	0.0060	0.0177	0.0010		0.0012	0.0225	0.0071			0.0985		0.0025	0.0088			0.0308		0.0208	0.2194									
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		  11.0	10	33.5950	4.640	202.90	 0.00	  0.100	0.100	  0.03	 3.00																															
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		  21.0	 9	35.5330	4.620	201.70	 0.00	  0.000	0.000	  0.04	 0.60	0.0225	0.0236	0.0102	0.0186	0.0141	0.0024		0.0009	0.0580	0.0089	0.0014		0.0970		0.0104	0.0242		0.0341			0.0919	0.2359									
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		  41.0	 8	35.7520	3.123	136.00	 0.22	 13.000	12.800	  0.90	 3.90	0.0747	0.0460	0.0161	0.0622	0.0463	0.0135	0.0080	0.0032	0.1097	0.0108	0.0018		0.0279		0.0364	0.1360		0.0254			0.0588	0.3575									
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		  61.0	 7	35.7580	2.466	107.40	 0.06	 17.300	17.200	  1.13	 4.70	0.0330	0.0228	0.0059	0.0336	0.0294	0.0032	0.0042	0.0339		0.0044	0.0023		0.0152		0.0669	0.0392		0.0234			0.0424	0.1497									
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		  82.0	 6	35.7070	2.342	102.00	 0.03	 18.700	18.700	  1.21	 6.20	0.0147	0.0091	0.0011	0.0198	0.0123	0.0011	0.0006	0.0173		0.0018	0.0006		0.0047		0.0292	0.0087		0.0102			0.0160	0.0561									
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		 102.0	 5	35.6230	1.872	 81.50	 0.02	 37.400	37.400	  1.37	 6.30	0.0056	0.0042		0.0086	0.0065		0.0003		0.0062	0.0006			0.0026		0.0118	0.0027		0.0041			0.0060	0.0271									
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		 102.0	 4	35.6230	1.869	 81.30																																				
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		 505.0	 3	34.6840	1.572	 68.40																																				
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		1009.0	 2	34.6120	3.396	147.70																																				
PIRATA-FR25	st005c01	B	2015-03-31T08:00:00z	  +8.000	 -6.000		2020.0	 1	34.9400	5.442	236.60																																				
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		   2.2	11	36.4810	4.654	203.00	 0.00	  0.100	0.100	  0.12	 0.50	0.0032	0.0041		0.0032	0.0020			0.0006	0.0134	0.0028			0.0647		0.0015	0.0025		0.0075			0.0250	0.0355									
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		  11.0	10	36.4800	4.651	202.80	 0.00	  0.100	0.100	  0.09	 0.50																															
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		  21.0	 9	36.4800	4.652	202.90	 0.00	  0.000	0.000	  0.10	 0.50	0.0036	0.0043		0.0037	0.0023			0.0006	0.0144	0.0029			0.0705		0.0009	0.0028		0.0084			0.0369	0.0286									
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		  41.0	 8	36.5410	4.827	210.50	 0.00	  0.000	0.000	  0.10	 0.60	0.0059	0.0066		0.0053	0.0028			0.0006	0.0216	0.0039			0.0884		0.0028	0.0039		0.0099			0.0337	0.0562									
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		  62.0	 7	36.7250	5.204	226.10	 0.00	  0.000	0.000	  0.10	 0.60	0.0078	0.0084		0.0079	0.0034			0.0008	0.0273	0.0034			0.0802		0.0028	0.0078		0.0096			0.0333	0.0668									
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		  80.5	 6	36.7090	5.239	228.20	 0.00	  0.100	0.100	  0.11	 0.80	0.0165	0.0162		0.0163	0.0044			0.0009	0.0505	0.0042			0.0905		0.0061	0.0187		0.0162			0.0635	0.1197									
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		  80.5	 5	36.7090	5.234	228.00	 0.00	  0.000	0.000	  0.10	 0.70																															
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		 101.5	 4	36.1730	3.665	159.60	 0.40	  9.500	9.100	  0.68	 2.70	0.0522	0.0373	0.0030	0.0698	0.0166	0.0144	0.0017	0.0036	0.0872	0.0044	0.0008		0.0459		0.0651	0.1104		0.0364			0.1024	0.2161									
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		 505.0	 3	34.6440	2.100	 91.40																																				
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		1009.0	 2	34.5740	3.697	160.80																																				
PIRATA-FR25	st006c01	B	2015-04-04T03:45:00z	 -10.000	-10.000		2021.0	 1	34.9300	5.505	239.40																																				
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		   2.3	11	36.2440	4.574	199.60	 0.01	  0.000	0.000	  0.11	 0.60	0.0009	0.0031							0.0020	0.0011			0.0802			0.0037		0.0089			0.0360	0.0182									
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		  10.1	10	36.2440	4.576	199.70	 0.00	  0.000	0.000	  0.11	 0.60																															
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		  20.9	 9	36.2430	4.574	199.60	 0.00	  0.000	0.000	  0.12	 0.60	0.0051	0.0072		0.0032	0.0028			0.0005	0.0161	0.0029			0.0690		0.0026	0.0049		0.0111			0.0430	0.0560									
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		  40.6	 8	36.2440	4.580	199.90	 0.00	  0.000	0.000	  0.12	 0.60	0.0048	0.0074	0.0018	0.0029	0.0026			0.0005	0.0162	0.0028			0.0661		0.0023	0.0048		0.0105			0.0427	0.0532									
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		  61.5	 7	36.1350	4.853	211.60	 0.00	  0.000	0.000	  0.18	 1.20	0.0350	0.0333	0.0061	0.0392	0.0101			0.0012	0.0886	0.0064			0.0849		0.0062	0.0629		0.0252			0.0856	0.1920									
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		  61.5	 6	36.1290	4.836	210.80	 0.00	  0.100	0.100	  0.20	 1.20	0.0619	0.0473	0.0055	0.0753	0.0159	0.0134	0.0027	0.0050	0.1196	0.0102	0.0003	0.0009	0.0874		0.0481	0.1852		0.0462			0.1383	0.3131									
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		  80.8	 5	36.0520	3.870	168.60	 0.39	  6.000	5.600	  0.53	 2.20																															
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		 100.3	 4	35.9240	3.188	138.80	 0.49	 11.900	11.400	  0.87	 3.30	0.0452	0.0308	0.0023	0.0614	0.0138	0.0054	0.0023	0.0025	0.0646	0.0059			0.0368		0.1761			0.0325			0.0733	0.2006									
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		 502.4	 3	34.6100	2.051	 89.20																																				
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		1008.0	 2	34.5900	3.661	159.20																																				
PIRATA-FR25	st007c01	B	2015-04-06T05:11:00z	 -10.000	 -6.000		2021.0	 1	34.9420	5.604	243.60																																				
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		   2.5	11	35.1250	4.725	206.30	 0.00	  0.000	0.000	  0.06	 0.80	0.0125	0.0154	0.0041	0.0086	0.0102			0.0022	0.0325	0.0077			0.1320		0.0047	0.0193			0.0423		0.0806	0.2512									
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		  11.2	10	35.3790	4.659	203.40	 0.00	  0.000	0.000	  0.05	 0.80																															
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		  21.4	 9	35.8700	4.701	205.20	 0.00	  0.000	0.000	  0.07	 0.90	0.0131	0.0172	0.0082	0.0090	0.0065			0.0019	0.0416	0.0071			0.1219		0.0043	0.0170		0.0295			0.0681	0.2084									
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		  41.7	 8	36.1320	4.731	206.40	 0.00	  0.000	0.000	  0.07	 0.80																															
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		  41.7	 7	36.1380	4.734	206.60	 0.00	  0.000	0.000	  0.09	 0.80	0.0172	0.0193	0.0078	0.0101	0.0080			0.0012	0.0510	0.0058			0.1299		0.0058	0.0186		0.0270			0.0797	0.1842									
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		  61.5	 6	36.4660	4.694	204.60	 0.00	  0.000	0.000	  0.15	 1.00	0.0390	0.0383	0.0077	0.0283	0.0134	0.0028	0.0022	0.0019	0.0885	0.0072	0.0020		0.1155		0.0317	0.1035		0.0584			0.1896	0.3345									
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		  81.3	 5	36.3880	4.225	184.10	 0.22	  3.900	3.600	  0.40	 1.80	0.0390	0.0328	0.0022	0.0542	0.0260	0.0046	0.0030	0.0027	0.0678	0.0048	0.0017		0.0398		0.1834			0.0415			0.0859	0.2284									
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		 100.5	 4	35.9950	3.832	166.90	 0.09	  9.100	9.000	  0.69	 3.40	0.0305	0.0198	0.0016	0.0365	0.0113				0.0475	0.0029	0.0008		0.0120		0.0329	0.0700		0.0222			0.0391	0.1387									
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		 504.1	 3	34.6440	2.899	126.20																																				
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		1009.0	 2	34.6100	3.622	157.60																																				
PIRATA-FR25	st008c01	B	2015-04-11T06:00:00z	 -23.000	 +0.000		2020.0	 1	34.9640	5.816	252.90																																				
