//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/EGEE4_CHIMIE_odv.txt
//Data treated : 2020-09-24T16:05:57
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/EGEE4_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
EGEE 4	st001c01	B	2006-11-18T17:00:00z	 -14.382	 +7.467		1014.0	 1	 34.757	3.192	138.80	 0.03		32.898	  2.18	27.83																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		   0.0	11	 35.634	4.648	202.90	 0.02		0.134	  0.04	 1.41																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		  10.0	10	 35.634	4.668	203.70	 0.02		0.090	  0.04	 0.86																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		  20.0	 9	 35.636			 0.02		0.109	  0.03	 0.99																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		  40.0	 8	 35.646	4.643	202.60	 0.02		0.207	  0.04	 0.93																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		  60.0	 7	 35.763	3.692	160.90	 0.24		6.477	  0.52	 2.60																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		  80.0	 6	 35.685	2.638	114.80	 0.11		17.412	  1.17	 5.60																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		  99.7	 5	 35.549	2.585	112.30	 0.04		19.079	  1.27	 6.84																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		 300.0	 4	 35.073	1.776	 77.30	 0.03		29.414	  1.82	10.95																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		 601.0	 3	 34.562	3.033	131.90	 0.02		34.198	  2.20	23.85																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		1008.0	 2	 34.653	3.565	155.00	 0.03		32.787	  2.17	31.27																										
EGEE 4	st002c01	B	2006-11-20T15:30:00z	 -10.003	 +1.502		1008.0	 1	 34.655	3.570	155.20	 0.03		32.636	  2.18	31.66																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		   0.7	11	 35.557	4.644	202.70	 0.02		0.110	  0.02	 3.20																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		   9.1	10	 35.557	4.649	202.90	 0.03		0.148	  0.04	 1.19																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		  19.3	 9	 35.562	4.674	204.00	 0.04		0.129	  0.02	 1.42																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		  39.0	 8	 35.586	4.652	203.00	 0.02		0.144	  0.04	 2.70																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		  59.0	 7	 35.886	3.699	161.20	 0.29		7.004	  0.57	 2.51																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		  78.6	 6	 35.637	3.056	133.10	 0.11		14.947	  1.03	 4.12																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		  97.7	 5	 35.133	3.403	148.20	 0.11		14.488	  1.02	 7.52																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		 299.0	 4	 34.550	1.785	 77.70	 0.03		28.209	  1.82	11.42																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		 600.0	 3	 34.550	3.045	132.40	 0.04		34.253	  2.24	23.46																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		 600.0	 2	 34.548	3.081	134.00	 0.04		34.301	  2.23	24.49																										
EGEE 4	st003c01	B	2006-11-20T20:30:00z	 -10.005	 +1.001		1002.0	 1	 34.651	3.582	155.70	 0.04		32.730	  2.20	30.22																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		   0.0	11	 35.520			 0.02		0.088	  0.02	 1.10																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		   9.0	10	 35.522			 0.03		0.090	  0.03	 0.99																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		  20.0	 9	 35.559			 0.02		0.184	  0.04	 0.99																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		  39.0	 8	 35.801			 0.07		1.745	  0.20	 1.63																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		  59.0	 7	 36.012			 0.25		6.432	  0.51	 3.00																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		  80.0	 6	 35.950	3.890	169.40	 0.09		9.485	  0.71	 4.13																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		  99.0	 5	 35.762	3.863	168.20	 0.05		11.085	  0.82	 4.80																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		 300.0	 4	 35.078	1.778	 77.40	 0.02		29.318	  1.81	12.72																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		 300.0	 3	 35.078	1.799	 78.30	 0.03		29.254	  1.82	12.72																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		 600.0	 2	 34.553			 0.03		34.543	  2.24	24.75																										
EGEE 4	st004c01	B	2006-11-21T02:30:00z	 -10.001	 +0.500		1002.0	 1	 34.631			 0.03		33.078	  2.20	31.46																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		   0.0	11	 35.621			 0.04		0.134	  0.19	 1.08																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		   9.0	10	 35.632	4.735	206.60	 0.02		0.182	  0.06	 0.98																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		  19.0	 9	 35.632	4.693	204.80	 0.04		0.241	  0.11	 1.07																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		  39.0	 8	 35.974	4.416	192.50	 0.18		2.127	  0.26	 1.83																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		  59.5	 7	 36.343	4.158	181.20	 0.34		4.197	  0.43	 2.36																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		  78.3	 6	 35.995	4.005	174.40	 0.08		8.371	  0.69	 3.61																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		 100.0	 5	 35.644	3.822	166.40	 0.04		12.276	  0.89	 5.46																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		 499.0	 4	 34.709	2.646	115.10	 0.03		32.533	  2.05	18.99																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		1000.0	 3	 34.639	3.585	155.90	 0.01		32.932	  2.18	32.05																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		1500.0	 2	 34.940	5.049	219.50	 0.02		23.085	  1.51	20.38																										
EGEE 4	st005c01	B	2006-11-21T07:30:00z	  -9.999	 -0.000		2003.0	 1	 34.965	5.691	247.30	 0.01		20.323	  1.33	22.42																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		   0.0	11	 35.711	4.775	208.40	 0.01		0.156	  0.08	 1.05																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		  10.0	10	 35.720	4.918	214.60	 0.03		0.209	  0.09	 1.03																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		  19.0	 9	 35.743	4.791	209.00	 0.03		0.384	  0.10	 1.05																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		  39.0	 8	 35.939	4.463	194.60	 0.12		1.634	  0.21	 1.36																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		  58.0	 7	 36.194	3.818	166.40	 0.61		4.905	  0.49	 2.07																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		  68.0	 6	 36.192	3.644	158.70	 0.24		7.889	  0.66	 2.86																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		 100.0	 5	 35.697	3.614	157.30	 0.05		12.820	  0.92	 4.99																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		 100.0	 4	 35.701	3.664	159.50	 0.04		12.789	  0.92	 4.93																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		 300.0	 3	 34.995	1.685	 73.30	 0.01		31.512	  1.91	13.74																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		 599.0	 2	 34.537	3.304	143.70	 0.02		33.296	  2.12	23.19																										
EGEE 4	st006c01	B	2006-11-21T15:00:00z	  -9.975	 -0.501		1001.7	 1	 34.627	3.593	156.20	 0.01		33.221	  2.19	31.96																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		   0.3	11	 35.738			 0.01		0.079	  0.08	 0.80																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		   9.0	10	 35.743	4.771	208.10	 0.01		0.105	  0.07	 0.83																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		  19.3	 9	 35.815	4.733	206.40	 0.03		0.310	  0.10	 1.03																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		  38.8	 8	 36.080	4.497	196.10	 0.13		1.457	  0.21	 1.32																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		  60.0	 7	 36.042	3.244	141.30	 0.55		9.851	  0.76	 3.38																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		  77.6	 6	 35.873	3.199	139.30	 0.09		13.099	  0.93	 4.51																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		  77.6	 5	 35.873	3.187	138.70	 0.10		13.090	  0.93	 4.59																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		  99.0	 4	 35.871	3.202	139.30	 0.04		15.779	  1.07	 6.04																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		 299.0	 3	 35.088	1.726	 75.10	 0.01		29.621	  1.81	12.66																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		 599.0	 2	 34.548	3.208	139.50	 0.01		33.498	  2.13	23.81																										
EGEE 4	st007c01	B	2006-11-21T20:00:00z	 -10.002	 -1.000		1001.0	 1	 34.597	3.569	155.20	 0.01		33.772	  2.21	33.24																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		   1.0	11	 35.757	4.757	207.50	 0.02		33.637	  2.21	32.98																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		  10.0	10	 35.756	4.794	209.20	 0.03		33.822	  2.15	24.13																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		  20.0	 9	 35.767	4.754	207.40	 0.01		30.291	  1.86	12.98																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		  40.0	 8	 35.978	4.517	196.90	 0.02		17.647	  1.20	 7.07																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		  60.3	 7	 35.787	2.769	120.60	 0.06		20.086	  1.31	 6.76																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		  60.8	 6	 35.782	2.755	120.00	 0.65		14.733	  1.06	 4.83																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		  79.0	 5	 35.584	2.336	101.70	 0.71		14.525	  1.04	 4.77																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		  99.0	 4	 35.470	3.137	136.50	 0.15		1.603	  0.21	 1.39																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		 299.0	 3	 35.110	1.570	 68.30	 0.03		0.102	  0.06	 0.75																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		 599.0	 2	 34.548	3.183	138.40	 0.02		0.106	  0.06	 0.69																										
EGEE 4	st008c01	B	2006-11-22T01:00:00z	 -10.000	 -1.514		1010.0	 1	 34.611	3.608	156.90	 0.00		0.127	  0.06	 0.56																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		   0.8	11	 34.748	4.727	206.40	 0.00		0.107	  0.05	 1.32																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		   8.0	10	 35.746	4.716	205.70	 0.01		0.102	  0.05	 1.28																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		  20.6	 9	 35.755	4.709	205.40	 0.02		0.080	  0.05	 1.23																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		  40.0	 8	 35.841	3.599	156.80	 0.41		8.871	  0.70	 3.64																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		  40.0	 7	 35.745	3.028	131.80	 0.48		13.347	  0.96	 4.76																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		  60.0	 6	 35.482	2.944	128.10	 0.03		18.125	  1.21	 7.13																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		  79.0	 5	 35.466	3.236	140.80	 0.02		16.742	  1.15	 7.03																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		 100.0	 4	 35.400	2.869	124.90	 0.01		19.399	  1.28	 7.87																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		 300.0	 3	 35.162	1.501	 65.30	 0.00		29.268	  1.81	12.33																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		 600.8	 2	 34.544	3.182	138.40	 0.00		33.581	  2.18	23.99																										
EGEE 4	st009c01	B	2006-11-22T06:00:00z	 -10.002	 -2.003		1001.0	 1	 34.579	3.599	156.50	 0.01		33.481	  2.23	33.06																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		   1.1	11	 35.794	4.712	205.60	 0.00		0.097	  0.04	 0.95																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		  10.0	10	 35.794	4.705	205.30	 0.00		0.078	  0.04	 0.96																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		  20.0	 9	 35.795	4.717	205.80	 0.00		0.085	  0.05	 0.98																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		  20.0	 8	 35.795	4.704	205.20	 0.00		0.115	  0.05	 0.95																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		  40.0	 7	 35.827	3.840	167.30	 0.21		7.749	  0.61	 3.13																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		  60.0	 6	 35.588	2.331	101.50	 0.05		19.547	  1.30	 6.55																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		  76.0	 5	 35.468	2.754	119.90	 0.01		19.213	  1.29	 7.32																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		 100.0	 4	 35.447	3.172	138.00	 0.01		17.139	  1.15	 6.82																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		 300.0	 3	 35.163	1.472	 64.00	 0.00		29.286	  1.82	12.18																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		 598.0	 2	 34.538	3.232	140.60	 0.01		33.355	  2.17	23.70																										
EGEE 4	st010c01	B	2006-11-22T10:30:00z	  -9.999	 -2.507		1009.0	 1	 34.581	3.529	153.40	 0.00		33.928	  2.27	32.90																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		   0.0	11	 35.932	4.758	207.60	 0.01		0.102	  0.09	 1.07																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		  10.0	10	 35.928	4.775	208.30	 0.01		0.082	  0.10	 1.04																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		  10.0	 9	 35.928	4.774	208.20	 0.01		0.083	  0.10	 1.03																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		  19.0	 8	 35.920	4.724	206.10	 0.02		0.535	  0.14	 1.19																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		  39.0	 7	 35.731	3.318	144.50	 0.20		12.011	  0.88	 4.07																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		  59.0	 6	 35.610	2.142	 93.20	 0.14		20.034	  1.33	 6.24																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		  73.0	 5	 35.538	2.289	 99.60	 0.05		20.797	  1.36	 6.84																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		 100.0	 4	 35.493			 0.03		20.200	  1.34	 7.05																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		 299.0	 3	 35.201	1.947	 84.70	 0.01		26.144	  1.68	10.60																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		 599.0	 2	 34.516	3.371	146.60	 0.01		32.664	  2.16	23.74																										
EGEE 4	st011c01	B	2006-11-22T15:30:00z	  -9.996	 -3.004		1000.0	 1	 34.617	3.592	156.20	 0.01		33.097	  2.23	32.14																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		   0.7	11	 35.876	4.775	208.30	 0.00		0.077	  0.08	 0.94																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		   0.7	10	 35.875	4.753	207.30	 0.02		0.082	  0.07	 0.97																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		  10.2	 9	 35.876	4.759	207.60	 0.01		0.082	  0.07	 0.92																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		  19.6	 8	 35.873	4.780	208.50	 0.02		0.145	  0.07	 0.96																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		  40.0	 7	 35.865	4.531	197.50	 0.07		2.206	  0.24	 1.54																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		  60.0	 6	 35.600	2.420	105.40	 0.22		19.040	  1.24	 6.20																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		  78.0	 5	 35.558	2.215	 96.40	 0.09		20.702	  1.34	 6.89																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		 100.0	 4	 35.497	2.152	 93.60	 0.03		21.853	  1.40	 7.58																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		 300.0	 3	 35.136	1.960	 85.30	 0.03		27.099	  1.70	10.85																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		 599.0	 2	 34.524	3.144	136.70	 0.02		33.959	  2.20	24.13																										
EGEE 4	st012c01	B	2006-11-22T20:00:00z	  -9.999	 -3.500		1002.0	 1	 34.587	3.548	154.20	 0.04		34.102	  2.26	33.25																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		   1.0	11	 35.879	4.755	207.40	 0.00		0.021	  0.09	 0.89																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		  10.0	10	 35.879	4.778	208.40	 0.01		0.015	  0.08	 0.90																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		  20.0	 9	 35.879	4.746	207.00	 0.01		0.024	  0.09	 0.88																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		  39.0	 8	 35.817	3.950	172.10	 0.15		6.605	  0.59	 2.74																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		  56.0	 7	 35.605	2.471	107.60	 0.21		18.795	  1.25	 6.00																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		  69.0	 6	 35.560	2.234	 97.20	 0.12		20.610	  1.34	 6.86																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		  99.0	 5	 35.512	2.200	 95.70	 0.02		21.366	  1.39	 7.41																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		 298.0	 4	 35.125	1.714	 74.60	 0.01		28.271	  1.77	11.37																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		 598.0	 3	 34.510	3.325	144.60	 0.02		33.639	  2.19	24.63																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		1007.0	 2	 34.590	3.558	154.70	 0.01		33.816	  2.25	32.85																										
EGEE 4	st013c01	B	2006-11-23T01:00:00z	  -9.995	 -4.005		1008.0	 1	 34.589	3.597	156.40	 0.01		33.616	  2.26	32.45																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		   0.9	11	 35.896	4.806	209.60	 0.00		0.176	  0.11	 1.57																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		   9.0	10	 35.896	4.770	208.10	 0.00		0.225	  0.13	 1.50																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		  19.1	 9	 35.896	4.769	208.00	 0.00		0.235	  0.13	 1.46																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		  38.4	 8	 35.915	4.678	204.00	 0.03		0.871	  0.20	 1.60																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		  58.4	 7	 35.802	3.343	145.60	 0.36		11.005	  0.84	 3.97																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		  79.4	 6	 35.625	2.632	114.60	 0.17		17.575	  1.21	 5.78																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		 100.0	 5	 35.452	2.483	108.10	 0.17		20.409	  1.34	 7.01																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		 301.0	 4	 35.039	2.067	 89.90	 0.05		27.852	  1.77	11.67																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		 599.0	 3	 34.510	3.302	143.60	 0.05		33.852	  2.21	24.51																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		 599.0	 2	 34.510	2.920	127.00	 0.04		33.506	  2.21	24.30																										
EGEE 4	st014c01	B	2006-11-23T06:00:00z	  -9.999	 -4.500		1002.9	 1	 34.569	3.549	154.30	 0.01		33.886	  2.28	32.67																										
