//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR30/data-final/CHIMIE/PIRATAFR30_CHIMIE_odv.txt
//Data treated : 2024-04-09T14:06:20
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR30/data-final/CHIMIE/PIRATAFR30_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	ATXA [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		  20.0	14	35.8653	4.729	206.32						0.0048	0.0065	0.0062	0.0029	0.0059			0.0019	0.0210	0.0085	0.0008	0.0015	0.0132			0.0071	0.0071		0.0058		0.0059	0.0659	0.0718	0.0014							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		  30.0	13									0.0095	0.0177	0.0147	0.0109	0.0076			0.0019	0.0411	0.0124	0.0024	0.0013	0.0172			0.0137	0.0137		0.0088		0.0104	0.1206	0.1310	0.0019							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		  41.0	12	35.8238	4.224	184.06						0.0567	0.0686	0.0424	0.0611	0.0384	0.0129	0.0076	0.0058	0.1809	0.0266	0.0136	0.0046	0.0183	0.0030		0.1150	0.1150		0.0215		0.0148	0.4565	0.4713	0.0076							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		  51.0	11									0.0261	0.0208	0.0190	0.0210	0.0236	0.0062	0.0028	0.0015	0.0499	0.0051	0.0051		0.0086		0.0088	0.0427	0.0515	0.0113		0.0043	0.0134	0.1425	0.1559	0.0057							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		  60.0	10	35.6243	2.363	102.88						0.0269	0.0161	0.0118	0.0204	0.0243	0.0024	0.0018	0.0007	0.0428	0.0039	0.0032		0.0048		0.0101	0.0225	0.0326	0.0070		0.0039	0.0076	0.1103	0.1179	0.0046							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		  70.0	 9									0.0245	0.0127	0.0100	0.0207	0.0192	0.0022	0.0014		0.0405	0.0035	0.0023		0.0045		0.0072	0.0198	0.0270	0.0068			0.0059	0.0928	0.0987	0.0051							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		  81.0	 8	35.5252	2.379	103.55						0.0164	0.0076	0.0050	0.0124	0.0118	0.0013			0.0295	0.0023	0.0012		0.0029		0.0039	0.0143	0.0182	0.0040			0.0034	0.0593	0.0627	0.0035							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		  91.0	 7									0.0153	0.0056	0.0043	0.0111	0.0105	0.0010	0.0011		0.0263	0.0020	0.0013		0.0026		0.0044	0.0100	0.0144	0.0042			0.0029	0.0514	0.0543	0.0040							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		 101.0	 6	35.4682	2.408	104.82						0.0121	0.0046	0.0017	0.0113	0.0073				0.0226	0.0016			0.0015		0.0034	0.0080	0.0114	0.0026			0.0023	0.0404	0.0427	0.0032							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		 252.0	 5																																							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		 505.0	 4	35.0080	1.000	 43.53																																				
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		 755.0	 3																																							
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		1001.0	 2	34.7657	2.948	128.19																																				
PIRATA-FR30	st002c01	B	2020-02-19T11:47:28z	 -21.282	+10.000		1000.0	 1	34.7689	2.950	128.31																																				
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		   4.0	17	35.9102	4.618	201.58						0.0057	0.0071	0.0094	0.0028	0.0037			0.0014	0.0251	0.0094			0.0307			0.0058	0.0058		0.0140	0.0064	0.0121	0.1112	0.1233								
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		   5.0	16									0.0052	0.0065	0.0095	0.0026	0.0035			0.0014	0.0217	0.0087			0.0280			0.0056	0.0056		0.0128	0.0057	0.0101	0.0942	0.1043								
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		  10.0	15	35.9090	4.622	201.76						0.0050	0.0065	0.0094	0.0025	0.0036			0.0014	0.0217	0.0088			0.0277			0.0050	0.0050		0.0130	0.0052	0.0104	0.0942	0.1046								
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		  21.0	14	35.9004	4.645	202.77						0.0053	0.0082	0.0079	0.0031	0.0038			0.0018	0.0272	0.0105	0.0335	0.0067	0.0067			0.0018	0.0018		0.0161	0.0056	0.0129	0.1226	0.1355								
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		  31.0	13												0.0020	0.0017				0.0160	0.0057			0.0248			0.0073	0.0073		0.0239		0.0133	0.1629	0.1762	0.0024							
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		  40.0	12	35.9060	4.648	202.65						0.0128	0.0210	0.0216	0.0090	0.0075	0.0026		0.0015	0.0501	0.0142	0.0016	0.0023	0.0365		0.0159		0.0159		0.0220		0.0206	0.1982	0.2188	0.0020							
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		  50.0	11									0.0369	0.0429	0.0352	0.0290	0.0181	0.0054	0.0020	0.0045	0.1351	0.0201	0.0018		0.0411		0.0315		0.0315		0.0228		0.0353	0.2992	0.3345	0.0032							
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		  61.0	10	35.7487	2.091	 91.05						0.0750	0.0641	0.0340	0.0822	0.0379	0.0206	0.0050	0.0069	0.1733	0.0178	0.0087		0.0171			0.1174	0.1174		0.0189		0.0289	0.4329	0.4618	0.0036							
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		  71.0	 9									0.0417	0.0283	0.0081	0.0493	0.0240	0.0045	0.0032	0.0015	0.0816	0.0065	0.0032		0.0046		0.0116	0.0306	0.0422	0.0099			0.0164	0.1830	0.1994	0.0019							
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		  81.0	 8	35.6266	1.815	 79.01						0.0233	0.0141	0.0041	0.0251	0.0129	0.0014	0.0014	0.0009	0.0457	0.0031	0.0008		0.0017		0.0083	0.0109	0.0192	0.0060			0.0067	0.0794	0.0861	0.0017							
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		  91.0	 7									0.0155	0.0078	0.0022	0.0161	0.0082		0.0011		0.0325	0.0020			0.0013		0.0055	0.0080	0.0135	0.0036			0.0043	0.0509	0.0552								
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		 101.0	 6	35.5964	1.825	 79.44						0.0122	0.0054	0.0018	0.0105	0.0054		0.0009		0.0275	0.0015			0.0009		0.0029	0.0066	0.0095	0.0021				0.0360	0.0360								
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		 251.0	 5									0.0100	0.0047	0.0027	0.0086	0.0046		0.0009		0.0234	0.0013			0.0012		0.0026	0.0070	0.0096	0.0021				0.0312	0.0312								
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		 503.0	 4	34.9702	1.046	 45.52																																				
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		 760.0	 3	34.7331	1.995	 86.78																																				
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		 758.0	 2	34.7342	1.021	 44.41																																				
PIRATA-FR30	st003c01	B	2020-02-19T21:45:54z	 -20.115	 +9.001		1007.0	 1	34.7632	2.871	124.87																																				
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		   3.0	17	35.9445	4.608	201.12						0.0073	0.0102	0.0083	0.0048	0.0046			0.0024	0.0331	0.0090			0.0353			0.0109	0.0109		0.0160		0.0132	0.1332	0.1464	0.0037							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		   5.0	16									0.0066	0.0102	0.0063	0.0044	0.0048			0.0022	0.0306	0.0081			0.0297			0.0102	0.0102		0.0139		0.0145	0.1131	0.1276	0.0033							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		  10.0	15	35.9453	4.598	200.72						0.0068	0.0094	0.0061	0.0041	0.0037	0.0022			0.0297	0.0076			0.0312			0.0102	0.0102		0.0128		0.0163	0.1106	0.1269	0.0031							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		  20.0	14	35.9202	4.676	204.08						0.0065	0.0102	0.0076	0.0046	0.0042	0.0010		0.0019	0.0287	0.0087			0.0352			0.0108	0.0108		0.0156		0.0130	0.1276	0.1406	0.0027							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		  30.0	13									0.0162	0.0228	0.0232	0.0118	0.0090	0.0034		0.0038	0.0601	0.0124	0.0010		0.0357			0.0264	0.0264		0.0166		0.0264	0.1830	0.2094	0.0021							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		  40.0	12	35.8370	4.590	200.35						0.0437	0.0446	0.0461	0.0259	0.0171	0.0050	0.0009	0.0050	0.1507	0.0188	0.0016		0.0299			0.0540	0.0540		0.0200		0.0328	0.3121	0.3449	0.0045							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		  51.0	11									0.0880	0.0707	0.0523	0.0709	0.0498	0.0241	0.0081	0.0078	0.2098	0.0209	0.0064		0.0170			0.1563	0.1563		0.0232		0.0283	0.5219	0.5502	0.0058							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		  60.0	10	35.8344	2.508	109.25						0.0338	0.0233	0.0107	0.0295	0.0241	0.0075	0.0061	0.0022	0.0745	0.0060	0.0028		0.0062		0.0087	0.0440	0.0527	0.0078			0.0143	0.1786	0.1929	0.0026							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		  71.0	 9									0.0355	0.0244	0.0113	0.0310	0.0253	0.0079	0.0064	0.0023	0.0782	0.0062	0.0030		0.0065		0.0091	0.0462	0.0553	0.0082			0.0150	0.1874	0.2024	0.0027							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		  81.0	 8	35.6684	1.924	 83.77						0.0184	0.0098	0.0050	0.0166	0.0147	0.0029	0.0019		0.0390	0.0025	0.0011		0.0033		0.0065	0.0156	0.0221	0.0054			0.0096	0.0797	0.0893	0.0019							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		  91.0	 7									0.0121	0.0055	0.0026	0.0121	0.0089	0.0024	0.0011		0.0265	0.0015			0.0023		0.0042	0.0114	0.0156	0.0032			0.0064	0.0459	0.0523	0.0015							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		 100.0	 6	35.5972	1.723	 75.01						0.0089	0.0046		0.0110	0.0079				0.0228	0.0014			0.0019		0.0032	0.0092	0.0124	0.0020				0.0365	0.0365								
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		 252.0	 5																																							
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		 503.0	 4	35.0692	0.937	 40.77																																				
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		 504.0	 3	35.0690	0.955	 41.53																																				
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		 755.0	 2	34.7899	1.785	 77.66																																				
PIRATA-FR30	st004c01	B	2020-02-20T07:21:36z	 -18.965	 +7.999		1007.0	 1	34.7670	3.044	132.39																																				
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		   4.0	12	35.5369	4.527	197.68						0.0029	0.0068	0.0035	0.0049	0.0048			0.0008	0.0196	0.0092			0.1230		0.0043	0.0033	0.0076		0.0234		0.0559	0.0920	0.1479	0.0027							
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		  20.0	11																																							
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		  20.0	10	35.7390	4.548	198.53						0.0035	0.0069	0.0026	0.0063	0.0048				0.0208	0.0068			0.0887		0.0046	0.0049	0.0095		0.0160		0.0540	0.0759	0.1299	0.0025							
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		  40.0	 9	36.4708	4.345	189.40						0.0629	0.0509	0.0079	0.0789	0.0146	0.0026	0.0034	0.0016	0.1866	0.0150			0.0343		0.0177	0.0445	0.0622	0.0171			0.0528	0.2689	0.3217								
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		  60.0	 8	36.1380	4.073	177.40						0.0576	0.0402	0.0042	0.0836	0.0158	0.0087	0.0079	0.0022	0.1163	0.0088	0.0020		0.0423		0.0553	0.0797	0.1350	0.0240			0.0815	0.2477	0.3292	0.0057							
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		  81.0	 7	35.7225	3.664	159.51						0.0411	0.0272	0.0026	0.0655	0.0141	0.0025	0.0017	0.0007	0.0750	0.0060	0.0023		0.0237		0.0672	0.0201	0.0873	0.0193			0.0557	0.1568	0.2125	0.0032							
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		 100.0	 6	35.6198	3.647	158.77						0.0287	0.0185		0.0471	0.0101	0.0011			0.0519	0.0041	0.0013		0.0151		0.0531	0.0127	0.0658	0.0152			0.0405	0.1028	0.1433	0.0028							
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		 100.0	 5	35.6163	3.657	159.16																																				
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		 202.0	 4																																							
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		 302.0	 3	35.0142	2.386	103.80																																				
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		 404.0	 2																																							
PIRATA-FR30	st006c01	B	2020-02-23T21:29:31z	  -9.887	 +0.034		 505.0	 1	34.5853	3.092	134.48																																				
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		   4.0	17	34.6167	4.434	193.79																		0.0000																		
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		  10.0	16	34.6165								0.0032	0.0058	0.0043	0.0033	0.0033			0.0017	0.0172	0.0040			0.0131			0.0027	0.0027		0.0039		0.0079	0.0417	0.0496								
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		  20.0	15	34.8593	4.525	197.72						0.0048	0.0070	0.0063	0.0035	0.0038			0.0018	0.0214	0.0053			0.0159			0.0034	0.0034		0.0051		0.0082	0.0503	0.0585								
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		  41.0	14	36.9744								0.0055	0.0066	0.0064	0.0045	0.0034			0.0015	0.0212	0.0038			0.0129			0.0041	0.0041	0.0040			0.0076	0.0494	0.0570								
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		  61.0	13	36.1197	3.859	168.10						0.0509	0.0455	0.0275	0.0449	0.0255	0.0072	0.0077	0.0036	0.1719	0.0157	0.0045		0.0064			0.0498	0.0498	0.0125				0.3256	0.3256	0.0042							
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		  81.0	12	35.8029								0.0330	0.0257	0.0096	0.0387	0.0156	0.0052	0.0028	0.0016	0.0924	0.0063	0.0052		0.0051		0.0056	0.0247	0.0303	0.0082			0.0153	0.1713	0.1866	0.0029							
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		 100.0	11	35.7138	3.657	159.24						0.0295	0.0185	0.0031	0.0466	0.0107	0.0023	0.0021	0.0012	0.0496	0.0042	0.0008		0.0157			0.1071	0.1071		0.0199		0.0585	0.1068	0.1653	0.0027							
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		 201.0	10	35.4479																																						
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		 303.0	 9	35.0198	1.600	 69.62																																				
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		 504.0	 8	34.6313	2.684	116.77																																				
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		 756.0	 7	34.5033	3.373	146.72																																				
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		 756.0	 6	34.5018	3.382	147.10																																				
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		1007.0	 5	34.6534	3.646	158.55																																				
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		1007.0	 4	34.6562																																						
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		1514.0	 3	34.9510	5.080	220.87																																				
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		1768.0	 2	34.9710																																						
PIRATA-FR30	st007c01	B	2020-02-26T06:13:22z	  -0.008	 +0.014		2022.0	 1	34.9585	5.638	245.07																																				
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		   3.0	12	34.6401	4.429	193.61						0.0040	0.0045	0.0034	0.0034	0.0052				0.0193	0.0046			0.0318			0.0060	0.0060		0.0066		0.0098	0.0447	0.0545								
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		  11.0	11									0.0030	0.0045	0.0038	0.0033	0.0058				0.0173	0.0041			0.0224			0.0058	0.0058		0.0047		0.0070	0.0395	0.0465								
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		  20.0	10	34.6406	4.435	193.86						0.0025	0.0044	0.0030	0.0035	0.0053				0.0187	0.0039			0.0237			0.0055	0.0055		0.0052		0.0077	0.0396	0.0473								
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		  41.0	 9	35.9405	4.726	206.07						0.0073	0.0114	0.0098	0.0080	0.0079				0.0345	0.0050	0.0009		0.0350		0.0045	0.0135	0.0180	0.0088			0.0219	0.0858	0.1077	0.0016							
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		  61.0	 8	35.9152	3.372	146.89						0.0501	0.0349	0.0098	0.0592	0.0267	0.0094	0.0090	0.0035	0.1126	0.0101	0.0046		0.0152		0.0136	0.0605	0.0741	0.0128			0.0286	0.2419	0.2705	0.0030							
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		  61.0	 7	35.9153	3.373	146.92																																				
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		  81.0	 6	35.7892	3.380	147.14						0.0251	0.0128	0.0027	0.0310	0.0129	0.0040	0.0025	0.0016	0.0478	0.0034			0.0067		0.0215	0.0193	0.0408	0.0079			0.0189	0.0851	0.1040	0.0016							
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		 101.0	 5	35.6775	3.337	145.26						0.0100	0.0059		0.0159	0.0071				0.0257	0.0014			0.0028		0.0062	0.0060	0.0122	0.0035			0.0061	0.0378	0.0439	0.0013							
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		 202.0	 4	35.4400	2.481	108.00																																				
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		 302.0	 3	35.0477	1.525	 66.33																																				
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		 403.0	 2	34.8588	1.682	 73.16																																				
PIRATA-FR30	st008c01	B	2020-02-26T20:45:44z	  +0.003	 +0.662		 504.0	 1	34.6459	2.628	114.33																																				
PIRATA-FR30	st009c01	B	2020-02-27T03:06:01z	  +0.001	 +0.330		   2.0	12	34.5690	4.420	193.24																																				
PIRATA-FR30	st009c01	B	2020-02-27T03:06:01z	  +0.001	 +0.330		  13.0	11																																							
PIRATA-FR30	st009c01	B	2020-02-27T03:06:01z	  +0.001	 +0.330		  22.0	10	34.6286	4.441	194.14																																				
PIRATA-FR30	st009c01	B	2020-02-27T03:06:01z	  +0.001	 +0.330		  42.0	 9	35.9101	4.433	193.28																																				
PIRATA-FR30	st009c01	B	2020-02-27T03:06:01z	  +0.001	 +0.330		  42.0	 8	35.9115	4.414	192.43																																				
PIRATA-FR30	st009c01	B	2020-02-27T03:06:01z	  +0.001	 +0.330		  60.0	 7	36.1022	3.939	171.59																																				
