//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR23_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:13:41
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR23_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR23	12	27-May-2013T11:52:00Z	  -9.250	 +2.000	 28.820	 34.141	 34.197	 0.00	  0.059	0.059	  0.10	 0.93	0.0042	0.0069	0.0071	0.0044	0.0066	-99999.0000	-99999.0000	0.0013	0.0166		0.0100	-99999.0000	0.0062	0.1134		0.0044	0.0070		0.0203	-77777.0000	-99999.0000	0.0745	0.0868		0.0008		
PIRATAFR23	13	27-May-2013T22:04:00Z	  -7.586	 +3.000	 29.026	 34.495	 34.534	 0.00	  0.068	0.068	  0.08	 0.77	0.0028	0.0065	0.0084	0.0051	0.0071	-99999.0000	-99999.0000	0.0011	0.0197		0.0059	-99999.0000	0.0007	0.0885		0.0031	0.0055		0.0178	-77777.0000	-99999.0000	0.0548	0.0681		0.0006		
PIRATAFR23	14	28-May-2013T09:53:00Z	  -5.974	 +3.998	 28.830	 34.421	 34.485	 0.00	  0.176	0.176	  0.02	 0.49	0.0074	0.0105	0.0078	0.0061	0.0067	-99999.0000	-99999.0000	0.0018	0.0297		0.0142	-99999.0000	0.0021	0.0942		0.0064	0.0094		0.0259	-77777.0000	-99999.0000	0.0882	0.1089		0.0016		
PIRATAFR23	15	29-May-2013T02:42:00Z	  -4.580	 +4.807	 28.904	 34.298	 34.335	 0.00	  0.098	0.098	  0.00	 1.31	0.0070	0.0085	0.0085	0.0053	0.0088	0.0006	0.0005	0.0007	0.0258		0.0081	-99999.0000	0.0007	0.0616		0.0044	0.0089		-77777.0000	0.0216	-99999.0000	0.0447	0.1282		0.0015		
PIRATAFR23	16	01-Jun-2013T15:43:00Z	  -2.917	 +4.333	 28.489	 34.565	 34.643	 0.00	  0.088	0.088	  0.01	 1.10	0.0206	0.0249	0.0144	0.0135	0.0174	-99999.0000	0.0007	0.0020	0.0725		0.0091	-99999.0000	-99999.0000	0.0958		0.0200	0.0129		0.0383	-77777.0000	-99999.0000	0.1327	0.2473		0.0031		
PIRATAFR23	17	01-Jun-2013T21:41:00Z	  -1.962	 +3.583	 28.179	 34.046	 33.921	 0.00	  0.166	0.166	  0.01	 0.90	0.0115	0.0132	0.0077	0.0105	0.0124	-99999.0000	-99999.0000	0.0017	0.0371		0.0059	-99999.0000	-99999.0000	0.0941		0.0195	0.0105		0.0318	-77777.0000	-99999.0000	0.1276	0.1482		0.0028		
PIRATAFR23	18	02-Jun-2013T04:33:00Z	  -0.967	 +2.800	 28.542	 34.067	 34.118	 0.00	  0.107	0.107	  0.05	 0.90	0.0081	0.0117	0.0133	0.0077	0.0078	-99999.0000	-99999.0000	0.0017	0.0276		0.0053	-99999.0000	-99999.0000	0.0841		0.0173	0.0076		0.0276	-77777.0000	-99999.0000	0.1203	0.1180		0.0028		
PIRATAFR23	19	14-Jun-2013T13:32:00Z	  -5.957	 -0.012	 27.081	 33.299	 33.354	 0.01	  0.107	0.117	  0.15	 1.81	0.0101	0.0225	0.0162	0.0098	0.0393	-99999.0000	-99999.0000	0.0023	0.0320		0.0221	0.0015	0.0049	0.1587		0.0064	0.0134		-77777.0000	0.0369	-99999.0000	0.1114	0.2133		0.0043		
PIRATAFR23	20	15-Jun-2013T10:17:00Z	  -1.972	 -1.345	 24.373	 35.933	 35.985	 0.02	  0.293	0.312	  0.25	 1.74	0.0441	0.0528	0.0135	0.0608	0.0318	-99999.0000	-99999.0000	0.0029	0.1600		0.0614	0.0021	0.0097	0.0531		0.0042	0.0255		-77777.0000	0.0190	-99999.0000	0.0489	0.3430		0.0029		
PIRATAFR23	21	16-Jun-2013T09:20:00Z	  -0.000	 -0.000	 25.632	 35.032	 35.075	 0.01	  0.137	0.146	  0.18	 1.50	0.0260	0.0342	0.0118	0.0337	0.0233	-99999.0000	-99999.0000	0.0026	0.0832		0.0313	0.0027	0.0111	0.1925		0.0132	0.0264		0.0446	-77777.0000	-99999.0000	0.1662	0.2926		0.0046		
PIRATAFR23	22	16-Jun-2013T22:45:00Z	  -1.017	 +1.500	 27.403	 34.271	 34.330	 0.01	  0.088	0.098	  0.10	 0.73	0.0057	0.0105	0.0119	0.0079	0.0141	-99999.0000	-99999.0000	0.0015	0.0192		0.0078	0.0003	0.0018	0.1329		0.0061	0.0093		0.0255	-77777.0000	-99999.0000	0.0899	0.1024		0.0022		
PIRATAFR23	23	17-Jun-2013T04:33:00Z	  -2.027	 +1.500	 27.306	 34.262	 34.321	 0.00	  0.098	0.098	  0.03	 0.74	0.0060	0.0089	0.0067	0.0083	0.0092	-99999.0000	-99999.0000	0.0015	0.0200		0.0056	0.0002	0.0010	0.1249		0.0071	0.0102		0.0264	-77777.0000	-99999.0000	0.1045	0.0917		0.0016		
PIRATAFR23	24	17-Jun-2013T10:14:00Z	  -3.000	 +1.483	 27.159	 34.253	 34.331	 0.00	  0.107	0.107	  0.01	 0.76	0.0067	0.0112	0.0103	0.0085	0.0090	-99999.0000	-99999.0000	0.0020	0.0235		0.0108	0.0003	0.0036	0.1353		0.0099	0.0115		0.0288	-77777.0000	-99999.0000	0.1368	0.1081		0.0018		
PIRATAFR23	25	17-Jun-2013T15:30:00Z	  -4.017	 +1.500	 27.182	 34.220	 34.326	 0.01	  0.098	0.107	  0.01	 0.63	0.0047	0.0075	0.0067	0.0062	0.0075	-99999.0000	-99999.0000	0.0016	0.0169		0.0078	-99999.0000	0.0030	0.1377		0.0063	0.0077		0.0235	-77777.0000	-99999.0000	0.1094	0.0775		0.0014		
PIRATAFR23	26	17-Jun-2013T21:47:00Z	  -3.983	 +2.500	 27.866	 34.606	 34.670	 0.00	  0.117	0.117	  0.01	 0.53	0.0052	0.0076	0.0069	0.0070	0.0090	-99999.0000	-99999.0000	0.0015	0.0180		0.0058	-99999.0000	0.0010	0.1140		0.0055	0.0093		0.0229	-77777.0000	-99999.0000	0.0789	0.0858		0.0013		
PIRATAFR23	27	18-Jun-2013T03:50:00Z	  -3.983	 +3.517	 27.869	 34.658	 34.720	 0.00	  0.127	0.127	  0.04	 0.62	0.0054	0.0074	0.0052	0.0068	0.0086	-99999.0000	-99999.0000	0.0014	0.0169		0.0055	-99999.0000	0.0010	0.0991		0.0058	0.0103		0.0236	-77777.0000	-99999.0000	0.0832	0.0887		0.0014		
PIRATAFR23	28	18-Jun-2013T10:10:00Z	  -3.983	 +4.500	 27.815	 34.743	 34.803	 0.01	  0.117	0.127	  0.03	 0.64	0.0273	0.0288	0.0106	0.0237	0.0385	0.0042	0.0081	0.0020	0.0662		0.0342	0.0020	0.0074	0.1160		0.0075	0.0442		-77777.0000	0.0449	-99999.0000	0.0977	0.3614		0.0032		
PIRATAFR23	29	18-Jun-2013T12:15:00Z	  -3.967	 +4.833	 27.658	 34.639	 34.693	 0.01	  0.127	0.137	  0.02	 0.60																											
PIRATAFR23	30	18-Jun-2013T14:20:00Z	  -3.963	 +5.083	 26.643	 32.933						 0.60																											
