//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR35_CHIMIE_odv.txt
//Data treated : 2025-09-29T11:29:50
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR35_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR35	11	04-Mar-2025T06:54:00Z	 -16.033	 +6.000	 28.726	 35.634	 35.662	 0.00	  0.129	0.124	  0.08	 0.81	0.0080	0.0078	0.0070	0.0040	0.0062			0.0026	0.0178	0.0065	0.0037			0.0847		0.0077	0.0086	0.0163	0.0192	0.0000	0.0053	0.0634	0.0737	0.1371	0.0068		
PIRATAFR35	12	04-Mar-2025T15:15:00Z	 -15.017	 +5.000	 29.800	 35.058	 35.054	-0.02	  0.059	0.076	  0.03	 0.79																											
PIRATAFR35	13	05-Mar-2025T12:39:00Z	 -13.067	 +4.000	 29.789	 35.051	 35.047	-0.00	  0.053	0.053	  0.04	 0.76	0.0092	0.0083	0.0081	0.0056	0.0095			0.0019	0.0195	0.0328	0.0077			0.0829		0.0049	0.0101	0.0150	0.0000	0.0192	0.0057	0.0354	0.1119	0.1473	0.0069		
PIRATAFR35	14																																			
PIRATAFR35	15	11-Mar-2025T23:25:00Z	  -9.983	-11.037	 26.860	 36.606	 36.577	-0.01	  0.051	0.064	  0.14	 1.01		0.0041	0.0062	0.0033	0.0047			0.0023	0.0112	0.0058	0.0026			0.0568					0.0056	0.0000		0.0187	0.0223	0.0410			
PIRATAFR35	16	12-Mar-2025T05:08:00Z	  -9.983	-12.015	 26.660	 36.547	 36.545	-0.02	  0.042	0.058	  0.13	 0.91																											
PIRATAFR35	17	12-Mar-2025T11:02:00Z	  -9.983	-13.010	 26.292	 36.579	 36.599	-0.02	  0.034	0.051	  0.13	 0.79	0.0072	0.0061	0.0063	0.0034	0.0044			0.0027	0.0163	0.0072	0.0045			0.0605	0.0049	0.0043	0.0209	0.0252	0.0084	0.0000		0.0373	0.0542	0.0915			
PIRATAFR35	18	12-Mar-2025T16:53:00Z	  -9.983	-13.993	 25.971	 36.717	 36.731	-0.01	  0.037	0.051	  0.13	 0.80																											
PIRATAFR35	19	12-Mar-2025T22:38:00Z	  -9.966	-15.010	 25.812	 36.706	 36.701	-0.01	  0.047	0.052	  0.18	 0.44	0.0061	0.0047	0.0062	0.0035	0.0046			0.0023	0.0115	0.0053	0.0029			0.0418		0.0050	0.0085	0.0135	0.0050	0.0000		0.0173	0.0254	0.0427			
PIRATAFR35	20	13-Mar-2025T04:17:00Z	  -9.966	-15.998	 24.300	 36.770	 36.764	 0.00	  0.048	0.043	  0.18	 0.55																											
PIRATAFR35	21	13-Mar-2025T10:02:00Z	  -9.968	-16.994	 25.360	 36.664	 36.669	 0.00	  0.095	0.091	  0.21	 0.81	0.0061	0.0040	0.0059	0.0031	0.0044				0.0098	0.0053	0.0031			0.0380					0.0047	0.0000		0.0204	0.0224	0.0428			
PIRATAFR35	22	13-Mar-2025T18:01:00Z	  -9.008	-17.048	 24.600	 36.595	 36.592	-0.01	  0.058	0.071	  0.18	 0.63																											
PIRATAFR35	23	14-Mar-2025T12:08:00Z	  -8.083	-16.067	 25.005	 36.696	 36.689	-0.01	  0.057	0.062	  0.17	 0.74	0.0059	0.0043	0.0059	0.0034	0.0042			0.0022	0.0111	0.0050	0.0034		0.0025	0.0401			0.0088	0.0088	0.0051	0.0000		0.0176	0.0244	0.0420			
PIRATAFR35	24	14-Mar-2025T05:49:00Z	  -6.999	-16.353	 24.971	 36.565	 36.700	-0.01	  0.068	0.077	  0.17	 0.52																											
PIRATAFR35	25	14-Mar-2025T11:32:00Z	  -6.016	-16.016	 24.900	 36.526	 36.535	-0.02	  0.036	0.055	  0.19	 0.64	0.0053	0.0044		0.0026	0.0040				0.0085		0.0022			0.0544		0.0048	0.0030	0.0078	0.0064	0.0000		0.0322	0.0192	0.0514			
PIRATAFR35	26	15-Mar-2025T22:36:00Z	  -6.807	-16.937	 25.352	 36.618	 36.619	-0.01	  0.390	0.404	  0.21	 0.43																											
PIRATAFR35	27	16-Mar-2025T06:58:00Z	  -7.858	-17.936	 24.831	 36.521	 36.513	-0.00	  1.194	1.197	  0.26	 1.57	0.0064	0.0052	0.0062	0.0040	0.0044			0.0033	0.0125		0.0028			0.0443		0.0034	0.0044	0.0078	0.0059	0.0000		0.0238	0.0287	0.0525			
PIRATAFR35	28	16-Mar-2025T15:21:00Z	  -8.083	-18.083	 24.987	 36.349	 36.433	-0.00	  0.796	0.800	  0.23	 1.51																											
PIRATAFR35	29	17-Mar-2025T15:54:00Z	  -9.938	-19.000	 25.138	 36.531	 36.522	-0.00	  0.066	0.070	  0.20	 0.70					0.0000				0.0058					0.0333					0.0026	0.0000		0.0119	0.0069	0.0188			
PIRATAFR35	30	17-Mar-2025T21:48:00Z	  -9.216	-17.083	 15.417	 36.671	 36.522	-0.02	  0.286	0.306	  0.22	 1.10																											
PIRATAFR35	31	18-Mar-2025T03:27:00Z	  -8.083	-17.000	 24.990	 36.614	 36.724	-0.02	  0.034	0.052	  0.13	 0.79	0.0061	0.0048	0.0060	0.0042	0.0047			0.0033	0.0115		0.0030			0.0402		0.0024	0.0044	0.0068	0.0049	0.0000		0.0181	0.0244	0.0425			
PIRATAFR35	32	18-Mar-2025T09:15:00Z	  -8.033	-15.083	 25.616	 36.732	 36.600	-0.02	  0.058	0.077	  0.12	 0.81																											
PIRATAFR35	33	18-Mar-2025T14:51:00Z	  -8.000	-15.000	 25.600	 36.730	 36.604	-0.01	  0.119	0.126	  0.13	 0.86	0.0061	0.0044	0.0058	0.0033	0.0044				0.0112		0.0040		0.0013	0.0449		0.0025	0.0033	0.0058	0.0046	0.0000		0.0215	0.0253	0.0468			
PIRATAFR35	34	18-Mar-2025T20:36:00Z	  -7.757	-14.022	 25.500	 36.698	 36.699	-0.00	  0.204	0.208	  0.21	 1.22																											
PIRATAFR35	35	19-Mar-2025T02:24:00Z	  -7.033	-13.000	 25.840	 36.661	 36.653	-0.01	  0.088	0.098	  0.15	 0.93	0.0064	0.0049	0.0061	0.0038	0.0045				0.0122		0.0030			0.0488		0.0030	0.0032	0.0062	0.0059	0.0000		0.0223	0.0247	0.0470			
PIRATAFR35	36	19-Mar-2025T07:53:00Z	  -7.026	-12.027	 26.338	 36.649	 36.647	-0.02	  0.059	0.082	  0.13	 1.08																											
PIRATAFR35	37	19-Mar-2025T13:43:00Z	  -6.050	-11.000	 27.148	 36.406	 36.406	-0.00	  0.043	0.046	  0.11	 0.94	0.0061	0.0045	0.0061	0.0032	0.0042				0.0110		0.0035		0.0025	0.0549		0.0033	0.0032	0.0065	0.0060	0.0000		0.0303	0.0251	0.0554			
PIRATAFR35	38	19-Mar-2025T13:33:00Z	  -6.286	 -9.995	 27.195	 36.463	 36.453	-0.02	  0.152	0.174	  0.13	 1.10																											
PIRATAFR35	39	20-Mar-2025T01:04:00Z	  -5.083	 -9.000	 27.893	 36.396	 36.420	-0.01	  0.057	0.064	  0.09	 1.18			0.0062	0.0033	0.0043			0.0031	0.0127	0.0048	0.0031			0.0660		0.0033	0.0042	0.0075	0.0072	0.0000		0.0312	0.0280	0.0592			
PIRATAFR35	40	20-Mar-2025T06:31:00Z	  -8.014	 -5.570	 28.174	 36.348	 36.301	 0.00	  0.221	0.218	  0.18	 1.51																											
PIRATAFR35	41	20-Mar-2025T24:07:00Z	  -5.206	 -7.003	 28.621	 35.916	 35.937	-0.01	  0.034	0.039	  0.06	 1.21	0.0086	0.0129	0.0257	0.0049	0.0066	0.0028		0.0048	0.0180	0.0059	0.0085		0.0015	0.1211		0.0048	0.0065	0.0113	0.0181	0.0000		0.0597	0.0968	0.1565	0.0043		
PIRATAFR35	42	20-Mar-2025T17:42:00Z	  -4.850	 -6.015	 29.025	 35.175	 35.945	-0.02	  0.068	0.089	  0.08	 1.08																											
PIRATAFR35	43	20-Mar-2025T23:22:00Z	  -4.496	 -5.025	 29.044	 35.228	 35.210	-0.00	  0.055	0.055	  0.05	 0.71	0.0062	0.0102	0.0156	0.0040	0.0167			0.0042	0.0207	0.0146	0.0101		0.0055	0.1074		0.0533	0.1010	0.1543	0.0169	0.0000					0.0063		
PIRATAFR35	44	21-Mar-2025T05:10:00Z	  -4.134	 -4.014	 28.941	 35.411	 35.342	-0.01	  0.143	0.152	  0.07	 0.84																											
PIRATAFR35	45	21-Mar-2025T11:05:00Z	  -3.767	 -2.986	 29.551	 35.326	 35.417	-0.01	  1.127	1.139	  0.16	 1.28	0.0046		0.0058	0.0032	0.0065			0.0026	0.0162	0.0032	0.0026			0.0731		0.0053	0.0037	0.0090	0.0118	0.0000		0.0426	0.0446	0.0872	0.0040		
PIRATAFR35	46	21-Mar-2025T16:55:00Z	  -3.413	 -1.996	 29.248	 35.050	 34.894	-0.00	  0.630	0.634	  0.22	 1.20																											
PIRATAFR35	47	21-Mar-2025T22:45:00Z	  -3.000	 -1.002	 29.388	 33.652	 35.053	-0.02	  0.712	0.728	  0.17	 0.89	0.0159	0.0212	0.0093	0.0095	0.0802	0.0022	0.0040	0.0033	0.0284	0.0044	0.0167		0.0024	0.0825		0.0046	0.0061	0.0107	0.0178	0.0000	0.0177	0.0581	0.1423	0.2004	0.0041		
PIRATAFR35	48	22-Mar-2025T18:20:00Z	  -2.780	 -0.001	 30.279	 34.575	 34.504	-0.02	  0.086	0.104	  0.04	 0.69																											
PIRATAFR35	49	23-Mar-2025T12:08:00Z	  -3.998	 -0.000	 29.463	 34.528	 34.563	-0.02	  0.096	0.112	  0.08	 0.80		0.0050	0.0039	0.0056	0.0051			0.0027	0.0172	0.0055	0.0081	0.0023	0.0073	0.0952		0.0052	0.0038	0.0090	0.0131	0.0000		0.0635	0.0482	0.1117	0.0020		
PIRATAFR35	50	23-Mar-2025T05:16:00Z	  -5.003	 +0.000	 29.725	 34.618	 34.511	-0.02	  0.047	0.066	  0.04	 0.63																											
PIRATAFR35	51	23-Mar-2025T11:02:00Z	  -6.043	 +0.000	 30.041	 34.812	 34.822	-0.02	  0.065	0.088	  0.03	 0.66	0.0030	0.0060	0.0042	0.0059	0.0061	0.0023		0.0045	0.0175	0.0063	0.0046	0.0022		0.1053		0.0085	0.0052	0.0137	0.0189	0.0000		0.0729	0.0735	0.1464	0.0028		
PIRATAFR35	52	23-Mar-2025T16:20:00Z	  -7.014	 +0.000	 29.818	 34.846	 34.810	-0.02	  0.052	0.076	  0.02	 0.62																											
PIRATAFR35	53	23-Mar-2025T21:43:00Z	  -8.000	 -0.000	 29.584	 34.609	 34.504	-0.01	  0.040	0.047	  0.05	 0.72	0.0073	0.0103	0.0054	0.0101	0.0086	0.0024		0.0032	0.0343	0.0057	0.0054	0.0022		0.0960		0.0150	0.0085	0.0235	0.0226	0.0000		0.1012	0.0937	0.1949	0.0024		
PIRATAFR35	54	24-Mar-2025T02:55:00Z	  -8.991	 -0.000	 29.280	 34.690	 34.694	-0.02	  0.027	0.045	  0.03	 0.69																											
PIRATAFR35	55	23-Mar-2025T22:44:00Z	 -11.007	 -0.000	 28.890	 35.498	 35.306	-0.01	  0.043	0.048	  0.04	 0.77	0.0055	0.0106	0.0109	0.0081	0.0077			0.0036	0.0258	0.0078	0.0091		0.0023	0.0768		0.0111	0.0071	0.0182	0.0201	0.0000		0.0927	0.0904	0.1831	0.0022		
PIRATAFR35	56	25-Mar-2025T03:50:00Z	 -11.996	 -0.000	 28.598	 35.532	 35.563	-0.03	  0.017	0.047	  0.03	 0.71																											
PIRATAFR35	57	25-Mar-2025T09:07:00Z	 -12.996	 -0.000	 28.787	 35.704	 35.672	-0.02	  0.104	0.129	  0.04	 0.77	0.0033	0.0054	0.0029	0.0063	0.0079				0.0147	0.0052	0.0039	0.0020	0.0016	0.0887		0.0060	0.0048	0.0108	0.0153	0.0000		0.0578	0.0548	0.1126	0.0023		
PIRATAFR35	58	25-Mar-2025T14:52:00Z	 -13.999	 -0.000	 28.971	 35.616	 35.608	-0.02	  0.048	0.073	  0.04	 0.73																											
PIRATAFR35	59	25-Mar-2025T20:07:00Z	 -14.984	 -0.000	 29.260	 35.526	 35.506	-0.03	  0.041	0.070	  0.05	 0.83	0.0024	0.0037	0.0035	0.0049	0.0053			0.0022	0.0126	0.0034	0.0070	0.0021	0.0025	0.0764		0.0046	0.0057	0.0103	0.0108	0.0000		0.0465	0.0407	0.0872	0.0054		
PIRATAFR35	60	26-Mar-2025T01:26:00Z	 -16.005	 -0.000	 28.729	 35.663	 35.616	-0.03	  0.047	0.078	  0.04	 0.78																											
PIRATAFR35	61	26-Mar-2025T07:01:00Z	 -17.019	 +0.000	 28.315	 35.937	 35.938	-0.01	  1.131	1.140	  0.10	 1.21	0.0034	0.0064	0.0048	0.0069	0.0067			0.0030	0.0161	0.0057	0.0046	0.0021		0.0742		0.0082	0.0086	0.0168	0.0163	0.0000		0.0708	0.0611	0.1319	0.0044		
PIRATAFR35	62	26-Mar-2025T24:11:00Z	 -18.003	 +0.000	 28.435	 35.682	 35.679	-0.03	  0.062	0.088	  0.05	 0.80																											
PIRATAFR35	63	26-Mar-2025T17:27:00Z	 -19.006	 +0.000	 28.689	 35.815	 35.673	-0.01	  0.051	0.058	  0.05	 0.78	0.0016	0.0027	0.0029	0.0042	0.0048			0.0027	0.0073	0.0039	0.0030		0.0017	0.0747		0.0069	0.0053	0.0122	0.0109	0.0000		0.0437	0.0277	0.0714	0.0057		
PIRATAFR35	64	26-Mar-2025T22:42:00Z	 -19.991	 -0.002	 28.995	 35.706	 35.700	-0.02	  0.206	0.225	  0.08	 0.89																											
PIRATAFR35	65	27-Mar-2025T05:03:00Z	 -20.997	 -0.672	 28.358	 35.802	 35.789	-0.01	  1.179	1.189	  0.14	 1.30	0.0025	0.0047	0.0042	0.0059	0.0069			0.0032	0.0110	0.0065	0.0044	0.0021		0.0845	0.0017	0.0062	0.0065	0.0127	0.0132	0.0000		0.0395	0.0539	0.0934	0.0040		
PIRATAFR35	66	27-Mar-2025T11:30:00Z	 -21.985	 -1.336	 28.904	 35.813	 35.790	-0.02	  0.149	0.171	  0.04	 0.67																											
PIRATAFR35	67	29-Mar-2025T20:48:00Z	 -23.000	 -3.003	 29.000	 34.661	 34.621	-0.01	  0.064	0.078	  0.03	 0.60		0.0025						0.0030	0.0077	0.0045	0.0023	0.0021		0.0580		0.0062	0.0052	0.0114	0.0115	0.0000		0.0406	0.0358	0.0764	0.0052		
PIRATAFR35	68	30-Mar-2025T02:42:00Z	 -23.000	 +3.003	 28.641	 34.861	 34.843	-0.00	  0.066	0.071	  0.23	 0.60																											
PIRATAFR35	69	30-Mar-2025T08:52:00Z	 -23.000	 +4.993	 28.104	 35.750	 35.737	-0.00	  0.134	0.138	  0.04	 0.63		0.0026	0.0034	0.0039	0.0041			0.0026	0.0072	0.0043	0.0026	0.0020		0.1004		0.0069	0.0059	0.0128	0.0138	0.0000		0.0518	0.0290	0.0808	0.0060		
PIRATAFR35	70	30-Mar-2025T14:41:00Z	 -23.000	 +5.987	 27.543	 35.808	 35.803	-0.01	  0.060	0.073	  0.04	 1.01																											
PIRATAFR35	71	30-Mar-2025T20:19:00Z	 -23.000	 +6.993	 26.500	 35.966	 35.946	-0.02	  0.065	0.081	  0.05	 0.56	0.0019	0.0041	0.0035	0.0046	0.0058			0.0031	0.0111	0.0049	0.0052		0.0023	0.1138		0.0065	0.0064	0.0129	0.0180	0.0000		0.0687	0.0684	0.1371	0.0058		
PIRATAFR35	72	31-Mar-2025T03:37:00Z	 -22.998	 +8.017	 25.882	 35.956	 35.950	-0.01	  0.043	0.048	  0.02	 0.45																											
PIRATAFR35	73	31-Mar-2025T09:23:00Z	 -23.000	 +8.983	 26.067	 35.883	 35.879	 0.06	  4.943	4.881	  0.16	 5.65		0.0039	0.0054	0.0046	0.0053			0.0024	0.0088	0.0052	0.0039	0.0020	0.0018	0.0598		0.0057	0.0061	0.0118	0.0107	0.0000		0.0413	0.0394	0.0807	0.0063		
PIRATAFR35	74	31-Mar-2025T15:35:00Z	 -22.998	 +9.983	 24.490	 35.873	 35.860	 0.48	  0.472	-0.012	  0.50	 0.77																											
