//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR25_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:13:55
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR25_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR25	11	21-Mar-2015T14:55:00Z	 -15.017	 +5.083	 27.820	 35.460	 35.457	 0.00	  0.000	0.000	  0.07	 0.49	0.0055	0.0070	0.0046	0.0034	0.0061	-99999.0000	-99999.0000	-99999.0000	0.0149		0.0094	-99999.0000	0.0024	0.1658		-99999.0000	0.0085		-99999.0000	0.0244		0.0448	0.1444		-99999.0000		
PIRATAFR25	12	21-Mar-2015T23:08:00Z	 -14.017	 +4.083	 28.693	 35.080	 35.791	 0.00	  0.000	0.000	  0.04	 0.98	0.0024	0.0039	0.0027	0.0015	0.0045	-99999.0000	-99999.0000	-99999.0000	0.0064		0.0021	-99999.0000	-99999.0000	0.1048		-99999.0000	-99999.0000		-99999.0000	0.0176		0.0306	0.0712		-99999.0000		
PIRATAFR25	13	22-Mar-2015T06:07:00Z	 -13.033	 +3.083	 29.551	 34.621	 35.625	 0.00	  0.000	0.000	  0.03	 0.88	0.0083	0.0096	0.0055	0.0052	0.0068	-99999.0000	-99999.0000	-99999.0000	0.0216		0.0046	-99999.0000	-99999.0000	0.0814		-99999.0000	0.0068		-99999.0000	0.0170		0.0361	0.1137		-99999.0000		
PIRATAFR25	14	22-Mar-2015T06:07:00Z	 -13.033	 +3.083																																			
PIRATAFR25	15	22-Mar-2015T23:24:00Z	 -11.050	 +1.083	 29.090	 35.176	 35.238	 0.01	  0.000	0.000	  0.04	 0.68	0.0031	0.0049	0.0043	0.0024	0.0031	-99999.0000	-99999.0000	-99999.0000	0.0040		0.0015	-99999.0000	-99999.0000	0.0707		0.0049	-99999.0000		0.0150	-99999.0000		0.0321	0.0738		-99999.0000		
PIRATAFR25	16	23-Mar-2015T07:10:00Z	 -10.067	 +0.083	 28.890	 35.279	 35.336	 0.02	  0.000	0.000	  0.06	 0.78	0.0084	0.0121	0.0084	0.0053	0.0053	-99999.0000	-99999.0000	-99999.0000	0.0262		0.0040	-99999.0000	-99999.0000	0.0922		0.0137	-99999.0000		0.0259	-99999.0000		0.0875	0.1430		-99999.0000		
PIRATAFR25	17	25-Mar-2015T04:05:00Z	  -8.083	 +0.000	 28.900	 35.033	 35.095	 0.01	  0.000	0.000	  0.05	 0.59	0.0074	0.0084	0.0050	0.0050	0.0062	-99999.0000	-99999.0000	-99999.0000	0.0195		0.0046	-99999.0000	-99999.0000	0.1301		0.0096	-99999.0000		0.0248	-99999.0000		0.0629	0.1137		-99999.0000		
PIRATAFR25	18	25-Mar-2015T10:10:00Z	  -7.083	 +0.000	 29.072	 34.898	 34.848	 0.02	  0.000	0.000	  0.04	 0.59	0.0105	0.0127	0.0071	0.0065	0.0062	-99999.0000	-99999.0000	-99999.0000	0.0307		0.0105	-99999.0000	0.0046	0.1258		0.0173	-99999.0000		0.0319	-99999.0000		0.0997	0.1800		-99999.0000		
PIRATAFR25	19	25-Mar-2015T16:30:00Z	  -6.083	 +0.000	 29.423	 34.728	 34.763	 0.01	  0.000	0.000	  0.02	 0.68	0.0094	0.0104	0.0056	0.0063	0.0056	-99999.0000	-99999.0000	-99999.0000	0.0279		0.0107	-99999.0000	0.0035	0.1334		0.0110	-99999.0000		0.0248	-99999.0000		0.0628	0.1475		-99999.0000		
PIRATAFR25	20	25-Mar-2015T22:30:00Z	  -5.083	 +0.000	 29.408	 34.809	 34.846	 0.01	  0.000	0.000	  0.01	 0.68	0.0031	0.0044	0.0031	0.0025	0.0031	-99999.0000	-99999.0000	-99999.0000	0.0100		0.0028	-99999.0000	-99999.0000	-99999.0000		0.0063	-99999.0000		0.0188	-99999.0000		0.0513	0.0635		-99999.0000		
PIRATAFR25	21	26-Mar-2015T04:20:00Z	  -4.083	 +0.000	 29.179	 34.674	 34.716	 0.00	  0.000	0.000	  0.03	 0.49	0.0063	0.0081	0.0044	0.0047	0.0050	-99999.0000	-99999.0000	-99999.0000	0.0182		0.0047	-99999.0000	-99999.0000	-99999.0000		0.0100	-99999.0000		0.0228	-99999.0000		0.0660	0.1055		-99999.0000		
PIRATAFR25	22	26-Mar-2015T10:12:00Z	  -3.083	 +0.000	 29.176	 34.607	 34.617	 0.01	  0.000	0.000	  0.00	 0.59	0.0054	0.0073	0.0041	0.0041	0.0063	-99999.0000	-99999.0000	-99999.0000	0.0126		0.0066	-99999.0000	0.0028	0.1395		0.0110	-99999.0000		0.0243	-99999.0000		0.0704	0.1203		-99999.0000		
PIRATAFR25	23	26-Mar-2015T15:38:00Z	  -2.083	 +0.000	 29.220	 34.330	 34.390	 0.00	  0.000	0.000	  0.01	 0.59	0.0028	0.0044	0.0022	0.0022	0.0035	-99999.0000	-99999.0000	-99999.0000	0.0051		0.0022	-99999.0000	-99999.0000	0.1246		0.0066	-99999.0000		0.0199	-99999.0000		0.0610	0.0671		-99999.0000		
PIRATAFR25	24	26-Mar-2015T21:20:00Z	  -1.083	 +0.000	 29.149	 34.032	 34.087	 0.00	  0.000	0.000	  0.02	 0.78	0.0050	0.0069	0.0050	0.0038	0.0057	-99999.0000	-99999.0000	-99999.0000	0.0113		0.0047	-99999.0000	-99999.0000	0.1271		0.0088	-99999.0000		0.0211	-99999.0000		0.0472	0.0874		-99999.0000		
PIRATAFR25	25	27-Mar-2015T02:28:00Z	  -0.083	 +0.000	 28.893	 34.273	 34.306	 0.00	  0.000	0.000	  0.02	 0.68	0.0025	0.0043	-99999.0000	0.0022	0.0037	-99999.0000	-99999.0000	-99999.0000	0.0046		0.0018	-99999.0000	-99999.0000	0.1214		0.0065	-99999.0000		0.0206	-99999.0000		0.0533	0.0663		-99999.0000		
PIRATAFR25	26	29-Mar-2015T01:29:00Z	  +1.000	 -1.000	 28.710	 33.970	 34.025	 0.00	  0.000	0.000	  0.01	 0.88	0.0053	0.0081	0.0053	0.0034	0.0091	-99999.0000	-99999.0000	-99999.0000	0.0100		0.0041	-99999.0000	-99999.0000	0.1295		0.0113	-99999.0000		0.0266	-99999.0000		0.0463	0.1211		-99999.0000		
PIRATAFR25	27	29-Mar-2015T10:27:00Z	  +2.000	 -2.033	 28.766	 34.772	 34.828	 0.00	  0.000	0.000	  0.01	 0.59	0.0025	0.0047	0.0022	0.0016	0.0040	-99999.0000	-99999.0000	-99999.0000	0.0037		0.0016	-99999.0000	-99999.0000	0.1143		0.0081	-99999.0000		0.0227	-99999.0000		0.0523	0.0794		-99999.0000		
PIRATAFR25	28	29-Mar-2015T19:03:00Z	  +3.000	 -3.050	 28.640	 34.745	 34.878	 0.00	  0.000	0.000	  0.01	 0.59	0.0099	0.0102	0.0048	0.0061	0.0070	-99999.0000	-99999.0000	-99999.0000	0.0188		0.0041	-99999.0000	-99999.0000	0.0998		0.0115	-99999.0000		0.0210	-99999.0000		0.0625	0.1329		-99999.0000		
PIRATAFR25	29	30-Mar-2015T03:08:00Z	  +4.000	 -4.033	 28.886	 35.547	 35.605	 0.00	  0.098	0.098	  0.04	 0.59	0.0051	0.0076	0.0057	0.0029	0.0044	-99999.0000	-99999.0000	-99999.0000	0.0089		0.0035	-99999.0000	-99999.0000	0.1028		0.0102	-99999.0000		0.0254	-99999.0000		0.0660	0.1320		-99999.0000		
PIRATAFR25	30	30-Mar-2015T09:01:00Z	  +5.000	 -4.067	 28.761	 35.565	 35.615	 0.00	  0.000	0.000	  0.03	 0.59	0.0070	0.0089	0.0044	0.0044	0.0051	-99999.0000	-99999.0000	-99999.0000	0.0161		0.0079	-99999.0000	-99999.0000	0.1064		0.0108	-99999.0000		0.0225	-99999.0000		0.0750	0.1235		-99999.0000		
PIRATAFR25	31	30-Mar-2015T14:38:00Z	  +6.000	 -5.017	 29.156	 35.596	 35.657	 0.00	  0.000	0.000	  0.05	 0.68	0.0050	0.0063	0.0044	0.0031	0.0038	-99999.0000	-99999.0000	-99999.0000	0.0103		0.0075	-99999.0000	0.0028	0.1291		0.0059	-99999.0000		0.0178	-99999.0000		0.0603	0.0860		-99999.0000		
PIRATAFR25	32	30-Mar-2015T20:49:00Z	  +7.000	 -5.050	 29.064	 35.564	 35.619	 0.00	  0.000	0.000	  0.07	 0.78	0.0025	0.0037	0.0015	0.0012	0.0028	-99999.0000	-99999.0000	-99999.0000	0.0037		0.0040	-99999.0000	-99999.0000	0.1350		0.0037	-99999.0000		-99999.0000	0.0204		0.0384	0.1155		-99999.0000		
PIRATAFR25	33	31-Mar-2015T23:06:00Z	  +6.083	 -6.017	 28.892	 33.680	 33.722	 0.00	  0.000	0.000	  0.03	 1.47	0.0050	0.0062	0.0028	0.0025	0.0105	-99999.0000	-99999.0000	-99999.0000	0.0121		0.0081	-99999.0000	-99999.0000	0.1231		-99999.0000	0.0050		-99999.0000	0.0195		0.0338	0.1188		-99999.0000		
PIRATAFR25	34	01-Apr-2015T04:36:00Z	  +5.083	 -6.033	 28.565	 35.630	 35.644	 0.00	  0.000	0.000	  0.07	 0.78	0.0061	0.0089	0.0043	0.0034	0.0064	-99999.0000	-99999.0000	-99999.0000	0.0144		0.0077	-99999.0000	-99999.0000	0.1265		0.0086	-99999.0000		0.0261	-99999.0000		0.0605	0.1455		-99999.0000		
PIRATAFR25	35	01-Apr-2015T11:02:00Z	  +4.083	 -6.067	 28.394	 34.882	 34.971	 0.00	  0.000	0.000	  0.04	 0.68	0.0040	0.0071	0.0062	0.0022	0.0080	-99999.0000	-99999.0000	-99999.0000	0.0092		0.0105	-99999.0000	-99999.0000	0.1295		0.0055	-99999.0000		0.0335	-99999.0000		0.0403	0.2304		-99999.0000		
PIRATAFR25	36	01-Apr-2015T15:22:00Z	  +3.083	 -7.000	 28.434	 35.133	 35.189	 0.00	  0.000	0.000	  0.06	 0.78	0.0068	0.0148	0.0077	0.0034	0.0154	-99999.0000	-99999.0000	-99999.0000	0.0151		0.0175	-99999.0000	0.0028	0.1628		-99999.0000	0.0049		-99999.0000	0.0388		0.0265	0.2899		-99999.0000		
PIRATAFR25	37	01-Apr-2015T21:16:00Z	  +2.083	 -7.033	 28.375	 35.604	 35.631	 0.00	  0.000	0.000	  0.09	 0.88	0.0046	0.0101	0.0108	0.0025	0.0120	-99999.0000	-99999.0000	-99999.0000	0.0083		0.0147	-99999.0000	0.0022	0.1604		-99999.0000	0.0068		-99999.0000	0.0501		0.0332	0.3625		-99999.0000		
PIRATAFR25	38	02-Apr-2015T02:30:00Z	  +1.083	 -7.050	 28.640	 35.213	 35.269	 0.00	  0.000	0.000	  0.06	 0.78	0.0046	0.0197	0.0120	-99999.0000	0.0455	-99999.0000	-99999.0000	-99999.0000	0.0098		0.0224	-99999.0000	0.0012	0.1545		0.0080	-99999.0000		-99999.0000	0.0602		0.0501	0.3705		-99999.0000		
PIRATAFR25	39	02-Apr-2015T07:42:00Z	  +0.083	 -7.083	 27.890	 36.305	 36.359	 0.00	  0.000	0.000	  0.11	 0.88	0.0028	0.0113	0.0076	-99999.0000	0.0277	-99999.0000	-99999.0000	-99999.0000	0.0047		0.0142	-99999.0000	0.0009	0.1266		0.0079	-99999.0000		-99999.0000	0.0510		0.0539	0.2920		-99999.0000		
PIRATAFR25	40	02-Apr-2015T13:07:00Z	  -0.000	 -8.017	 27.840	 36.220	 36.287	 0.00	  0.000	0.000	  0.11	 0.78	0.0029	0.0051	0.0019	0.0029	0.0045	-99999.0000	-99999.0000	-99999.0000	0.0073		0.0051	-99999.0000	0.0010	0.0885		0.0048	-99999.0000		0.0121	-99999.0000		0.0460	0.0795		-99999.0000		
PIRATAFR25	41	02-Apr-2015T17:55:00Z	  -1.000	 -8.050	 27.842	 36.360	 36.414	 0.00	  0.000	0.000	  0.14	 0.68	0.0044	0.0063	0.0022	0.0038	0.0047	-99999.0000	-99999.0000	-99999.0000	0.0136		0.0060	-99999.0000	-99999.0000	0.1098		0.0047	-99999.0000		0.0123	-99999.0000		0.0471	0.0712		-99999.0000		
PIRATAFR25	42	02-Apr-2015T22:46:00Z	  -2.000	 -8.083	 27.707	 36.376	 36.443	 0.00	  0.000	0.000	  0.15	 0.68	0.0025	0.0038	-99999.0000	0.0025	0.0035	-99999.0000	-99999.0000	-99999.0000	0.0060		0.0022	-99999.0000	-99999.0000	0.0946		0.0032	-99999.0000		0.0104	-99999.0000		0.0354	0.0506		-99999.0000		
PIRATAFR25	43	03-Apr-2015T03:20:00Z	  -3.000	 -9.017	 27.327	 36.409	 36.480	 0.00	  0.000	0.000	  0.14	 0.58	0.0026	0.0036	-99999.0000	0.0023	0.0026	-99999.0000	-99999.0000	-99999.0000	0.0058		0.0023	-99999.0000	-99999.0000	0.0912		-99999.0000	-99999.0000		0.0087	-99999.0000		0.0307	0.0336		-99999.0000		
PIRATAFR25	44	03-Apr-2015T08:20:00Z	  -4.000	 -9.050	 26.845	 36.572	 36.636	 0.00	  0.000	0.000	  0.14	 0.58	0.0022	0.0035	-99999.0000	0.0019	0.0026	-99999.0000	-99999.0000	-99999.0000	0.0035		0.0022	-99999.0000	-99999.0000	0.0530		-99999.0000	-99999.0000		0.0083	-99999.0000		0.0265	0.0390		-99999.0000		
PIRATAFR25	45	03-Apr-2015T13:08:00Z	  -5.000	 -9.067	 27.350	 36.430	 36.497	 0.00	  0.097	0.097	  0.10	 0.58	0.0033	0.0036	-99999.0000	0.0016	0.0013	-99999.0000	-99999.0000	-99999.0000	0.0055		0.0033	-99999.0000	0.0026	0.0646		-99999.0000	-99999.0000		0.0085	-99999.0000		0.0274	0.0434		-99999.0000		
PIRATAFR25	46	03-Apr-2015T17:52:00Z	  -6.000	 -9.083	 27.490	 36.375	 36.441	 0.00	  0.097	0.097	  0.11	 0.58	0.0032	0.0042	-99999.0000	0.0022	0.0019	-99999.0000	-99999.0000	-99999.0000	0.0080		0.0029	-99999.0000	0.0006	0.0904		-99999.0000	-99999.0000		0.0089	-99999.0000		0.0319	0.0431		-99999.0000		
PIRATAFR25	47	03-Apr-2015T22:38:00Z	  -7.000	-10.000	 27.170	 36.430	 36.495	 0.00	  0.000	0.000	  0.12	 0.58	-99999.0000	0.0026	-99999.0000	0.0013	0.0010	-99999.0000	-99999.0000	-99999.0000	0.0026		0.0013	-99999.0000	-99999.0000	0.0814		-99999.0000	-99999.0000		0.0078	-99999.0000		0.0265	0.0226		-99999.0000		
PIRATAFR25	48	04-Apr-2015T03:41:00Z	  -8.000	-10.000	 27.160	 36.510	 36.554	 0.00	  0.000	0.000	  0.14	 0.49	0.0019	0.0039	-99999.0000	0.0023	0.0016	-99999.0000	-99999.0000	-99999.0000	0.0071		0.0023	-99999.0000	-99999.0000	0.0724		-99999.0000	-99999.0000		0.0071	-99999.0000		0.0222	0.0315		-99999.0000		
PIRATAFR25	49	04-Apr-2015T09:14:00Z	  -9.000	 -9.083	 27.121	 36.478	 36.549	 0.00	  0.000	0.000	  0.15	 0.58	0.0026	0.0045	-99999.0000	0.0026	0.0016	-99999.0000	-99999.0000	-99999.0000	0.0090		0.0045	-99999.0000	0.0016	0.0834		-99999.0000	-99999.0000		0.0077	-99999.0000		0.0261	0.0409		-99999.0000		
PIRATAFR25	50	05-Apr-2015T08:15:00Z	 -10.000	 -8.083	 27.634	 36.333	 36.391	 0.00	  0.000	0.000	  0.13	 0.58	0.0022	0.0045	-99999.0000	0.0019	0.0016	-99999.0000	-99999.0000	-99999.0000	0.0086		0.0029	-99999.0000	0.0013	0.0706		-99999.0000	-99999.0000		0.0086	-99999.0000		0.0281	0.0380		-99999.0000		
PIRATAFR25	51	05-Apr-2015T13:21:00Z	 -10.000	 -7.083	 28.073	 36.227	 36.286	 0.00	  0.097	0.097	  0.10	 0.58	0.0029	0.0045	-99999.0000	0.0026	0.0019	-99999.0000	-99999.0000	-99999.0000	0.0121		0.0070	-99999.0000	0.0038	0.0897		0.0045	-99999.0000		0.0109	-99999.0000		0.0402	0.0495		-99999.0000		
PIRATAFR25	52	05-Apr-2015T18:37:00Z	 -10.000	 -6.083	 28.183	 36.200	 36.262	 0.00	  0.000	0.000	  0.12	 0.68	0.0025	0.0041	-99999.0000	0.0019	0.0019	-99999.0000	-99999.0000	-99999.0000	0.0096		0.0038	-99999.0000	-99999.0000	0.0943		0.0045	-99999.0000		0.0108	-99999.0000		0.0379	0.0392		-99999.0000		
PIRATAFR25	53	06-Apr-2015T22:55:00Z	 -10.000	 -4.083	 28.433	 35.720	 35.780	 0.00	  0.000	0.000	  0.08	 0.59	-99999.0000	0.0010	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	0.0019		-99999.0000	-99999.0000	-99999.0000	-99999.0000		0.0035	-99999.0000		0.0076	-99999.0000		0.0346	0.0133		-99999.0000		
PIRATAFR25	54	07-Apr-2015T04:32:00Z	 -10.000	 -3.083	 28.557	 35.519	 35.591	 0.00	  0.098	0.098	  0.07	 0.98	0.0157	0.0225	-99999.0000	0.0091	0.0646	-99999.0000	-99999.0000	-99999.0000	0.0287		0.0150	-99999.0000	-99999.0000	-99999.0000		-99999.0000	0.0114		-99999.0000	0.0378		0.0574	0.3545		-99999.0000		
PIRATAFR25	55	07-Apr-2015T09:52:00Z	 -10.000	 -2.083	 28.637	 35.490	 35.571	 0.00	  0.098	0.098	  0.03	 0.68	0.0077	0.0119	-99999.0000	0.0042	0.0419	-99999.0000	-99999.0000	-99999.0000	0.0074		0.0084	-99999.0000	-99999.0000	0.1097		0.0087	-99999.0000		-99999.0000	0.0274		0.0571	0.2384		-99999.0000		
PIRATAFR25	56	07-Apr-2015T15:05:00Z	 -10.000	 -1.083	 28.990	 35.336	 35.393	 0.01	  0.098	0.098	  0.03	 0.68	-99999.0000	0.0013	-99999.0000	0.0010	0.0026	-99999.0000	-99999.0000	0.0010	0.0048		0.0045	-99999.0000	-99999.0000	0.0895		0.0035	-99999.0000		0.0125	-99999.0000		0.0446	0.0494		-99999.0000		
PIRATAFR25	57	07-Apr-2015T22:01:00Z	 -11.000	 -0.083	 29.015	 35.406	 35.468	 0.01	  0.000	0.000	  0.03	 0.68	-99999.0000	0.0010	-99999.0000	0.0010	0.0023	-99999.0000	-99999.0000	-99999.0000	0.0039		0.0026	-99999.0000	-99999.0000	0.1019		0.0042	-99999.0000		0.0113	-99999.0000		0.0390	0.0313		-99999.0000		
PIRATAFR25	58	08-Apr-2015T04:51:00Z	 -12.000	 +0.000	 29.001	 35.546	 35.611	 0.01	  0.098	0.098	  0.03	 0.39	0.0016	0.0036	0.0023	0.0023	0.0032	-99999.0000	-99999.0000	-99999.0000	0.0081		0.0032	-99999.0000	-99999.0000	0.0887		0.0065	-99999.0000		0.0142	-99999.0000		0.0547	0.0722		-99999.0000		
PIRATAFR25	59	08-Apr-2015T11:47:00Z	 -13.000	 +0.083	 29.606	 35.588	 35.650	 0.01	  0.098	0.098	  0.03	 0.88	0.0026	0.0049	0.0043	0.0020	0.0049	-99999.0000	-99999.0000	-99999.0000	0.0115		0.0134	-99999.0000	-99999.0000	0.1241		0.0046	-99999.0000		-99999.0000	0.0350		0.0380	0.2322		-99999.0000		
PIRATAFR25	60	08-Apr-2015T17:36:00Z	 -14.000	 +0.033	 29.509	 35.544	 35.588	 0.02	  0.098	0.098	  0.07	 0.98	0.0020	0.0043	0.0039	0.0023	0.0036	-99999.0000	-99999.0000	-99999.0000	0.0105		0.0072	-99999.0000	-99999.0000	0.1242		-99999.0000	-99999.0000		-99999.0000	0.0157		0.0407	0.0990		-99999.0000		
PIRATAFR25	61	08-Apr-2015T23:26:00Z	 -15.000	 +0.000	 28.628	 35.598	 35.659	 0.01	  0.098	0.098	  0.05	 0.98	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	0.0026		0.0023	-99999.0000	-99999.0000	0.0993		-99999.0000	-99999.0000		0.0133	-99999.0000		0.0350	0.0376		-99999.0000		
PIRATAFR25	62	09-Apr-2015T04:31:00Z	 -16.000	 +0.000	 28.429	 34.861	 34.979	 0.02	  0.098	0.098	  0.03	 0.98	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	-99999.0000	0.0039		0.0023	-99999.0000	-99999.0000	0.0914		0.0042	-99999.0000		0.0149	-99999.0000		0.0444	0.0467		-99999.0000		
PIRATAFR25	63	09-Apr-2015T09:44:00Z	 -17.000	 +0.000	 28.478	 35.309	 35.369	 0.01	  0.098	0.098	  0.05	 0.98	-99999.0000	0.0013	-99999.0000	0.0010	0.0010	-99999.0000	-99999.0000	-99999.0000	0.0039		0.0019	-99999.0000	-99999.0000	0.0839		0.0039	-99999.0000		0.0139	-99999.0000		0.0360	0.0505		-99999.0000		
PIRATAFR25	64	09-Apr-2015T14:55:00Z	 -18.000	 +0.000	 28.660	 35.390	 35.425	 0.01	  0.098	0.098	  0.05	 1.07	0.0036	0.0036	0.0052	0.0029	0.0029	-99999.0000	-99999.0000	-99999.0000	0.0130		0.0091	-99999.0000	0.0019	0.0991		0.0045	-99999.0000		0.0175	-99999.0000		0.0455	0.0874		-99999.0000		
PIRATAFR25	65	09-Apr-2015T19:56:00Z	 -19.000	 +0.000	 28.454	 35.161	 35.210	 0.01	  0.098	0.098	  0.05	 0.88	0.0068	0.0074	0.0077	0.0090	0.0077	-99999.0000	-99999.0000	-99999.0000	0.0199		0.0074	-99999.0000	0.0010	0.1191		0.0055	-99999.0000		0.0238	-99999.0000		0.0570	0.1271		-99999.0000		
