//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR34_CHIMIE_odv.txt
//Data treated : 2025-01-14T16:43:36
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR34_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR34	25	15-Mar-2024T13:01:00Z	  -6.742	-16.994	 26.348	 36.586	 36.727	 0.00	  0.097	0.093	  0.13	 0.81			0.0031	0.0026					0.0039					0.0390		0.0028		0.0028	0.0039	0.0000		0.0257	0.0112	0.0369	0.0018		
PIRATAFR34	26	17-Mar-2024T19:36:00Z	  -5.517	-14.933	 26.807	 36.596	 36.715	 0.02	  0.261	0.241	  0.18	 1.14																											
PIRATAFR34	27	18-Mar-2024T01:20:00Z	  -5.349	-13.994	 26.901	 36.658	 36.780	 0.01	  0.086	0.080	  0.11	 0.92		0.0039	0.0036	0.0014	0.0016				0.0080		0.0029			0.0600		0.0043	0.0038	0.0081	0.0075	0.0000		0.0286	0.0255	0.0541			
PIRATAFR34	28	18-Mar-2024T06:59:00Z	  -5.164	-12.988	 27.144	 36.598	 36.723	 0.00	  0.081	0.076	  0.11	 1.03																											
PIRATAFR34	29	18-Mar-2024T24:35:00Z	  -4.967	-12.005	 27.647	 36.498	 36.617	 0.01	  0.062	0.057	  0.11	 1.06		0.0036	0.0035	0.0017	0.0015				0.0082		0.0031		0.0018	0.0549		0.0041	0.0037	0.0078	0.0063	0.0000		0.0296	0.0279	0.0575			
PIRATAFR34	30	18-Mar-2024T18:33:00Z	  -4.777	-10.963	 28.596	 36.002	 36.112	 0.00	  0.055	0.050	  0.08	 1.20																											
PIRATAFR34	31	19-Mar-2024T12:12:00Z	  -4.595	 -9.975	 28.978	 36.264	 36.380	 0.01	  0.037	0.031	  0.12	 1.14	0.0030	0.0043	0.0038	0.0017	0.0019				0.0108		0.0031		0.0007	0.0602		0.0045	0.0040	0.0085	0.0077	0.0000		0.0307	0.0270	0.0577			
PIRATAFR34	32	19-Mar-2024T05:47:00Z	  -4.415	 -8.991	 28.477	 36.340	 36.456	 0.00	  0.039	0.034	  0.12	 1.02																											
PIRATAFR34	33	19-Mar-2024T11:32:00Z	  -4.231	 -7.988	 29.790	 36.011	 36.120	 0.00	  0.039	0.035	  0.09	 1.25	0.0031	0.0099	0.0059	0.0030	0.0235			0.0018	0.0146	0.0045	0.0133		0.0041	0.0693		0.0051	0.0043	0.0094	0.0160	0.0000		0.0410	0.1024	0.1434	0.0054		
PIRATAFR34	34	19-Mar-2024T17:03:00Z	  -4.035	 -7.011	 29.595	 36.088	 36.217	 0.00	  0.081	0.076	  0.09	 1.24																											
PIRATAFR34	35	20-Mar-2024T23:13:00Z	  -3.849	 -5.995	 29.840	 35.593	 35.738	 0.01	  0.048	0.041	  0.08	 1.35	0.0032	0.0055	0.0073	0.0033	0.0077			0.0015	0.0140	0.0033	0.0056			0.0820		0.0048	0.0044	0.0092	0.0158	0.0000		0.0379	0.0832	0.1211	0.0051		
PIRATAFR34	36	20-Mar-2024T05:30:00Z	  -3.664	 -4.984	 29.778	 34.613	 34.752	 0.01	  0.057	0.046	  0.06	 1.43																											
PIRATAFR34	37	20-Mar-2024T11:35:00Z	  -3.480	 -3.986	 29.933	 34.727	 34.847	 0.01	  0.094	0.087	  0.07	 1.00	0.0092	0.0177	0.0045	0.0092	0.0258			0.0028	0.0435	0.0035	0.0217		0.0107	0.0905		0.0103	0.0094	0.0197	0.0000	0.0342		0.0891	0.2549	0.3440	0.0042		
PIRATAFR34	38	20-Mar-2024T17:36:00Z	  -3.280	 -2.978	 30.100	 35.013	 35.130	 0.01	  0.029	0.022	  0.04	 0.49																											
PIRATAFR34	39	21-Mar-2024T23:17:00Z	  -3.116	 -1.998	 30.467	 34.759	 34.878	 0.01	  0.035	0.026	  0.05	 0.37	0.0043	0.0078	0.0111	0.0040	0.0091			0.0029	0.0228	0.0074	0.0092			0.1020		0.0042	0.0073	0.0115	0.0236	0.0000		0.0544	0.1321	0.1865	0.0017		
PIRATAFR34	40	21-Mar-2024T05:10:00Z	  -2.865	 -0.989	 29.997	 34.565	 34.708	 0.01	  0.035	0.030	  0.03	 0.37																											
PIRATAFR34	41	22-Mar-2024T14:02:00Z	  -3.002	 +0.000	 30.966	 34.082	 34.168	 0.01	  1.264	1.254	  0.09	 0.92	0.0026	0.0045	0.0075	0.0010	0.0051			0.0029	0.0136	0.0103	0.0052			0.0727		0.0031	0.0054	0.0085	0.0121	0.0000		0.0370	0.0681	0.1051	0.0018		
PIRATAFR34	42	22-Mar-2024T19:25:00Z	  -4.012	 -0.000	 30.711	 34.117	 34.222	 0.01	  0.062	0.051	  0.03	 0.36																											
PIRATAFR34	43	23-Mar-2024T12:34:00Z	  -5.000	 +0.000	 30.790	 34.370	 34.502	 0.01	  0.067	0.059	  0.03	 0.33	0.0051	0.0100	0.0109	0.0039	0.0138			0.0026	0.0305	0.0076	0.0121		0.0004	0.0851		0.0039	0.0092	0.0131	0.0190	0.0000		0.0538	0.1127	0.1665	0.0012		
PIRATAFR34	44	23-Mar-2024T05:47:00Z	  -6.015	 +0.000	 30.087	 34.954	 35.076	 0.01	  0.112	0.104	  0.04	 0.49																											
PIRATAFR34	45	23-Mar-2024T11:08:00Z	  -7.008	 -0.000	 30.131	 35.047	 35.185	 0.01	  0.117	0.112	  0.05	 0.63	0.0036	0.0068	0.0061	0.0023	0.0087			0.0034	0.0189	0.0068	0.0085		0.0019	0.1021		0.0033	0.0059	0.0092	0.0000	0.0210		0.0590	0.1363	0.1953	0.0015		
PIRATAFR34	46	23-Apr-2024T16:34:00Z	  -8.003	 -0.000	 29.821	 34.971	 35.245	 0.01	  0.071	0.059	  0.08	 0.80																											
PIRATAFR34	47	23-Apr-2024T22:13:00Z	  -9.003	 +0.000	 30.491	 34.907	 34.936	 0.01	  0.023	0.009	  0.04	 0.81	0.0087	0.0177	0.0072	0.0044	0.0364			0.0026	0.0300	0.0058	0.0138		0.0017	0.0681		0.0020	0.0041	0.0061	0.0000	0.0181		0.0296	0.1819	0.2115	0.0013		
PIRATAFR34	48	26-Apr-2024T07:30:00Z	 -10.997	 +0.000	 30.198	 34.680	 34.892	 0.01	  0.084	0.076	  0.05	 0.80																											
PIRATAFR34	49	26-Apr-2024T13:31:00Z	 -12.012	 +0.000	 31.031	 34.571	 34.734	 0.01	  0.059	0.052	  0.04	 0.83	0.0041	0.0087	0.0044	0.0010	0.0276			0.0030	0.0111	0.0052	0.0160		0.0045	0.0729		0.0013	0.0017	0.0030	0.0148	0.0000		0.0268	0.1168	0.1436			
PIRATAFR34	50	26-Mar-2024T19:17:00Z	 -13.015	 +0.000	 30.953	 34.808	 34.965	 0.01	  0.133	0.125	  0.05	 0.78																											
PIRATAFR34	51	27-Mar-2024T12:56:00Z	 -13.998	 +0.000	 30.645	 34.537	 34.669	 0.01	  0.068	0.059	  0.04	 1.03	0.0033	0.0070	0.0055	0.0033	0.0102				0.0084	0.0032	0.0054			0.0781		0.0035	0.0051	0.0086	0.0000	0.0135		0.0316	0.0736	0.1052			
PIRATAFR34	52	27-Mar-2024T06:36:00Z	 -15.010	 -0.000	 30.326	 34.578	 34.689	 0.01	  0.065	0.058	  0.03	 0.92																											
PIRATAFR34	53	27-Mar-2024T24:00:00Z	 -15.996	 -0.000	 30.650	 34.710	 34.824	 0.01	  0.037	0.032	  0.03	 0.92	0.0032	0.0056	0.0028	0.0028	0.0046				0.0122	0.0032	0.0049		0.0017	0.0986					0.0145	0.0000		0.0513	0.0680	0.1193			
PIRATAFR34	54	27-Mar-2024T17:36:00Z	 -17.011	 +0.000	 31.689	 35.097	 35.198	 0.01	  0.083	0.070	  0.04	 1.00																											
PIRATAFR34	55	28-Mar-2024T23:12:00Z	 -18.002	 +0.000	 31.095	 35.546	 35.586	 0.01	  0.621	0.612	  0.09	 1.39				0.0024	0.0045				0.0065		0.0027			0.0955					0.0111	0.0000		0.0407	0.0331	0.0738			
PIRATAFR34	56	28-Mar-2024T05:07:00Z	 -19.019	 -0.000	 30.046	 35.764	 35.722	 0.01	  0.462	0.454	  0.09	 1.29																											
PIRATAFR34	57	28-Mar-2024T10:48:00Z	 -20.027	 -0.007	 30.422	 35.830	 35.949	 0.01	  0.090	0.080	  0.09	 1.13		0.0045	0.0038	0.0031	0.0048			0.0020	0.0073	0.0028	0.0042		0.0009	0.0760					0.0000	0.0133		0.0432	0.0672	0.1104			
PIRATAFR34	58	28-Mar-2024T17:39:00Z	 -20.998	 -0.673	 31.736	 35.965	 36.097	 0.01	  0.081	0.074	  0.06	 1.10																											
PIRATAFR34	59	29-Mar-2024T12:44:00Z	 -22.000	 -1.347	 31.082	 35.790	 35.955	 0.01	  0.048	0.041	  0.05	 1.08	0.0017	0.0070	0.0132	0.0045	0.0063			0.0011		0.0069	0.0042	0.0060		0.0028	0.0839				0.0119	0.0000			0.0367	0.0367	0.0672		
PIRATAFR34	60	30-Mar-2024T17:52:00Z	 -22.993	 +0.239	 30.397	 35.712		 0.00	  0.052	0.047	  0.04	 1.08																											
PIRATAFR34	61	30-Mar-2024T19:25:00Z	 -23.000	 +0.515	 30.210	 35.654	 35.771	 0.00	  0.084	0.080	  0.06	 1.14		0.0054	0.0091	0.0039	0.0059			0.0010	0.0114	0.0022	0.0042		0.0012	0.0857		0.0025	0.0029	0.0054	0.0114	0.0000		0.0372	0.0666	0.1038			
PIRATAFR34	62	30-Mar-2024T02:04:00Z	 -23.000	 +1.511	 29.792	 35.438	 35.553	 0.01	  0.075	0.070	  0.04	 1.11	0.0022	0.0056	0.0064	0.0037	0.0054			0.0009	0.0116	0.0025	0.0029			0.0976		0.0033	0.0034	0.0067	0.0184	0.0000		0.0506	0.0993	0.1499	0.0030		
PIRATAFR34	63	31-Mar-2024T11:54:00Z	 -23.000	 +3.000	 29.614	 35.165	 35.258	 0.01	  0.069	0.061	  0.04	 0.99	0.0019	0.0059	0.0093	0.0039	0.0069			0.0041	0.0135	0.0046	0.0064		0.0019	0.1058		0.0042	0.0064	0.0106	0.0000	0.0181		0.0621	0.1346	0.1967	0.0030		
PIRATAFR34	64	31-Mar-2024T18:13:00Z	 -23.000	 +4.014	 29.451	 35.265	 35.373	 0.00	  0.028	0.026	  0.03	 1.05	0.0013	0.0049	0.0065	0.0035	0.0067			0.0015	0.0106	0.0039	0.0034		0.0016	0.1130		0.0034	0.0050	0.0084	0.0000	0.0212		0.0572	0.1045	0.1617	0.0029		
PIRATAFR34	65	01-Apr-2024T12:02:00Z	 -23.000	 +5.000	 29.018	 35.128	 35.234	 0.01	  0.071	0.066	  0.04	 1.13																											
PIRATAFR34	66	01-Apr-2024T05:46:00Z	 -23.000	 +6.017	 28.338	 35.526	 35.587	 0.01	  0.247	0.239	  0.04	 1.27	0.0017	0.0054	0.0073	0.0035	0.0052			0.0020	0.0098	0.0041	0.0026		0.0017	0.0765		0.0037	0.0065	0.0102	0.0000	0.0181		0.0550	0.0885	0.1435	0.0030		
PIRATAFR34	67	01-Apr-2024T11:28:00Z	 -23.001	 +7.005	 28.060	 35.498	 35.612	 0.00	  0.070	0.067	  0.05	 1.02	0.0023	0.0066	0.0073	0.0042	0.0067			0.0012	0.0128	0.0028	0.0050		0.0018	0.0981		0.0053	0.0042	0.0095	0.0191	0.0000		0.0751	0.0948	0.1699	0.0031		
PIRATAFR34	68	01-Apr-2024T17:27:00Z	 -23.000	 +8.014	 28.316	 35.501	 35.616	 0.00	  0.059	0.055	  0.03	 1.06	0.0023	0.0052	0.0060	0.0041	0.0057			0.0017	0.0101	0.0034	0.0032		0.0011	0.0845		0.0061	0.0054	0.0115	0.0155	0.0000		0.0563	0.0843	0.1406	0.0028		
PIRATAFR34	69	01-Apr-2024T23:12:00Z	 -23.000	 +9.007	 27.853	 35.661	 35.773	 0.01	  0.095	0.089	  0.03	 1.07																											
PIRATAFR34	70	02-Apr-2024T04:46:00Z	 -23.000	+10.023	 26.867	 35.600		 0.00	  0.088	0.084	  0.03	 1.07	0.0045	0.0094	0.0073	0.0033	0.0061			0.0023	0.0165	0.0071	0.0048			0.1073		0.0066	0.0043	0.0109	0.0194	0.0000		0.0714	0.0949	0.1663	0.0042		
PIRATAFR34	71	02-Apr-2024T24:37:00Z	 -23.000	+11.467	 25.873	 35.675		 0.00	  0.041	0.036	  0.03	 1.15																											
