//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR33_CHIMIE_odv.txt
//Data treated : 2025-01-14T16:47:28
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR33_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR33	31	23-Mar-2023T18:39:00Z	  -4.788	-10.968	 26.403	 36.736	 36.610	 0.02	  1.261	1.240	  0.27	 1.87		0.0028		0.0025	0.0024			0.0017	0.0102		0.0024		0.0010	0.0585		0.0027	0.0024	0.0051	0.0059			0.0336	0.0198	0.0534	0.0063		
PIRATAFR33	32	24-Mar-2023T00:43:00Z	  -4.604	 -9.979	 27.373	 36.691	 36.609	 0.02	  0.985	0.962	  0.30	 1.88																											
PIRATAFR33	33	24-Mar-2023T06:49:00Z	  -4.409	 -7.042	 27.731	 36.369	 36.695	 0.01	  0.992	0.978	  0.28	 1.87		0.0017		0.0028	0.0036				0.0055		0.0032		0.0014	0.0890					0.0088			0.0498	0.0225	0.0723	0.0010		
PIRATAFR33	34	24-Mar-2023T12:31:00Z	  -4.230	 -6.016	 28.365	 36.002	 36.300	 0.02	  0.677	0.655	  0.27	 1.64																											
PIRATAFR33	35	24-Mar-2023T18:10:00Z	  -3.853	 -6.969	 28.561	 36.005	 36.003	 0.01	  1.086	1.072	  0.24	 1.82	0.0015	0.0012		0.0045	0.0093				0.0059		0.0017			0.0717			0.0050	0.0050	0.0112			0.0544	0.0276	0.0820	0.0076		
PIRATAFR33	36	25-Mar-2023T00:22:00Z	  -3.853	 -6.015	 28.919	 35.308	 35.408	 0.02	  1.918	1.898	  0.26	 2.35																											
PIRATAFR33	37	25-Mar-2023T06:34:00Z	  -3.663	 -3.021	 28.670	 35.166	 35.260	 0.01	  0.437	0.423	  0.12	 1.66		0.0024		0.0048	0.0063				0.0064		0.0044		0.0015	0.1099					0.0142			0.0683	0.0422	0.1106	0.0025		
PIRATAFR33	38	25-Mar-2023T11:43:00Z	  -3.488	 -3.975	 29.452	 35.161	 35.191	 0.03	  0.741	0.712	  0.20	 1.89																											
PIRATAFR33	39	25-Mar-2023T16:51:00Z	  -3.289	 -2.969	 29.460	 35.147	 35.166	 0.03	  0.789	0.764	  0.16	 1.86	0.0045	0.0051	0.0023	0.0064	0.0056				0.0116		0.0035			0.1002		0.0089	0.0090	0.0179	0.0161			0.0618	0.0489	0.1106	0.0023		
PIRATAFR33	40	25-Mar-2023T22:03:00Z	  -3.122	 -1.970	 29.126	 35.441	 35.417	 0.02	  0.148	0.131	  0.03	 0.86																											
PIRATAFR33	41	26-Mar-2023T03:33:00Z	  -2.873	 -0.974	 29.495	 34.497	 34.745	 0.02	  0.042	0.019	  0.03	 0.81		0.0018		0.0048	0.0061				0.0066	0.0058	0.0026		0.0021	0.0834		0.0025	0.0013	0.0038	0.0112			0.0434	0.0382	0.0817	0.0042		
PIRATAFR33	42	26-Mar-2023T21:29:00Z	  -2.967	 -0.001	 29.554	 34.198	 34.728	 0.01	  0.009	-0.001	  0.02	 2.68																											
PIRATAFR33	43	27-Mar-2023T03:01:00Z	  -3.975	 +0.001	 29.262	 34.406	 34.348	 0.02	  0.307	0.286	  0.05	 1.26		0.0037		0.0021	0.0032			0.0017	0.0108	0.0024	0.0021			0.1065			0.0127	0.0127	0.0222			0.1250	0.0473	0.1723	0.0031		
PIRATAFR33	44	27-Mar-2023T08:40:00Z	  -4.965	 -0.000	 29.204	 34.784	 34.540	 0.02	  2.240	2.218	  0.17	 2.37																											
PIRATAFR33	45	27-Mar-2023T14:03:00Z	  -5.969	 +0.000	 29.352	 34.576	 34.777	 0.02	  0.839	0.815	  0.17	 1.52									0.0056					0.0914		0.0154			0.0145			0.0691	0.0191	0.0881	0.0061		
PIRATAFR33	46	27-Mar-2023T19:32:00Z	  -6.964	 +0.000	 29.412	 34.746	 34.736	 0.02	  1.135	1.118	  0.15	 1.72																											
PIRATAFR33	47	28-Mar-2023T01:19:00Z	  -7.982	 +0.000	 29.498	 34.824	 34.742	 0.02	  1.000	0.976	  0.13	 1.62														0.0098					0.0013			0.0034	0.0011	0.0045	0.0020		
PIRATAFR33	48	28-Mar-2023T07:03:00Z	  -8.988	 +0.001	 29.475	 34.733	 34.829	 0.02	  1.525	1.505	  0.18	 1.97																											
PIRATAFR33	49	31-Mar-2023T05:53:00Z	 -10.965	 +0.000	 29.561	 34.575	 34.770	 0.03	 12.216	12.186	  0.25	 5.03		0.0014			0.0012			0.0025	0.0076		0.0019		0.0014	0.0791					0.0088			0.0447	0.0319	0.0766	0.0032		
PIRATAFR33	50	31-Mar-2023T12:27:00Z	 -12.023	 +0.000	 30.201	 34.508	 34.608	 0.02	  3.867	3.843	  0.24	 2.99																											
PIRATAFR33	51	31-Mar-2023T18:29:00Z	 -12.975	 +0.000	 30.279	 34.530	 34.703	 0.02	  0.624	0.603	  0.17	 1.99									0.0023					0.0772					0.0070			0.0297	0.0140	0.0437	0.0031		
PIRATAFR33	52	01-Apr-2023T00:50:00Z	 -13.984	 -0.000	 29.859	 34.747	 34.579	 0.02	  1.317	1.294	  0.20	 2.32																											
PIRATAFR33	53	01-Apr-2023T07:06:00Z	 -14.994	 -0.000	 28.946	 34.458	 34.728	 0.02	  1.671	1.649	  0.19	 2.41					0.0025			0.0012	0.0045		0.0019		0.0018	0.1134					0.0116			0.0403	0.0738	0.1141	0.0022		
PIRATAFR33	54	01-Apr-2023T13:03:00Z	 -15.985	 -0.000	 30.174	 34.510	 34.565	 0.03	  1.457	1.432	  0.18	 2.42																											
PIRATAFR33	55	01-Apr-2023T20:09:00Z	 -16.984	 +0.001	 30.356	 34.691	 34.704	 0.03	  1.659	1.634	  0.14	 2.28									0.0059		0.0019			0.1072					0.0112			0.0407	0.0289	0.0696	0.0050		
PIRATAFR33	56	02-Apr-2023T02:18:00Z	 -17.985	 +0.000	 29.809	 34.745	 34.698	 0.02	  1.071	1.052	  0.18	 1.92																											
PIRATAFR33	57	02-Apr-2023T07:56:00Z	 -18.979	 +0.000	 29.337	 34.885	 34.754	 0.01	  0.060	0.049	  0.03	 1.13								0.0024	0.0039		0.0020		0.0013	0.0778					0.0092			0.0344	0.0198	0.0542	0.0026		
PIRATAFR33	58	02-Apr-2023T13:37:00Z	 -19.981	 +0.000	 30.669	 35.061	 34.863	 0.01	  0.269	0.260	  0.09	 1.16																											
PIRATAFR33	59	02-Apr-2023T19:45:00Z	 -20.982	 +0.001	 29.530	 35.141	 34.991	 0.03	  1.165	1.139	  0.20	 1.78	0.0018	0.0047		0.0027	0.0036				0.0062		0.0018			0.0837		0.0039	0.0033	0.0072	0.0120			0.0440	0.0357	0.0797	0.0015		
PIRATAFR33	60	03-Apr-2023T01:48:00Z	 -21.995	 +0.000	 29.546	 35.522	 34.725	 0.02	  0.323	0.299	  0.09	 1.26																											
PIRATAFR33	61	04-Apr-2023T04:25:00Z	 -23.000	 +0.992	 28.880	 34.703	 35.582	 0.02	  0.454	0.434	  0.09	 1.31	0.0017	0.0030		0.0021	0.0033				0.0061		0.0023		0.0008	0.0787		0.0067			0.0118			0.0438	0.0365	0.0802	0.0061		
PIRATAFR33	62	04-Apr-2023T12:40:00Z	 -22.998	 +1.983	 29.192	 35.083	 35.550	 0.02	  0.425	0.403	  0.11	 1.33																											
PIRATAFR33	63	04-Apr-2023T20:56:00Z	 -23.001	 +2.972	 29.503	 34.740	 35.165	 0.02	  0.912	0.893	  0.14	 1.63	0.0018	0.0041	0.0053	0.0020	0.0038			0.0016	0.0113		0.0032			0.0658		0.0031	0.0032	0.0063	0.0136			0.0489	0.0670	0.1159	0.0042		
PIRATAFR33	64	05-Mar-2023T12:04:00Z	 -22.977	 +4.263	 29.453	 34.653	 34.643	 0.01	  0.379	0.367	  0.09	 1.24																											
PIRATAFR33	65	05-Apr-2023T16:34:00Z	 -22.989	 +4.989	 29.880	 35.078	 34.524	 0.01	  0.108	0.099	  0.05	 1.42	0.0029	0.0067		0.0033	0.0189				0.0112		0.0042		0.0037	0.1149		0.0078	0.0041	0.0119		0.0214		0.0610	0.1163	0.1774	0.0051		
PIRATAFR33	66	05-Apr-2023T22:25:00Z	 -23.000	 +5.971	 29.248	 35.641	 35.015	 0.03	  1.060	1.030	  0.14	 1.99																											
PIRATAFR33	67	06-Apr-2023T04:19:00Z	 -22.999	 +6.985	 28.663	 35.660	 35.547	 0.02	  0.502	0.482	  0.08	 1.46	0.0051	0.0095		0.0033	0.0230			0.0022	0.0189	0.0027	0.0089		0.0021	0.0771		0.0052	0.0078	0.0130		0.0142		0.0322	0.1007	0.1329	0.0068		
PIRATAFR33	68	06-Apr-2023T10:10:00Z	 -23.000	 +7.978	 27.380	 35.702	 35.553	 0.02	  0.246	0.231	  0.06	 1.05																											
PIRATAFR33	69	06-Apr-2023T16:10:00Z	 -23.000	 +8.973	 27.450	 35.712	 35.666	 0.02	  1.078	1.062	  0.12	 1.74		0.0047			0.0068				0.0051		0.0040			0.0760					0.0092			0.0287	0.0323	0.0610	0.0073		
PIRATAFR33	70	06-Apr-2023T22:25:00Z	 -23.000	 +9.980	 27.169	 35.709	 35.693	 0.01	  0.101	0.088	  0.07	 1.27																											
PIRATAFR33	71	07-Apr-2023T08:41:00Z	 -22.999	+11.518	 26.137	 35.697	 35.726	 0.02	  1.584	1.564	  0.15	 2.01					0.0033				0.0045	0.0117				0.0805					0.0073			0.0298	0.0143	0.0441	0.0021		
PIRATAFR33	72	07-Apr-2023T11:27:00Z	 -23.001	+11.986	 26.088	 35.710	 35.727	 0.02	  0.669	0.645	  0.13	 1.47																											
PIRATAFR33	73	07-Apr-2023T17:44:00Z	 -23.410	+12.986	 25.700	 35.708	 35.725	 0.02	  1.251	1.232	  0.13	 1.96		0.0024		0.0040	0.0068			0.0032	0.0087		0.0019			0.1052					0.0102			0.0536	0.0310	0.0846	0.0023		
PIRATAFR33	74	07-Apr-2023T23:35:00Z	 -23.838	+14.051	 25.528	 35.784						 1.96																											
