//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR31_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:00:16
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR31_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR31	11	08-Mar-2021T13:45:00Z	 -10.722	 +1.982	 28.980	 34.760	 34.775	 0.02	  0.064	0.042	  0.03	 0.59	0.0067	0.0066	0.0063	0.0078	0.0071	-9999.9999	-9999.9999	0.0013	0.0159		0.0057	-9999.9999	0.0050	0.1238	-9999.9999	0.0057	0.0060	-9999.9999	0.0172	-9999.9999	-9999.9999	0.0817	0.0736	-9999.9999	0.0022	-9999.9999	
PIRATAFR31	12	14-Mar-2021T22:13:00Z	  -9.981	-11.019	 26.380	 36.520	 36.548	 0.02	  0.052	0.036	  0.15	 0.79	0.0045	0.0039	0.0042	0.0063	0.0045	-9999.9999	-9999.9999	0.0009	0.0096		0.0030	-9999.9999	-9999.9999	0.0670	-9999.9999	0.0026	0.0042	-9999.9999	0.0069	-9999.9999	-9999.9999	0.0269	0.0214	-9999.9999	-9999.9999	-9999.9999	
PIRATAFR31	13	15-Mar-2021T03:53:00Z	  -9.979	-12.008	 26.300	 36.570	 36.587	 0.02	  0.053	0.035	  0.14	 0.75	0.0045	0.0045	0.0046	0.0065	0.0045	-9999.9999	-9999.9999	0.0011	0.0101		0.0028	-9999.9999	-9999.9999	0.0632	-9999.9999	0.0026	0.0042	-9999.9999	0.0065	-9999.9999	-9999.9999	0.0262	0.0234	-9999.9999	-9999.9999	-9999.9999	
PIRATAFR31	14	15-Mar-2021T09:44:00Z	  -9.978	-13.020	 26.011	 36.706	 36.728																																
PIRATAFR31	15	15-Mar-2021T15:26:00Z	  -9.977	-14.020	 26.100	 36.890	 36.901	 0.01	  0.046	0.031	  0.10	 0.65	0.0036	0.0030	0.0043	0.0057	0.0041	-9999.9999	-9999.9999	0.0008	0.0077		0.0033	-9999.9999	0.0011	0.0464	-9999.9999	-9999.9999	0.0033	-9999.9999	0.0045	-9999.9999	-9999.9999	0.0175	0.0178	-9999.9999	-9999.9999	-9999.9999	
PIRATAFR31	16	15-Mar-2021T22:54:00Z	  -9.976	-15.034	 26.036	 36.851	 36.865																																
PIRATAFR31	17	16-Mar-2021T04:26:00Z	  -9.974	-16.006	 25.400	 36.843	 36.850	 0.02	  0.054	0.035	  0.15	 0.49	0.0046	0.0041	0.0046	0.0063	0.0045	-9999.9999	-9999.9999	0.0010	0.0102		0.0031	-9999.9999	0.0006	0.0594	-9999.9999	-9999.9999	-9999.9999	-9999.9999	0.0066	-9999.9999	-9999.9999	0.0221	0.0220	-9999.9999	-9999.9999	-9999.9999	
PIRATAFR31	18	16-Mar-2021T10:12:00Z	  -9.972	-17.018	 25.260	 36.785	 36.805																																
PIRATAFR31	19	16-Mar-2021T15:56:00Z	  -9.971	-17.990	 25.316	 36.503	 36.529	 0.02	  0.061	0.040	  0.19	 0.59	0.0045	0.0035	-9999.9999	0.0069	0.0039	-9999.9999	-9999.9999	-9999.9999	0.0094		0.0039	-9999.9999	0.0014	0.0608	-9999.9999	-9999.9999	-9999.9999	-9999.9999	0.0058	-9999.9999	-9999.9999	0.0268	0.0231	-9999.9999	-9999.9999	-9999.9999	
PIRATAFR31	20	16-Mar-2021T22:00:00Z	  -9.968	-19.015	 25.042	 36.500	 36.522																																
PIRATAFR31	21	20-Mar-2021T03:20:00Z	  -9.020	 -9.019	 26.730	 36.564	 36.569																																
PIRATAFR31	22	20-Mar-2021T12:00:00Z	  -7.980	 -7.980	 27.370	 36.360	 36.369	 0.02	  0.070	0.049	  0.14	 0.92	0.0048	0.0050	0.0013	0.0063	0.0046	-9999.9999	-9999.9999	0.0009	0.0119		0.0034	-9999.9999	0.0009	0.0904	-9999.9999	0.0029	-9999.9999	-9999.9999	0.0101	-9999.9999	-9999.9999	0.0561	0.0267	-9999.9999	-9999.9999	-9999.9999	
PIRATAFR31	23	20-Mar-2021T19:52:00Z	  -7.011	 -7.011	 27.599	 36.372	 36.376																																
PIRATAFR31	24	21-Mar-2021T04:00:00Z	  -6.023	 -6.024	 27.740	 36.334	 36.334	 0.02	  0.071	0.047	  0.12	 1.01	0.0057	0.0059	0.0016	0.0069	0.0052	-9999.9999	-9999.9999	0.0012	0.0149		0.0036	-9999.9999	-9999.9999	0.0872	-9999.9999	0.0031	0.0034	-9999.9999	0.0120	-9999.9999	-9999.9999	0.0524	0.0298	-9999.9999	-9999.9999	-9999.9999	
PIRATAFR31	25	21-Mar-2021T12:32:00Z	  -5.000	 -5.000	 28.071	 35.740	 35.818																																
PIRATAFR31	26	21-Mar-2021T21:03:00Z	  -3.992	 -3.992	 28.570	 35.137	 35.120	 0.04	  0.282	0.243	  0.17	 0.28	0.0146	0.0182	0.0115	0.0156	0.0155	-9999.9999	-9999.9999	0.0023	0.0600		0.0116	-9999.9999	0.0016	0.1415	-9999.9999	-9999.9999	0.0155	-9999.9999	-9999.9999	0.0218	-9999.9999	0.0375	0.2269	-9999.9999	0.0043	-9999.9999	
PIRATAFR31	27	22-Mar-2021T04:57:00Z	  -3.016	 -3.017	 28.219	 34.720	 34.521																																
PIRATAFR31	28	22-Mar-2021T13:26:00Z	  -2.015	 -2.015	 28.980	 34.601	 34.607	 0.02	  0.068	0.046	  0.04	 0.77	0.0097	0.0090	0.0063	0.0100	0.0079	-9999.9999	-9999.9999	0.0016	0.0261		0.0113	-9999.9999	0.0048	0.1017	-9999.9999	0.0032	0.0051	-9999.9999	-9999.9999	0.0171	-9999.9999	0.0664	0.0946	-9999.9999	0.0033	-9999.9999	
PIRATAFR31	29	22-Mar-2021T21:43:00Z	  -0.991	 -0.991	 28.840	 34.330	 34.341																																
PIRATAFR31	30	23-Mar-2021T21:26:00Z	  -1.018	 +0.000	 29.024	 34.460	 34.446																																
PIRATAFR31	31	24-Mar-2021T03:00:00Z	  -1.983	 -0.001	 29.100	 34.480	 34.460	 0.02	  0.030	0.006	  0.03	 0.88	0.0096	0.0124	0.0084	0.0111	0.0081	-9999.9999	-9999.9999	0.0015	0.0313		0.0061	-9999.9999	-9999.9999	0.1101	-9999.9999	0.0176	0.0097	-9999.9999	0.0299	-9999.9999	-9999.9999	0.1406	0.1054	-9999.9999	0.0041	-9999.9999	
PIRATAFR31	32	24-Mar-2021T19:29:00Z	  -2.723	 +0.001	 29.022	 34.354	 34.354																																
PIRATAFR31	33	25-Mar-2021T02:01:00Z	  -4.011	 +0.001	 29.021	 34.389	 34.272	 0.03	  0.024	-0.002	  0.02	 0.98	0.0062	0.0065	0.0032	0.0085	0.0067	-9999.9999	-9999.9999	0.0016	0.0179		-9999.9999	-9999.9999	0.0042	0.1377	-9999.9999	0.0084	0.0079	-9999.9999	0.0204	-9999.9999	-9999.9999	0.0752	0.0674	-9999.9999	0.0021	-9999.9999	
PIRATAFR31	34	 28.757	 34.601	 34.586																																
PIRATAFR31	35	25-Mar-2021T12:00:00Z	  -6.003	 +0.000	 29.049	 34.534	 34.549	 0.02	  0.020	-0.005	  0.02	 0.79	0.0037	0.0077	0.0067	0.0089	0.0142	-9999.9999	-9999.9999	0.0033	0.0108		0.0062	-9999.9999	0.0025	0.1429	-9999.9999	-9999.9999	-9999.9999	-9999.9999	0.0148	-9999.9999	-9999.9999	0.0657	0.0955	-9999.9999	0.0022	-9999.9999	
PIRATAFR31	36	25-Mar-2021T16:57:00Z	  -7.005	 +0.000	 29.041	 34.648	 34.667																																
PIRATAFR31	37	25-Mar-2021T22:05:00Z	  -8.014	 +0.000	 28.864	 34.652	 34.653	 0.02	  0.025	0.002	  0.03	 0.52	0.0050	0.0057	0.0040	0.0071	0.0057	-9999.9999	-9999.9999	0.0013	0.0144		0.0042	-9999.9999	0.0006	0.1154	-9999.9999	0.0085	0.0086	-9999.9999	0.0108	-9999.9999	-9999.9999	0.0607	0.0438	-9999.9999	0.0015	-9999.9999	
PIRATAFR31	38	26-Mar-2021T03:13:00Z	  -8.998	 +0.001	 28.830	 34.653	 34.655																																
PIRATAFR31	39	29-Mar-2021T01:10:00Z	 -11.014	 -0.000	 29.190	 34.770	 34.763	 0.02	  0.023	0.001	  0.00	 0.63	0.0083	0.0064	0.0030	0.0039	0.0034	-9999.9999	-9999.9999	0.0009	0.0140		0.0036	-9999.9999	-9999.9999	0.1088	-9999.9999	0.0040	0.0036	-9999.9999	0.0150	-9999.9999	-9999.9999	0.0504	0.0519	-9999.9999	0.0013	-9999.9999	
PIRATAFR31	40	29-Mar-2021T05:56:00Z	 -11.986	 +0.000	 28.822	 34.897	 34.718																																
PIRATAFR31	41	29-Mar-2021T10:48:00Z	 -12.998	 -0.000	 28.840	 34.868	 34.794	 0.03	  0.029	0.004	  0.00	 0.48	0.0050	0.0071	0.0049	0.0033	0.0031	-9999.9999	-9999.9999	0.0011	0.0137		0.0056	-9999.9999	0.0034	0.1444	-9999.9999	0.0042	0.0042	-9999.9999	0.0176	-9999.9999	-9999.9999	0.0833	0.0681	-9999.9999	0.0012	-9999.9999	
PIRATAFR31	42	29-Mar-2021T15:28:00Z	 -13.992	 +0.004	 28.600	 34.824	 34.743																																
PIRATAFR31	43	29-Mar-2021T20:20:00Z	 -15.020	 +0.000	 28.420	 35.050	 35.074	 0.02	  0.048	0.023	  0.02	 0.55	0.0045	0.0053	0.0027	0.0030	0.0029	-9999.9999	-9999.9999	0.0008	0.0100		0.0027	-9999.9999	-9999.9999	0.1077	-9999.9999	0.0040	0.0033	-9999.9999	0.0142	-9999.9999	-9999.9999	0.0563	0.0435	-9999.9999	0.0014	-9999.9999	
PIRATAFR31	44	30-Mar-2021T01:00:00Z	 -16.002	 +0.001	 28.616	 34.832	 34.823																																
PIRATAFR31	45	30-Mar-2021T06:00:00Z	 -17.000	 +0.000	 28.619	 34.587	 34.669	 0.03	  0.067	0.037	  0.01	 0.64	0.0057	0.0075	0.0039	0.0035	0.0035	-9999.9999	-9999.9999	0.0016	0.0150		0.0035	-9999.9999	-9999.9999	0.1260	-9999.9999	0.0061	0.0066	-9999.9999	0.0216	-9999.9999	-9999.9999	0.0822	0.0813	-9999.9999	0.0025	-9999.9999	
PIRATAFR31	46	30-Mar-2021T10:52:00Z	 -18.019	 +0.000	 28.710	 34.330	 34.362																																
PIRATAFR31	47	30-Mar-2021T15:30:00Z	 -18.999	 +0.000	 29.409	 34.774	 34.775	 0.02	  0.026	0.003	  0.00	 0.68																											
PIRATAFR31	48	30-Mar-2021T20:36:00Z	 -20.036	 +0.000	 28.850	 35.113	 35.082																																
PIRATAFR31	49	31-Mar-2021T02:15:00Z	 -20.985	 +0.000	 28.302	 35.460	 35.413	 0.03	  0.035	0.009	  0.03	 0.66	0.0048	0.0024	0.0019	0.0026	0.0033	-9999.9999	-9999.9999	0.0011	0.0098		0.0029	-9999.9999	-9999.9999	0.1501	-9999.9999	0.0037	0.0060	-9999.9999	0.0160	-9999.9999	-9999.9999	0.0603	0.0526	-9999.9999	0.0025	-9999.9999	
PIRATAFR31	50	31-Mar-2021T08:13:00Z	 -21.998	 -1.331	 28.387	 35.581	 35.594																																
PIRATAFR31	51	05-Apr-2021T11:30:00Z	 -21.970	 +4.048	 28.801	 34.780	 34.896	 0.03	  0.600	0.571	  0.03	 0.84																											
PIRATAFR31	52	05-Apr-2021T20:42:00Z	 -23.000	 +5.012	 28.930	 35.360	 35.355	 0.02	  0.030	0.007	  0.01	 0.83	0.0045	0.0036	0.0057	0.0024	0.0027	-9999.9999	-9999.9999	0.0013	0.0115		0.0039	-9999.9999	-9999.9999	0.1607	-9999.9999	0.0044	0.0042	-9999.9999	0.0183	-9999.9999	-9999.9999	0.0871	0.0604	-9999.9999	0.0036	-9999.9999	
PIRATAFR31	53	06-Apr-2021T03:33:00Z	 -23.000	 +5.983	 27.886	 35.529	 35.531	 0.02	  0.025	0.003	  0.02	 0.83																											
PIRATAFR31	54	06-Apr-2021T10:55:00Z	 -23.000	 +7.011	 27.250	 35.820	 35.837	 0.02	  0.063	0.039	  0.04	 0.96	0.0050	0.0032	0.0030	0.0034	0.0040	-9999.9999	-9999.9999	0.0021	0.0128		0.0046	-9999.9999	0.0026	0.1478	-9999.9999	0.0091	0.0073	-9999.9999	0.0254	-9999.9999	-9999.9999	0.1018	0.1181	-9999.9999	0.0040	-9999.9999	
PIRATAFR31	55	06-Apr-2021T19:01:00Z	 -23.000	 +7.989	 21.820	 35.814	 35.812	 0.02	  0.030	0.007	  0.06	 1.23																											
PIRATAFR31	56	07-Apr-2021T01:56:00Z	 -23.002	 +9.644	 26.100	 35.772	 35.793	 0.02	  0.027	0.006	  0.00	 0.96	0.0037	0.0022	0.0023	0.0022	0.0030	-9999.9999	-9999.9999	0.0008	0.0080		0.0024	-9999.9999	-9999.9999	0.1154	-9999.9999	0.0059	0.0069	-9999.9999	0.0131	-9999.9999	-9999.9999	0.0643	0.0422	-9999.9999	0.0025	-9999.9999	
PIRATAFR31	57	07-Apr-2021T09:34:00Z	 -23.000	+10.028	 25.244	 35.809	 35.822	 0.02	  0.025	0.006	  0.01	 0.94																											
PIRATAFR31	58	07-Apr-2021T17:01:00Z	 -23.000	+11.003	 24.879	 35.888	 35.904	 0.03	  0.040	0.010	  0.04	 0.71	0.0053	0.0035	0.0026	0.0034	0.0042	-9999.9999	-9999.9999	0.0010	0.0137		0.0043	0.0021	-9999.9999	0.1155	-9999.9999	0.0053	0.0081	-9999.9999	0.0120	-9999.9999	-9999.9999	0.0588	0.0631	-9999.9999	0.0024	-9999.9999	
PIRATAFR31	59	08-Apr-2021T01:05:00Z	 -23.083	+11.990	 23.796	 35.874	 35.879	 0.02	  0.035	0.010	  0.05	 0.45																											
PIRATAFR31	60	08-Apr-2021T09:11:00Z	 -23.218	+13.007	 23.367	 36.066	 36.074	 0.03	  0.055	0.029	  0.06	 0.71	0.0072	0.0068	0.0027	0.0068	-9999.9999	0.0051	0.0017	0.0013	0.0168		0.0039	0.0005	0.0056	0.1215	-9999.9999	0.0087	0.0123	-9999.9999	0.0199	-9999.9999	-9999.9999	0.0809	0.0929	-9999.9999	0.0033	-9999.9999	
PIRATAFR31	61	08-Apr-2021T19:06:00Z	 -23.365	+13.988	 24.158	 36.058	 36.071	 0.03	  0.043	0.017	  0.04	 0.68																											
PIRATAFR31	62	09-Apr-2021T01:53:00Z	 -23.454	+14.573	 24.548	 36.001	 36.018	 0.03	  0.033	0.007	  0.01	 0.81	0.0082	0.0049	0.0025	0.0046	0.0042	-9999.9999	-9999.9999	-9999.9999	0.0130		0.0030	-9999.9999	-9999.9999	0.0805	-9999.9999	0.0059	0.0044	-9999.9999	0.0133	-9999.9999	-9999.9999	0.0644	0.0481	-9999.9999	0.0027	-9999.9999	
PIRATAFR31	63	09-Apr-2021T17:56:00Z	 -23.193	+15.976	 23.054	 36.115	 36.117	 0.03	  0.078	0.051	  0.05	 0.45																											
PIRATAFR31	64	09-Apr-2021T23:45:00Z	 -22.982	+17.006	 22.075	 36.230	 36.150	 0.04	  0.410	0.366	  0.06	 1.58																											
PIRATAFR31	65	10-Apr-2021T10:14:00Z	 -22.548	+18.761	 21.364	 36.600	 36.605	 0.03	  0.109	0.083	  0.12	 0.68																											
