//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR28_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:14:15
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR28_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR28	11	03-Mar-2018T01:12:00Z	 -23.000	 +5.973	 27.000	 35.558	 35.575	 0.01	  0.049	0.039	  0.06	 0.94	0.0042	0.0091	0.0063	0.0058	0.0061	-9999.9999	-9999.9999	-9999.9999	0.0166		0.0062	-9999.9999	-9999.9999	0.0959		0.0025	0.0045		-9999.9999	0.0181		0.0539	0.1277		-9999.9999		
PIRATAFR28	12	03-Mar-2018T06:22:00Z	 -23.000	 +4.972	 27.200	 35.742	 35.771	 0.02	  0.039	0.020	  0.04	 1.05																											
PIRATAFR28	13	03-Mar-2018T12:09:00Z	 -22.984	 +3.992	 28.000	 35.855	 35.880	 0.02	  0.049	0.029	  0.05	 1.04	0.0032	0.0089	0.0090	0.0041	0.0031	-9999.9999	-9999.9999	-9999.9999	0.0142		0.0085	-9999.9999	0.0012	0.1063		0.0037	0.0045		0.0206	-9999.9999		0.0801	0.1106		-9999.9999		
PIRATAFR28	14	03-Mar-2018T18:18:00Z	 -23.000	 +2.958	 28.700	 35.505	 35.526	 0.02	  0.059	0.039	  0.04	 0.83																											
PIRATAFR28	15	03-Mar-2018T23:38:00Z	 -23.000	 +1.984	 28.400	 35.522	 35.637	 0.02	  0.059	0.039	  0.05	 0.90	0.0033	0.0074	0.0044	0.0050	0.0045	-9999.9999	-9999.9999	-9999.9999	0.0135		0.0048	-9999.9999	-9999.9999	0.1148		0.0028	0.0041		0.0207	-9999.9999		0.0606	0.1014		-9999.9999		
PIRATAFR28	16	04-Mar-2018T02:18:00Z	 -23.000	 +1.472	 28.100	 35.685	 35.707	 0.01	  0.068	0.059	  0.02	 0.89																											
PIRATAFR28	17	04-Mar-2018T05:00:00Z	 -23.000	 +0.953	 28.100	 35.800	 35.828	 0.01	  0.107	0.098	  0.03	 0.98	0.0039	0.0099	0.0104	0.0046	0.0040	-9999.9999	-9999.9999	-9999.9999	0.0154		0.0048	-9999.9999	-9999.9999	0.0921		0.0033	0.0053		0.0182	-9999.9999		0.0651	0.0958		-9999.9999		
PIRATAFR28	18	04-Mar-2018T05:23:00Z	 -23.000	 +0.875	 28.500	 35.796	 35.795																																
PIRATAFR28	19	05-Mar-2018T04:12:00Z	 -23.000	 -1.028	 28.600	 35.729	 35.753	 0.01	  0.029	0.020	  0.00	 0.91	0.0032	0.0070	0.0045	0.0042	0.0044	-9999.9999	-9999.9999	-9999.9999	0.0121		0.0039	-9999.9999	-9999.9999	0.0883		0.0026	0.0044		0.0158	-9999.9999		0.0525	0.0798		-9999.9999		
PIRATAFR28	20	05-Mar-2018T09:31:00Z	 -23.000	 -2.030	 28.800	 35.515	 35.581	 0.02	  0.029	0.010	  0.00	 0.80	0.0030	0.0065	0.0043	0.0039	0.0030	-9999.9999	-9999.9999	-9999.9999	0.0115		0.0040	-9999.9999	-9999.9999	0.0946		0.0030	0.0046		0.0196	-9999.9999		0.0790	0.0891		-9999.9999		
PIRATAFR28	21	05-Mar-2018T15:12:00Z	 -23.000	 -3.026	 28.400	 35.671	 35.697	 0.02	  0.039	0.020	  0.00	 0.67																											
PIRATAFR28	22	05-Mar-2018T20:44:00Z	 -22.990	 -4.012	 28.200	 35.686	 35.713	 0.00	  0.000	0.000	  0.05	 0.76	0.0019	0.0040	0.0024	0.0028	0.0023	-9999.9999	-9999.9999	-9999.9999	0.0097		0.0022	-9999.9999	-9999.9999	0.0947		0.0030	0.0047		0.0145	-9999.9999		0.0501	0.0671		-9999.9999		
PIRATAFR28	23	 28.000	 36.054	 36.082	 0.00	  0.000	0.000	  0.09	 0.88																											
PIRATAFR28	24	06-Mar-2018T09:30:00Z	 -20.976	 -4.944	 28.500	 36.193	 36.222	 0.00	  0.000	0.000	  0.09	 0.79	0.0014	0.0033	0.0021	0.0021	0.0016	-9999.9999	-9999.9999	-9999.9999	0.0065		0.0018	-9999.9999	-9999.9999	0.0805		0.0030	0.0040		0.0103	-9999.9999		0.0503	0.0418		-9999.9999		
PIRATAFR28	25	06-Mar-2018T15:40:00Z	 -19.961	 -5.418	 28.200	 36.230	 36.257	 0.00	  0.000	0.000	  0.08	 0.75																											
PIRATAFR28	26	06-Mar-2018T21:27:00Z	 -18.979	 -5.876	 28.100	 36.116	 36.142	 0.00	  0.000	0.000	  0.10	 0.78	0.0013	0.0029	0.0028	0.0020	0.0016	-9999.9999	-9999.9999	-9999.9999	0.0052		0.0016	-9999.9999	-9999.9999	0.0796		0.0021	0.0031		0.0093	-9999.9999		0.0404	0.0352		-9999.9999		
PIRATAFR28	27	 28.000	 36.169	 36.197	 0.00	  0.000	0.000	  0.08	 0.90																											
PIRATAFR28	28	07-Mar-2018T08:55:00Z	 -16.982	 -6.808	 27.900	 36.269	 36.279	 0.00	  0.000	0.000	  0.15	 0.92	0.0017	0.0036	0.0022	0.0029	0.0019	-9999.9999	-9999.9999	-9999.9999	0.0094		0.0020	-9999.9999	-9999.9999	0.0774		0.0030	0.0043		0.0090	-9999.9999		0.0490	0.0428		-9999.9999		
PIRATAFR28	29	07-Mar-2018T14:44:00Z	 -15.979	 -7.276	 27.700	 36.472	 36.498	 0.00	  0.000	0.000	  0.18	 0.97																											
PIRATAFR28	30	07-Mar-2018T20:33:00Z	 -14.979	 -7.744	 27.300	 36.398	 36.422	 0.00	  0.000	0.000	  0.17	 0.78	0.0016	0.0032	0.0023	0.0023	0.0017	-9999.9999	-9999.9999	-9999.9999	0.0089		0.0021	-9999.9999	-9999.9999	0.0716		0.0021	0.0036		0.0072	-9999.9999		0.0428	0.0330		-9999.9999		
PIRATAFR28	31	08-Mar-2018T02:10:00Z	 -13.978	 -8.217	 27.500	 36.518	 36.547	 0.00	  0.029	0.029	  0.15	 1.05																											
PIRATAFR28	32	08-Mar-2018T07:45:00Z	 -12.977	 -8.677	 27.400	 36.400	 36.425	 0.00	  0.049	0.049	  0.13	 0.95	0.0018	0.0034	0.0021	0.0024	0.0016	-9999.9999	-9999.9999	-9999.9999	0.0090		0.0019	-9999.9999	-9999.9999	0.0659		0.0031	0.0042		0.0101	-9999.9999		0.0546	0.0463		-9999.9999		
PIRATAFR28	33	08-Mar-2018T13:45:00Z	 -11.969	 -9.147	 27.100	 36.482	 36.509	 0.00	  0.049	0.049	  0.15	 1.12																											
PIRATAFR28	34	08-Mar-2018T20:04:00Z	 -10.982	 -9.605	 26.800	 36.484	 36.511	 0.01	  0.049	0.039	  0.17	 1.14	0.0013	0.0027	0.0019	0.0020	0.0016	-9999.9999	-9999.9999	-9999.9999	0.0074		0.0016	-9999.9999	-9999.9999	0.0712		0.0023	0.0031		0.0080	-9999.9999		0.0382	0.0328		-9999.9999		
PIRATAFR28	35	09-Mar-2018T22:15:00Z	  -8.983	 -9.779	 26.700	 36.529	 36.553	 0.01	  0.039	0.029	  0.17	 1.09																											
PIRATAFR28	36	10-Mar-2018T03:38:00Z	  -7.971	 -9.544	 27.300	 36.514	 36.545	 0.00	  0.029	0.029	  0.14	 1.06	0.0016	0.0031	0.0021	0.0028	0.0017	-9999.9999	-9999.9999	-9999.9999	0.0122		0.0018	-9999.9999	-9999.9999	0.0841		0.0028	0.0042		0.0091	-9999.9999		0.0385	0.0474		-9999.9999		
PIRATAFR28	37	10-Mar-2018T08:58:00Z	  -6.966	 -9.324	 28.000	 36.428	 36.453	 0.00	  0.029	0.029	  0.11	 1.10																											
PIRATAFR28	38	10-Mar-2018T14:43:00Z	  -5.965	 -9.059	 27.700	 36.131	 36.155	 0.00	  0.029	0.029	  0.10	 0.97	0.0020	0.0036	0.0018	0.0025	0.0017	-9999.9999	-9999.9999	-9999.9999	0.0110		0.0027	-9999.9999	0.0011	0.0744		0.0027	0.0036		0.0085	-9999.9999		0.0555	0.0475		-9999.9999		
PIRATAFR28	39	10-Mar-2018T20:04:00Z	  -4.978	 -8.845	 27.000	 36.268	 36.291	 0.00	  0.039	0.039	  0.13	 1.00																											
PIRATAFR28	40	11-Mar-2018T01:06:00Z	  -3.974	 -8.627	 27.200	 36.634	 36.651	 0.00	  0.029	0.029	  0.14	 0.96	0.0015	0.0029	-9999.9999	0.0028	0.0015	-9999.9999	-9999.9999	-9999.9999	0.0082		0.0018	-9999.9999	-9999.9999	0.0767		0.0027	0.0047		0.0089	-9999.9999		0.0433	0.0395		-9999.9999		
PIRATAFR28	41	11-Mar-2018T06:07:00Z	  -2.970	 -8.393	 27.600	 36.434	 36.462	 0.00	  0.029	0.029	  0.13	 0.97																											
PIRATAFR28	42	11-Mar-2018T11:15:00Z	  -1.964	 -8.175	 28.200	 36.506	 36.531	 0.01	  0.029	0.019	  0.14	 1.04	0.0015	0.0033	-9999.9999	0.0022	0.0016	-9999.9999	-9999.9999	-9999.9999	0.0085		0.0022	-9999.9999	-9999.9999	0.0800		0.0028	0.0032		0.0088	-9999.9999		0.0484	0.0449		-9999.9999		
PIRATAFR28	43	11-Mar-2018T16:23:00Z	  -0.977	 -7.962	 28.200	 36.200	 36.232	 0.00	  0.029	0.029	  0.13	 1.17																											
PIRATAFR28	44	11-Mar-2018T21:40:00Z	  +0.019	 -7.729	 28.100	 36.223	 36.260	 0.00	  0.029	0.029	  0.15	 1.23	0.0027	0.0049	0.0020	0.0048	0.0024	-9999.9999	-9999.9999	-9999.9999	0.0147		0.0027	-9999.9999	-9999.9999	0.0619		0.0029	0.0039		0.0082	-9999.9999		0.0364	0.0519		-9999.9999		
PIRATAFR28	45	12-Mar-2018T02:57:00Z	  +1.042	 -7.508	 28.300	 36.235	 36.275	 0.00	  0.010	0.010	  0.16	 1.22																											
PIRATAFR28	46	12-Mar-2018T07:59:00Z	  +2.022	 -7.295	 28.300	 35.849	 35.897	 0.00	  0.000	0.000	  0.10	 1.14	0.0022	0.0050	0.0038	0.0031	0.0028	-9999.9999	-9999.9999	-9999.9999	0.0101		0.0030	-9999.9999	0.0012	0.0838		0.0043	0.0051		0.0144	-9999.9999		0.0670	0.0752		-9999.9999		
PIRATAFR28	47	12-Mar-2018T13:26:00Z	  +3.030	 -7.060	 29.100	 35.790	 35.842	 0.00	  0.000	0.000	  0.09	 1.17																											
PIRATAFR28	48	12-Mar-2018T18:38:00Z	  +4.021	 -6.845	 29.500	 35.671	 35.705	 0.01	  0.020	0.010	  0.12	 1.15	0.0020	0.0053	0.0059	0.0031	0.0029	-9999.9999	-9999.9999	-9999.9999	0.0098		0.0032	-9999.9999	-9999.9999	0.0944		0.0023	0.0040		0.0134	-9999.9999		0.0461	0.0692		-9999.9999		
PIRATAFR28	49	13-Mar-2018T09:37:00Z	  +6.022	 -6.410	 30.400	 33.983	 34.040	 0.00	  0.000	0.000	  0.00	 2.12	0.0053	0.0190	0.0072	0.0182	0.0212	-9999.9999	-9999.9999	-9999.9999	0.0226		0.0235	-9999.9999	0.0062	0.1118		0.0030	0.0053		0.0302	-9999.9999		0.0652	0.2714		-9999.9999		
PIRATAFR28	50	13-Mar-2018T17:36:00Z	  +7.021	 -6.196	 30.200	 32.820	 32.835	 0.01	  0.000	0.000	  0.02	 4.13																											
PIRATAFR28	51	15-Mar-2018T01:41:00Z	 +10.038	 -5.321	 30.200	 27.581	 27.592	 0.02	  0.010	0.000	  0.04	30.37	0.0200	0.0546	0.0162	0.0040	0.1468	-9999.9999	0.0066	0.0009	0.0299		0.0218	0.0019	0.0023	0.0751		-9999.9999	0.0101		-9999.9999	0.0288		-9999.9999	0.4898		-9999.9999		
PIRATAFR28	52	15-Mar-2018T04:10:00Z	 +10.527	 -5.158	 30.100	 27.932	 27.958	 0.02	  0.000	0.000	  0.05	28.27																											
PIRATAFR28	53	15-Mar-2018T06:40:00Z	 +11.033	 -4.994	 29.900	 29.299	 29.231	 0.02	  0.000	0.000	  0.03	20.18																											
PIRATAFR28	54	17-Mar-2018T15:10:00Z	  +6.985	 -4.625	 29.200	 34.896	 34.907	 0.02	  0.010	0.000	  0.03	 1.42	0.0072	0.0174	0.0121	0.0046	0.0220	-9999.9999	-9999.9999	0.0009	0.0184		0.0123	-9999.9999	0.0033	0.1303		0.0025	0.0078		-9999.9999	0.0278		0.0648	0.1901		-9999.9999		
PIRATAFR28	55	18-Mar-2018T20:40:00Z	  +1.967	 -1.648	 29.400	 34.634	 34.643	 0.01	  0.000	0.000	  0.03	 0.91	0.0055	0.0086	0.0061	0.0036	0.0103	-9999.9999	-9999.9999	-9999.9999	0.0119		0.0046	-9999.9999	0.0017	0.0735		0.0018	0.0056		0.0106	-9999.9999		0.0391	0.0503		-9999.9999		
PIRATAFR28	56	19-Mar-2018T02:27:00Z	  +0.952	 -1.055	 29.600	 34.026	 34.032	 0.01	  0.000	0.000	  0.02	 0.81	0.0022	0.0110	0.0077	0.0041	0.0115	-9999.9999	-9999.9999	-9999.9999	0.0132		0.0038	-9999.9999	-9999.9999	0.0931		0.0034	0.0072		0.0187	-9999.9999		0.0670	0.0693		-9999.9999		
PIRATAFR28	57	19-Mar-2018T08:06:00Z	  -0.001	 -0.487	 29.000	 34.426	 34.438	 0.02	  0.000	0.000	  0.02	 0.71	0.0146	0.0425	0.0132	0.0033	0.1062	-9999.9999	0.0067	0.0025	0.0271		0.0133	0.0045	0.0021	0.0586		-9999.9999	0.0136		0.0268	-9999.9999		-9999.9999	0.3809		-9999.9999		
PIRATAFR28	58	 28.700	 35.363	 35.380	 0.02	  0.000	0.000	  0.05	 0.85																											
PIRATAFR28	59	23-Mar-2018T03:58:00Z	  -2.032	 -4.422	 28.500	 35.688	 35.697	 0.01	  0.000	0.000	  0.01	 0.92	0.0036	0.0115	0.0074	0.0045	0.0102	-9999.9999	-9999.9999	0.0015	0.0178		0.0036	-9999.9999	-9999.9999	0.0881		0.0049	0.0099		0.0171	-9999.9999		0.0654	0.0694		-9999.9999		
PIRATAFR28	60	23-Mar-2018T09:49:00Z	  -3.019	 -5.113	 28.600	 35.674	 35.692	 0.01	  0.137	0.127	  0.09	 1.19																											
PIRATAFR28	61	23-Mar-2018T15:56:00Z	  -4.029	 -5.820	 28.400	 36.096	 36.104	 0.01	  0.000	0.000	  0.04	 1.01	0.0026	0.0091	0.0069	0.0036	0.0103	-9999.9999	-9999.9999	0.0014	0.0138		0.0035	-9999.9999	0.0018	0.0879		-9999.9999	-9999.9999		0.0134	-9999.9999		0.0577	0.0459		-9999.9999		
PIRATAFR28	62	23-Mar-2018T22:02:00Z	  -5.020	 -6.513	 28.200	 36.094	 36.110	 0.01	  0.020	0.010	  0.03	 0.83																											
PIRATAFR28	63	24-Mar-2018T04:15:00Z	  -6.026	 -7.218	 27.700	 36.298	 36.314	 0.01	  0.010	0.000	  0.02	 0.97	0.0025	0.0091	0.0062	0.0030	0.0043	-9999.9999	-9999.9999	0.0013	0.0144		0.0026	-9999.9999	-9999.9999	0.0695		-9999.9999	-9999.9999		0.0122	-9999.9999		0.0406	0.0421		-9999.9999		
PIRATAFR28	64	24-Mar-2018T10:37:00Z	  -7.026	 -7.918	 27.900	 36.451	 36.466	 0.00	  0.000	0.000	  0.05	 0.65																											
PIRATAFR28	65	24-Mar-2018T16:35:00Z	  -8.019	 -8.613	 27.200	 36.476	 36.488	 0.00	  0.000	0.000	  0.05	 0.56																											
PIRATAFR28	66	24-Mar-2018T22:31:00Z	  -9.018	 -9.312	 29.500	 36.581	 36.598	 0.01	  0.000	0.000	  0.03	 0.78																											
PIRATAFR28	67	30-Mar-2018T11:32:00Z	 -11.018	 +2.280	 29.800	 34.977	 34.992	 0.01	  0.000	0.000	  0.02	 0.45																											
PIRATAFR28	68	30-Mar-2018T18:17:00Z	 -12.026	 +3.053	 29.800	 34.987	 35.010	 0.01	  0.000	0.000	  0.02	 0.62	0.0027	0.0097	0.0075	0.0028	0.0047	-9999.9999	-9999.9999	-9999.9999	0.0155		0.0037	-9999.9999	-9999.9999	0.1004		-9999.9999	-9999.9999		0.0154	-9999.9999		0.0494	0.0590		-9999.9999		
PIRATAFR28	69	31-Mar-2018T01:12:00Z	 -13.016	 +3.812	 29.100	 34.979	 35.000	 0.02	  0.000	0.000	  0.02	 0.69																											
PIRATAFR28	70	31-Mar-2018T08:26:00Z	 -14.018	 +4.581	 30.300	 34.052	 34.125	 0.01	  0.000	0.000	  0.04	 0.61	0.0129	0.0328	0.0201	0.0115	0.0095	-9999.9999	-9999.9999	0.0084	0.0623		0.0218	-9999.9999	0.0059	0.0830		-9999.9999	0.0113		-9999.9999	0.0229		0.0392	0.2748		-9999.9999		
PIRATAFR28	71	31-Mar-2018T15:46:00Z	 -14.994	 +5.329	 29.600	 34.882	 34.875	 0.01	  0.000	0.000	  0.03	 0.58																											
PIRATAFR28	72	31-Mar-2018T23:26:00Z	 -16.009	 +6.106	 29.200	 35.303	 35.320	 0.01	  0.000	0.000	  0.06	 0.88	0.0034	0.0108	0.0069	0.0044	0.0046	-9999.9999	-9999.9999	0.0026	0.0194		0.0059	-9999.9999	-9999.9999	0.1012		-9999.9999	0.0063		-9999.9999	0.0192		0.0392	0.0931		-9999.9999		
