//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR22_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:13:34
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR22_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR22	21	22-Apr-2012T08:29:00Z	  -2.162	 +1.927	 29.216	 34.524	 34.524	 0.00	  0.088	0.088	  0.04	 0.98	0.0044	0.0065	0.0034	0.0047	0.0052	-99999.0000	-99999.0000	0.0014	0.0168		0.0068	0.0000	0.0013	0.1019		0.0043	0.0043		0.0166	-99999.0000	0.0638	0.0675	0.0024		-99999.0000		
PIRATAFR22	22	22-Apr-2012T23:30:00Z	  -1.090	 -0.018	 29.030	 34.440	 34.445	 0.05	  0.127	0.176	  0.01	 0.94	0.0095	0.0115	0.0094	0.0087	0.0059	0.0014	-99999.0000	0.0015	0.0321		0.0081	0.0010	0.0016	0.1312		0.0142	0.0142		0.0274	-99999.0000	-99999.0000	0.1072	0.1141		0.0033		
PIRATAFR22	23	26-Apr-2012T10:41:00Z	  +2.067	 +0.783	 29.430	 34.380	 34.371	 0.04	  0.127	0.166	  0.04	 1.07	0.0046	0.0065	0.0058	0.0038	0.0048	0.0007	-99999.0000	0.0010	0.0184		0.0112	0.0000	0.0069	0.1025		0.0048	0.0048		0.0169	-99999.0000	-99999.0000	0.0787	0.0680		0.0026		
PIRATAFR22	24	27-Apr-2012T02:34:00Z	  +3.983	 -0.332	 28.920	 33.826	 33.833	 0.05	  0.137	0.186	  0.06	 1.45	0.0070	0.0094	0.0058	0.0058	0.0076	-99999.0000	-99999.0000	0.0008	0.0255		0.0076	-99999.0000	0.0005	0.1009		0.0085	0.0085		0.0303	-99999.0000	-99999.0000	0.0852	0.1337		0.0033		
PIRATAFR22	25	28-Apr-2012T21:03:00Z	  +4.900	 +1.417	 29.270	 33.715	 33.746	 0.05	  0.137	0.186	  0.02	 1.21	0.0045	0.0061	0.0030	0.0045	0.0065	-99999.0000	-99999.0000	0.0008	0.0168		0.0076	-99999.0000	0.0008	0.1091		0.0056	0.0056		0.0207	-99999.0000	-99999.0000	0.0487	0.0886		0.0019		
PIRATAFR22	26	29-Apr-2012T02:54:00Z	  +3.950	 +1.783	 29.390	 34.203	 34.204	 0.00	  0.098	0.098	  0.01	 0.96	0.0047	0.0063	0.0046	0.0042	0.0046	-99999.0000	-99999.0000	0.0009	0.0171		0.0063	-99999.0000	0.0005	0.0946		0.0054	0.0054		0.0161	-99999.0000	-99999.0000	0.0517	0.0681		0.0012		
PIRATAFR22	27	29-Apr-2012T09:10:00Z	  +2.900	 +2.183	 29.440	 34.490		 0.06	  0.137	0.195	  0.02	 0.96	0.0043	0.0059	0.0040	0.0040	0.0041	-99999.0000	-99999.0000	0.0010	0.0177		0.0114	-99999.0000	0.0035	0.1055		0.0047	0.0047		0.0169	-99999.0000	-99999.0000	0.0716	0.0752		0.0016		
PIRATAFR22	28	29-Apr-2012T15:20:00Z	  +1.907	 +2.562	 29.655	 34.776		 0.05	  0.146	0.195	  0.00	 0.83	0.0033	0.0049	0.0034	0.0037	0.0050	-99999.0000	-99999.0000	0.0011	0.0139		0.0095	-99999.0000	0.0016	0.1024		0.0036	0.0036		0.0134	-99999.0000	-99999.0000	0.0551	0.0604		0.0012		
PIRATAFR22	29	29-Apr-2012T20:56:00Z	  +0.989	 +2.908	 29.573	 34.743		 0.05	  0.137	0.185	  0.00	 0.90	0.0047	0.0065	0.0033	0.0040	0.0061	-99999.0000	-99999.0000	0.0010	0.0171		0.0071	-99999.0000	-99999.0000	0.1126		0.0045	0.0049		0.0182	-99999.0000	-99999.0000	0.0524	0.0683		0.0016		
PIRATAFR22	30	30-Apr-2012T03:19:00Z	  -0.017	 +3.293	 29.501	 34.628		 0.00	  0.107	0.107	  0.00	 0.83	0.0042	0.0057	0.0030	0.0032	0.0030	-99999.0000	-99999.0000	0.0012	0.0178		0.0062	-99999.0000	0.0004	0.0997		0.0057	0.0057		0.0177	-99999.0000	-99999.0000	0.0651	0.0653		0.0013		
PIRATAFR22	31	30-Apr-2012T09:45:00Z	  -1.070	 +3.664	 29.547	 34.747		 0.04	  0.156	0.195	  0.00	 0.74	0.0043	0.0059	0.0029	0.0045	0.0039	-99999.0000	-99999.0000	0.0011	0.0176		0.0106	-99999.0000	0.0047	0.1090		0.0057	0.0057		0.0183	-99999.0000	-99999.0000	0.0705	0.0770		0.0015		
PIRATAFR22	32	30-Apr-2012T16:55:00Z	  -2.018	 +4.045	 29.853	 34.858		 0.00	  0.107	0.107	  0.00	 0.65	0.0041	0.0065	0.0047	0.0038	0.0043	-99999.0000	-99999.0000	0.0011	0.0172		0.0089	-99999.0000	0.0011	0.1274		0.0044	0.0044		0.0188	-99999.0000	-99999.0000	0.0572	0.0784		0.0014		
