//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR14-EGEE1_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:18:19
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR14-EGEE1_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR14-EGEE1	16	17-Jun-2005T05:05:00Z	 -10.000	 -4.483			 35.924	 0.03	  0.000	0.135	  0.03	 1.16																											
PIRATAFR14-EGEE1	17	17-Jun-2005T12:41:00Z	 -10.000	 -3.450			 35.852	 0.04	  0.745	0.271	  0.77	 1.28																											
PIRATAFR14-EGEE1	18	20-Jun-2005T16:29:00Z	  -7.000	 +2.500	 27.300	 35.098	 35.092	 0.04	  0.000	0.057	  0.04	 0.73																											
PIRATAFR14-EGEE1	19	20-Jun-2005T06:09:00Z	  -4.950	 +3.317	 27.328	 35.043	 35.039	 0.02	  0.000	0.054	  0.02	 0.74																											
PIRATAFR14-EGEE1	20	21-Jun-2005T18:18:00Z	  -2.983	 +4.133	 27.111	 35.291	 35.289	 0.02	  0.000	0.067	  0.02	 0.96																											
PIRATAFR14-EGEE1	21	22-Jun-2005T13:18:00Z	  +0.100	 +5.200	 26.034	 35.380	 35.378	 0.05	  0.000	0.102	  0.05	 1.22																											
PIRATAFR14-EGEE1	22	02-Jul-2005T10:05:00Z	  +8.450	 +1.950	 19.710	 35.750	 35.767	 0.02	  0.000	0.075	  0.02	 0.36																											
PIRATAFR14-EGEE1	23	02-Jul-2005T17:27:00Z	 +12.000	 -1.000	 22.179	 35.544	 35.538	 0.02	  0.000	0.149	  0.02	 0.70																											
PIRATAFR14-EGEE1	24	03-Jul-2005T14:22:00Z	  +6.000	 +1.000	 25.993	 34.992	 34.961	 0.02	  0.000	0.220	  0.02	 1.08																											
PIRATAFR14-EGEE1	25	03-Jul-2005T20:46:00Z	  +6.000	 +2.000	 26.300	 35.100	 35.099	 0.02	  0.000	0.061	  0.02	 0.90																											
PIRATAFR14-EGEE1	26	04-Jul-2005T02:53:00Z	  +6.000	 +3.000	 26.402	 35.802	 35.094	 0.02	  0.000	0.065	  0.02	 0.80																											
