//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR19_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:12:39
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR19_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR19	45	06-Jul-2009T21:50:00Z	  -5.983	 -5.983	 25.827	 35.392	 35.486	 0.05	  0.780	0.829	  0.08	 0.98																											
PIRATAFR19	46	07-Jul-2009T06:15:00Z	  -7.017	 -7.000	 25.769	 35.266	 35.314	 0.03	  0.195	0.224	  0.08	 0.98																											
PIRATAFR19	47	07-Jul-2009T13:53:00Z	  -7.983	 -8.000	 26.517	 35.352	 35.418	 0.03	  0.390	0.419	  0.09	 0.98																											
PIRATAFR19	48	07-Jul-2009T22:35:00Z	  -9.000	 -9.000	 25.679	 35.861	 35.926	 0.03	  0.098	0.127	  0.11	 0.88																											
PIRATAFR19	49	12-Jul-2009T16:00:00Z	  -9.993	 -2.750	 25.423	 35.785	 35.843	 0.05	  0.780	0.829	  0.24	 1.76																											
PIRATAFR19	50	12-Jul-2009T20:12:00Z	  -9.982	 -2.250	 23.551	 35.804	 35.835	 0.09	  1.950	2.038	  0.32	 1.76																											
PIRATAFR19	51	12-Jul-2009T23:20:00Z	  -9.997	 -1.750	 23.417	 35.807	 35.849	 0.12	  3.121	3.238	  0.37	 1.95																											
PIRATAFR19	52	13-Jul-2009T03:45:00Z	  -9.995	 -1.228	 23.200	 35.767	 35.794	 0.10	  2.146	2.243	  0.36	 1.66																											
PIRATAFR19	53	13-Jul-2009T08:08:00Z	  -9.993	 -0.750	 22.922	 35.776	 35.812	 0.10	  2.828	2.926	  0.42	 1.76																											
PIRATAFR19	54	13-Jul-2009T11:50:00Z	  -9.995	 -0.258	 23.363	 35.798	 35.836	 0.10	  2.828	2.926	  0.42	 1.76																											
PIRATAFR19	55	13-Jul-2009T20:20:00Z	  -9.992	 +0.245	 22.430	 35.855	 35.866	 0.12	  3.121	3.238	  0.53	 2.15																											
PIRATAFR19	56	14-Jul-2009T00:04:00Z	  -9.997	 +0.747	 23.013	 35.886	 35.940	 0.11	  2.633	2.740	  0.35	 2.15																											
PIRATAFR19	57	14-Jul-2009T04:19:00Z	  -9.995	 +1.250	 22.140	 35.915	 35.954	 0.14	  2.633	2.769	  0.37	 2.24																											
PIRATAFR19	58	14-Jul-2009T21:25:00Z	  -8.998	 +1.857	 22.669	 35.755	 35.780	 0.09	  1.268	1.356	  0.31	 1.66																											
PIRATAFR19	59	15-Jul-2009T21:30:00Z	  -6.982	 +2.425	 25.994	 35.184	 35.227	 0.05	  0.293	0.341	  0.08	 1.07																											
PIRATAFR19	60	16-Jul-2009T20:10:00Z	  -4.908	 +3.000	 26.967	 34.741	 34.908	 0.06	  0.293	0.351	  0.07	 0.98																											
PIRATAFR19	61	18-Jul-2009T20:20:00Z	  +1.375	 +5.213	 26.185	 34.796	 35.015	 0.10	  0.488	0.585	  0.23	 1.17																											
PIRATAFR19	62	22-Jul-2009T12:04:00Z	  +2.342	 +6.000	 26.426	 34.780		 0.00	  0.000	0.000	  0.10	 1.17																											
PIRATAFR19	63	23-Jul-2009T11:44:00Z	  +2.342	 +5.988	 26.355	 34.920		 0.00	  0.000	0.000	  0.10	 2.54																											
