//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR27_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:14:08
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR27_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR27	11	01-Mar-2017T00:04:00Z	 -23.000	 +5.980	 27.830	 35.960	 36.000	 0.01	  0.644	0.636	  0.20	 1.57	0.0054	0.0106	0.0046	0.0051	0.0060	-9999.9999	-9999.9999	-9999.9999	0.0158		0.0054	-9999.9999	-9999.9999	0.0828		-9999.9999	0.0089		-9999.9999	0.0237		0.0587	0.1055		-9999.9999		
PIRATAFR27	12	01-Mar-2017T05:08:00Z	 -23.000	 +4.800	 28.130	 35.490	 35.663	 0.01	  0.156	0.150	  0.05	 0.88																											
PIRATAFR27	13	01-Mar-2017T10:34:00Z	 -22.967	 +4.033	 28.690	 35.080	 35.276	 0.01	  0.088	0.080	  0.06	 0.78	0.0059	0.0125	0.0049	0.0059	0.0065	-9999.9999	-9999.9999	-9999.9999	0.0153		0.0056	-9999.9999	0.0011	0.1045		0.0067	0.0098		0.0256	-9999.9999		0.0898	0.0955		-9999.9999		
PIRATAFR27	14	01-Mar-2017T15:56:00Z	 -23.000	 +2.983	 29.460	 34.200	 34.457	 0.01	  0.156	0.144	  0.06	 0.81																											
PIRATAFR27	15	03-Mar-2017T16:25:00Z	 -23.000	 -1.021	 28.123	 36.130	 36.131	 0.00	  0.234	0.232	  0.07	 0.90	0.0059	0.0110	0.0037	0.0068	0.0091	-9999.9999	-9999.9999	-9999.9999	0.0162		0.0096	-9999.9999	0.0023	0.1054		0.0051	0.0092		0.0169	-9999.9999		0.0573	0.0866		-9999.9999		
PIRATAFR27	16	03-Mar-2017T22:15:00Z	 -23.000	 -2.019	 28.368	 36.114	 36.132	 0.01	  0.137	0.130	  0.08	 0.98																											
PIRATAFR27	17	04-Mar-2017T04:06:00Z	 -23.000	 -3.024	 28.460	 35.952	 35.953	 0.01	  0.166	0.159	  0.02	 0.75	0.0079	0.0317	0.0034	0.0055	0.0519	-9999.9999	-9999.9999	-9999.9999	0.0185		0.0122	-9999.9999	-9999.9999	0.0912		0.0062	0.0118		0.0238	-9999.9999		0.0694	0.1707		-9999.9999		
PIRATAFR27	18	04-Mar-2017T09:57:00Z	 -23.000	 -4.020	 28.403	 35.961	 35.954	 0.01	  0.117	0.108	  0.11	 0.88																											
PIRATAFR27	19	04-Mar-2017T16:58:00Z	 -21.991	 -4.471	 28.520	 36.024	 36.023	 0.00	  0.117	0.112	  0.09	 0.66	0.0041	0.0084	0.0014	0.0033	0.0101	-9999.9999	-9999.9999	-9999.9999	0.0070		0.0031	-9999.9999	-9999.9999	0.0463		-9999.9999	-9999.9999		0.0116	-9999.9999		0.0382	0.0515		-9999.9999		
PIRATAFR27	20	04-Mar-2017T23:55:00Z	 -20.985	 -4.940	 28.270	 36.029	 36.024	 0.01	  0.468	0.460	  0.17	 1.14																											
PIRATAFR27	21	05-Mar-2017T06:40:00Z	 -19.973	 -5.412	 28.222	 36.053	 36.068	 0.01	  0.078	0.069	  0.09	 0.75	0.0049	0.0086	0.0011	0.0048	0.0060	-9999.9999	-9999.9999	-9999.9999	0.0113		0.0033	-9999.9999	-9999.9999	0.0695		0.0050	0.0039		0.0153	-9999.9999		0.0625	0.0464		-9999.9999		
PIRATAFR27	22	05-Mar-2017T13:35:00Z	 -18.979	 -5.876	 28.326	 36.114	 36.072	 0.00	  0.224	0.221	  0.14	 0.77																											
PIRATAFR27	23	05-Mar-2017T19:53:00Z	 -17.996	 -6.335	 28.262	 36.148	 36.148	 0.00	  0.049	0.045	  0.14	 0.74	-9999.9999	-9999.9999	-9999.9999	-9999.9999	-9999.9999	-9999.9999	-9999.9999	-9999.9999	0.0050		0.0025	-9999.9999	-9999.9999	0.0453		-9999.9999	-9999.9999		0.0074	-9999.9999		0.0267	0.0218		-9999.9999		
PIRATAFR27	24	06-Mar-2017T02:07:00Z	 -16.980	 -6.809	 28.039	 36.139	 36.149	 0.01	  0.215	0.209	  0.14	 0.98																											
PIRATAFR27	25	06-Mar-2017T08:05:00Z	 -15.981	 -7.275	 27.756	 36.322	 36.331	 0.00	  0.049	0.046	  0.11	 0.86	0.0016	0.0037	0.0012	0.0026	0.0015	-9999.9999	-9999.9999	-9999.9999	0.0116		0.0034	-9999.9999	-9999.9999	0.0540		-9999.9999	-9999.9999		0.0104	-9999.9999		0.0333	0.0367		-9999.9999		
PIRATAFR27	26	06-Mar-2017T14:20:00Z	 -14.964	 -7.748	 28.068	 36.270	 36.276	 0.01	  0.049	0.043	  0.13	 0.80																											
PIRATAFR27	27	06-Mar-2017T20:46:00Z	 -13.988	 -8.206	 27.740	 36.412	 36.413	 0.01	  0.127	0.121	  0.14	 0.94	-9999.9999	0.0026	-9999.9999	0.0020	0.0017	-9999.9999	-9999.9999	-9999.9999	0.0094		0.0030	-9999.9999	-9999.9999	0.0625		-9999.9999	-9999.9999		0.0107	-9999.9999		0.0352	0.0251		-9999.9999		
PIRATAFR27	28	07-Mar-2017T02:56:00Z	 -12.979	 -8.676	 27.696	 36.352	 36.364	 0.01	  0.039	0.031	  0.17	 0.84																											
PIRATAFR27	29	07-Mar-2017T09:28:00Z	 -11.980	 -9.142	 27.440	 36.410	 36.421	 0.00	  0.029	0.025	  0.18	 0.77	-9999.9999	0.0035	0.0023	0.0027	0.0017	-9999.9999	-9999.9999	-9999.9999	0.0126		0.0038	-9999.9999	0.0020	0.0563		-9999.9999	-9999.9999		0.0107	-9999.9999		0.0375	0.0361		-9999.9999		
PIRATAFR27	30	07-Mar-2017T07:13:00Z	 -10.986	 -9.605	 27.456	 36.396	 36.401	 0.01	  0.156	0.148	  0.15	 0.71																											
PIRATAFR27	31	15-Mar-2017T00:10:00Z	  -8.983	 -0.390	 28.412	 35.409	 35.405	 0.00	  0.098	0.095	  0.05	 0.79	0.0040	0.0059	0.0031	0.0027	0.0054	-9999.9999	-9999.9999	-9999.9999	0.0176		0.0057	-9999.9999	-9999.9999	0.0778		0.0047	0.0061		0.0164	-9999.9999		0.0451	0.0811		-9999.9999		
PIRATAFR27	32	15-Mar-2017T05:52:00Z	  -7.984	 -0.756	 28.483	 35.496	 35.500	 0.01	  0.166	0.158	  0.05	 0.81	0.0031	0.0057	0.0026	0.0030	0.0040	-9999.9999	-9999.9999	-9999.9999	0.0113		0.0037	-9999.9999	-9999.9999	0.0783		0.0051	0.0051		0.0191	-9999.9999		0.0610	0.0767		-9999.9999		
PIRATAFR27	33	15-Mar-2017T11:42:00Z	  -6.999	 -1.139	 29.024	 35.490	 35.496	 0.01	  0.049	0.039	  0.05	 0.84	0.0079	0.0170	0.0062	0.0037	0.0099	-9999.9999	-9999.9999	-9999.9999	0.0274		0.0066	-9999.9999	-9999.9999	0.0675		0.0044	0.0090		-9999.9999	0.0283		0.0340	0.2049		-9999.9999		
PIRATAFR27	34	15-Mar-2017T17:55:00Z	  -5.999	 -1.507	 29.218	 35.334	 35.450	 0.00	  0.068	0.063	  0.09	 0.77	-9999.9999	0.0094	0.0044	0.0029	0.0033	-9999.9999	-9999.9999	-9999.9999	0.0106		0.0050	-9999.9999	-9999.9999	0.0871		-9999.9999	-9999.9999		0.0161	-9999.9999		0.0466	0.0586		-9999.9999		
PIRATAFR27	35	15-Mar-2017T23:47:00Z	  -4.971	 -1.893	 29.016	 35.177	 35.341	 0.01	  0.029	0.018	  0.12	 0.82	0.0072	0.0178	0.0047	0.0071	0.0374	-9999.9999	-9999.9999	-9999.9999	0.0280		0.0111	-9999.9999	-9999.9999	0.0831		0.0038	0.0129		-9999.9999	0.0302		0.0337	0.2262		-9999.9999		
PIRATAFR27	36	16-Mar-2017T05:30:00Z	  -3.955	 -2.267	 28.959	 35.084	 35.111	 0.01	  0.068	0.057	  0.05	 0.77	0.0029	0.0100	0.0046	0.0050	0.0086	-9999.9999	-9999.9999	-9999.9999	0.0118		0.0043	-9999.9999	-9999.9999	0.0649		0.0042	0.0072		0.0174	-9999.9999		0.0522	0.0721		-9999.9999		
PIRATAFR27	37	16-Mar-2017T10:59:00Z	  -2.981	 -2.640	 29.223	 34.859	 35.087	 0.01	  0.127	0.120	  0.08	 0.81	0.0116	0.0496	0.0343	0.0050	0.0728	-9999.9999	0.0077	0.0121	0.0321		0.0203	0.0096	-9999.9999	0.1886		-9999.9999	0.0304		-9999.9999	0.0500		-9999.9999	0.5503		-9999.9999		
PIRATAFR27	38	16-Mar-2017T16:39:00Z	  -1.983	 -3.006	 29.451	 34.741	 34.916	 0.01	  0.098	0.085	  0.09	 0.84	0.0039	0.0173	0.0051	0.0085	0.0119	-9999.9999	-9999.9999	-9999.9999	0.0186		0.0085	-9999.9999	-9999.9999	0.1240		-9999.9999	-9999.9999		-9999.9999	0.0246		0.0564	0.1230		-9999.9999		
PIRATAFR27	39	16-Mar-2017T22:50:00Z	  -0.986	 -3.388	 29.182	 35.045	 34.757	 0.01	  0.117	0.103	  0.14	 0.83	0.0162	0.0532	0.0072	0.0024	0.1541	-9999.9999	0.0079	-9999.9999	0.0181		0.0219	0.0039	0.0023	0.0491		-9999.9999	0.0239		-9999.9999	0.0270		-9999.9999	0.3820		-9999.9999		
PIRATAFR27	40	17-Mar-2017T04:55:00Z	  -0.016	 -3.756	 28.918	 35.325	 34.931	 0.01	  0.107	0.095	  0.08	 1.08	0.0045	0.0111	0.0066	0.0040	0.0062	-9999.9999	-9999.9999	-9999.9999	0.0175		0.0060	-9999.9999	-9999.9999	0.0822		0.0070	0.0120		-9999.9999	0.0217		0.0630	0.1257		-9999.9999		
PIRATAFR27	41	17-Mar-2017T10:53:00Z	  +1.014	 -4.138	 29.202	 35.266	 35.325	 0.01	  0.039	0.029	  0.02	 1.11																											
PIRATAFR27	42	17-Mar-2017T16:26:00Z	  +1.977	 -4.492	 29.362	 35.194	 35.229	 0.01	  0.039	0.029	  0.03	 1.28	0.0022	0.0042	0.0022	0.0024	0.0043	-9999.9999	-9999.9999	-9999.9999	0.0095		0.0043	-9999.9999	-9999.9999	0.0764		0.0029	0.0031		0.0153	-9999.9999		0.0606	0.0667		-9999.9999		
PIRATAFR27	43	17-Mar-2017T22:26:00Z	  +3.017	 -4.889	 29.150	 35.211	 35.210	 0.00	  0.000	0.000	  0.07	 1.34																											
PIRATAFR27	44	18-Mar-2017T04:05:00Z	  +4.041	 -5.266	 29.047	 34.649	 34.669	 0.00	  0.078	0.078	  0.00	 0.78	0.0027	0.0053	0.0030	0.0030	0.0039	-9999.9999	-9999.9999	-9999.9999	0.0123		0.0043	-9999.9999	-9999.9999	0.0812		0.0026	0.0034		0.0147	-9999.9999		0.0569	0.0640		-9999.9999		
PIRATAFR27	45	18-Mar-2017T09:33:00Z	  +5.643	 -5.643	 29.540	 34.709	 34.685	 0.01	  0.098	0.088	  0.00	 1.80																											
PIRATAFR27	46	21-Mar-2017T16:41:00Z	  +6.992	 -5.082	 29.141	 34.255	 32.637	 0.02	  0.244	0.235	  0.05	 4.38																											
PIRATAFR27	47	21-Mar-2017T22:43:00Z	  +5.985	 -4.932	 29.070	 33.761	 34.126	 0.00	  0.186	0.186	  0.07	 4.34	0.0073	0.0125	0.0139	0.0052	0.0161	-9999.9999	-9999.9999	-9999.9999	0.0257		0.0055	-9999.9999	-9999.9999	0.0834		0.0052	0.0081		-9999.9999	0.0281		0.0651	0.2103		-9999.9999		
PIRATAFR27	48	22-Mar-2017T04:36:00Z	  +4.983	 -4.781	 28.817	 34.292	 33.711	 0.01	  0.205	0.195	  0.03	 4.37																											
PIRATAFR27	49	22-Mar-2017T10:24:00Z	  +3.983	 -4.611	 28.686	 34.933	 34.298	 0.01	  0.371	0.361	  0.10	 3.61	0.0049	0.0102	0.0116	0.0043	0.0121	-9999.9999	-9999.9999	-9999.9999	0.0214		0.0085	-9999.9999	0.0070	0.0859		0.0046	0.0086		0.0227	-9999.9999		0.0789	0.1244		-9999.9999		
PIRATAFR27	50	22-Mar-2017T16:03:00Z	  +2.998	 -4.216	 28.835	 35.195	 35.219	 0.01	  0.000	0.000	  0.10	 1.32																											
PIRATAFR27	51	22-Mar-2017T21:46:00Z	  +1.984	 -3.811	 28.627	 35.114	 35.144	 0.01	  0.176	0.166	  0.08	 1.11	0.0035	0.0069	0.0104	0.0039	0.0071	-9999.9999	-9999.9999	-9999.9999	0.0151		0.0060	-9999.9999	0.0020	0.1183		0.0056	0.0080		0.0210	-9999.9999		0.0635	0.0961		-9999.9999		
PIRATAFR27	52	23-Mar-2017T03:09:00Z	  +0.984	 -3.410	 28.697	 34.996	 35.018	 0.01	  0.049	0.039	  0.07	 1.10																											
PIRATAFR27	53	25-Mar-2017T18:26:00Z	  -1.020	 +0.000	 29.833	 34.430	 34.470	 0.02	  0.029	0.010	  0.03	 0.85	0.0031	0.0054	0.0079	0.0036	0.0060	-9999.9999	-9999.9999	-9999.9999	0.0156		0.0062	-9999.9999	0.0020	0.1037		0.0034	0.0061		-9999.9999	0.0171		0.0463	0.0915		-9999.9999		
PIRATAFR27	54	25-Mar-2017T23:37:00Z	  -2.016	 +0.000	 29.574	 34.477	 34.510	 0.01	  0.000	0.000	  0.02	 0.76																											
PIRATAFR27	55	26-Mar-2017T04:46:00Z	  -3.051	 -0.000	 29.556	 34.595	 34.621	 0.01	  0.000	0.000	  0.03	 0.68	0.0031	0.0057	0.0081	0.0039	0.0041	-9999.9999	-9999.9999	-9999.9999	0.0148		0.0041	-9999.9999	0.0015	0.0848		0.0041	0.0076		0.0171	-9999.9999		0.0508	0.0860		-9999.9999		
PIRATAFR27	56	26-Mar-2017T09:34:00Z	  -4.022	 -0.000	 29.697	 34.657	 34.695	 0.02	  0.000	0.000	  0.03	 0.76																											
PIRATAFR27	57	26-Mar-2017T14:36:00Z	  -5.032	 -0.000	 30.082	 34.524	 34.564	 0.02	  0.000	0.000	  0.00	 0.79	0.0024	0.0051	0.0096	0.0029	0.0039	-9999.9999	-9999.9999	-9999.9999	0.0134		0.0071	-9999.9999	0.0066	0.1056		0.0039	0.0061		-9999.9999	0.0160		0.0502	0.0851		-9999.9999		
PIRATAFR27	58	26-Mar-2017T19:26:00Z	  -6.026	 +0.000	 29.837	 34.623	 34.660	 0.02	  0.000	0.000	  0.05	 0.79																											
PIRATAFR27	59	27-Mar-2017T00:20:00Z	  -7.025	 +0.000	 29.552	 34.569	 34.608	 0.02	  0.088	0.068	  0.01	 0.87	0.0028	0.0051	0.0093	0.0030	0.0034	-9999.9999	-9999.9999	-9999.9999	0.0125		0.0043	-9999.9999	-9999.9999	0.0904		0.0037	0.0059		0.0154	-9999.9999		0.0452	0.0606		-9999.9999		
PIRATAFR27	60	27-Mar-2017T05:10:00Z	  -8.029	 -0.000	 29.395	 34.814	 34.873	 0.02	  0.078	0.059	  0.02	 0.75																											
PIRATAFR27	61	27-Mar-2017T10:01:00Z	  -9.018	 -0.000	 29.284	 35.084	 35.154	 0.02	  0.020	0.000	  0.06	 0.84	0.0026	0.0058	0.0076	0.0025	0.0032	-9999.9999	-9999.9999	-9999.9999	0.0120		0.0052	-9999.9999	0.0044	0.1026		0.0054	0.0062		0.0194	-9999.9999		0.0658	0.0884		-9999.9999		
PIRATAFR27	62	28-Mar-2017T01:03:00Z	  -9.877	 +0.002	 29.660	 34.957	 35.024	 0.02	  0.000	0.000	  0.00	 0.82																											
PIRATAFR27	63	28-Mar-2017T11:54:00Z	 -11.010	 +1.010	 30.300	 34.722	 34.798	 0.01	  0.000	0.000	  0.09	 0.87																											
PIRATAFR27	64	28-Mar-2017T19:49:00Z	 -12.021	 +2.020	 30.291	 34.673	 34.744	 0.01	  0.059	0.049	  0.04	 0.85	0.0030	0.0062	0.0082	0.0037	0.0047	-9999.9999	-9999.9999	-9999.9999	0.0139		0.0060	-9999.9999	0.0018	0.0762		0.0030	0.0055		-9999.9999	0.0134		0.0306	0.0675		-9999.9999		
PIRATAFR27	65	29-Mar-2017T03:47:00Z	 -13.011	 +3.011	 29.817	 34.892	 34.966	 0.01	  0.000	0.000	  0.03	 0.73																											
PIRATAFR27	66	29-Mar-2017T13:22:00Z	 -14.035	 +4.022	 29.633	 34.871	 34.942	 0.01	  0.068	0.059	  0.03	 0.78	0.0035	0.0091	0.0101	0.0051	0.0059	-9999.9999	-9999.9999	-9999.9999	0.0219		0.0102	-9999.9999	-9999.9999	0.1138		0.0047	0.0080		-9999.9999	0.0259		0.0675	0.1341		-9999.9999		
PIRATAFR27	67	29-Mar-2017T23:39:00Z	 -15.593	 +5.018	 29.743	 34.733	 34.802	 0.02	  0.137	0.117	  0.03	 0.77																											
PIRATAFR27	68	30-Mar-2017T09:31:00Z	 -17.047	 +6.008	 28.956	 35.897	 35.999	 0.02	  0.029	0.020	  0.01	 0.80	0.0039	0.0105	0.0131	0.0052	0.0045	-9999.9999	-9999.9999	-9999.9999	0.0231		0.0116	-9999.9999	0.0037	0.1256		0.0064	0.0090		-9999.9999	0.0343		0.0789	0.1956		-9999.9999		
PIRATAFR27	69	30-Mar-2017T20:18:00Z	 -18.587	 +7.014	 28.033	 36.107	 36.175	 0.02	  0.166	0.146	  0.00	 0.89																											
PIRATAFR27	70	30-Mar-2017T05:55:00Z	 -20.018	 +8.027	 27.055	 36.067	 36.138	 0.02	  0.088	0.068	  0.07	 0.99	0.0035	0.0076	0.0104	0.0033	0.0035	-9999.9999	-9999.9999	-9999.9999	0.0143		0.0059	-9999.9999	0.0010	0.1188		0.0059	0.0086		-9999.9999	0.0295		0.0687	0.1462		-9999.9999		
PIRATAFR27	71	31-Mar-2017T12:36:00Z	 -20.637	 +9.036	 26.704	 35.845	 35.981	 0.02	  0.049	0.029	  0.03	 0.95																											
PIRATAFR27	72	31-Mar-2017T18:52:00Z	 -21.167	+10.001	 26.365	 36.021	 36.114	 0.01	  0.098	0.088	  0.04	 0.75	0.0041	0.0085	0.0105	0.0059	0.0057	-9999.9999	-9999.9999	-9999.9999	0.0170		0.0086	-9999.9999	0.0016	0.1233		0.0043	0.0067		-9999.9999	0.0207		0.0609	0.1009		-9999.9999		
PIRATAFR27	73	01-Apr-2017T01:14:00Z	 -21.756	+11.009	 27.479	 35.698	 35.797	 0.02	  0.302	0.283	  0.10	 0.37																											
PIRATAFR27	74	01-Apr-2017T07:47:00Z	 -22.310	+12.041	 23.626	 35.807	 35.932	 0.02	  0.176	0.156	  0.10	 0.46	0.0074	0.0120	0.0087	0.0075	0.0191	-9999.9999	-9999.9999	-9999.9999	0.0232		0.0085	-9999.9999	0.0012	0.0711		0.0046	0.0098		-9999.9999	0.0177		0.0412	0.1366		-9999.9999		
PIRATAFR27	75	01-Apr-2017T14:16:00Z	 -22.942	+13.013	 23.131	 35.722	 35.822	 0.02	  0.146	0.127	  0.13	 0.54																											
PIRATAFR27	76	01-Apr-2017T20:47:00Z	 -23.509	+14.014	 22.626	 35.710	 35.808	 0.05	  0.283	0.234	  0.21	 0.70	0.0263	0.0416	0.0194	0.0363	0.0317	0.0039	0.0066	0.0052	0.0885		0.0158	0.0027	0.0024	0.0365		-9999.9999	0.0471		-9999.9999	0.0143		-9999.9999	0.3116		-9999.9999		
PIRATAFR27	77	02-Apr-2017T03:02:00Z	 -24.091	+15.012	 23.116	 35.959	 36.078	 0.02	  0.146	0.127	  0.10	 0.55																											
PIRATAFR27	78	02-Apr-2017T09:03:00Z	 -24.688	+16.007	 22.104	 35.976	 36.080	 0.02	  0.176	0.156	  0.09	 0.66	0.0077	0.0126	0.0074	0.0105	0.0092	-9999.9999	-9999.9999	0.0013	0.0253		0.0074	-9999.9999	0.0013	0.0686		-9999.9999	0.0075		-9999.9999	0.0138		0.0287	0.1123		-9999.9999		
