//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR21_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:13:27
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR21_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR21	11	06-May-2011T23:33:00Z	  -9.000	 +1.500	 28.690	 34.387	 34.395	 0.00	  0.000	0.000	  0.00	 0.68	0.0034	0.0068	0.0050	0.0057	0.0063	-99999.0000	-99999.0000	-99999.0000	0.0158		0.0063	-99999.0000	-99999.0000	0.0935		-99999.0000	0.0076		-99999.0000	-99999.0000		0.0883	0.0654		-99999.0000	-99999.0000	
PIRATAFR21	12	13-May-2011T20:45:00Z	  -8.933	 -8.933	 27.430	 36.405	 36.416	 0.00	  0.000	0.000	  0.07	 0.58	0.0019	0.0042	0.0014	0.0032	0.0037	-99999.0000	-99999.0000	-99999.0000	0.0108		0.0032	-99999.0000	0.0006	0.0740		-99999.0000	0.0037		-99999.0000	-99999.0000		0.0686	0.0368		-99999.0000	-99999.0000	
PIRATAFR21	13	14-May-2011T05:18:00Z	  -7.967	 -7.967	 27.745	 36.155	 36.162	 0.00	  0.000	0.000	  0.06	 0.58	0.0043	0.0068	0.0018	0.0055	0.0033	-99999.0000	-99999.0000	-99999.0000	0.0185		0.0035	-99999.0000	-99999.0000	0.0702		-99999.0000	0.0074		-99999.0000	-99999.0000		0.1371	0.0503		-99999.0000	-99999.0000	
PIRATAFR21	14	14-May-2011T13:35:00Z	  -6.967	 -6.967	 28.180	 35.778	 35.753	 0.00	  0.000	0.000	  0.04	 0.59	0.0043	0.0074	0.0035	0.0050	0.0039	-99999.0000	-99999.0000	-99999.0000	0.0200		0.0097	-99999.0000	0.0037	0.0951		-99999.0000	0.0084		-99999.0000	-99999.0000		0.1341	0.0675		-99999.0000	-99999.0000	
PIRATAFR21	15	15-May-2011T10:21:00Z	  -4.950	 -4.950	 27.980	 34.500	 34.509	 0.00	  0.000	0.000	  0.03	 0.59	0.0060	0.0181	0.0108	0.0077	0.0152	-99999.0000	-99999.0000	-99999.0000	0.0261		0.0188	-99999.0000	0.0030	0.1043		-99999.0000	0.0122		-99999.0000	-99999.0000		0.1752	0.1407		0.0035	-99999.0000	
PIRATAFR21	16	16-May-2011T05:30:00Z	  -3.017	 -3.033	 27.050	 35.330	 35.042	 0.00	  0.000	0.000	  0.09	 0.98	0.0048	0.0107	0.0092	0.0050	0.0075	-99999.0000	-99999.0000	-99999.0000	0.0198		0.0071	0.0007	0.0011	0.0773		-99999.0000	0.0107		-99999.0000	-99999.0000		0.1288	0.1195		0.0031	-99999.0000	
PIRATAFR21	17	17-May-2011T00:16:00Z	  -0.950	 -0.950	 26.730	 35.470	 35.466	 0.00	  0.000	0.000	  0.08	 0.78	0.0027	0.0075	0.0051	0.0035	0.0064	-99999.0000	-99999.0000	-99999.0000	0.0125		0.0051	-99999.0000	0.0009	0.0848		-99999.0000	0.0058		-99999.0000	-99999.0000		0.0900	0.0689		-99999.0000	-99999.0000	
PIRATAFR21	18	18-May-2011T22:46:00Z	  +0.417	 +1.033	 29.040	 34.260	 34.330	 0.00	  0.000	0.000	  0.02	 0.59	0.0027	0.0074	0.0069	0.0029	0.0071	-99999.0000	-99999.0000	-99999.0000	0.0138		0.0062	0.0005	0.0014	0.1110		-99999.0000	0.0067		-99999.0000	-99999.0000		0.0999	0.0750		-99999.0000	-99999.0000	
PIRATAFR21	19	19-May-2011T12:58:00Z	  +1.200	 +3.000	 29.567	 34.370	 34.385	 0.00	  0.000	0.000	  0.01	 0.59	0.0024	0.0062	0.0041	0.0036	0.0044	-99999.0000	-99999.0000	-99999.0000	0.0134		0.0098	-99999.0000	0.0020	0.0753		-99999.0000	0.0052		-99999.0000	-99999.0000		0.0942	0.0588		-99999.0000	-99999.0000	
PIRATAFR21	20	19-May-2011T19:48:00Z	  +1.600	 +4.050	 29.370	 34.300	 34.415	 0.00	  0.000	0.000	  0.00	 0.49	0.0037	0.0079	0.0054	0.0045	0.0044	-99999.0000	-99999.0000	-99999.0000	0.0212		0.0064	-99999.0000	0.0013	0.0851		-99999.0000	0.0055		-99999.0000	-99999.0000		0.0980	0.0682		-99999.0000	-99999.0000	
PIRATAFR21	21	20-May-2011T01:38:00Z	  +1.967	 +5.000	 29.230	 33.920	 33.907	 0.00	  0.000	0.000	  0.01	 3.03	0.0045	0.0086	0.0036	0.0044	0.0168	-99999.0000	-99999.0000	-99999.0000	0.0209		0.0113	-99999.0000	0.0010	0.1047		-99999.0000	0.0078		-99999.0000	-99999.0000		0.0985	0.1371		0.0025	-99999.0000	
PIRATAFR21	22	23-May-2011T11:10:00Z	  +2.183	 +5.967	 29.540	 34.491	 34.482	 0.00	  0.000	0.000	  0.00	 1.95	0.0037	0.0095	0.0045	0.0045	0.0112	-99999.0000	-99999.0000	-99999.0000	0.0197		0.0144	-99999.0000	0.0040	0.1011		-99999.0000	0.0062		-99999.0000	-99999.0000		0.1487	0.1192		-99999.0000	-99999.0000	
PIRATAFR21	23	23-May-2011T14:53:00Z	  +1.767	 +5.483	 29.406	 34.361	 34.352	 0.00	  0.000	0.000	  0.01	 2.64	0.0038	0.0120	0.0078	0.0052	0.0190	-99999.0000	-99999.0000	-99999.0000	0.0203		0.0127	-99999.0000	0.0044	0.1223		-99999.0000	0.0093		-99999.0000	0.0257		0.1439	0.1493		-99999.0000	-99999.0000	
PIRATAFR21	24	23-May-2011T18:35:00Z	  +1.383	 +4.967	 29.381	 34.604	 34.610	 0.00	  0.000	0.000	  0.01	 0.78	0.0029	0.0059	0.0040	0.0049	0.0058	-99999.0000	-99999.0000	-99999.0000	0.0154		0.0054	-99999.0000	0.0010	0.0945		-99999.0000	0.0058		-99999.0000	-99999.0000		0.0957	0.0641		-99999.0000	-99999.0000	
PIRATAFR21	25	23-May-2011T22:13:00Z	  +0.983	 +4.483	 29.340	 34.499	 34.514	 0.00	  0.000	0.000	  0.00	 0.59	0.0029	0.0057	0.0056	0.0032	0.0040	-99999.0000	-99999.0000	-99999.0000	0.0162		0.0056	-99999.0000	-99999.0000	0.0893		-99999.0000	0.0069		-99999.0000	-99999.0000		0.0919	0.0571		-99999.0000	-99999.0000	
PIRATAFR21	26	24-May-2011T02:02:00Z	  +0.583	 +3.967	 29.070	 34.293	 34.300	 0.00	  0.000	0.000	  0.00	 0.59	0.0039	0.0067	0.0057	0.0051	0.0054	-99999.0000	-99999.0000	-99999.0000	0.0180		0.0057	-99999.0000	0.0008	0.0910		-99999.0000	0.0106		-99999.0000	-99999.0000		0.1150	0.0698		-99999.0000	-99999.0000	
PIRATAFR21	27	24-May-2011T05:40:00Z	  +0.167	 +3.450	 28.980	 34.166	 34.173	 0.00	  0.000	0.000	  0.00	 0.49	0.0071	0.0116	0.0081	0.0075	0.0070	-99999.0000	-99999.0000	-99999.0000	0.0277		0.0065	-99999.0000	-99999.0000	0.0827		-99999.0000	0.0130		-99999.0000	-99999.0000		0.1654	0.1033		-99999.0000	-99999.0000	
PIRATAFR21	28	24-May-2011T09:25:00Z	  -0.217	 +2.967			 34.125	 0.00	  0.000	0.000	  0.00	 0.49	0.0070	0.0112	0.0068	0.0078	0.0073	-99999.0000	-99999.0000	-99999.0000	0.0306		0.0139	-99999.0000	0.0040	0.1043		-99999.0000	0.0129		-99999.0000	-99999.0000		0.1724	0.1282		-99999.0000	-99999.0000	
PIRATAFR21	29	24-May-2011T13:04:00Z	  -0.617	 +2.483	 29.153	 34.203	 34.288	 0.00	  0.000	0.000	  0.00	 0.49	0.0046	0.0102	0.0065	0.0060	0.0071	-99999.0000	-99999.0000	-99999.0000	0.0277		0.0160	-99999.0000	0.0059	0.1142		-99999.0000	0.0093		-99999.0000	-99999.0000		0.1493	0.1153		-99999.0000	-99999.0000	
PIRATAFR21	30	26-May-2011T21:32:00Z	  -0.583	 -1.000	 25.800	 35.720	 35.740	 0.00	  0.000	0.000	  0.15	 0.88	0.0084	0.0139	0.0054	0.0117	0.0084	-99999.0000	-99999.0000	-99999.0000	0.0408		0.0114	-99999.0000	0.0018	0.0889		-99999.0000	0.0115		-99999.0000	-99999.0000		0.0993	0.1059		-99999.0000	-99999.0000	
PIRATAFR21	31	27-May-2011T03:25:00Z	  -0.167	 +0.000	 26.013	 35.670	 35.676	 0.00	  0.000	0.000	  0.10	 0.88	0.0062	0.0109	0.0046	0.0087	0.0058	-99999.0000	-99999.0000	-99999.0000	0.0282		0.0068	0.0010	0.0009	0.0962		-99999.0000	0.0098		-99999.0000	-99999.0000		0.1528	0.1005		-99999.0000	-99999.0000	
PIRATAFR21	32	27-May-2011T09:28:00Z	  -0.233	 +1.000	 28.250	 34.560	 34.568	 0.00	  0.000	0.000	  0.00	 0.68	0.0033	0.0094	0.0071	0.0045	0.0071	-99999.0000	-99999.0000	-99999.0000	0.0189		0.0142	-99999.0000	0.0034	0.1068		-99999.0000	0.0068		-99999.0000	-99999.0000		0.1498	0.1097		-99999.0000	-99999.0000	
PIRATAFR21	33	27-May-2011T15:28:00Z	  -0.633	 +2.100	 29.050	 34.430	 34.442	 0.00	  0.000	0.000	  0.00	 0.49	0.0022	0.0056	0.0057	0.0037	0.0041	-99999.0000	-99999.0000	-99999.0000	0.0130		0.0080	-99999.0000	0.0028	0.0833		-99999.0000	0.0049		-99999.0000	-99999.0000		0.0831	0.0596		-99999.0000	-99999.0000	
PIRATAFR21	34	27-May-2011T21:15:00Z	  +1.650	 +2.967	 28.960	 34.290	 34.306	 0.00	  0.000	0.000	  0.00	 0.49	0.0027	0.0046	0.0034	0.0033	0.0040	-99999.0000	-99999.0000	-99999.0000	0.0141		0.0051	-99999.0000	0.0014	0.0776		-99999.0000	0.0054		-99999.0000	-99999.0000		0.0724	0.0514		-99999.0000	-99999.0000	
PIRATAFR21	35	28-May-2011T03:21:00Z	  +1.483	 +3.983	 29.000	 34.370	 34.393	 0.00	  0.000	0.000	  0.01	 0.49	0.0027	0.0061	0.0036	0.0036	0.0046	-99999.0000	-99999.0000	-99999.0000	0.0141		0.0045	-99999.0000	-99999.0000	0.0763		-99999.0000	0.0071		-99999.0000	-99999.0000		0.0847	0.0597		-99999.0000	-99999.0000	
PIRATAFR21	36	28-May-2011T09:30:00Z	  +1.900	 +4.983	 29.000	 34.601	 34.614	 0.00	  0.000	0.000	  0.00	 0.68	0.0036	0.0116	0.0108	0.0047	0.0181	-99999.0000	-99999.0000	-99999.0000	0.0198		0.0174	-99999.0000	0.0046	0.0890		-99999.0000	0.0074		-99999.0000	-99999.0000		0.1190	0.1470		0.0022	-99999.0000	
PIRATAFR21	37	28-May-2011T17:35:00Z	  +2.333	 +6.167	 29.191	 34.466	 34.480	 0.03	  0.000	0.029	  0.00	 2.25	0.0099	0.0186	0.0108	0.0089	0.0245	-99999.0000	-99999.0000	-99999.0000	0.0342		0.0165	-99999.0000	-99999.0000	0.1358		-99999.0000	0.0187		-99999.0000	0.0351		0.1968	0.2062		-99999.0000	-99999.0000	
PIRATAFR21	38	02-Jun-2011T20:20:00Z	  -2.500	 -0.500	 24.618	 35.902	 35.914	 0.04	  0.683	0.722	  0.16	 1.17	0.0130	0.0241	0.0064	0.0219	0.0258	-99999.0000	-99999.0000	-99999.0000	0.0459		0.0140	0.0008	0.0040	0.0581		-99999.0000	0.0098		-99999.0000	-99999.0000		0.0614	0.1391		-99999.0000	-99999.0000	
PIRATAFR21	39	03-Jun-2011T06:13:00Z	  -4.300	 -0.500	 24.610	 35.879	 35.885	 0.04	  0.780	0.819	  0.14	 1.07	0.0185	0.0258	0.0082	0.0266	0.0182	-99999.0000	-99999.0000	-99999.0000	0.0712		0.0111	0.0009	0.0022	0.0391		-99999.0000	0.0133		-99999.0000	-99999.0000		0.0606	0.1663		-99999.0000	-99999.0000	
PIRATAFR21	40	03-Jun-2011T06:13:00Z	  -4.300	 -0.500																																			
PIRATAFR21	41	04-Jun-2011T02:30:00Z	  -8.300	 -0.500	 23.725	 35.979	 35.989	 0.06	  1.268	1.326	  0.21	 1.37	0.0228	0.0250	0.0056	0.0360	0.0208	-99999.0000	-99999.0000	-99999.0000	0.0595		0.0111	0.0008	0.0027	0.0113		-99999.0000	0.0095		-99999.0000	0.0076		0.0140	0.1616		-99999.0000	-99999.0000	
PIRATAFR21	42	06-Jun-2011T02:10:00Z	 -12.400	 +0.000	 24.403	 35.816	 35.827	 0.04	  0.488	0.527	  0.16	 1.07	0.0468	0.0758	0.0190	0.0500	0.0631	-99999.0000	-99999.0000	-99999.0000	0.1877		0.0366	0.0035	0.0049	0.1731		-99999.0000	0.0392			-99999.0000		0.2292	0.4577		-99999.0000		
PIRATAFR21	43	06-Jun-2011T12:20:00Z	 -14.033	 +0.000	 25.157	 35.928	 35.940	 0.03	  0.098	0.127	  0.15	 0.88	0.0486	0.0624	0.0084	0.0604	0.0482	-99999.0000	-99999.0000	-99999.0000	0.2070		0.1124	-99999.0000	0.0389	0.0693		-99999.0000	0.0246		-99999.0000	0.0231		0.0909	0.4495		-99999.0000		
PIRATAFR21	44	06-Jun-2011T22:16:00Z	 -16.033	 +0.000	 25.254	 36.124	 36.138	 0.00	  0.000	0.000	  0.12	 0.78	0.0338	0.0477	0.0095	0.0455	0.0474	-99999.0000	-99999.0000	-99999.0000	0.1352		0.0275	-99999.0000	0.0049	0.0526		-99999.0000	0.0182		-99999.0000	0.0149		0.0619	0.2898		-99999.0000	-99999.0000	
PIRATAFR21	45	07-Jun-2011T08:32:00Z	 -18.033	 +0.000	 25.412	 36.204	 36.216	 0.00	  0.000	0.000	  0.13	 0.68	0.0208	0.0384	0.0071	0.0228	0.0329	-99999.0000	-99999.0000	-99999.0000	0.0790		0.0223	-99999.0000	0.0034	0.1597		-99999.0000	0.0278		-99999.0000	-99999.0000		0.2741	0.2281		-99999.0000	-99999.0000	
PIRATAFR21	46	07-Jun-2011T18:58:00Z	 -20.050	 +0.000	 25.920	 36.330	 36.342	 0.00	  0.000	0.000	  0.13	 0.58	0.0175	0.0288	0.0079	0.0247	0.0279	-99999.0000	-99999.0000	-99999.0000	0.0727		0.0162	-99999.0000	0.0036	0.0271		-99999.0000	0.0065		-99999.0000	-99999.0000		0.0260	0.1812		-99999.0000	-99999.0000	
PIRATAFR21	47	08-Jun-2011T05:10:00Z	 -22.017	 +0.000	 25.860	 36.405	 36.419	 0.00	  0.000	0.000	  0.03	 0.39	0.0125	0.0158	0.0083	0.0167	0.0122	-99999.0000	-99999.0000	-99999.0000	0.0503		0.0105	-99999.0000	0.0019	0.0258		-99999.0000	0.0060		-99999.0000	0.0099		0.0379	0.1133		-99999.0000	-99999.0000	
PIRATAFR21	48	09-Jun-2011T12:45:00Z	 -22.233	 +2.150	 27.920	 35.140	 35.156	 0.00	  0.000	0.000	  0.00	 0.29	-99999.0000	0.0053	0.0031	0.0032	0.0051	-99999.0000	-99999.0000	-99999.0000	0.0130		0.0113	-99999.0000	0.0065	0.1238		-99999.0000	0.0048		-99999.0000	-99999.0000		0.1529	0.0669		-99999.0000	-99999.0000	
PIRATAFR21	49	10-Jun-2011T17:57:00Z	 -20.717	 +6.033	 28.810	 35.080	 35.101	 0.00	  0.000	0.000	  0.00	 0.29	0.0040	0.0085	0.0059	0.0063	0.0058	-99999.0000	-99999.0000	-99999.0000	0.0235		0.0124	-99999.0000	0.0031	0.1201		-99999.0000	0.0080		-99999.0000	0.0208		0.0929	0.1259		-99999.0000	-99999.0000	
