//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR29_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:02:02
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR29_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR29	18	08-Mar-2019T11:20:00Z	  -6.991	 -0.002	 29.774	 34.756	 34.780	 0.03	  0.654	0.625	  0.21	 1.49																											
PIRATAFR29	19	08-Mar-2019T20:01:00Z	  -5.999	 +0.000	 29.774	 34.873	 34.864	 0.00	  0.098	0.098	  0.03	 0.90	0.0042	0.0053	0.0047	0.0054	0.0067	-9999.9999	-9999.9999	0.0020	0.0200		0.0073	-9999.9999	-9999.9999	0.1109		0.0036	0.0062	0.0098	0.0142	-9999.9999	-9999.9999	0.0455	0.0569	0.1035	0.0011		
PIRATAFR29	20	09-Mar-2019T01:43:00Z	  -5.015	 +0.000	 29.654	 34.856	 34.859	 0.01	  0.254	0.244	  0.09	 1.13																											
PIRATAFR29	21	09-Mar-2019T07:26:00Z	  -3.978	 +0.007	 29.246	 35.030	 34.862	 0.01	  1.649	1.640	  0.37	 2.12	0.0013	0.0021	0.0011	0.0036	0.0053	-9999.9999	-9999.9999	0.0014	0.0092		0.0025	-9999.9999	-9999.9999	0.0859		0.0029	0.0038	0.0066	0.0108	-9999.9999	-9999.9999	0.0374	0.0316	0.0699	0.0009		
PIRATAFR29	22	09-Mar-2019T12:58:00Z	  -3.014	 -0.000	 30.097	 34.806	 34.846	 0.02	  0.537	0.517	  0.11	 1.05																											
PIRATAFR29	23	09-Mar-2019T18:54:00Z	  -1.974	 +0.010	 29.875	 34.312	 34.640	 0.01	  2.001	1.991	  0.33	 2.04	-9999.9999	0.0012	-9999.9999	0.0013	0.0039	-9999.9999	-9999.9999	0.0017	0.0070		0.0022	-9999.9999	0.0012	0.1057		0.0034	0.0034	0.0068	0.0106	-9999.9999	-9999.9999	0.0498	0.0236	0.0733	-9999.9999		
PIRATAFR29	24	10-Mar-2019T00:17:00Z	  -1.013	 -0.000	 29.382	 34.359	 34.347	 0.04	  0.781	0.742	  0.15	 1.28																											
PIRATAFR29	25	12-Mar-2019T23:15:00Z	  +0.000	 -3.506	 29.540	 34.600	 34.593	 0.04	  5.525	5.486	  0.42	 3.85																											
PIRATAFR29	26	13-Mar-2019T06:10:00Z	  -0.002	 -4.508	 29.189	 34.924	 34.571	 0.01	  2.304	2.294	  0.42	 2.47	0.0003	0.0010	-9999.9999	-9999.9999	0.0044	-9999.9999	-9999.9999	-9999.9999	0.0027		0.0013	-9999.9999	-9999.9999	0.0719		0.0022	-9999.9999	0.0022	0.0085	-9999.9999	-9999.9999	0.0315	0.0193	0.0528	0.0019		
PIRATAFR29	27	13-Mar-2019T12:49:00Z	  -0.000	 -5.478	 29.402	 35.859	 35.854	 0.01	  0.127	0.117	  0.13	 0.98																											
PIRATAFR29	28	13-Mar-2019T23:38:00Z	  +1.024	 -6.000	 29.555	 34.855	 34.893	 0.01	  0.410	0.400	  0.12	 1.03	-9999.9999	-9999.9999	-9999.9999	-9999.9999	0.0045	-9999.9999	-9999.9999	-9999.9999	0.0028		0.0016	-9999.9999	-9999.9999	0.0735		-9999.9999	-9999.9999	-9999.9999	0.0055	-9999.9999	-9999.9999	0.0276	0.0162	0.0463	0.0024		
PIRATAFR29	29	14-Mar-2019T04:51:00Z	  +2.010	 -6.001	 29.526	 34.594	 34.909	 0.01	  0.176	0.166	  0.08	 1.06																											
PIRATAFR29	30	14-Mar-2019T09:58:00Z	  +2.988	 -6.002	 29.497	 34.808	 34.781	 0.01	  0.117	0.107	  0.08	 0.75	0.0008	0.0027	0.0010	0.0013	0.0035	-9999.9999	-9999.9999	0.0009	0.0046		0.0020	-9999.9999	-9999.9999	0.0900		0.0044	-9999.9999	0.0044	0.0127	-9999.9999	-9999.9999	0.0471	0.0404	0.0902	0.0026		
PIRATAFR29	31	14-Mar-2019T15:13:00Z	  +3.986	 -6.000	 30.346	 34.539	 34.547	 0.00	  0.127	0.127	  0.06	 1.21																											
PIRATAFR29	32	14-Mar-2019T20:34:00Z	  +4.992	 -6.011	 29.953	 34.589	 34.586	 0.01	  0.127	0.117	  0.06	 1.46	0.0060	0.0093	0.0035	0.0079	0.0144	-9999.9999	-9999.9999	0.0008	0.0216		0.0087	-9999.9999	-9999.9999	-9999.9999		0.0039	0.0065	0.0103	-9999.9999	0.0221	-9999.9999	0.0406	0.1374	0.1803	0.0023		
PIRATAFR29	33	15-Mar-2019T01:38:00Z	  +5.976	 -6.001	 29.593	 35.069	 35.060	 0.02	  1.395	1.376	  0.25	 2.02																											
PIRATAFR29	34	16-Mar-2019T18:42:00Z	  +6.977	 -6.261	 29.740	 34.708	 34.669	 0.01	  0.215	0.205	  0.07	 0.92																											
PIRATAFR29	35	17-Mar-2019T00:02:00Z	  +6.017	 -6.494	 29.344	 35.062	 35.038	 0.01	  0.176	0.166	  0.07	 1.10	0.0019	0.0029	0.0012	0.0018	0.0025	-9999.9999	-9999.9999	0.0005	0.0064		0.0024	-9999.9999	-9999.9999	0.1178		0.0046	0.0027	0.0073	0.0144	-9999.9999	-9999.9999	0.0599	0.0383	0.1002	0.0020		
PIRATAFR29	36	18-Mar-2019T00:30:00Z	  +4.016	 -6.996	 29.974	 34.608	 35.075	 0.01	  4.547	4.537	  0.32	 2.83	-9999.9999	0.0011	-9999.9999	-9999.9999	0.0016	-9999.9999	-9999.9999	-9999.9999	0.0013		0.0008	-9999.9999	-9999.9999	0.0342		0.0008	0.0014	0.0022	-9999.9999	0.0050	-9999.9999	0.0071	0.0228	0.0312	0.0013		
PIRATAFR29	37	18-Mar-2019T07:41:00Z	  +2.984	 -7.203	 29.305	 34.900	 34.938	 0.01	  0.088	0.078	  0.11	 1.02																											
PIRATAFR29	38	18-Mar-2019T14:52:00Z	  +2.002	 -7.416	 29.402	 35.089	 35.020	 0.00	  0.176	0.176	  0.11	 1.13	0.0005	0.0025	0.0014	-9999.9999	0.0031	-9999.9999	-9999.9999	-9999.9999	0.0037		0.0015	-9999.9999	-9999.9999	0.0969		0.0055	-9999.9999	0.0055	0.0146	-9999.9999	-9999.9999	0.0720	0.0290	0.1039	0.0029		
PIRATAFR29	39	18-Mar-2019T21:35:00Z	  +1.008	 -7.611	 29.029	 35.447	 35.475	 0.00	  0.049	0.049	  0.10	 0.77																											
PIRATAFR29	40	19-Mar-2019T04:09:00Z	  -0.005	 -7.835	 28.437	 36.202	 35.475	 0.00	  1.210	1.210	  0.29	 1.83	0.0014	0.0030	0.0010	0.0017	0.0059	-9999.9999	-9999.9999	-9999.9999	0.0065		0.0027	-9999.9999	-9999.9999	0.0602		0.0024	0.0033	0.0057	-9999.9999	0.0113	-9999.9999	0.0268	0.0482	0.0773	0.0024		
PIRATAFR29	41	19-Mar-2019T10:45:00Z	  -1.038	 -8.043	 28.538	 36.091	 36.104	 0.00	  0.000	0.000	  0.15	 1.06																											
PIRATAFR29	42	19-Mar-2019T19:49:00Z	  -2.003	 -8.251	 27.984	 36.561	 36.556	 0.00	  0.010	0.010	  0.17	 1.10	0.0004	0.0014	-9999.9999	0.0006	0.0014	-9999.9999	-9999.9999	-9999.9999	0.0025		0.0010	-9999.9999	-9999.9999	0.0685		0.0036	-9999.9999	0.0036	0.0067	-9999.9999	-9999.9999	0.0341	0.0142	0.0503	0.0020		
PIRATAFR29	43	20-Mar-2019T02:36:00Z	  -2.986	 -8.447	 27.589	 36.525	 36.537	 0.00	  0.000	0.000	  0.16	 1.02																											
PIRATAFR29	44	20-Mar-2019T09:08:00Z	  -4.025	 -8.672	 28.085	 36.371	 36.400	 0.00	  0.175	0.185	  0.14	 1.14	0.0007	0.0039	0.0037	0.0034	0.0033	-9999.9999	-9999.9999	-9999.9999	0.0119		0.0036	-9999.9999	0.0027	0.0910		0.0033	0.0045	0.0078	0.0107	-9999.9999	-9999.9999	0.0506	0.0448	0.0964	0.0010		
PIRATAFR29	45	20-Mar-2019T14:54:00Z	  -4.988	 -8.864	 28.467	 36.349	 36.356	 0.00	  0.000	0.000	  0.14	 1.04																											
PIRATAFR29	46	20-Mar-2019T19:39:00Z	  -5.979	 -9.075	 28.476	 36.347	 36.355	 0.00	  0.088	0.088	  0.15	 1.10	0.0012	0.0036	0.0035	0.0028	0.0024	-9999.9999	-9999.9999	-9999.9999	0.0112		0.0035	-9999.9999	0.0010	0.0859		0.0026	0.0033	0.0059	0.0095	-9999.9999	-9999.9999	0.0478	0.0266	0.0760	0.0016		
PIRATAFR29	47	21-Mar-2019T00:23:00Z	  -6.980	 -9.278	 28.163	 36.423	 36.356	 0.00	  1.287	1.287	  0.23	 1.80																											
PIRATAFR29	48	21-Mar-2019T05:02:00Z	  -7.993	 -9.497	 27.431	 36.606	 36.429	 0.00	  0.819	0.819	  0.30	 1.77	0.0005	0.0010	0.0014	0.0010	0.0009	-9999.9999	-9999.9999	-9999.9999	0.0036		0.0014	-9999.9999	-9999.9999	0.0536		0.0020	0.0016	0.0035	0.0056	-9999.9999	-9999.9999	0.0240	0.0100	0.0353	0.0013		
PIRATAFR29	49	21-Mar-2019T09:42:00Z	  -8.995	 -9.694	 27.737	 36.537	 36.544	 0.01	  0.039	0.029	  0.17	 1.14	-9999.9999	0.0410	0.0091	0.0020	0.0464	-9999.9999	-9999.9999	0.0027	0.0151		0.0195	-9999.9999	0.0117	0.1381		0.0028	0.0029	0.0056	-9999.9999	0.0301	0.1038	0.0765	0.1351	0.2152	0.0036		
PIRATAFR29	50	27-Mar-2019T12:18:00Z	 -10.987	 +0.761	 30.829	 34.854	 34.875	 0.07	  2.225	2.157	  0.31	 5.29	-9999.9999	0.0077	0.0054	0.0030	0.0032	-9999.9999	-9999.9999	0.0024	0.0160		0.0044	-9999.9999	-9999.9999	0.1137		0.0027	0.0032	0.0060	0.0126	-9999.9999	-9999.9999	0.0411	0.0423	0.0846	0.0013		
PIRATAFR29	51	27-Mar-2019T17:52:00Z	 -11.992	 +0.018	 31.059	 34.842	 34.861	 0.01	  0.449	0.439	  0.10	 1.34																											
PIRATAFR29	52	27-Mar-2019T22:28:00Z	 -13.024	 -0.001	 30.749	 34.822	 34.831	 0.00	  0.000	0.010	  0.06	 0.91	0.0006	0.0020	0.0018	0.0018	-9999.9999	-9999.9999	-9999.9999	0.0006	0.0059		0.0017	-9999.9999	-9999.9999	0.0933		0.0028	0.0013	0.0041	0.0100	-9999.9999	-9999.9999	0.0377	0.0194	0.0585	0.0013		
PIRATAFR29	53	28-Mar-2019T02:44:00Z	 -13.989	 -0.001	 30.320	 34.876	 34.840	 0.01	  1.035	1.025	  0.30	 2.15																											
PIRATAFR29	54	28-Mar-2019T07:32:00Z	 -15.025	 +0.008	 29.685	 35.520	 34.946	 0.00	  1.366	1.366	  0.29	 2.21	-9999.9999	0.0017	0.0035	0.0013	0.0013	-9999.9999	-9999.9999	0.0009	0.0049		0.0032	-9999.9999	0.0011	0.1108		-9999.9999	-9999.9999	-9999.9999	0.0112	-9999.9999	-9999.9999	0.0482	0.0284	0.0780	0.0014		
PIRATAFR29	55	28-Mar-2019T11:57:00Z	 -15.986	 -0.000	 30.404	 35.376	 35.534	 0.00	  1.161	1.171	  0.32	 2.21																											
PIRATAFR29	56	28-Mar-2019T16:41:00Z	 -17.000	 -0.000	 30.777	 35.438	 35.398	 0.00	  1.083	1.093	  0.33	 2.13	0.0006	0.0009	0.0014	0.0016	0.0016	-9999.9999	-9999.9999	0.0006	0.0069		0.0023	-9999.9999	-9999.9999	0.0955		0.0023	0.0011	0.0035	0.0109	-9999.9999	-9999.9999	0.0334	0.0247	0.0595	0.0015		
PIRATAFR29	57	28-Mar-2019T21:20:00Z	 -18.000	 -0.002	 31.259	 35.278	 35.298	 0.00	  1.366	1.376	  0.32	 2.30																											
PIRATAFR29	58	29-Mar-2019T01:50:00Z	 -18.987	 -0.000	 30.453	 35.019	 35.313	 0.00	  0.078	0.088	  0.18	 1.18	0.0011	0.0060	0.0142	0.0023	0.0023	-9999.9999	-9999.9999	0.0009	0.0118		0.0115	-9999.9999	0.0088	0.1201		0.0041	0.0019	0.0061	0.0151	-9999.9999	-9999.9999	0.0625	0.0696	0.1336	0.0015		
PIRATAFR29	59	29-Mar-2019T06:19:00Z	 -19.968	 +0.000	 30.093	 35.178	 35.059	 0.00	  1.298	1.308	  0.31	 2.04																											
PIRATAFR29	60	29-Mar-2019T11:57:00Z	 -20.987	 -0.658	 30.137	 35.916	 35.927	 0.00	  0.000	0.000	  0.10	 1.11	0.0019	0.0044	0.0056	0.0046	0.0053	-9999.9999	-9999.9999	0.0012	0.0169		0.0053	-9999.9999	-9999.9999	0.1527		0.0050	0.0025	0.0075	0.0215	-9999.9999	-9999.9999	0.0747	0.0817	0.1584	0.0020		
PIRATAFR29	61	29-Mar-2019T17:48:00Z	 -21.988	 -1.316	 31.465	 35.820	 35.857	 0.00	  1.414	1.424	  0.30	 1.93																											
PIRATAFR29	62	01-Apr-2019T16:16:00Z	 -23.001	 +4.986	 28.310	 35.895	 35.793	 0.00	  0.049	0.059	  0.07	 1.14																											
PIRATAFR29	63	01-Apr-2019T21:47:00Z	 -23.005	 +5.983	 27.270	 36.141	 36.126	 0.00	  0.000	0.010	  0.08	 1.34	0.0025	0.0054	0.0052	0.0055	0.0062	-9999.9999	-9999.9999	0.0009	0.0184		0.0046	-9999.9999	-9999.9999	0.0869		0.0070	0.0070	0.0140	0.0176	-9999.9999	-9999.9999	0.0837	0.0715	0.1567	0.0015		
PIRATAFR29	64	02-Apr-2019T03:14:00Z	 -23.000	 +6.978	 27.004	 36.093	 36.099	 0.00	  0.049	0.059	  0.08	 1.30																											
PIRATAFR29	65	02-Apr-2019T09:07:00Z	 -22.989	 +8.028	 25.541	 36.078	 36.096	 0.00	  0.000	-0.010	  0.07	 1.31	0.0007	0.0023	0.0007	0.0017	0.0032	-9999.9999	-9999.9999	0.0006	0.0060		0.0026	-9999.9999	-9999.9999	0.0915		0.0047	0.0025	0.0072	0.0119	-9999.9999	-9999.9999	0.0579	0.0257	0.0861	0.0025		
PIRATAFR29	66	02-Apr-2019T14:47:00Z	 -23.000	 +8.986	 25.201	 36.045	 36.107	 0.00	  1.375	1.375	  0.22	 2.18																											
PIRATAFR29	67	02-Apr-2019T19:30:00Z	 -23.012	 +9.976	 24.805	 36.035	 36.059	 0.00	  0.819	0.819	  0.27	 2.03	0.0045	0.0072	0.0009	0.0065	0.0249	-9999.9999	0.0006	0.0008	0.0153		0.0046	-9999.9999	-9999.9999	0.0592		0.0028	0.0063	0.0091	0.0122	-9999.9999	-9999.9999	0.0406	0.0893	0.1347	0.0047		
PIRATAFR29	68	03-Apr-2019T02:10:00Z	 -23.000	+10.986	 24.113	 35.934	 36.075	 0.00	  0.293	0.302	  0.17	 1.26																											
PIRATAFR29	69	03-Apr-2019T06:35:00Z	 -23.002	+11.989	 23.222	 35.881	 35.999	 0.00	  0.556	0.566	  0.23	 1.51	0.0065	0.0115	0.0022	0.0195	0.0183	-9999.9999	0.0021	0.0019	0.0364		0.0142	0.0015	0.0069	0.1048		-9999.9999	0.0129	0.0129	0.0216	-9999.9999	-9999.9999	0.0237	0.2023	0.2303	0.0043		
PIRATAFR29	70	03-Apr-2019T13:17:00Z	 -23.412	+12.987	 23.019	 35.870	 35.905	 0.03	  1.102	1.073	  0.22	 1.70																											
PIRATAFR29	71	03-Apr-2019T18:45:00Z	 -23.808	+13.967	 23.131	 35.921	 35.936	 0.00	  0.780	0.790	  0.22	 1.35	0.0011	0.0033	0.0004	0.0021	0.0039	-9999.9999	0.0006	0.0006	0.0064		0.0017	-9999.9999	-9999.9999	0.0652		0.0025	0.0038	0.0063	-9999.9999	0.0106	-9999.9999	0.0342	0.0398	0.0776	0.0036		
PIRATAFR29	72	04-Apr-2019T00:31:00Z	 -24.239	+14.976	 23.234	 36.147	 35.947	 0.00	  1.843	1.853	  0.28	 2.22																											
PIRATAFR29	73	04-Apr-2019T06:06:00Z	 -24.661	+15.989	 23.038	 36.232	 36.205	 0.00	  1.063	1.082	  0.27	 1.68	0.0017	0.0046	0.0019	0.0040	0.0057	-9999.9999	-9999.9999	0.0014	0.0143		0.0063	-9999.9999	-9999.9999	0.1572		0.0049	0.0037	0.0086	0.0186	-9999.9999	-9999.9999	0.0669	0.0564	0.1260	0.0026		
